slot	surface	auto_link	auto_status	auto_method	n_facts	example_fact_id	example_evidence	decision	decided_link	reviewer_notes
person	סאָפֿיע קאַרפּ	person:723	candidate	fuzzy_100	1	P-6-facs_203_tr_1747929008:1#2	האָט די פּרימאָדאָנע סאָפֿיע קאַרפּ געשפּילט די טיטל-ראָל			
person	דינה פֿיינמאַן		unmatched		1	P-6-facs_203_tr_1747929008:1#3	"וועט אויפֿטרעטן צום ערשטן מאָל אין דער ראָלע ""ברכה"" אונדזער באַלייבטע דראַמאַטיסטין דינה פֿיינמאַן"			
person	סאָפיאַ קאַרפּ	person:723	candidate	fuzzy_90	1	P-6-facs_203_tr_1747929008:1#4	"מאָרגן וועט מאַדאַם קאַרפּ שפּילן ""ברכה"""			
person	אַלעקסאַנדער דיומאָ		unmatched		1	P-6-facs_203_tr_1747929008:2#2	"„קאַמעליען דאָמע"" פֿון אַלעקסאַנדער דיומאָ"			
person	טורקאָוו		unmatched		1	P-6-facs_231_tr_1747928940:1#2	דאָ דערמאָנט טורקאָוו די טובה מיט אַן איבערגעשריבענער פּיעסע 'דער דיבוק'			
person	גאָלדפֿאַדן		unmatched		1	P-6-facs_246_tr_1747928955:1#1	"גאָלדפֿאַדן האָט צווישן אַנדערע זיינע פּיעסן אויך אויפֿגעפֿירט אַ פּיעסע ""יהודה המכבי"""			
person	גאָלדפֿאָדן		unmatched		1	P-6-facs_246_tr_1747928955:1#2	גאָלדפֿאָדן האָט אין אָדעס (א'ר פֿון גרודסקי) אויפֿגעפֿירט זיין פּיעסע „די מאַקאַבעיער“			
person	גאָלדפֿאַדענען		unmatched		1	P-6-facs_254_tr_1747928885:1#2	וואָס איז, לויט דוד קעסלער, נאָך געשפּילט געוואָרן ביי גאָלדפֿאַדענען אין אָדעס			
person	קעמפּנער		unmatched		1	P-6-facs_254_tr_1747928885:1#5	צווישן די אַקטיאָרן זיינען געווען די פרוי פֿון אַמיניסטראַטאָר קעמפּנער			
person	ליבמאַן		unmatched		1	P-6-facs_254_tr_1747928885:1#6	צווישן די אַקטיאָרן זיינען געווען די פרוי פֿון אַמיניסטראַטאָר קעמפּנער, ליבמאַן			
person	פֿיינבערג		unmatched		1	P-6-facs_254_tr_1747928885:1#7	ליבמאַן, פֿיינבערג			
person	פישמאַן		unmatched		1	P-6-facs_254_tr_1747928885:1#8	פֿיינבערג, פישמאַן			
person	איידאַ יאַקובאָוויטש		unmatched		1	P-6-facs_254_tr_1747928885:1#10	איידאַ יאַקובאָוויטש און זיין פרוי			
person	ניכפּעניצע		unmatched		1	P-6-facs_271_r_1:2#5	"די ״אונטערגעוואָרפענע קבצנטע״, די ניכפּעניצע („מאַן און ווייב"")"			
person	שלמה הכהן		unmatched		1	P-6-facs_271_r_1:2#6	"די פיגור פֿונעם רב שלמה הכהן (אין דער פּיעסע „מאַן און ווייב"")"			
person	יצחק פאַרשווער		unmatched		1	P-6-facs_271_r_1:2#8	"אויך דער ״שניידער-יונג״ יצחק פאַרשווער און די ״אונטערגעוואָרפענע קבצנטע״, די ניכפּעניצע („מאַן און ווייב"")"			
person	רעגינע פדאַגער	person:2695	candidate	fuzzy_92	1	P-6-facs_28_r_2:1#8	"אין דער פּיעסע „הדסה"" האָט די פרימאַדאָנע רעגינע פדאַגער אויסגעזונגען ניסים גאַנצע קאָמפּאָזיציע ""ומפּני חטאינו"""			
person	ראַבינאָוויטש		unmatched		1	P-6-facs_291_tr_1747928923:1#7	ראַבינאָוויטש האָט זי אויפגעפירט לויט הערמאַנס רעזשי			
person	אסתר רחל קאַמינסקי		unmatched		1	P-6-facs_327_tr_1747930566:1#3	שפּילט זי די אומגליקלעכע, פֿון דול-הויז צוריקגעקומענע בת שבע			
person	מאַדאָם קאַמינסקי		unmatched		1	P-6-facs_327_tr_1747930566:2#1	„דיאַ וואַרהייט“ שרייבט וועגן ק.'ס שפּילן: „מאַדאָם קאַמינסקי איז די זינדיקע טאָכטער. זי מאַכט פון איר ראָלע וואָס זי קאָן			
person	משה און אַנשל שאָר		unmatched		1	P-6-facs_327_tr_1747930566:2#2	"אויף סוכות הייבט דאָס „טאליאַ""-טעאַטער אָן שפּילן „די ערשטע ליבע"" פֿון משה און אַנשל שאָר"			
person	מאַדאָם אסתר-רחל קאַמינסקי		unmatched		1	P-6-facs_327_tr_1747930566:2#3	"צוזאַמען מיט דער ""שרעקלעכער בשורה"" פֿון ""ערשטע ליבעס"" טויט"			
person	מאַדאָם ליפּצין		unmatched		1	P-6-facs_327_tr_1747930566:2#6	זי גייט אויף דער בינע ניט ווי הערשנדע רייכע גראָדנער אָדער בערדיטשעווער אשת חיל, נאָר ווי אַ קעניגיין			
person	אַנדי בערנשטיין		unmatched		1	P-6-facs_327_tr_1747930566:3#2	"וועגן איר שפּילן אין אַנדי בערנשטיינס דראַמע ""ישראל"" [„דער אַנטיסעמיט""]"			
person	אסתר רחל קאמינסקאָ		unmatched		1	P-6-facs_327_tr_1747930566:4#2	"ענדלעך האָב איך אָבער באַוויזן צו זען די קאַמינסקאַ אין איינע פֿון אירע בעסטע ראָלן — אין דער פּיעסע „די מוטער"" פֿון דוד פינסקי"			
person	רות		unmatched		1	P-6-facs_327_tr_1747930566:4#4	דאָס האָט פֿון איר געירשנט איר אייניקל, מיין טאָכטער רות			
person	ראָטשיין		unmatched		1	P-6-facs_34_r_1:1#2	"אויפֿן צווייטן טאָג גייט „חורבן ירושלים"", איך פאַרבייט ווייטער ראָטשיינען; שפּיל „איזמאַיִל'"			
person	ליניעצקיס		unmatched		1	P-6-facs_35_tr_1747746200:1#1	"דיאַלאָגיזירטע שטיקער פֿון ליניעצקיס ""פּוילישן יינגל"""			
person	פֿאָני		unmatched		1	P-6-facs_418_tr_1747930192:1#2	"זי און אַ שוועסטער פֿאָני און אַ ברודער ישעיה זיינען, אַלס דערוואַקסענע קינדער, אַריינגענומען געוואָרן אין דער טרופּע פֿון הורוויץ און סעגאָלעסקאָ אין „פּאָמול ווערדי"" אין דער עפּאָכע פֿון טיסאַ עסלער פּ"			
person	ישעיה		unmatched		1	P-6-facs_418_tr_1747930192:1#3	"זי און אַ שוועסטער פֿאָני און אַ ברודער ישעיה זיינען, אַלס דערוואַקסענע קינדער, אַריינגענומען געוואָרן אין דער טרופּע פֿון הורוויץ און סעגאָלעסקאָ אין „פּאָמול ווערדי"" אין דער עפּאָכע פֿון טיסאַ עסלער פּ"			
person	אַלעקס שטיין		unmatched		1	P-6-facs_41_tr_1747746148:1#2	"דער נאָמען פֿאַרבונדן מיט אַלעקס שטיינס דביקותדיקע אויסגעצויגנקייט אין דעם ראָמעאָ פֿון אַנסקיס „דיבוק"" ביי די „ווילנער"""			
person	עדמונד מאָריסעס		unmatched		1	P-6-facs_425_r_5:1#1	"דאָס פֿינפטע געבאָט“, זיין אַדאָפּטאַציע פֿון עדמונד מאָריסעס „טהי וואודען דיש"""			
person	בתיה לערנער		unmatched		1	P-6-facs_425_r_5:1#4	זיין קלאַראַ האָט פּראַכטפול געשפּילט די באַוויסטע בתיה לערנער			
person	אסתר עדוואָרדס		unmatched		1	P-6-facs_425_r_5:1#5	"אַ נייער שטערן פֿון דער „פּערהייט""-טרופּע אסתר עדוואָרדס איז געווען קינסטלעריש אויסגעהאַלטן"			
person	פאול מעלראָד		unmatched		1	P-6-facs_425_r_5:1#6	אויך פאול מעלראָד, דער יינגסטער זון סידני			
person	שיע געשקין		unmatched		1	P-6-facs_435_r:1#3	די טעאַטער-סטודיע פֿירט אויף א'ר פֿון שיע געשקין דעם ערשטן אַקט פֿון פינסקיס „דער אוצר“			
person	לילי ליליאַנאַ	person:2305	candidate	fuzzy_100	1	P-6-facs_435_r:1#7	מיט זיין און לילי ליליאַנאַס אָנטייל אַ מוזיקאַלישע אויפֿפֿירונג פֿון פרץ הירשביינס „גרינע פעלדער“			
person	ש. אַנסקי		unmatched		1	P-6-facs_435_r:1#8	ש. אַנסקיס „דבוק“ (ענגליש) א'ר פֿון מאַרק פֿעדער			
person	אָננאַ יאָקובאָוויטש		unmatched		1	P-6-facs_45_tr_1747746110:1#2	"שפּעטער אַרומגעפֿאָרן איבער דער פּראָווינץ מיט די יאָקובאָוויטשעס און געשפּילט כאַראַקטער-ראָלן אין די אָפּערעטעס „כאַנטשע אין אמעריקע“, „די אַמעריקאַנערין"""			
person	פּינסקיס		unmatched		1	P-6-facs_464_tr_1747930221:1#1	וואָס האָט אין זיך דעם זעלבן תוכן וואָס פּינסקיס „אוצר“			
person	דער ליטוואָק		unmatched		1	P-6-facs_468_tr_1747930432:1#1	"ניט דער לערער (ווי דער ליטוואָק אין ""פּוילישן יינגל"")"			
person	ישעיה גוטמאַנן	person:3638	candidate	fuzzy_96	1	P-6-facs_468_tr_1747930432:1#2	2) דער כל בוניק / אָדער / דיאַ פערביטעני חתן כלה / פּאָססע אין 5 אַקטען / פאַן / ישעיה גוטמאַנן			
person	חבר האָראָוויץ	person:2032	candidate	fuzzy_92	1	P-6-facs_475_r:1#1	"חבר האָראָוויץ איז איינדרוקספול אין דער ראָל פֿון דעם „אַנטלאָפענעם סאָלדאַט"""			
person	אברהם האָראָוויץ		unmatched		1	P-6-facs_475_r:1#4	"גאָר ווויל פֿירט דורך אַברהם האָראָוויץ די ראָל פון דעם אַלטן ""רבי עקיבאַ"""			
person	אַברהם האָראָוויץ		unmatched		1	P-6-facs_475_r:1#5	"אַברהם האָראָוויץ אַלס ""רבי עקיבא"" ברענגט אַרויס דאָס בעסטע פֿון די עטלעכע מענטשלעכע שורות אין דער דראַמע"			
person	זעלדע לערנער		unmatched		1	P-6-facs_475_r:2#2	זעלדע לערנער זעט אויס ווי אַ יפת תואַר, די פּאָעטישע פאַרקערפּערונג פֿון אסתר המלכה			
person	גאָלדע ראָזלער		unmatched		1	P-6-facs_475_r:2#4	"גאָלדע ראָזלער אין אירע צוויי ראָלן, אין דעם ""בעטלערס טאָכטער“ און ""עלקע"" די אלמנה"			
person	ליובאַ אייזענבערג	person:1553	candidate	fuzzy_100	1	P-6-facs_475_r:2#7	„די וועשערין“, ליובאַ אייזענבערג, האָבן געהאָלפֿן שאַפן די נייטיקע אַטמאָספערע פֿון דער דראַמע			
person	הערשל ראָזען		unmatched		1	P-6-facs_475_r:2#9	"הערשל ראָזען פֿירט אויס קרעפטיק די ראָל פונם ברוטאַלן פרנס „עזריה"""			
person	חנה אָפּעל		unmatched		1	P-6-facs_566_tr_1752130132:1#4	מרס. אַפּעל האָט בעסער ניט געקאָנט זיין אין דער ראָל פֿון צינעס מאַמע			
person	סאָניאַ גורסקאַ		unmatched		1	P-6-facs_566_tr_1752130132:1#5	סאָניאַ גורסקאַ האָט שוין די ראָל פון אַלקנהס טאָכטער געשפּילט אין אוירוויינג פלעיס טעאַטער			
person	מים זילבערט		unmatched		1	P-6-facs_566_tr_1752130132:2#2	מים זילבערט האָט געשפּילט די אַלמנה אויסגעצייכנט			
person	בצלאָל גרינבערג		unmatched		1	P-6-facs_60_tr_1747746173:1#3	"א""ר פֿון מחברס איידעם, בצלאָל גרינבערג"			
person	פֿיינערמאָן		unmatched		1	P-6-facs_639_tr_1747930195:1#4	"„רב עקיבא"" פֿון פֿיינערמאָן (1958)"			
person	מוסאָגאָרסקיס		unmatched		1	P-6-facs_68_tr_1747746105:1#1	"אַ ליד פֿון מוסאָגאָרסקיס אַראַטאָריע ""יהושע בן נון“"			
person	זאָלאָטאָרעווסקי		unmatched		1	P-6-facs_81_tr_1747746168:1#1	2) דער ישיבה בחור — זאָלאָטאָרעווסקי			
person	א. ג. קאָמפּאַנעעץ		unmatched		1	P-6-facs_93_r_66:1#1	דער יידישער טעאַטער-דירעקטאָר א. ג. קאָמפּאַנעעץ גיט איבער			
person	קלמן יוווילער		unmatched		1	P-7-facs_23_tr_1756894461:1#1	"דעם 14 יאַנואַר 1895 האָט די טרופּע פֿון קלמן יוווילער אויפגעפֿירט אין בוקאַרעסט „אליהו הנביאַ, אָדער אַריסתבלוס מלך יהודה, הייסטאָרישע אָפּערעטע אין 5 אַקטען אונד 1 פּראָלאָג אין ריימען געשריעבען"""			
person	פּרץ הירשביינס	person:2006	candidate	fuzzy_96	1	P-7-facs_74_r_3:1#1	"פּרץ הירשביינס „גרינע פעלדער"""			
person	מאַקסים בראָדין		unmatched		1	P-7-facs_74_r_3:1#3	"צוזאַמען מיט מאַקסים בראָדין פירט זי אויך דורך אין אַן איינאַקטער פּרץ הירשביינס „גרינע פעלדער"""			
person	פּרץ הירשביין	person:2006	candidate	fuzzy_100	1	P-7-facs_84_tr_1757228895:1#1	אין רוסלאַנד האָט זי געשאַפן די ערשטע „צינע“ אין „די גרינע פעלדער“ פֿון פּרץ הירשביין			
person	שמ׳ר-שייקעוויטש		unmatched		1	P-7-facs_87_r:1#1	"שמ׳ר-שייקעוויטש, אַלס קאָנקורענט, האָט עס ניט געקאָנט סובל זיין (אַריבערטראָגן) און האָט זיך גענומען שאַפן אַ ""שלאָגער״, וועלכער זאָל פאַרטרייבן דעם „פּאָדריאַטשיק״. ער האָט גענומען גאָלדפאַדנס דריי פ"			
place	New York		unmatched	too_short	32	P-1-facs_348_tr_1741260382:1#3	"אַקטאָבער 1925 פֿירט וו. אויף צוזאַמען מיט אַלסבערן אָנסקיס „דבוק"" אויף ענגליש אין נייבאָרהוד פלייהויז"			
place	נאָוואָרעדאָק		unmatched		3	P-3-facs_37_tr_1752653028:1#6	"אונזער פּורים-פּיעסע איז, לויט מיין געדענקען, יעדן יאָר געווען די זעלביקע זאך און זי האָט געהייסן „חכמת שלמה"""			
place	שאַהי-נאַד-וואַהאַם		unmatched		3	P-6-facs_90_r_2:1#1	"אַנסקיס „דיבוק"""			
place	פּיעטרקוב		unmatched		2	P-1-facs_312_TextRegion_1708860417410_829:3#2	"בן הדור, הייסטאָרישע אָפּערעטאָ אין 4 אַקטן פֿון פּראָפעסאָר י. האָראָוויטץ, מוזיק פֿון פּערעלמוטער עט וואהל, פּיעטרקוב תרס""ז [1907, 60 ז. 16], פערלאג די ""יודישע ביהנע“"			
place	גאַליצישער פּראָווינץ		unmatched		2	P-1-facs_31_r:1#1	אין 1903 גאַסטראָלירט א. אַ יאָר צייט ביי משה שאָר אין גאַליצישער פּראָווינץ, וואו ער פירט אויף דעם ניי-געבראַכטן רעפּערטואַר („אשה רעה“, „עזרא דער אייביקער ייד“, „כל נדרי“			
place	מאָרמאַראָש סינעט		unmatched		2	P-1-facs_87_tr_1740520981:1#1	דערנאָך פֿון די וואָכנבלעטער „ציון“			
place	בעיאָן		unmatched		2	P-3-facs_316_tr_1756045027:1#2	אין 1913 טרעט ער אַריין אין אַ פּראָווינץ-טרופּע, מיט וועלכער ער פֿירט אויף און שפּילט אין בעיאָן, ניו דזשוירזי, לאַטיינערס „דער שטן אין גן עדן“			
place	Birobidzhan		unmatched	too_short	2	P-6-facs_105_tr_1747825152:1#2	"""בת שבע"" אין שלום-עליכמס „גאָלדגרעבער“"			
place	בראַנקס (ניו-יאָרק)		unmatched		2	P-6-facs_392_r:1#1	"דעם 2 מערץ 1931 איז אין ""מעקינלי סקווער טעאַטער“ אין בראַנקס (ניו-יאָרק) אויפֿגעפֿירט געוואָרן „הערשעלע אָסטראָפֿאָלער"" פֿון בן יעקב"			
place	קראקויא		unmatched		1	P-1-facs_312_TextRegion_1708860417410_829:3#15	"„עתליהו“ (נאָך ראסין) [געדרוקט אָן וויסן פון מחבר, א""נ „עתליהו אָדער דיא קרעהנונג פאַר קעניג יואש, ביבלישעס שוישפּיעל אין 4 אַקטען פאָן משה איש הלוי הורוויטש“, פערלאג פאן אהרן פויסט, בוכהאנדלונג אין ק"			
place	ני יאָרק	place:Q60	candidate	fuzzy_93	1	P-1-facs_312_TextRegion_1708860417410_829:3#37	לעאָן בלאנק — „פּראָפעסאָר“ הורוויץ, קעניג פון טעאַטער-שונד, שפּילט אָפּ אַ חתונה אויף די גאַסען פון ני יאָרק, „פאַרוו.“ 28 נאָוו., 1928			
place	בריסעל-אַנטווערפּען		unmatched		1	P-1-facs_335_tr_1741260385:1#2	„שלמה המלך דער צווייטער“ (אויפגעפ. 1915 דורך יעקב זילבערט אין בריסעל-אַנטווערפּען)			
place	קליוולאַנדער		unmatched		1	P-1-facs_351_tr_1741260417:1#1	"אין עלטער פֿון 12 יאָר דעביוטירט אין קליוולאַנדער פּערי-טעאָ טער אין אַ ראָל פֿון „פֿאָלק"" אין גאָרדיןס „דער יידישער גלח“"			
place	קליוולענדער		unmatched		1	P-1-facs_351_tr_1741260418:1#1	זייט יאָנואַר 1925 — מיטרעדאַקטאָר פֿון דער קליוולענדער „די אידישע וועלט“			
place	יוזעפקא		unmatched		1	P-1-facs_415_TextRegion_1710155871558_109:1#2	1906 — אַריינגעטראָטן אין כאָר פון ראָטשטייןס יידישער טרופּע אין יוזעפקא, און נאָכן שפּילן צופעליק די ראָל „יאַנקעלע“ אין לאַטיינערס „דודס פידעלע“			
place	קאָסאָוו		unmatched		1	P-1-facs_81_tr_1740521176:1#1	"אין עלטער פון 15 יאָר אויפגעטראָטן אַלס „די יתומה"" אין „דודס פידעלע“ אין קאָסאָוו, אין איר פאָטערס טרופּע"			
place	האָראָדענקאָ		unmatched		1	P-2-facs_109_tr_1744279123:1#1	"געלערנט אין חדר און אין ""באראָן הירש""-פֿאָלקס-שול אין האָראָדענקאָ"			
place	ניו-⸗ אָרק	place:Q60	candidate	fuzzy_93	1	P-2-facs_198_r_4:2#9	אין 1901 איז אויפגעפירט געוואָרן אין פּיפּלס-טעאַטער שמ“ר-⸗ שייקעוויטשעס „די עמיגראַנטן“, אין וועלכער מ האָט זיך זייער בּאַליבּט געמאַכט. לעאָן בּלאַנק שרייבּט: „מאָגוּלעסקאָ האָט גע⸗ שפּילט די ראָלע 			
place	נאוואַ בוך		unmatched		1	P-2-facs_263_tr_1744280809:1#1	"ווערט ער אַריינגענומען אין דער גאַסטראָלירנדיקער יידישער טרופּע פֿון זשיטאָמירסקי, ביי וועלכער ער דעביוטירט אין נאוואַ בוך אַלס „אַמעריקאַנער"" אין לאַטיינערס „שרה שיינדל"""			
place	טאוואָרעק		unmatched		1	P-2-facs_343_tr_1744365797:1#1	"אין צו 10 יאָר אַריין אין דער ""בית-דוד""ישיבה אין טאוואָרעק"			
place	Philadelphia		unmatched	too_short	1	P-2-facs_343_tr_1744365797:1#12	וואָס איז אין סעזאָן 1931-32 אויפֿגעפֿירט געוואָרן (מיט סעם קעסטין אין דער טיטל-ראָל) אין פֿילאדעלפֿיער אַרטש-סטריט-טעאָטער א'נ „דער פֿריילעכער זיידע“			
place	עליזאַבעט		unmatched		1	P-2-facs_351_tr_1744365735:1#1	אין עלטער פֿון 15 יאָר ווערט זי אַ מיטגליד אין אַ דראמאטיק-קלוב, מיט וועלכן זיי פֿאָרט אַרויס שפּילן אין עליזאַבעט (ניו דזשוירסי) די פּיעסע „חיים אין אַמעריקע“, דעביוטירנדיק אין אַ סוברעטין-ראָל			
place	בערלין-ווין		unmatched		1	P-3-facs_160_tr_1755156219:1#5	"אין 1923 איז די סצענע דערשינען (בערלין-ווין) אין דער דייטשער איבערזעצונג פֿון אַלעקסאַנדער עליאסבערג אין זיין איבערזעצטן באַנד פֿון פ.'ס „אדם וחוה"""			
place	ס. פּעטערבורג		unmatched		1	P-3-facs_160_tr_1755156219:3#2	געדרוקט אין „די אידישע וועלט“, ס. פּעטערבורג, מאי, 1912, זז. 12-3			
place	נאָוועבוג		unmatched		1	P-3-facs_30_tr_1752652991:1#1	"צו 12 יאָר באַטייליקט ער זיך אַלס די „אמת'ע מאָמע"" אין אַ „חכמת שלמה-שפּיל"" אויף פּורים"			
place	יאָנקערס		unmatched		1	P-3-facs_337_tr_1756106065:1#1	"ביי אַזאַ פֿאָרשטעלונג אין יאָנקערס האָט ער אין אַ האָל געשפּילט אַדלערס דערפֿאָלג — די טיטל-ראָל פֿון גאָרדינס „דער יידישער גלח"""			
place	Berlin		unmatched	too_short	1	P-3-facs_92_r:1#13	אין 1910 איז די קאָמעדיע דעrשינען אין בערלינער טעאַטער-פֿאַרלאג פֿון עדוואַרד בלאָך אין דער דייטשער איבערזעצונג פֿון פעגאַ פֿריש			
place	סטעטען איילאַנד	place:Q18432	candidate	fuzzy_96	1	P-4-facs_103_tr_1753681918:2#2	געקומען צו זיין אייביקער רו אויף דער באַראָן הירש סעמעטערי אין סטעטען איילאַנד			
place	יעהופּעץ		unmatched		1	P-4-facs_453_tr_1755030106:1#3	די מחותנים, זיי זאָלן האָבן צו זינגען און צו זאָגן			
place	לעמבעריק		unmatched		1	P-5-facs_423_tr_1739222033:1#2	"מ. מאַזאַ'ה און לייגט מיר פֿאַר גלייך — ווי זיין שטייגער איז — כ'זאָל אויפֿפֿירן „קידוש השם"" ביי די „ווילנער"""			
place	טאָרנע		unmatched		1	P-5-facs_570_tr_1739221417:1#1	"נאָך אין די אַכציקער יאָרן פונם 19טן יאָרהונדערט איז אין טאָרנע געגרינדעט געוואָרן די ערשטע גאַליצישע קאָלאָניזאַציע געזעלשאַפט פאַר אַרץ ישראל ""אהבת ציון"""			
place	יוזעפקאַ		unmatched		1	P-5-facs_71_tr_1733059392:1#2	1906 — אַריינגעטראָטן אין כאָר פֿון ראָטשטיינס יידישער טרופּע אין יוזעפקאַ, און נאָכן שפּילן צופעליק די ראָל 'יאַנקעלע' אין לאַטיינערס 'דודס פידעלע'			
place	גראָדנער	place:Q181376	candidate	fuzzy_92	1	P-6-facs_327_tr_1747930566:2#6	זי גייט אויף דער בינע ניט ווי הערשנדע רייכע גראָדנער אָדער בערדיטשעווער אשת חיל, נאָר ווי אַ קעניגיין			
place	בוענאָס אַרעס		unmatched		1	P-6-facs_78_tr_1747746119:1#1	"האָט אין 1925 גאַסטראָלירט אין אָרגענטינע, ווי ער איז אין אַפּריל אויפֿגעטראָטן אין בוענאָס אַרעס, אין טעאַטער ""עקסעלסיאָר“ אין די אָפּערעטן „סטודענטן ליבע“, „זיין יידיש מיידל“, „די צעשטערטע תנאים“, „ש"			
place	נידער-שלעזיען		unmatched		1	P-6-facs_98_tr_1747746102:1#1	"דאָ טרעט ער אויף אַלס „אַברהם יעקב"" אין הירשביינס „גרינע פעלדער“"			
place	סאָסאָוו		unmatched		1	P-7-facs_72_tr_1757228897:1#1	ענדיקט 4 קלאָסן פֿון דער באַראַן הירש-שול			
play	דיבוק	play:PL-0133	candidate	hint_unverified	81	P-1-facs_102_tr_1740521060:1#1	"געקומען מיט לאטיינערס און מאָגולעסקאָס טרופּע קיין אָדעם אין 1889, און געשפּילט אין מאָרינסקי-טעאַטער. זיין כעסטע ראָל אין וועלכער ער האָט געהאָט אָ גרויסן דערפֿאָלג איז געווען ""יוקעל גבאי"" אין לאַטיינ"			
play	דבוק		unmatched		57	P-1-facs_333_tr_1741260495:1#1	"ה.'ס רעזשי-קאָנצעפּציע פֿון „דבוק"" ווערט דערנאָך קאָפּירט ביי פֿאַרשיידענע „דיבוק""-אויפֿירונגען אויף די יידישע און ניט-יידישע בינעס"			
play	גרינע פעלדער		unmatched		55	P-1-facs_108_tr_1740521022:1#1	דער רעפּערטואָר פֿון דעם טעאַטער איז געווען הירשביין: „פוסטע קרעטשמע“, „גרינע פעלדער“			
play	קידוש השם	play:PL-0257|play:PL-0258	candidate	title_multi	46	P-1-facs_208_tr_1741260252:1#2	"„מענדל"" אין שלום אָשס „קידוש השם"""			
play	שבתי צבי		unmatched		36	P-3-facs_398_r_2:1#1	"אין די פּיעסן ""שבתי צבי"" פֿון זשולאווסקי"			
play	ישיבה בחור	play:PL-0144	candidate	hint_unverified	26	P-1-facs_310_tr_1741260422:1#1	"זעענדיק טאָמאָשעווסקין שפּילן דעם ""ישיבה בחור“"			
play	קדוש השם	play:PL-0257|play:PL-0258	candidate	fuzzy_94	24	P-1-facs_335_tr_1741260385:1#3	"וו. האָט אויך דראָמאַטיזירט „די 7 געהאָנגענע"" לויט אַנדרעיעוו אויפגעפ. 1923 אין פּאָריז דורך אַקסעלראָד) און „קדוש השם"" לויט שלום אָש"			
play	שבתאי צבי		unmatched		20	P-1-facs_35_tr_1740520969:1#1	"אין די נומערן 1-4 אָפּגעדרוקט אין זיין איבערזעצונג און באַאַרבעטונג ניט קיין פֿולן ערשטן אַקט פון פּאָדרעם מילאָס 4-אַקטיקע דראָמע „שבתאי צבי"""			
play	דיא וואַרהייט	play:PL-0082	candidate	fuzzy_96	18	P-1-facs_184_tr_1714741505:1#2	דיזעלבע אויטאָביאָגראַפיע איז אויך דערשינען דעם 9 יאַנואַר 1908 אין דער ניו-יאָרקער „דיא וואַרהייט“			
play	אוצר		unmatched		17	P-1-facs_105_tr_1740521090:1#1	"אַזוי האָט ער איבערזעצט אָשס „נאָט פֿון נקמה"" (געשפּילט געוואָרן דורך דיולענען אין אָטעליע-טעאַטער אין פּאַריז) און פּינסקיס „אוצר"""			
play	דער דבוק	play:PL-0133	candidate	fuzzy_94	17	P-2-facs_238_tr_1744280834:1#1	"טרעט ער אויף ד. 9 דעצעמבער 1920 (א'ר פֿון דוד הערמאַן) אַלס „דער מיראָפּאָליער צדיק"" אין אַנ-סקיס „דער דבוק"""			
play	די אידישע וועלט	play:PL-0085	candidate	fuzzy_93	16	P-1-facs_154_tr_1714741532:1#2	וועגן דעם דערציילט ג. אין זיין אויטאָביאָגראַפיע „דער אָנפאַנג פון אידישען טעאַטער“ פון שלום פּערלמוטער אין פילאַדעלפיער „די אידישע וועלט“			
play	די אַמעריקאַנערין		unmatched		14	P-2-facs_67_tr_1744131421:1#6	"אַנשל שאָרס און רומשינסקיס „דאָס מיידל פֿון דער וועסט"" א'נ „די אַמעריקאַנערין“"			
play	אַמעריקאַנער	play:PL-0074	candidate	hint_unverified	11	P-2-facs_263_tr_1744280809:1#1	"ווערט ער אַריינגענומען אין דער גאַסטראָלירנדיקער יידישער טרופּע פֿון זשיטאָמירסקי, ביי וועלכער ער דעביוטירט אין נאוואַ בוך אַלס „אַמעריקאַנער"" אין לאַטיינערס „שרה שיינדל"""			
play	דער שפּיגל פֿון לעבן	play:PL-0091	candidate	fuzzy_86	10	P-3-facs_331_tr_1756058522:1#2	"דראַמאַטיזאַציעס, באַזונדערס פון פעני עדעלמאַנס בוך „דער שפּיגל פֿון לעבן"""			
play	די קאָמעדיאַנטקע	play:PL-0159	candidate	hint_unverified	9	P-3-facs_116_tr_1754820291:1#7	"יוסף לאַטיינערס און וויליאָם סיגעלס „די קאָמעדיאַנטקע"""			
play	כוזרי	play:PL-0145	candidate	hint_unverified	8	P-1-facs_312_TextRegion_1708860417410_829:2#24	"געשריבן ספּעציעל פֿאַר רעגינא פּראָגער, פֿון פּראָפעסאָר הורוויץ. די פּיעסע האָט געהייסן „כוזרי"""			
play	דער יידישער גלח	play:PL-0142	candidate	fuzzy_90	8	P-1-facs_23_r:1#1	אין 1894 האָט אַ. אויפגעפירט גאָרדיןס 3 פּיעסן: „דער יידישער גלח“			
play	אידישע וועלט		unmatched		8	P-1-facs_308_tr_1741260512:1#2	"און אין דער אָרטיקער „אידישע וועלט"""			
play	יוסף מיט די ברידער	play:PL-0033	candidate	hint_unverified	8	P-1-facs_384_r:1#1	"1893 — אָנגעהויבן שפּילן פּראָפעסיאנעל (אַלס „שמעון“ אין לאַטיינערס ""יוסף מיט די ברידער“), מיט דער אַקטיאָרן-פֿאַמיליע לעווענווירט"			
