slot	surface	auto_link	auto_status	auto_method	n_facts	example_fact_id	example_evidence	decision	decided_link	reviewer_notes	reviewer	reviewed_at
person	סוסלאָוו	person:UP-0942	unmatched	mentions	1	M-3-facs_273_tr_1755674139-003	דער אָנפֿירער פֿון דער טרופּע וווּ זי האָט אָנגעהויבן איר קאַריערע.					
person	פּראָפעסאָר שאַניאָווסקי	person:UP-0943	unmatched	mentions	1	M-3-facs_273_tr_1755674139-004	ער האָט איר אַריינגענומען אין דער דאָרטיקער קאָנסערוואַטאָריע אין ווילנע.					
person	פּיאַניסטקע פֿילאַטאָוואַ-פּאָליאַקאָוואַ	person:UP-0944	unmatched	mentions	1	M-3-facs_273_tr_1755674139-005	זי האָט איר רעקאָמענדירט אין רוסישן אָפּערעטן-טעאַטער 'בוף' אין פּעטערבורג.					
person	בעלאַ	person:UP-0945	unmatched	mentions	1	M-3-facs_273_tr_1755674139-009	די טאָכטער פֿון דער סוביעקט.					
person	מאָלי	person:UP-0947	unmatched	mentions	1	M-3-facs_273_tr_1755674139-011	די טאָכטער פֿון דער סוביעקט.					
person	*חבר	person:UP-0948	unmatched	mentions	1	M-3-facs_274_tr_1755674141-002	אַ חבר מיט וועמען דער סוביעקט האָט געקויפט רעקוויזירטע קאָסטיומען און פֿאַרוקן.					
person	גערמאַנס	person:UP-0949	unmatched	mentions	1	M-3-facs_274_tr_1755674150-004	דער סוביעקט איז געווען פֿאַרבונדן מיט זיי עטלעכע יאָר.					
person	עדמונד זאַיענדאַ	person:UP-0952	unmatched	mentions	1	M-3-facs_274_tr_1755674150-009	דער סוביעקט האָט געאַרבעט מיט אים איין סעזאָן.					
person	ה. פֿיינשטיין	person:UP-0953	unmatched	mentions	1	M-3-facs_275_tr_1755674163-000	ה. פֿיינשטיין גיט-איבער וועגן ש.'ס טעטיקייט ווי אַ דיריגענט.					
person	גוסטאָוו	person:UP-0954	unmatched	mentions	1	M-3-facs_275_tr_1755674163-002	גוסטאָוו איז ש.'ס זון וואָס גיט-איבער וועגן זיין פֿאָטער און האָט געשפּילט אויף דער יידישער בינע.					
person	מאַקמאַן (?)	person:UP-0955	unmatched	mentions	1	M-3-facs_275_tr_1755674163-004	מאַקמאַן (?) איז אַ היטלמאַכער וואָס האָט געשריבן די פּיעסעס „אחשורוש“ און „מכירת יוסף“ וואָס ש. האָט אויפֿגעפֿירט.					
person	קאַמינסקין	person:UP-0618	unmatched	mentions	1	M-3-facs_275_tr_1755674163-007	אסתר-רחל קאמינסקאַ איז מיט קאַמינסקין אַרומגעפֿאָרן איבער דער פּוילישער פּראָווינץ.					
person	רעגינע	person:UP-0956	unmatched	mentions	1	M-3-facs_275_tr_1755674163-008	רעגינע איז ש.'ס טאָכטער וואָס האָט געשפּילט אויף דער יידישער בינע אין רוסלאַנד און פּוילן.					
person	אסתר-רחל קאמינסקא	person:UP-0171	unmatched	mentions	1	M-3-facs_275_tr_1755674154-007	דער סוביעקט האָט געפֿאָרט מיט איר טרופּע איבער רוסלאַנד.			draft (variant): אסתר-רחל (האַלפּערן) קאַמינסקאַ /  — confirm → ALIGN person:3610		
person	יצחק לעשס	person:UP-0958	unmatched	mentions	1	M-3-facs_275_tr_1755674154-008	ער איז דער מחבר פֿון די אָפּערעטעס „יאָשקע כוואַט“ און „וועלוול שייגעץ“.			draft (variant): יצחק לעש (איזידאׇר לעשטשינסקי) / Isidore Lash — confirm → ALIGN person:2203		
person	ש. גאָלדפֿאַרב	person:UP-0959	unmatched	mentions	1	M-3-facs_275_tr_1755674154-009	ער איז דער פֿאַרלעגער פֿון דער אָפּערעטע „ליאָווקע מאָלאָדיעץ“.					
person	אַברהם פישזאָנס	person:UP-0960	unmatched	mentions	1	M-3-facs_275_tr_1755674154-011	דער סוביעקט האָט געפֿאָרט מיט זיין טרופּע קיין שאַנכיי.					
person	הערמאַן זאַליס	person:UP-0961	unmatched	mentions	1	M-3-facs_275_tr_1755674154-014	ער האָט געשריבן די מוזיק פֿאַר דער אָפּערעטע „וועלוול שייגעץ“.					
person	וו. שומסקי	person:UP-0962	unmatched	mentions	1	M-3-facs_275_tr_1755674154-015	ער האָט געשריבן די מוזיק פֿאַר דער אָפּערעטע „וועלוול שייגעץ“.					
person	פעלאַ לאַנצמאַן-שומסקי	person:UP-0963	unmatched	mentions	1	M-3-facs_275_tr_1755674154-016	זי איז די פֿרוי פֿון דעם סוביעקט.					
person	אסתר רחל קאמינסקא	person:UP-0171	unmatched	mentions	1	M-3-facs_275_tr_1755674168-007	דער סוביעקט האָט געשפּילט מיט איר אַ געוויסע צייט.			draft (variant): אסתר-רחל (האַלפּערן) קאַמינסקאַ /  — confirm → ALIGN person:3610		
person	רעגינאַ פּראַגער	person:UP-0338	unmatched	mentions	1	M-3-facs_276_tr_1755674176-004	ש. געהאַט די געלעגנהיים צו שפּילן מיט רעגינאַ פּראַגער.					
person	דר. חיים באַראַדיאַנסקי	person:UP-0965	unmatched	mentions	1	M-3-facs_276_tr_1755674164-002	"ער האָט געשריבן אן „אַריינפֿיר-שטודיע"" צו דער פּיעסע פֿונעם סוביעקט."					
person	וועלוול זבאָרזשער	person:UP-0966	unmatched	mentions	1	M-3-facs_276_tr_1755674164-006	דער סוביעקט פֿונעם אַרטיקל ווערט פֿאַרגליכן צו אים.					
person	צילע אוריך	person:UP-0967	unmatched	mentions	1	M-3-facs_276_tr_1755674177-000	זי איז געווען איר מוטערס שוועסטער.			draft candidates: person:3813(צילע אוריך (חיה צילע פעדער)) | person:986(צילע אוריך)		
person	פּאַולין ווינטער	person:UP-0968	unmatched	mentions	1	M-3-facs_276_tr_1755674177-002	זי איז געווען די אָנפֿירערין פֿון דער קינדער-טרופּע וווּ די סוביעקט האָט זיך באַטייליקט.					
person	איזיידאָר האָלענדער	person:UP-0969	unmatched	mentions	1	M-3-facs_276_tr_1755674177-005	ער איז געווען איינער פֿון די דירעקטאָרן פֿונעם טעאַטער וווּ די סוביעקט האָט געשפּילט.					
person	פּאָליאַ קאַדיסאָן	person:UP-0970	unmatched	mentions	1	M-3-facs_276_tr_1755674177-014	די סוביעקט האָט געשפּילט מיט איר אויף אַ טור פֿאַרן יידישן אינטערנאַציאָנאַלן אַרבעטער אָרדן.					
person	ישראל וויעליטשאַנסקי	person:UP-0971	unmatched	mentions	1	M-3-facs_276_tr_1755674177-015	די סוביעקט האָט געשפּילט מיט אים אין מעקסיקאָ.					
person	רעימאָנד סמאָלאָווער	person:UP-0972	unmatched	mentions	1	M-3-facs_276_tr_1755674177-016	די סוביעקט האָט געזונגען דועטן מיט אים אויף אַ רעקאָרד אַלבום.					
person	*רבנים	person:UP-0973	unmatched	mentions	1	M-3-facs_277_tr_1755674188-000	די סוביעקט שטאַמט פֿון זיי.					
person	*חסידים	person:UP-0974	unmatched	mentions	1	M-3-facs_277_tr_1755674188-001	די סוביעקט שטאַמט פֿון זיי.					
person	*סוחרים	person:UP-0975	unmatched	mentions	1	M-3-facs_277_tr_1755674188-002	די סוביעקט שטאַמט פֿון זיי.					
person	אידאַ קאַמינסקאַ	person:UP-0976	unmatched	mentions	1	M-3-facs_277_tr_1755674194-001	ר. האָט געשפּילט מיט אידאַ קאַמינסקאַ אין קאַמינסקיס טעאַטער פֿון 1933 ביז 1936.					
person	זיסל גאָרליצקאַ	person:UP-0977	unmatched	mentions	1	M-3-facs_277_tr_1755674194-002	זיסל גאָרליצקאַ איז די פרוי פֿון ר. און זי האָט מיט אים גאַסטראָלירט אין אויסלאַנד.					
person	נינאַ הערצאָג	person:UP-0978	unmatched	mentions	1	M-3-facs_277_tr_1755674189-001	זיין פרוי.					
person	ווילי פֿיין	person:UP-0979	unmatched	mentions	1	M-3-facs_277_tr_1755674189-004	"דער מחבר פֿון דער פּיעסע ""יענטע אויף בראָדוויי""."					
person	אָלאַ נאָזימאָוואַ	person:UP-0981	unmatched	mentions	1	M-3-facs_277_tr_1755674189-006	ער איז געווען דער מענעדזשער פֿון אירע ענגלישע פֿאַרשטעלונגען.					
person	וואָלטער יוסטאָן	person:UP-0982	unmatched	mentions	1	M-3-facs_277_tr_1755674189-007	ער איז געווען דער מענעדזשער פֿון זיין ענגלישע פֿאַרשטעלונגען.					
person	יעקב שייקעוויטש	person:UP-0983	unmatched	mentions	1	M-3-facs_278_tr_1755674210-003	ער איז איר מאַן.					
person	הערבערט אייבראַמסאָן	person:UP-0984	unmatched	mentions	1	M-3-facs_278_tr_1755674210-007	ער איז איר איידעם.					
person	שרה קינדכאַן	person:UP-0985	unmatched	mentions	1	M-3-facs_278_tr_1755674210-008	זי איז די מחברת פֿון דעם אַרטיקל.					
person	טשאַרטקאָווער רבי	person:UP-0986	unmatched	mentions	1	M-3-facs_278_tr_1755674211-001	דער פֿאָטער פונעם סוביעקט איז געווען א גבאי ביי אים.					
person	חזן זינגמאַן	person:UP-0987	unmatched	mentions	1	M-3-facs_278_tr_1755674211-003	דער סוביעקט האָט געזונגען ביי אים אַלס טענאָר.					
person	משה טרילער	person:UP-0988	unmatched	mentions	1	M-3-facs_278_tr_1755674211-004	דורך אים איז דער סוביעקט צוגעצויגן געוואָרן צום יידישן טעאַטער.					
person	מעי וועסט	person:UP-0989	unmatched	mentions	1	M-3-facs_278_tr_1755674211-015	דער סוביעקט האָט מיט איר מיטגעשפּילט און אַרומגעפֿאָרן איבער אַַמעריקע.					
person	מאָזעס בעניאמינסאָן	person:UP-0990	unmatched	mentions	1	M-3-facs_278_tr_1755674209-001	ער האָט געלערנט דעם סוביעקט וויאָלין און אים גענומען צו דערציען און אויפֿהאַלטן.					
person	חאַלאַן	person:UP-0991	unmatched	mentions	1	M-3-facs_278_tr_1755674209-009	דער סוביעקט איז געווען א דיריגענט אין זיין טרופּע.					
person	שילער	person:UP-0992	unmatched	mentions	1	M-3-facs_278_tr_1755674209-018	דער סוביעקט האָט איבערגעזעצט און פֿאַריידישט זיינע ווערק.					
person	אַלעקסאַנדער דיומאַ (זוהן)	person:UP-0993	unmatched	mentions	1	M-3-facs_279_tr_1755674208-005	א. ד. פינקעל האָט איבערזעצט זיין ווערק.					
person	טעאַרלי טעאַפלין	person:UP-0994	unmatched	mentions	1	M-3-facs_279_tr_1755674215-004	דער סוביעקט האָט געהאַט די געלעגנהייט צו שפּילן מיט אים.					
person	מאַקס געבל	person:UP-0995	unmatched	mentions	1	M-3-facs_279_tr_1755674215-006	דער סוביעקט האָט געשפּילט ביי אים כאַראַקטער-ראָלן.					
person	מנשה סקילניק	person:UP-0996	unmatched	mentions	1	M-3-facs_279_tr_1755674215-008	דער סוביעקט האָט געשפּילט מיט אים.					
person	דזעוליאַ בוירנס	person:UP-0997	unmatched	mentions	1	M-3-facs_279_tr_1755674215-010	דער סוביעקט האָט געשפּילט ביי איר אין פּאָבליק טעאַטער.					
person	זאַיענדא	person:UP-0998	unmatched	mentions	1	M-3-facs_279_tr_1755674215-012	דער סוביעקט האָט געשפּילט ביי אים אין סעקאָנד עוועניו טעאַטער.					
person	פֿלאָרענס	person:UP-0999	unmatched	mentions	1	M-3-facs_279_tr_1755674215-013	ק.'ס צווייטע פרוי.					
person	הערי	person:UP-1000	unmatched	mentions	1	M-3-facs_279_tr_1755674215-014	ק.'ס ברודער.					
person	כפּיוואַקאָווסקי	person:UP-1001	unmatched	mentions	1	M-3-facs_280_r_3-008	דער סוביעקט האָט ביי אים געשפּילט אין פּעטערבורג					
person	מאַקס ריינהאַרדט	person:UP-0369	unmatched	mentions	1	M-3-facs_280_tr_1755674203-005	זי האָט זיך באַטייליקט אין זײַנע גאַסטשפּילן.					
person	פ. קאַנאַפּאָף	person:UP-1003	unmatched	mentions	1	M-3-facs_280_tr_1755674203-007	דער דירעקטאָר פֿון ליריק טעאַַטער.					
person	אָפּטאָון סינקלעיר	person:UP-1004	unmatched	mentions	1	M-3-facs_280_tr_1755674203-009	דער מחבר פֿון דעם ווערק „דאָ קאָן עס נישט געשען“.					
person	סטעפאַן צווייג	person:UP-1005	unmatched	mentions	1	M-3-facs_280_tr_1755674203-012	דער מחבר פֿון דעם בוך וואָס זי האָט איבערזעצט.					
person	אַדלערן	person:UP-0085	unmatched	mentions	1	M-3-facs_280_tr_1755674193-000	האָבנדיק די געלעגנהייט צו שפּילן אויך מיט אַדלערן.					
person	ען ניקעלס	person:UP-1006	unmatched	mentions	1	M-3-facs_280_tr_1755674193-006	ק. האָט געשפּילט אין ען ניקעלס קאָמעדיע „אייביס אייריש ראָוז“.					
person	מאיר לאָנדאָן	person:UP-1007	unmatched	mentions	1	M-3-facs_281_tr_1755674196-002	דער סוביעקט האָט געשריבן אַ בוך וועגן אים.					
person	רייהושע-העשל שור	person:UP-1008	unmatched	mentions	1	M-3-facs_281_tr_1755674203-000	ער איז דער פֿאָטער פֿון דעם סוביעקט.					
person	ר' אַליעזר	person:UP-1009	unmatched	mentions	1	M-3-facs_281_tr_1755674203-001	ער איז דער ברודער פֿון דעם סוביעקט.					
person	רי נטע	person:UP-1010	unmatched	mentions	1	M-3-facs_281_tr_1755674203-002	ער איז דער ברודער פֿון דעם סוביעקט.					
person	רי לייביש	person:UP-1011	unmatched	mentions	1	M-3-facs_281_tr_1755674203-003	ער איז דער ברודער פֿון דעם סוביעקט.					
person	רי יקותיאָל	person:UP-1012	unmatched	mentions	1	M-3-facs_281_tr_1755674203-004	ער איז דער ברודער פֿון דעם סוביעקט.					
person	רי יצחק-אַליהו דאָרעס	person:UP-1013	unmatched	mentions	1	M-3-facs_281_tr_1755674203-006	ער איז דער שווער פֿון דעם סוביעקט.					
person	רי נחמן קראָכמאַל	person:UP-1014	unmatched	mentions	1	M-3-facs_281_tr_1755674203-007	אַ באַקאַנטער מיט וועמען דער סוביעקט האָט זיך באַקענט.					
person	יהושע-העשל שור	person:UP-1015	unmatched	mentions	1	M-3-facs_281_tr_1755674203-008	ער איז אַ קרוב פֿון דעם סוביעקט.					
person	יצחק לעטערעס	person:UP-1016	unmatched	mentions	1	M-3-facs_281_tr_1755674203-009	אַ באַקאַנטער מיט וועמען דער סוביעקט האָט זיך באַקענט.					
person	"ד""ר גרעץ"	person:UP-1017	unmatched	mentions	1	M-3-facs_281_tr_1755674203-010	אַ באַקאַנטער מיט וועמען דער סוביעקט האָט זיך באַקענט.					
person	קעניג קאַראָל	person:UP-1018	unmatched	mentions	1	M-3-facs_281_tr_1755674203-011	דער סוביעקט האָט באַקומען אַן אויסצייכענונג פֿון אים.					
person	בראַטיאַנאַ	person:UP-1019	unmatched	mentions	1	M-3-facs_281_tr_1755674203-012	ער האָט באַזוכט די שול פֿון דעם סוביעקט.					
person	פרץ סמאָלענסקין	person:UP-1020	unmatched	mentions	1	M-3-facs_281_tr_1755674203-014	דער סוביעקט האָט מיט אים געשלאָסן פֿריינטשאַפֿט.					
person	וועלוול זבאַראַזשער	person:UP-1021	unmatched	mentions	1	M-3-facs_281_tr_1755674203-015	דער סוביעקט האָט מיט אים געשלאָסן פֿריינטשאַפֿט.					
person	דר. מ. בערקאָוויטש	person:UP-1022	unmatched	mentions	1	M-3-facs_281_tr_1755674203-025	ער שרייבט וועגן דעם סוביעקט.					
person	רבקה	person:UP-1023	unmatched	mentions	1	M-3-facs_281_tr_1755674203-026	מ.'ס עלטסטע טאָכטער.					
person	חקס-משה	person:UP-1024	unmatched	mentions	1	M-3-facs_282_tr_1755674185-000	חקס-משה איז דער פֿאָטער פֿון ש. און ער האָט מיט אים געלערנט יום ולילה.					
person	„תבואות שור“	person:UP-1025	unmatched	mentions	1	M-3-facs_282_tr_1755674185-001	חקס-משה איז אַן אייניקל פֿון „תבואות שור“.					
person	רי בצלאל אָדעסער	person:UP-1026	unmatched	mentions	1	M-3-facs_282_tr_1755674185-002	ש. איז געווען משורך ביי אים אין עלטער פֿון 9 יאָר.					
person	ירוחם הקטן	person:UP-1027	unmatched	mentions	1	M-3-facs_282_tr_1755674185-003	ש. איז געווען משורך ביי אים צוויי יאָר נאָך דעם ווי ער איז געווען ביי רי בצלאל אָדעסער.					
person	זאַלידקאָווסקיס	person:UP-1028	unmatched	mentions	1	M-3-facs_282_tr_1755674185-006	ער שרייבט אויספֿירלעך וועגן ש. און זיינע קאָמפּאָזיציעס.					
person	שמואל פֿיליפּ	person:UP-1029	unmatched	mentions	1	M-3-facs_282_tr_1755674185-009	לויט משה ריכטער האָט ער געשריבן דעם טעקסט צו דער אָפּערעטע „שמשון הגבור“.					
person	ר' איטשעניו עטינגער	person:UP-1030	unmatched	mentions	1	M-3-facs_282_tr_1755674185-010	ער האָט באַשטראָפֿט ש. פֿאַרן זיך פֿאַרנייגן פֿאַרן עולם אויף דער בינע.					
person	פֿרידריך שאָר	person:UP-1031	unmatched	mentions	1	M-3-facs_282_tr_1755674185-013	ער איז דער אייניקל פֿון ש.					
person	מערי	person:UP-1033	unmatched	mentions	1	M-3-facs_282_tr_1755674183-003	די פרוי מיט וועלכער ער האָט חתונה געהאַט.					
person	דוד	person:UP-1034	unmatched	mentions	1	M-3-facs_283_tr_1755674200-000	ער איז דער פֿאָטער פֿונעם סוביעקט.					
person	ליצענקאַ	person:UP-1036	unmatched	mentions	1	M-3-facs_283_tr_1755674200-006	דער סוביעקט האָט געזונגען אין זיין רוסישער טרופּע און געשפּילט אין זיין יידישער טרופּע.					
person	"שייקעוויטש-שמ""ר"	person:UP-1037	unmatched	mentions	1	M-3-facs_283_tr_1755674200-007	דער סוביעקט האָט געשפּילט עפּיזאָדן-ראָלן אין זיין יידישער טרופּע.					
person	רעגינאַ	person:UP-1038	unmatched	mentions	1	M-3-facs_283_tr_1755674200-009	זי איז די שוועסטער פֿונעם סוביעקט.					
person	מאַלי סאָמואילאָוו	person:UP-1039	unmatched	mentions	1	M-3-facs_283_tr_1755674206-005	פ.'ס טאָכטער, מאַלי סאָמואילאָוו, איז אַ יידישע שוישפילערין.					
person	באַראָכאָוו	person:UP-1040	unmatched	mentions	1	M-3-facs_284_tr_1755674196-000	דער סוביעקט האָט געאַרבעט אינעם באַראָכאָוו-אַרכיוו.					
person	קאַדיאַ מאָלאָדאָווסקא	person:UP-1041	unmatched	mentions	1	M-3-facs_284_tr_1755674196-001	דער סוביעקט האָט אונטער זיין מענעדזשמענט אויפֿגעפֿירט איר פּיעסע „אַ הויז אויף גרענד סטריט“.					
person	חזן סענדער	person:UP-1043	unmatched	mentions	1	M-3-facs_284_tr_1755674201-001	פ. איז געווען אַ כאָר-דיריגענט ביי אים.					
person	"שמ""ר-שייקעוויטש"	person:UP-0025	unmatched	mentions	1	M-3-facs_284_tr_1755674201-003	פ. איז געווען כאָר-דיריגענט און אַקטיאָר אין זיין טרופּע.					
person	מ. זייפערט	person:UP-1044	unmatched	mentions	1	M-3-facs_284_tr_1755674201-006	ער שרייבט וועגן דעם טיפּ מוזיק פֿון פ.					
person	סענדלער	person:UP-1045	unmatched	mentions	1	M-3-facs_284_tr_1755674201-009	זיין נאָמען ווערט דערמאָנט צוזאַמען מיט פ.'ס נאָמען אויף די אָפֿישן.					
person	רוסאָטאָ	person:UP-1046	unmatched	mentions	1	M-3-facs_284_tr_1755674201-010	ער האָט אַראַנזשירט מוזיק-נומערן צוזאַמען מיט פ.					
person	י. זאָלאַטאַרעפסקי	person:UP-1047	unmatched	mentions	1	M-3-facs_284_tr_1755674201-011	פ. האָט געשריבן מוזיק צו עטלעכע פֿון זיינע פּיעסעס.					
person	באָריס טאָמאַשעווסקין	person:UP-0635	unmatched	mentions	1	M-3-facs_284_tr_1755674201-012	ער האָט אויפֿגעפֿירט פּיעסעס מיט פ.'ס מוזיק.					
person	מאָריס פינקל	person:UP-1048	unmatched	mentions	1	M-3-facs_284_tr_1755674201-017	ער האָט געמאַכט אַ קאָנטראַקט מיט פ. צו בויען דאָס גרענד סטריט-טעאַטער.					
person	הערי פֿישל	person:UP-1049	unmatched	mentions	1	M-3-facs_284_tr_1755674201-019	ער האָט געבויט דאָס גרענד סטריט-טעאַטער לויט אַ קאָנטראַקט מיט פ. און אַנדערע.					
person	קלאַראַ (יאָנג)	person:UP-1050	unmatched	mentions	1	M-3-facs_284_tr_1755674201-021	זי האָט געזונגען פ.'ס דועט מיט קעסטינען.					
person	קעסטינען	person:UP-1051	unmatched	mentions	1	M-3-facs_284_tr_1755674201-022	ער האָט געזונגען פ.'ס דועט צוזאַמען מיט קלאַראַ יאָנג.					
person	איזידאָר דיליען	person:UP-1052	unmatched	mentions	1	M-3-facs_284_tr_1755674201-028	"פ. האָט געשריבן מוזיק צו זיין קאָמעדיע ""מיין טאַטענס ווייב""."					
person	שאָליאַפּין	person:UP-1053	unmatched	mentions	1	M-3-facs_284_tr_1755674201-035	ער האָט געזונגען פ.'ס מעלאָדיע אין זיין רעפּערטואָר.					
person	קוראַנטמאַן	person:UP-0011	unmatched	mentions	1	M-3-facs_284_tr_1755674201-039	ער איז דערמאָנט געוואָרן אַלס איינער וואָס האָט דיריגירט מיט דעם בויגן פֿון פֿידל.					
person	יאָריכאָווסקי	person:UP-0044	unmatched	mentions	1	M-3-facs_284_tr_1755674201-040	ער איז דערמאָנט געוואָרן אַלס איינער וואָס האָט דיריגירט מיט דעם בויגן פֿון פֿידל.					
person	נתן שלאָסבערג	person:UP-1054	unmatched	mentions	1	M-3-facs_286_tr_1755674601-000	ער איז געווען דעם סוביעקטס זיידע.					
person	לייבקע אָלוקשטער	person:UP-1055	unmatched	mentions	1	M-3-facs_286_tr_1755674601-001	ער איז געווען דעם סוביעקטס פֿאָטער.					
person	מ. דאָרגוזשאַנסקי	person:UP-1056	unmatched	mentions	1	M-3-facs_286_tr_1755674601-003	דער סוביעקט האָט געזונגען אונטער זיין לייטונג און איז געווען זיין געהילף.					
person	קאַהאַן	person:UP-1057	unmatched	mentions	1	M-3-facs_286_tr_1755674601-004	דער סוביעקט האָט געזונגען אונטער זיין לייטונג ביים חזן קאַהאַן.					
person	יאָסעלע דעם קירזשנערס (יוסף רומשינסקי)	person:UP-1058	unmatched	mentions	1	M-3-facs_286_tr_1755674601-005	ער האָט געזונגען צוזאַמען מיט דעם סוביעקט.					
person	לאָקעשקער	person:UP-1059	unmatched	mentions	1	M-3-facs_286_tr_1755674601-006	ער האָט געזונגען צוזאַמען מיט דעם סוביעקט.					
person	עדעלמאַן	person:UP-1060	unmatched	mentions	1	M-3-facs_286_tr_1755674601-007	ער האָט געזונגען צוזאַמען מיט דעם סוביעקט.					
person	מינקאָווסקי	person:UP-0021	unmatched	mentions	1	M-3-facs_286_tr_1755674601-011	דער סוביעקט האָט דיריגירט די מוזיק וואָס ער האָט קאָמפּאָנירט.					
person	קאָמפּאַנעעץ	person:UP-0144	unmatched	mentions	1	M-3-facs_286_tr_1755674601-013	דער סוביעקט איז געווען דיריגענט און קאָמפּאָזיטאָר אין זיין טרופּע.					
person	מאָריס מאָשקאָוויטשן	person:UP-1062	unmatched	mentions	1	M-3-facs_286_tr_1755674601-018	דער סוביעקט האָט אויפֿגעשריבן דעם „מלאַכים-כאָר' פאַר אים.			draft (variant): מאָריס מאָשקאָוויטש / Morris Moshkovitch — confirm → ALIGN person:2512		
person	סיראָטאָ	person:UP-0597	unmatched	mentions	1	M-3-facs_286_tr_1755674601-019	"ער האָט זיך פֿאַרשאָפֿט אַ וועלט-נאָמען מיט דעם סוביעקטס קאָמפּאָזיציע „רצה""."					
person	ניטשע	person:UP-1063	unmatched	mentions	1	M-3-facs_286_tr_1755674601-020	דעם סוביעקטס קאָפּ האָט אָפֿט דערמאָנט אָן אים.					
person	אַרטור ניקיש	person:UP-1064	unmatched	mentions	1	M-3-facs_286_tr_1755674601-021	דעם סוביעקטס קאָפּ האָט אָפֿט דערמאָנט אָן אים.					
person	לעאָן זעלמאַן	person:UP-1065	unmatched	mentions	1	M-3-facs_286_tr_1755674601-022	ער האָט געגעבן אן אָפּשאַצונג וועגן דעם סוביעקט.					
person	לעוואָנדאָווסקין	person:UP-1066	unmatched	mentions	1	M-3-facs_286_tr_1755674601-023	לעאָן זעלמאַן פֿאַרגלייכט דעם סוביעקטס כאָרן מיט אים.					
person	מ. גוטווערק	person:UP-1067	unmatched	mentions	1	M-3-facs_286_tr_1755674601-026	ער האָט געשריבן וועגן דעם סוביעקטס ליטורגישער מוזיק.					
person	סאָניא	person:UP-1068	unmatched	mentions	1	M-3-facs_286_tr_1755674601-027	זי איז געווען דעם סוביעקטס פֿרוי.					
person	מאַניאַ (מאָלי מאַרקאָ, מאַלי פיקוס, מרים שלאָסבערג)	person:UP-1069	unmatched	mentions	1	M-3-facs_286_tr_1755674601-028	זי איז געווען דעם סוביעקטס טאָכטער.					
person	ליזע שלאַסבערג	person:UP-1070	unmatched	mentions	1	M-3-facs_286_tr_1755674601-029	זי איז געווען דעם סוביעקטס טאָכטער.					
person	קראַן	person:UP-1071	unmatched	mentions	1	M-3-facs_289_tr_1755803001-004	איז געווען אַ חבר פֿון דעם סוביעקט אין זיינע יינגל-יאָרן.					
person	יוסף דזשייקאָבסאַנס	person:UP-1073	unmatched	mentions	1	M-3-facs_289_tr_1755803001-006	דער סוביעקט האָט געאַרבעט אין זיין יידישער טרופּע.					
person	מישע אָפּעלבוים	person:UP-1074	unmatched	mentions	1	M-3-facs_289_tr_1755803001-010	האָט געשפּילט אין דעם סוביעקטס אָפּערעטע.					
person	עדגאָר דזש. אולמער	person:UP-1075	unmatched	mentions	1	M-3-facs_289_tr_1755803006-025	ער האָט רעזשיסירט דעם פֿילם „די קליאַטשע“ וואו קעשיר האָט געשפּילט.					
person	סילי בודקין	person:UP-1080	unmatched	mentions	1	M-3-facs_289_tr_1755803006-034	זי האָט זיך באַטייליקט אין פֿילם „די קליאַטשע“ מיט קעשירן.					
person	ענאַ גוסקין	person:UP-1081	unmatched	mentions	1	M-3-facs_289_tr_1755803006-035	זי האָט זיך באַטייליקט אין פֿילם „די קליאַטשע“ מיט קעשירן.					
person	מ. יאָנאַס	person:UP-1082	unmatched	mentions	1	M-3-facs_289_tr_1755803006-042	ער איז געווען אַ רעדנער ביי דער אינסטאַלאַציע פֿון דער פֿאָלקסבינע.					
person	דר. ראָזענבלאַט	person:UP-1083	unmatched	mentions	1	M-3-facs_289_tr_1755803006-043	ער איז געווען אַ רעדנער ביי דער אינסטאַלאַציע פֿון דער פֿאָלקסבינע.					
person	איירין לואיסאָן	person:UP-1084	unmatched	mentions	1	M-3-facs_289_tr_1755803006-044	זי האָט געגעבן די דערלויבעניש דער פֿאָלקסבינע צו שפּילן אין איר טעאַטער.					
person	עליס לואיסאָן	person:UP-1085	unmatched	mentions	1	M-3-facs_289_tr_1755803006-045	זי האָט געגעבן די דערלויבעניש דער פֿאָלקסבינע צו שפּילן אין איר טעאַטער.					
person	לודווייג לואיסאָן	person:UP-0167	unmatched	mentions	1	M-3-facs_289_tr_1755803006-046	זיין דענונג וועגן אַסימילאַציע ווערט דערמאָנט.					
person	פיליפּ געליבטער	person:UP-1086	unmatched	mentions	1	M-3-facs_289_tr_1755803006-047	ער האָט זיך פֿאַרנומען צו קריגן דעם טעאַטער פֿאַר דער פֿאָלקסבינע.					
person	באָריס לעווין	person:UP-1087	unmatched	mentions	1	M-3-facs_289_tr_1755803006-048	ער האָט אָרגאַניזירט פֿאָרשטעלונגען פֿאַר דער געזעלשאַפט.					
person	י. קרעפּליאַק	person:UP-1088	unmatched	mentions	1	M-3-facs_289_tr_1755803006-049	ער האָט אָנגעפֿירט מיט די שרייבער-אָוונטן פֿון דער פֿאָלקסבינע.					
person	יוסף וויינבערג	person:UP-1089	unmatched	mentions	1	M-3-facs_289_tr_1755803006-052	ער איז געווען אַקטיוו אין שאַפֿן אַ יידישן פֿאָלקס-טעאַטער.					
