hit_id	play_id	author_db_id	matched_segment	matched_surface	tier	source	person_id	volume	heading	mention_id	char_start	char_end	context_before	context_after	author_comention	ambiguity_flag	hit_status
HIT-01422	PL-0133	684	דער דיבוק	דיבוק	A'	entry_text	P-3-facs_340_tr_1756106824	3	זאַהאָוואַ, רוט [גאָלדשטיין)		435	440	" אָרטאָדאָקסישע עלטערן. געלערנט יידישע לימודים אין אַ תלמוד תורה. געענדיקט פּאָבליק און האָי-סקול. שטודירט אין האָנטער קאַלעדזש. פֿאַראינטערעסירט אין דער טאַנץקונסט, האָט זיי שטודירט אין די טאַנץ-שולן פֿון בוירט לאַרסאָן, דאַנקאַן און מערי וויגמאַן. געטאַנצט אין מאָריס שוואַרצס אויפֿפֿירונגען פֿון „דיבוק"", „שבתי צבי"", „לאַ תחמוד"" און „שדים ווייסן וואָס"" אין יידישן קונסט-טעאַטער, דעם „טויטן טאַנץ"" אין „"	""" אין דוד הערמאַנס אויפֿפֿירונג אין נעשאָנאַל-טעאַטער און אויפֿגעפֿירט די טענץ אין מנחם רובינס אייפפֿירונג פון ""צוויי הונדערט טויזנט"" אין ראָלאַנד-טעאַטער. 1939 — האָט ז. געהאַט אַ טאַנץ-ריסייטל אין גילד-טעאַטער אויף בראָדוויי. אויסטרעטנדיק אין טאַנץ-פּראָגראַמען ביי פֿאַרשיידענע געזעלכאַפֿטלעכע אונטערנעמונגען, האָט ז. זיך ספּעציאַליזירט אין טענץ געבייט אויף יידישע טעמעס, פֿאָלק און ביבלישע מאָטיוון, האָט א"	none	homonym_risk	candidate
HIT-01423	PL-0133	684	דער דיבוק	דיבוק	A'	entry_text	P-3-facs_340_tr_1756106830	3	פֿריינטליך-שעף, אָניטאָ [חנה]		437	442	" דייטשלאַנד. פֿאָטער — אַ כעמישער אינזשינער און אַרכיטעקט, טראָגט זיך איבער צוויי יאָר שפּעטער קיין בענדין, פּוילן. געלערנט אין דער גימנאַזיע פֿון יאָדוויגאַ קרזשעמאָווסקאַ און שטודירט מוזיק אין דער קאַטאָוויצער קאָנסערוואַטאָריע. אין 1926 אויפֿגעטראָטן אַלס ""שולמית“, אין דייטשמעריש, מיט אַן אַמאַטאָרן-גרופּע פֿון בענדין, סאָסנאָוויץ און דאָמבראָוואַ. שפּעטער, שוין אין יידיש, אַלס „לאַה"" אין אַנסקיס „"	""" (א""ר פֿון דוד הערמאַן), מיט דער דראַמאַטישער געזעלשאַפֿט „מוזאָ“, וואו זיי באַקענט זיך מער מיט דער יידישער שפּראַך. 1927 — געשפּילט אין אַדאָלף מעלצערס ווינטערטעאַטער אין קראָקע, וואו זיי טרעט אויף אַ סעזאָן אין גאָלדפאַדען אין ענלעכן רעפּערטואָר (צוזאַמען מיט ה' און פרוי פּאַלעפּאַדע, יצחק מעסטעל, גיזאַ היידען, שלמה פריזאָמענט, מייזעל א. א.), ווערט דערנאָך אָנגאַזשירט פֿון פּוילישן דירעקטאָר הענרי"	none	homonym_risk	candidate
HIT-01424	PL-0193	684	יהודית אונ האלאפערנעס	יהודית	P	entry_text	P-3-facs_340_tr_1756106830	3	פֿריינטליך-שעף, אָניטאָ [חנה]		890	896	"זעלשאַפֿט „מוזאָ“, וואו זיי באַקענט זיך מער מיט דער יידישער שפּראַך. 1927 — געשפּילט אין אַדאָלף מעלצערס ווינטערטעאַטער אין קראָקע, וואו זיי טרעט אויף אַ סעזאָן אין גאָלדפאַדען אין ענלעכן רעפּערטואָר (צוזאַמען מיט ה' און פרוי פּאַלעפּאַדע, יצחק מעסטעל, גיזאַ היידען, שלמה פריזאָמענט, מייזעל א. א.), ווערט דערנאָך אָנגאַזשירט פֿון פּוילישן דירעקטאָר הענריק טשערניצקי צו שפּילן אין פּויליש „שולמית“ און """	"“ אין „אוריאל אַקאָסטאָ“, שפּעטער טרעט זי אויף אין דער ראָל „סאַנטוציאָ"" אין דער אָפּערע „קאַוואַלעריאַ רוסטיקאַנאַ“ (איד פֿון פּראָפ. בינענשטיין און ווינער), און קערט זיך צוריק צום יידישן טעאַטער (מיט די אַקטיאָרן גערשאַנאָוויטש, סעם אַדלער א. אַ.). אין 1929 טרעט פ. אויף אין דער קאַטאָוויצער אָפּערע אין די ראָלן „מימי"" אין „לאַ באָהעם“ אין „סאַנטוציאָ"". ענדע 1930 פֿאָרט זיי אָפּ מיט אַ טייל פֿאַמילי"	none	homonym_risk|prefix	candidate
HIT-01425	PL-0194	684	יהודית די פארבלאנדזעטע שעפעלע	יהודית	P	entry_text	P-3-facs_340_tr_1756106830	3	פֿריינטליך-שעף, אָניטאָ [חנה]		890	896	"זעלשאַפֿט „מוזאָ“, וואו זיי באַקענט זיך מער מיט דער יידישער שפּראַך. 1927 — געשפּילט אין אַדאָלף מעלצערס ווינטערטעאַטער אין קראָקע, וואו זיי טרעט אויף אַ סעזאָן אין גאָלדפאַדען אין ענלעכן רעפּערטואָר (צוזאַמען מיט ה' און פרוי פּאַלעפּאַדע, יצחק מעסטעל, גיזאַ היידען, שלמה פריזאָמענט, מייזעל א. א.), ווערט דערנאָך אָנגאַזשירט פֿון פּוילישן דירעקטאָר הענריק טשערניצקי צו שפּילן אין פּויליש „שולמית“ און """	"“ אין „אוריאל אַקאָסטאָ“, שפּעטער טרעט זי אויף אין דער ראָל „סאַנטוציאָ"" אין דער אָפּערע „קאַוואַלעריאַ רוסטיקאַנאַ“ (איד פֿון פּראָפ. בינענשטיין און ווינער), און קערט זיך צוריק צום יידישן טעאַטער (מיט די אַקטיאָרן גערשאַנאָוויטש, סעם אַדלער א. אַ.). אין 1929 טרעט פ. אויף אין דער קאַטאָוויצער אָפּערע אין די ראָלן „מימי"" אין „לאַ באָהעם“ אין „סאַנטוציאָ"". ענדע 1930 פֿאָרט זיי אָפּ מיט אַ טייל פֿאַמילי"	none	homonym_risk|prefix	candidate
HIT-01426	PL-0195	684	יהודית די צווייטע	יהודית	P	entry_text	P-3-facs_340_tr_1756106830	3	פֿריינטליך-שעף, אָניטאָ [חנה]		890	896	"זעלשאַפֿט „מוזאָ“, וואו זיי באַקענט זיך מער מיט דער יידישער שפּראַך. 1927 — געשפּילט אין אַדאָלף מעלצערס ווינטערטעאַטער אין קראָקע, וואו זיי טרעט אויף אַ סעזאָן אין גאָלדפאַדען אין ענלעכן רעפּערטואָר (צוזאַמען מיט ה' און פרוי פּאַלעפּאַדע, יצחק מעסטעל, גיזאַ היידען, שלמה פריזאָמענט, מייזעל א. א.), ווערט דערנאָך אָנגאַזשירט פֿון פּוילישן דירעקטאָר הענריק טשערניצקי צו שפּילן אין פּויליש „שולמית“ און """	"“ אין „אוריאל אַקאָסטאָ“, שפּעטער טרעט זי אויף אין דער ראָל „סאַנטוציאָ"" אין דער אָפּערע „קאַוואַלעריאַ רוסטיקאַנאַ“ (איד פֿון פּראָפ. בינענשטיין און ווינער), און קערט זיך צוריק צום יידישן טעאַטער (מיט די אַקטיאָרן גערשאַנאָוויטש, סעם אַדלער א. אַ.). אין 1929 טרעט פ. אויף אין דער קאַטאָוויצער אָפּערע אין די ראָלן „מימי"" אין „לאַ באָהעם“ אין „סאַנטוציאָ"". ענדע 1930 פֿאָרט זיי אָפּ מיט אַ טייל פֿאַמילי"	none	homonym_risk|prefix	candidate
HIT-01427	PL-0253	684	אוריאל אקאסטא אינ כאלאט	אוריאל אַקאָסטאָ	P	entry_text	P-3-facs_340_tr_1756106830	3	פֿריינטליך-שעף, אָניטאָ [חנה]		903	919	"אָ“, וואו זיי באַקענט זיך מער מיט דער יידישער שפּראַך. 1927 — געשפּילט אין אַדאָלף מעלצערס ווינטערטעאַטער אין קראָקע, וואו זיי טרעט אויף אַ סעזאָן אין גאָלדפאַדען אין ענלעכן רעפּערטואָר (צוזאַמען מיט ה' און פרוי פּאַלעפּאַדע, יצחק מעסטעל, גיזאַ היידען, שלמה פריזאָמענט, מייזעל א. א.), ווערט דערנאָך אָנגאַזשירט פֿון פּוילישן דירעקטאָר הענריק טשערניצקי צו שפּילן אין פּויליש „שולמית“ און ""יהודית“ אין „"	"“, שפּעטער טרעט זי אויף אין דער ראָל „סאַנטוציאָ"" אין דער אָפּערע „קאַוואַלעריאַ רוסטיקאַנאַ“ (איד פֿון פּראָפ. בינענשטיין און ווינער), און קערט זיך צוריק צום יידישן טעאַטער (מיט די אַקטיאָרן גערשאַנאָוויטש, סעם אַדלער א. אַ.). אין 1929 טרעט פ. אויף אין דער קאַטאָוויצער אָפּערע אין די ראָלן „מימי"" אין „לאַ באָהעם“ אין „סאַנטוציאָ"". ענדע 1930 פֿאָרט זיי אָפּ מיט אַ טייל פֿאַמיליע צו דער אַנדערער טייל "	none	homonym_risk|prefix	candidate
HIT-01428	PL-0159	684	דער קאמעדיאנט	דער קאָמעדיאַנט	B	entry_text	P-3-facs_341_tr_1756106968	3	וויטלער, בן ציון		1962	1977	"שטעטל"" פֿון וויליאַם סיגעל, „יאַנקאַ ציגיינער"" פֿון י. שטשאָגאָל, „דער קאַפּרייז פֿון אַ מיליאָנער“, „דער אַמעריקאַנער ליטוואַק"" פֿון יצחק לעש, „דער בראַווער אַפיציר“, „די גאַליציאַנער חתונה"" פֿון וויליאַם סיגעל, באַנדיט דזשענטעלמאַן פֿון זאָגראַניטשני, שטשאַגאָל און וויטלער, „דער כוח פֿון ליבע“, „נאָכן דריטן קלונג פֿון עפּשטיין, „סטודענטן-ליבע"" פֿון ישראל ראָזענבערג, „צוויי חברים"" פֿון יוסף מאַרקאָוויטש, „"	""", „געוואונען און פֿאַרשפּילט"", „דאָקטאָר לוקסעמבורג"", „מישענקאַ“, „די כלה פֿון צוויי ברידער"" פֿון ז. ליבין, „דער גאָלדענער חתן“, „אויפֿן שוועל פֿון גליק"", „שווער צו זיין אַ ייד„ פֿון שלום עליכם, אַנסקיס „דיבוק"" און גאָרדינס „גאָט, מענטש און טייוול און „דער ווילדער מענטש אין דוד פינסקיס „יאַנקל דער שמיד“, דערנאָך שפּילט וו. אין קאָוונע און קערט זיך צוריק אין פּוילן. 1938 — געשפּילט אין ריגע, וואו ער טרע"	none	homonym_risk	candidate
HIT-01429	PL-0074	683	די גאלדענע חתונה	דער גאָלדענער חתן	A'	entry_text	P-3-facs_341_tr_1756106968	3	וויטלער, בן ציון		2084	2101	"ַק"" פֿון יצחק לעש, „דער בראַווער אַפיציר“, „די גאַליציאַנער חתונה"" פֿון וויליאַם סיגעל, באַנדיט דזשענטעלמאַן פֿון זאָגראַניטשני, שטשאַגאָל און וויטלער, „דער כוח פֿון ליבע“, „נאָכן דריטן קלונג פֿון עפּשטיין, „סטודענטן-ליבע"" פֿון ישראל ראָזענבערג, „צוויי חברים"" פֿון יוסף מאַרקאָוויטש, „דער קאָמעדיאַנט"", „געוואונען און פֿאַרשפּילט"", „דאָקטאָר לוקסעמבורג"", „מישענקאַ“, „די כלה פֿון צוויי ברידער"" פֿון ז. ליבין, „"	"“, „אויפֿן שוועל פֿון גליק"", „שווער צו זיין אַ ייד„ פֿון שלום עליכם, אַנסקיס „דיבוק"" און גאָרדינס „גאָט, מענטש און טייוול און „דער ווילדער מענטש אין דוד פינסקיס „יאַנקל דער שמיד“, דערנאָך שפּילט וו. אין קאָוונע און קערט זיך צוריק אין פּוילן. 1938 — געשפּילט אין ריגע, וואו ער טרעט אויף (צוזאַמען מיט דער פּרימאַדאָנאַ נינאַ טאַלינא) אין „אַ שפּיל אין ליבע"" פֿון אָסקאַר אָסטראָף, „דער פֿאָלקס-זינגער“, „קי"	none	homonym_risk	candidate
HIT-01430	PL-0133	684	דער דיבוק	דיבוק	A'	entry_text	P-3-facs_341_tr_1756106968	3	וויטלער, בן ציון		2176	2181	"ט דזשענטעלמאַן פֿון זאָגראַניטשני, שטשאַגאָל און וויטלער, „דער כוח פֿון ליבע“, „נאָכן דריטן קלונג פֿון עפּשטיין, „סטודענטן-ליבע"" פֿון ישראל ראָזענבערג, „צוויי חברים"" פֿון יוסף מאַרקאָוויטש, „דער קאָמעדיאַנט"", „געוואונען און פֿאַרשפּילט"", „דאָקטאָר לוקסעמבורג"", „מישענקאַ“, „די כלה פֿון צוויי ברידער"" פֿון ז. ליבין, „דער גאָלדענער חתן“, „אויפֿן שוועל פֿון גליק"", „שווער צו זיין אַ ייד„ פֿון שלום עליכם, אַנסקיס „"	""" און גאָרדינס „גאָט, מענטש און טייוול און „דער ווילדער מענטש אין דוד פינסקיס „יאַנקל דער שמיד“, דערנאָך שפּילט וו. אין קאָוונע און קערט זיך צוריק אין פּוילן. 1938 — געשפּילט אין ריגע, וואו ער טרעט אויף (צוזאַמען מיט דער פּרימאַדאָנאַ נינאַ טאַלינא) אין „אַ שפּיל אין ליבע"" פֿון אָסקאַר אָסטראָף, „דער פֿאָלקס-זינגער“, „קינדער פֿאַרגעסן ניט"" פֿון ז. ליבין, „אַ חתונה אין שטעטל“, „אַ חתונה אויף פּראָבע, „"	none	homonym_risk	candidate
HIT-01431	PL-0241	684	פאטער ליבע	דער פֿאָטער	P	entry_text	P-3-facs_341_tr_1756106971	3	לערער שפרה		1390	1400	"ט משה אוישער און פֿלאָרענס ווייס, און פֿאַרענדיקט דעם סעזאָן מיט זיגמונט טורקאָוו אין די הויפּט-דראַמאַטישע ראָלן אין די פּיעסן „אורטייל“, „הירש לעקערט“, „איוואַן קרוגער"" און דער „גלאָקן-ציער פֿון נאָטרדאָם“. ל. שפּילט דערויף מיט די גאַסטראָלערן יעקב בן עמי און בערטאַ גערסטין („רות"" אין וואָלפס „פּראָפעסאָר „מאַמלאָק“, „באָב"" אין לייוויקס „דער פּאָעט איז בלינד געוואָרן“ און „בערטאָ“ אין סטרינדבערגס „"	"“), מיט סעמועל גאָלדענבורג („היימי"" אין קאַלמאַנאָוויטשעס „היינטיקע קינדער“) און מיט מאָריס שוואַרץ („מלכהלע"" אין זינגערס „יאָשע קאַלב“, „רייזל"" אין שלום אַשס „תהלים-ייד“, ""עליזאַבעט"" אין לייוויקס „ווער איז ווער“, „חוה"" אין שלום עליכמס „טוביה"" און אין שלום עליכמס „סענדער בלאַנק""). אין 1943 ווערט ל., אויף דער רעקאָמענדאַציע פֿון סעמועל גאָלדענבורג, אָנגאַזשירט אין ברוקלינער פּאַרקוועי-טעאַטער דורך ג"	none	homonym_risk|prefix	candidate
HIT-01432	PL-0167	684	דר הערצל	דר. הערצל	B	entry_text	P-3-facs_345_r	3	גרובער מירעלע		1771	1780	". י. זינגערס „די משפּחה קאַרנאָווסקי""), אין 1944 געשפּילט אין פֿאָלקס-טעאַטער א""ר פֿון יעקב בן-עמי אין לייוויקס „דער נס פון געטאָ“ און פרץ מאַרקישעס „מיר וועלן לעבן“ (ראָל „פרידאָ“), אין אַניאַר 1945 געשפּילט מיט בן-עמי „פֿריידעניו"" אין גאָרדינס „גאָט, מענטש און טייוול“, סעזאָן 1945-46 ווידער אין יידישן קונסטטעאַטער (ראָל „די כלה-מאַרטירער“ אין פּרעס „די דריי מתנות"" און יוליאַ הערצל' אין דער פּיעסע „"	"). ג. האָט חתונה מיטן פּאָבליק אַקאונטענט עזראַ שיין, פֿאַרלאָזט די בינע און ווידמעט זיך דער יידישער ראַדיאָ, וואו זיי האָט פיל מאָל געשפּילט די הויפּט-ראָלן אויף דער פֿאַרווערטס""-שעה אין די דראַמאַטיזירטע ראָמאַנען און אויך געהאַט אַן אייגן פּראָגראַם צופֿרידענע באַלעבאַסטעס"". ג. האָט געשפּילט די ראָל „לילי אין פֿילם „שיר השירים"" מיט סעמיועל גאָלדענבורג, וועלכן זיי באַטראַכט פֿאַר איר לערער אין דער דר"	none	homonym_risk	candidate
HIT-01433	PL-0144	684	דער ישיבה בחור	ישיבה בחור	A'	entry_text	P-3-facs_349_tr_1756107920	3	צווערלינג, יעטאַ		619	629	"ען אין כאָר פֿון לעמבערגער יידישן טעאַטער, אַריינגעצויגן געוואָרן אין טעאַטער. אויסגעוואַנדערט מיט דער פֿאַמיליע קיין אַמעריקע, האָט זי דאָ מיטגעמאַכט היי-סקול און אָנגעהויבן שפּילן קינדער-ראָלן אין וואַרייעטי-טעאַטערס און באַלד דערויף אין ענגלישן וואָדעוויל, וואו זיי האָט געשפּילט 8 יאָר. צ.'ס ערשטער אויפטריט אויף דער יידישער לעגיטימער בינע איז געווען אין שיקאַגאָ אַלס „חנהלע"" אין זאָלאָטאַרעווסקיס """	""" בעת די גאַסטשפּילן פֿון סעראַ אַדלער און יאָזער קעסלער. פֿון דאָרט פֿאָרט זי שפּילן אויף דער פּראָווינץ, קומט אָן אין ניו יאָרק און טרעט אַריין אין „גרענד""-טעאַטער, וואו זי שפּילט יידיש וואָדעווייל מיט סעם קלינעצקי, גייט צוריק צו דער ענגלישער בינע, וואו זי שפּילט 4 יאָר אין דער מוזיק.-קאָמעדיע אונטער דער לייטונג פֿון ליאָן עראָל, און דערנאָך 6 סעזאָנען אין פֿילאַדעלפיע ביי אַנשל שאָר, וועלכער פֿאַרפֿול"	none	homonym_risk	candidate
HIT-01434	PL-0207	684	כל נדרי	כל נדרי	A	entry_text	P-3-facs_349_tr_1756107920	3	צווערלינג, יעטאַ		3250	3257	"טן אויף דער יידישער ראַדיאָ און געזונגען קאָמישע לידלעך און זיך אויך באַטייליקט אין עטלעכע מוואָווי-פּיעסן א""ר פֿון אַסיפּ דימאָוו. צ. האָט זיך באַטייליקט אין פֿאָלגנדיקע יידישע פֿילמען: „מאָטל דער אָפּערייטאָר“ פֿון חיים טויבער, „איר צווייטע מאַמע"" פֿון יצחק פרענקל, „איך ווייל זיין אַ מאָמע"" פֿון איזידאָר לעש, און דעם וואָדעוויל-פֿילם „מזל טוב, יידן“ (מיט מיכאָל ראָזענבערג, לעאַ פוקס און חיים טויבער), „"	""" פֿון בען גיטלין, „דער גרויסער עצה-געבער"" פֿון יצחק פרענקעל און „דער יידישער ניגון"" פֿון חיים טויבער. פֿון 3 נאָוועמבער ביזן 1 דעצעמבער 1951 האָט חנאַ גאָטעספעלד געדרוקט אין „פֿאַרווערטס"" אַ סעריע עפּיזאָדן פֿון איר לעבן. צ.'ס קינדער אַרטי, סידני און אַלבערט האָבן צוזאַמען מיט איר געשפּילט קינדער-ראָלן אין פֿאַרשידענע טעאַטערס. איר שוועסטער מעימי (פֿריער פֿאַרהייראָט צום אַקטיאָר מאָרגענבעסער, שפּעטער צים "	none	generic|homonym_risk	candidate
HIT-01435	PL-0239	684	ערשטע ליבע	ערשטע ליבע	B	entry_text	P-3-facs_34_r_3	3	פאַסקאַל, עדוואַרד		592	602	"דערט אין 1906 קיין אַמעריקע און זיך באַזעצט אין שיקאגאָ, וואו ער ווערט אַן איינבינדער. אין עלטער פֿון 18 יאָר זיך באַקענט מיט יידישע אַקטיאָרן און אַוועקגעפאָרן מיט יעקב בערלין קיין סט.לואיס, וואו ער דעביוטירט אַלס בוף-קאָמיקער אין יידישן וואָדעווייל און שפּילט דערנאָך מיט נעלי קעסמאַנ'ס און ש. שטיינבערג'ס טרופּע לעגיטים טעאַטער אין אַ טענט (פּאלאַטע), דעביוטירנדיק אַלס ""שלמהלע"" אין משה שאָר'ס „איר "	""". דאַן גייט ער איבער אין יעקב זילבערט'ס טרופּע אין „לאסאל טעאַטער“, מיט וועלכן ער פֿאָרט אויך איבער דער פּראָווינץ. צוריקגעקומען קיין שיקאַגאָ, ווערט ער אָנגאַזשירט צו אַדאָלף גערטנער אין ״12 סטריט טעאַטער“ און שפּילט אויך (מיט מוני ווייזענפֿריינד אַלס „לידינג מען“) ביי פֿינגאָלד'ן אין אַ פיקטשור-הויז, וואו עס ווערן געגעבן סקעטשעס אויף יידיש. פֿון דאָ גייט פ. איבער אין אַן ענגלישן בורלעסק, מיט וועלכן "	none	homonym_risk	candidate
HIT-01436	PL-0238	684	דער גרינע פעדלער	גרינע פעלדער	A'	entry_text	P-3-facs_350_tr_1756108023	3	לעוו, זיגמונט [אש-זעליג]		1067	1079	"ע בילדונג, און ער ווערט, אונטער זייער השפּעה, אַן אויטאָדידאַקט, ווערט קורץ דערויף אַריינגענומען אין גימנאַזיע וועלכע ער ענדיקט אין 1922 אונטערן איינפלוס פֿון זיין חבר, דעם שפּעטערדיקן דיכטער בערל שנאַפּער, באַזוכט דאָס פּוילישע טעאַטער און באַקומען אַ שטאַרקן ווילן צו שפּילן טעאַטער, שליסט ער זיך אָן אין דעם העברעישן ליבהאָבער-טעאַטער „הבימה בלבוב"" און טרעט דאָרט אויף, אין העברעיש, אין הירשביינס „"	"“, „הולכים וכבים“ [נאָנטע און ווייטע], און אויך אין יידיש (ראָל „ריטמייסטער“) אין סטרינדבערגס „דער פֿאָטער“, טרעט דערנאָך אַריין אין דער אַרטיקער פּוילישער דראַמאַטישער שול א""א פֿון קרייזשיזשאַנאָווסקי און פֿראַנטשקאָווסקי, און שפּילט, אין פּויליש, „דזשאַרסקי"" אין פּשיבישעווסקיס ""צוליב גליק"". 1924 פֿאָרט ל. קיין ווין, וואו ער נעמט שטודירן אין אַן אינזשינערן-שול און שליסט זיך אָן גלייכצייטיק אין דער רי"	none	homonym_risk	candidate
HIT-01437	PL-0241	684	פאטער ליבע	דער פֿאָטער	P	entry_text	P-3-facs_350_tr_1756108023	3	לעוו, זיגמונט [אש-זעליג]		1174	1184	"זיע וועלכע ער ענדיקט אין 1922 אונטערן איינפלוס פֿון זיין חבר, דעם שפּעטערדיקן דיכטער בערל שנאַפּער, באַזוכט דאָס פּוילישע טעאַטער און באַקומען אַ שטאַרקן ווילן צו שפּילן טעאַטער, שליסט ער זיך אָן אין דעם העברעישן ליבהאָבער-טעאַטער „הבימה בלבוב"" און טרעט דאָרט אויף, אין העברעיש, אין הירשביינס „גרינע פעלדער“, „הולכים וכבים“ [נאָנטע און ווייטע], און אויך אין יידיש (ראָל „ריטמייסטער“) אין סטרינדבערגס „"	"“, טרעט דערנאָך אַריין אין דער אַרטיקער פּוילישער דראַמאַטישער שול א""א פֿון קרייזשיזשאַנאָווסקי און פֿראַנטשקאָווסקי, און שפּילט, אין פּויליש, „דזשאַרסקי"" אין פּשיבישעווסקיס ""צוליב גליק"". 1924 פֿאָרט ל. קיין ווין, וואו ער נעמט שטודירן אין אַן אינזשינערן-שול און שליסט זיך אָן גלייכצייטיק אין דער ריינהאַרד דראַמאַטישער שול ביים יאָזעפשטאַדט טעאַטער, וואו ער לערנט אַ קנאַפּ יאָר. 1925 קומט ער אין אָרץ יש"	none	homonym_risk|prefix	candidate
HIT-01438	PL-0008	683	א מוטער הארצ	די מוטער	P	entry_text	P-3-facs_351_tr_1756108349	3	ראָזענצווייג, ראוז-לי		484	492	"ואַטן לערער און רוסיש אין אַ פֿאָלקסשול. פֿון קינדווייז אַן אַרויסגעוויזן אַ פֿאַרלאַנג צו זינגען און דעקלאַמירן און אַ נייגונג צו שפּילן טעאַטער און געשפּילט קינדערראָלן אין גאָלדפֿאַדענס ""עקדת יצחק"" און לאַטיינערס ""יוסף מיט די ברידער"". ר. ווערט אַ מיטגליד אין דער „פֿאָלקסבינע"" און שפּילט אין הירשביינס „פראַסט-בלומען“, און אונטער דער רעזשי פֿון יעקב ראָטבאום און דוד ליכט אין שלום אַשס ""אַנקל מאָזעס“ („"	"“), שלום עליכמס „דאָס גרויסע געווינס"" („די מעל-יידענע“), אין לעאָן קאָברינס „ריווערסייד דרייוו"", א. א. ר. האָט אויך געשפּילט אין ענגליש אין „פעמילי אָפּסטערס"", „מעידכען אין יוניפֿאָרם“, ענדזשעל סטריט א. א. ר. איז אַ מיטגליד אין דער יידישער אַקטיאָרן-יוניע און האָט געשפּילט אין „סעקאָנד עוועניו-טעאַטער“ (דיר. אוירווינג דזשייקאָבסאָן און אוירווינג גראָסמאַן) אין סיגעלס „דער חופה מאַרש"", שפּעטער, אונט"	entry	prefix	candidate
HIT-01439	PL-0217	684	מוטער ליבע	די מוטער	P	entry_text	P-3-facs_351_tr_1756108349	3	ראָזענצווייג, ראוז-לי		484	492	"ואַטן לערער און רוסיש אין אַ פֿאָלקסשול. פֿון קינדווייז אַן אַרויסגעוויזן אַ פֿאַרלאַנג צו זינגען און דעקלאַמירן און אַ נייגונג צו שפּילן טעאַטער און געשפּילט קינדערראָלן אין גאָלדפֿאַדענס ""עקדת יצחק"" און לאַטיינערס ""יוסף מיט די ברידער"". ר. ווערט אַ מיטגליד אין דער „פֿאָלקסבינע"" און שפּילט אין הירשביינס „פראַסט-בלומען“, און אונטער דער רעזשי פֿון יעקב ראָטבאום און דוד ליכט אין שלום אַשס ""אַנקל מאָזעס“ („"	"“), שלום עליכמס „דאָס גרויסע געווינס"" („די מעל-יידענע“), אין לעאָן קאָברינס „ריווערסייד דרייוו"", א. א. ר. האָט אויך געשפּילט אין ענגליש אין „פעמילי אָפּסטערס"", „מעידכען אין יוניפֿאָרם“, ענדזשעל סטריט א. א. ר. איז אַ מיטגליד אין דער יידישער אַקטיאָרן-יוניע און האָט געשפּילט אין „סעקאָנד עוועניו-טעאַטער“ (דיר. אוירווינג דזשייקאָבסאָן און אוירווינג גראָסמאַן) אין סיגעלס „דער חופה מאַרש"", שפּעטער, אונט"	none	homonym_risk|prefix	candidate
HIT-01440	PL-0133	684	דער דיבוק	דבוק	A'	entry_text	P-3-facs_353_r_2	3	טראָסבערג, משה		1761	1765	"ערויף פֿאַרבעטן צו שפּילן מיטן „קונסט-רינג"", וואָס האָט זיך פֿאַרבינדן מיטן ""יידישן קונסט טעאַטער“. אין אָנהייב באַטייליקט ער זיך אין מאַסן-סצענעס, ציט אָבער אויף זיך די אויפֿמערלזאַכקייט פֿון מאָריס שוואַרץ, וועלכער האָט אים געזען שפּילן אין „טייוול-ווייב"" און ער הייבט אָן קריגן פֿריער עפּיזאָדןראָלן, דערנאָך גרעסערע, פֿאַראַנטוואָרטלעכע ראָלן, ווי „דער דריטער בטלן“, „דער גבאי"" און „דיין“ אין אַנסקיס „"	""", וואו ער ווערט געזען פֿון די אַמעריקאַנער טעאַטער-דירעקטאָרן און אַקטיאָרן דעיוויד בעלאָסקאַ און דעיווייד וואַרפילד. זיי אָנגאַזשירן פֿאַר אים אַן ענגלישן לערער, און גיבן אים שפּילן, אין ענגליש, די ראָל „טשאַס"" און ווי אַ פֿאַרטרעטער פֿאַר דער ראָל „תוב""ל אין שעלספּירס „שיילאָק"". ש. קערט זיך צוריק צום „יידישן קונסט טעאַטער“, וואו ער שפילט שוין די ראָלן פֿון „קברן“ אין „אַ פֿאַרוואָרפן ווינקל“, „דעם זיי"	none	homonym_risk	candidate
