fact_id	person_id	xml_id	source	window_id	hit_ids	play_title_surface	play_id_hint	fact_type	person_surface	person_role	character	org_surface	venue_surface	settlement_surface	country	date_start	date_end	date_precision	evidence_quote	evidence_ok	confidence	model	drafted_at	notes
P-1-facs_310_tr_1741260423:1#2	P-1-facs_310_tr_1741260423	facs_310_tr_1741260423	gemini_window	P-1-facs_310_tr_1741260423:1	HIT-00206	שמשון הגבור	PL-0272	production	סעגאָלעסקאָ	producer					Romania			none	ה. האָט אָנגעשריבן אַן אָפּערעטע „שמשון הגבור“ און איבערזעצט די דראָמען „די בלינדע פֿון פאַריז“ און „די טאָכטער פֿון ראָבינער לעאָ“. אַלע דריי אויפֿגעפֿירט ביי סעגאָלעסקאָ אין רומעניע.	yes	high	gemini-3-flash-preview	2026-07-25T17:11:52+00:00	
P-1-facs_31_r:1#1	P-1-facs_31_r	facs_31_r	gemini_window	P-1-facs_31_r:1	HIT-00340	כל נדרי	PL-0207	production	[HOST]	director				גאַליצישער פּראָווינץ	Austria-Hungary	1903		year	אין 1903 גאַסטראָלירט א. אַ יאָר צייט ביי משה שאָר אין גאַליצישער פּראָווינץ, וואו ער פירט אויף דעם ניי-געבראַכטן רעפּערטואַר („אשה רעה“, „עזרא דער אייביקער ייד“, „כל נדרי“	yes	high	gemini-3-flash-preview	2026-07-25T17:11:54+00:00	
P-1-facs_31_r:1#2	P-1-facs_31_r	facs_31_r	gemini_window	P-1-facs_31_r:1	HIT-00340	כל נדרי	PL-0207	production	משה שאָר	producer				גאַליצישער פּראָווינץ	Austria-Hungary	1903		year	אין 1903 גאַסטראָלירט א. אַ יאָר צייט ביי משה שאָר אין גאַליצישער פּראָווינץ, וואו ער פירט אויף דעם ניי-געבראַכטן רעפּערטואַר („אשה רעה“, „עזרא דער אייביקער ייד“, „כל נדרי“	yes	medium	gemini-3-flash-preview	2026-07-25T17:11:54+00:00	Adler guest-starred/directed at Schorr's company.
P-1-facs_320_tr_1741260434:1#1	P-1-facs_320_tr_1741260434	facs_320_tr_1741260434	gemini_window	P-1-facs_320_tr_1741260434:1	HIT-00341	דודס האָרפע	PL-0069	production	[HOST]	actor			פּולס-טעאַטער	ניו יאָרק	USA	1887		year	"דערנאָך שפּילט ה. ביי הורוויץן אין פּולס-טעאַטער (געז. „דודס האָרפע"")"	yes	high	gemini-3-flash-preview	2026-07-25T17:11:57+00:00	Context places this after 1887; 'ה.' refers to the host Heine-Chaimovitch.
P-1-facs_320_tr_1741260434:1#2	P-1-facs_320_tr_1741260434	facs_320_tr_1741260434	gemini_window	P-1-facs_320_tr_1741260434:1	HIT-00341	דודס האָרפע	PL-0069	production	הורוויץ	producer			פּולס-טעאַטער	ניו יאָרק	USA	1887		year	"דערנאָך שפּילט ה. ביי הורוויץן אין פּולס-טעאַטער (געז. „דודס האָרפע"")"	yes	high	gemini-3-flash-preview	2026-07-25T17:11:57+00:00	Hurwitz is the manager/director of the theater during this production.
P-1-facs_322_tr_1741260436:1#1	P-1-facs_322_tr_1741260436	facs_322_tr_1741260436	gemini_window	P-1-facs_322_tr_1741260436:1	HIT-00343	חנה מיט די זיבן זין		music	[HOST]	composer				בוקאַרעסט	Romania			none	ה.'ס ערשטע קאָמפּאָזיטאָרישע טעטיקייט באַשטייט אין צונויפזאָמלען ביי די אָריענטאָלישע איינוואוינער פֿון בוקאַרעסט די אָריענטאָלישע נגונים פֿאַר לאַטיינערס אָפּערעטע „„חנה מיט די זיבן זין“	yes	high	gemini-3-flash-preview	2026-07-25T17:12:01+00:00	Host collected oriental melodies for Lateiner's operetta.
P-1-facs_322_tr_1741260436:1#2	P-1-facs_322_tr_1741260436	facs_322_tr_1741260436	gemini_window	P-1-facs_322_tr_1741260436:1	HIT-00343	חנה מיט די זיבן זין		authorship	לאַטיינער	author								none	לאַטיינערס אָפּערעטע „„חנה מיט די זיבן זין“	yes	high	gemini-3-flash-preview	2026-07-25T17:12:01+00:00	
P-1-facs_322_tr_1741260436:1#3	P-1-facs_322_tr_1741260436	facs_322_tr_1741260436	gemini_window	P-1-facs_322_tr_1741260436:1	HIT-00343	דער הויזירער	PL-0134	music	[HOST]	composer								none	שרייבט ה. מוזיק צו הורוויץס אָפּערעטן: „דער הויזירער“	yes	high	gemini-3-flash-preview	2026-07-25T17:12:01+00:00	
P-1-facs_322_tr_1741260436:1#4	P-1-facs_322_tr_1741260436	facs_322_tr_1741260436	gemini_window	P-1-facs_322_tr_1741260436:1	HIT-00343	דער הויזירער	PL-0134	authorship	הורוויץ	author								none	הורוויץס אָפּערעטן: „דער הויזירער“	yes	high	gemini-3-flash-preview	2026-07-25T17:12:01+00:00	
P-1-facs_322_tr_1741260436:1#5	P-1-facs_322_tr_1741260436	facs_322_tr_1741260436	gemini_window	P-1-facs_322_tr_1741260436:1	HIT-00343	קרבן בייראָם		music	[HOST]	composer								none	שרייבט ה. מוזיק צו הורוויץס אָפּערעטן: „דער הויזירער“, „קרבן בייראָם“	yes	high	gemini-3-flash-preview	2026-07-25T17:12:01+00:00	
P-1-facs_322_tr_1741260436:1#6	P-1-facs_322_tr_1741260436	facs_322_tr_1741260436	gemini_window	P-1-facs_322_tr_1741260436:1	HIT-00343	קרבן בייראָם		authorship	הורוויץ	author								none	הורוויץס אָפּערעטן: „דער הויזירער“, „קרבן בייראָם“	yes	high	gemini-3-flash-preview	2026-07-25T17:12:01+00:00	
P-1-facs_323_tr_1741260490:1#1	P-1-facs_323_tr_1741260490	facs_323_tr_1741260490	gemini_window	P-1-facs_323_tr_1741260490:1	HIT-00344|HIT-00345|HIT-00346|HIT-00347|HIT-00348|HIT-00349|HIT-00350|HIT-00351|HIT-00352|HIT-00353	אליהו הנביא		publication	[HOST]	author				ניו יאָרק	USA	1915-01		month	"אליהו הנביא (אַ דאָרף-מעשה'לע) ""צוקונפט"", נ. י., יאַנואַר 1915"	yes	high	gemini-3-flash-preview	2026-07-25T17:12:08+00:00	This is a play by Peretz Hirshbein, not the Lateiner play PL-0019.
P-1-facs_323_tr_1741260490:1#2	P-1-facs_323_tr_1741260490	facs_323_tr_1741260490	gemini_window	P-1-facs_323_tr_1741260490:1	HIT-00344|HIT-00345|HIT-00346|HIT-00347|HIT-00348|HIT-00349|HIT-00350|HIT-00351|HIT-00352|HIT-00353	אליהו הנביא		production	ליבהאָבער	actor						1915		year	"איז געשפּילט געוואָרן דורך „ליבהאָבער"""	yes	high	gemini-3-flash-preview	2026-07-25T17:12:08+00:00	Refers to Hirshbein's play; performed by amateurs.
P-1-facs_323_tr_1741260490:1#3	P-1-facs_323_tr_1741260490	facs_323_tr_1741260490	gemini_window	P-1-facs_323_tr_1741260490:1	HIT-00344|HIT-00345|HIT-00346|HIT-00347|HIT-00348|HIT-00349|HIT-00350|HIT-00351|HIT-00352|HIT-00353	דיאַ וואָרהייט		mention_only						ניו יאָרק	USA	1907-08-24	1907-08-25	day	דעם 24-25. אויגוסט 1907 איבערגעדרוקט געוואָרן אין ניו יאָרקער „דיאַ וואָרהייט“	yes	high	gemini-3-flash-preview	2026-07-25T17:12:08+00:00	This is a newspaper name (Die Warheit), not the Lateiner play PL-0082.
P-1-facs_323_tr_1741260490:1#4	P-1-facs_323_tr_1741260490	facs_323_tr_1741260490	gemini_window	P-1-facs_323_tr_1741260490:1	HIT-00344|HIT-00345|HIT-00346|HIT-00347|HIT-00348|HIT-00349|HIT-00350|HIT-00351|HIT-00352|HIT-00353	גרינע פעלדער		authorship	[HOST]	author						1916		year	אין 1916 האָט ה. אָנגעשריבן זיין 3-אָקטיקע קאָמעריע „גרינע פעלדער“	yes	high	gemini-3-flash-preview	2026-07-25T17:12:08+00:00	This is Hirshbein's famous play, not Hurwitz's PL-0238.
P-1-facs_323_tr_1741260490:1#5	P-1-facs_323_tr_1741260490	facs_323_tr_1741260490	gemini_window	P-1-facs_323_tr_1741260490:1	HIT-00344|HIT-00345|HIT-00346|HIT-00347|HIT-00348|HIT-00349|HIT-00350|HIT-00351|HIT-00352|HIT-00353	גרינע פעלדער		production	יעקב בן-עמי	director			אוירווינג פּלייס-טעאַטער	ניו יאָרק	USA	1919-05-30		day	די קאָמעדיע איז דעם 30 מאָי 1919 אויפֿגעפֿירט געוואָרן אין ניו יאָרקער אוירווינג פּלייס-טעאַטער [רעזשי — יעקב בן-עמי]	yes	high	gemini-3-flash-preview	2026-07-25T17:12:08+00:00	
P-1-facs_323_tr_1741260490:1#6	P-1-facs_323_tr_1741260490	facs_323_tr_1741260490	gemini_window	P-1-facs_323_tr_1741260490:1	HIT-00344|HIT-00345|HIT-00346|HIT-00347|HIT-00348|HIT-00349|HIT-00350|HIT-00351|HIT-00352|HIT-00353	די יידישע וועלט		mention_only						וואַרשע	Poland	1928		year	"אין 1928 איז אין דער וואַרשעווער „די יידישע וועלט"" פֿאַרעפנטלעכט געוואָרן"	yes	high	gemini-3-flash-preview	2026-07-25T17:12:08+00:00	This is a periodical name (Di Yidisher Velt), not the Lateiner play PL-0085.
P-1-facs_323_tr_1741260490:2#1	P-1-facs_323_tr_1741260490	facs_323_tr_1741260490	gemini_window	P-1-facs_323_tr_1741260490:2	HIT-00354|HIT-00355|HIT-00356|HIT-00357	גרינע פֿעלדער		publication	[HOST]	author				ניו יאָָרק	USA	1916		year	גרינע פֿעלדער „געזאָמעלטע דראַמען“, ניו יאָָרק, 1916 פינפטער באַנד	yes	high	gemini-3-flash-preview	2026-07-25T17:12:11+00:00	This is the famous play by Peretz Hirshbein, not the Hurwitz play PL-0238.
P-1-facs_323_tr_1741260490:2#2	P-1-facs_323_tr_1741260490	facs_323_tr_1741260490	gemini_window	P-1-facs_323_tr_1741260490:2	HIT-00354|HIT-00355|HIT-00356|HIT-00357	גרינע פעלדער		publication	[HOST]	author		פֿאַרלאָג פֿון ב. קלעצקין		ווילנע	Lithuania	1929		year	„גרינע פעלדער“, ווילנער פֿאַרלאָג פֿון ב. קלעצקין ווילנע 1929	yes	high	gemini-3-flash-preview	2026-07-25T17:12:11+00:00	Homonym risk: This is Hirshbein's play, not Hurwitz's PL-0238.
P-1-facs_323_tr_1741260490:2#3	P-1-facs_323_tr_1741260490	facs_323_tr_1741260490	gemini_window	P-1-facs_323_tr_1741260490:2	HIT-00354|HIT-00355|HIT-00356|HIT-00357	די יידישע וועלט		mention_only	[HOST]	author				וואַרשע	Poland	1928		year	הענט פּיעסע אין דריי אַקטן און זיבן בילדער „די יידישע וועלט“, וואַרשע, 4-2, 1928	yes	high	gemini-3-flash-preview	2026-07-25T17:12:11+00:00	Refers to the journal 'Di Yidisher Velt' where Hirshbein's play 'Hent' was published, not Lateiner's play PL-0085.
P-1-facs_331_tr_1741260489:1#1	P-1-facs_331_tr_1741260489	facs_331_tr_1741260489	gemini_window	P-1-facs_331_tr_1741260489:1	HIT-00358|HIT-00359|HIT-00360	די ערע		mention_only				דאַזאָר בוזשניטשי		וואַרשע	Poland	1837-03-08		day	דער לעצטער האָט די ערע צו בעטן דעם געשעצטן גענעראָל	yes	high	gemini-3-flash-preview	2026-07-25T17:12:14+00:00	The word 'ערע' (honor) here is part of a formal idiom in a letter, not a reference to the Lateiner play PL-0100.
P-1-facs_331_tr_1741260489:1#2	P-1-facs_331_tr_1741260489	facs_331_tr_1741260489	gemini_window	P-1-facs_331_tr_1741260489:1	HIT-00358|HIT-00359|HIT-00360	די ערע		mention_only				דאַזאָר בוזשניטשי		וואַרשע	Poland	1839-03-29		day	ווי דער דאָזאָר האָט שוין געהאַט די ערע פֿריער פֿאַרצושטעלן	yes	high	gemini-3-flash-preview	2026-07-25T17:12:14+00:00	The word 'ערע' (honor) here is part of a formal idiom in a letter, not a reference to the Lateiner play PL-0100.
P-1-facs_331_tr_1741260489:1#3	P-1-facs_331_tr_1741260489	facs_331_tr_1741260489	gemini_window	P-1-facs_331_tr_1741260489:1	HIT-00358|HIT-00359|HIT-00360	די ערע		mention_only				דאַזאָר בוזשניטשי		וואַרשע	Poland	1840-04-22		day	וועגן גיכן רעזולטאָט האָט דער דאָזאָר די ערע צו בעטן	yes	high	gemini-3-flash-preview	2026-07-25T17:12:14+00:00	The word 'ערע' (honor) here is part of a formal idiom in a letter, not a reference to the Lateiner play PL-0100.
P-1-facs_332_tr_1741260405:1#1	P-1-facs_332_tr_1741260405	facs_332_tr_1741260405	gemini_window	P-1-facs_332_tr_1741260405:1	HIT-00361	שמשון הגבור		mention_only	[HOST]	actor		דראָמאָטישן קלוב			USA	1909		year	"אין 1909 געקומען אין אַמעריקע און אונטער דער השפּעה פֿון משה ריכטער אַריינגעטראָטן אין אַ דראָמאָטישן קלוב, דעביוטירנדיק אין ברוך שאָרס „שמשון הגבור"""	yes	high	gemini-3-flash-preview	2026-07-25T17:12:16+00:00	The text explicitly attributes this play to Baruch Schorr (ברוך שאָרס), not Hurwitz. PL-0272 is a homonym.
P-1-facs_333_tr_1741260495:1#1	P-1-facs_333_tr_1741260495	facs_333_tr_1741260495	gemini_window	P-1-facs_333_tr_1741260495:1	HIT-00362|HIT-00363|HIT-00364|HIT-00365	דבוק		mention_only	[HOST]	director								none	"ה.'ס רעזשי-קאָנצעפּציע פֿון „דבוק"" ווערט דערנאָך קאָפּירט ביי פֿאַרשיידענע „דיבוק""-אויפֿירונגען אויף די יידישע און ניט-יידישע בינעס"	yes	high	gemini-3-flash-preview	2026-07-25T17:12:19+00:00	Refers to the previously mentioned Anski production.
P-1-facs_333_tr_1741260495:1#2	P-1-facs_333_tr_1741260495	facs_333_tr_1741260495	gemini_window	P-1-facs_333_tr_1741260495:1	HIT-00362|HIT-00363|HIT-00364|HIT-00365	דער דיבוק		mention_only	[HOST]	director		לאָדזשער יידישן דראָמאָטישן טעאַטער		לאָדזש	Poland			none	"נאָכן אויפֿירן „דער דיבוק"" אין לאָדזשער יידישן דראָמאָטישן טעאַטער (דיר. צעלמייסטער)"	yes	high	gemini-3-flash-preview	2026-07-25T17:12:19+00:00	Context implies this is the same Anski play directed by the host.
P-1-facs_335_r_6:1#1	P-1-facs_335_r_6	facs_335_r_6	gemini_window	P-1-facs_335_r_6:1	HIT-00366	ווילהעלם טעל		translation_adaptation	[HOST]	translator		"פֿ""ג גיטלין"		וואָרשע	Poland	1929		year	"אין 1929 איז אין פֿ""ג גיטלין, וואָרשע, דערשינען ה.'ס איבערזעצונג פֿון שילערס „ווילהעלם טעל“"	yes	high	gemini-3-flash-preview	2026-07-25T17:12:21+00:00	The text explicitly attributes the source to Schiller, not Hurwitz. This is a translation of the classic German play.
P-1-facs_335_tr_1741260385:1#1	P-1-facs_335_tr_1741260385	facs_335_tr_1741260385	gemini_window	P-1-facs_335_tr_1741260385:1	HIT-00367|HIT-00368|HIT-00369	שלמה המלך דער צווייטער		authorship	[HOST]	author						1915		year	"וו. האָט געשריבן פֿאָלגנדיקע פּיעסן: „די פרוי אין קייטן"" (אויפגעפ. 1919 אין אָדעס, אין יעוורעיסקי טעאַטער), „שלמה המלך דער צווייטער“"	yes	high	gemini-3-flash-preview	2026-07-25T17:12:24+00:00	Not Hurwitz's 'Shloyme hamelekh' (PL-0270); this is an original work by the host titled 'Solomon the King the Second'.
P-1-facs_335_tr_1741260385:1#2	P-1-facs_335_tr_1741260385	facs_335_tr_1741260385	gemini_window	P-1-facs_335_tr_1741260385:1	HIT-00367|HIT-00368|HIT-00369	שלמה המלך דער צווייטער		production	יעקב זילבערט	director				בריסעל-אַנטווערפּען	Belgium	1915		year	„שלמה המלך דער צווייטער“ (אויפגעפ. 1915 דורך יעקב זילבערט אין בריסעל-אַנטווערפּען)	yes	high	gemini-3-flash-preview	2026-07-25T17:12:24+00:00	
P-1-facs_335_tr_1741260385:1#3	P-1-facs_335_tr_1741260385	facs_335_tr_1741260385	gemini_window	P-1-facs_335_tr_1741260385:1	HIT-00367|HIT-00368|HIT-00369	קדוש השם		translation_adaptation	[HOST]	adapter						1929		year	"וו. האָט אויך דראָמאַטיזירט „די 7 געהאָנגענע"" לויט אַנדרעיעוו אויפגעפ. 1923 אין פּאָריז דורך אַקסעלראָד) און „קדוש השם"" לויט שלום אָש"	yes	high	gemini-3-flash-preview	2026-07-25T17:12:24+00:00	Explicitly attributed to Sholem Asch, not Hurwitz (PL-0257/0258).
P-1-facs_335_tr_1741260385:1#4	P-1-facs_335_tr_1741260385	facs_335_tr_1741260385	gemini_window	P-1-facs_335_tr_1741260385:1	HIT-00367|HIT-00368|HIT-00369	קדוש השם		production	בלומענטאָל	producer				אַנטווערפּען	Belgium	1929		year	"„קדוש השם"" לויט שלום אָש (אויפגעפ. אין 1929 אין אַנטווערפּען ביי בלומענטאָל)"	yes	high	gemini-3-flash-preview	2026-07-25T17:12:24+00:00	
P-1-facs_336_tr_1741260422:1#1	P-1-facs_336_tr_1741260422	facs_336_tr_1741260422	gemini_window	P-1-facs_336_tr_1741260422:1	HIT-00370|HIT-00371|HIT-00372|HIT-00373|HIT-00374|HIT-00375|HIT-00376	הדסה	PL-0170	music	[HOST]	composer		הורוויץ-חיימאָוויטשעס טרופּע	ווינדזאָר טעאַטער	ניו יאָרק	USA	1900		year	"איז וו. אין 1900 געוואָרן צוערשט געהילף-דיריגענט צו יידעלע בעלזער אין הורוויץ-חיימאָוויטשעס טרופּע אין ווינדזאָר טעאַטער, דערנאָך דער קאָמפּאָזיטאָר פֿון דער טרופּע און געשריבן די מוזיק צו זייפערטס „חובבי ציון“ און הורוויץס „הדסה"""	yes	high	gemini-3-flash-preview	2026-07-25T17:12:31+00:00	
P-1-facs_336_tr_1741260422:1#2	P-1-facs_336_tr_1741260422	facs_336_tr_1741260422	gemini_window	P-1-facs_336_tr_1741260422:1	HIT-00370|HIT-00371|HIT-00372|HIT-00373|HIT-00374|HIT-00375|HIT-00376	בן הדור	PL-0035	music	[HOST]	composer						1900		circa	מיטן אָנקומען פֿון מוזיקער אַפֿרים פּערלמוטער, ווערט וו. זיינער אַ מיטאָרבעטער, און אין משך פֿון 16 יאָר שרייבן זיי צוזאַמען מוזיק צו די אָפּערעטן „בן הדור“	yes	high	gemini-3-flash-preview	2026-07-25T17:12:31+00:00	Co-composed with Ephraim Perlmutter.
P-1-facs_336_tr_1741260422:1#3	P-1-facs_336_tr_1741260422	facs_336_tr_1741260422	gemini_window	P-1-facs_336_tr_1741260422:1	HIT-00370|HIT-00371|HIT-00372|HIT-00373|HIT-00374|HIT-00375|HIT-00376	בן הדור	PL-0035	music	אַפֿרים פּערלמוטער	composer						1900		circa	מיטן אָנקומען פֿון מוזיקער אַפֿרים פּערלמוטער, ווערט וו. זיינער אַ מיטאָרבעטער, און אין משך פֿון 16 יאָר שרייבן זיי צוזאַמען מוזיק צו די אָפּערעטן „בן הדור“	yes	high	gemini-3-flash-preview	2026-07-25T17:12:31+00:00	
P-1-facs_336_tr_1741260422:1#4	P-1-facs_336_tr_1741260422	facs_336_tr_1741260422	gemini_window	P-1-facs_336_tr_1741260422:1	HIT-00370|HIT-00371|HIT-00372|HIT-00373|HIT-00374|HIT-00375|HIT-00376	צוויי תנאים	PL-0244	music	[HOST]	composer						1900		circa	"שרייבן זיי צוזאַמען מוזיק צו די אָפּערעטן „בן הדור“, ""צוויי תנאים“"	yes	high	gemini-3-flash-preview	2026-07-25T17:12:31+00:00	Co-composed with Ephraim Perlmutter.
P-1-facs_336_tr_1741260422:1#5	P-1-facs_336_tr_1741260422	facs_336_tr_1741260422	gemini_window	P-1-facs_336_tr_1741260422:1	HIT-00370|HIT-00371|HIT-00372|HIT-00373|HIT-00374|HIT-00375|HIT-00376	בני ישראל	PL-0073	music	[HOST]	composer						1900		circa	"שרייבן זיי צוזאַמען מוזיק צו די אָפּערעטן „בן הדור“, ""צוויי תנאים“, „מוזינקע“, ""בני ישראל“"	yes	high	gemini-3-flash-preview	2026-07-25T17:12:31+00:00	Co-composed with Ephraim Perlmutter.
P-1-facs_336_tr_1741260422:1#6	P-1-facs_336_tr_1741260422	facs_336_tr_1741260422	gemini_window	P-1-facs_336_tr_1741260422:1	HIT-00370|HIT-00371|HIT-00372|HIT-00373|HIT-00374|HIT-00375|HIT-00376	יציאת מצרים	PL-0204	music	[HOST]	composer						1900		circa	"שרייבן זיי צוזאַמען מוזיק צו די אָפּערעטן „בן הדור“, ""צוויי תנאים“, „מוזינקע“, ""בני ישראל“, ""יציאת מצרים“"	yes	high	gemini-3-flash-preview	2026-07-25T17:12:31+00:00	Co-composed with Ephraim Perlmutter.
P-1-facs_336_tr_1741260422:1#7	P-1-facs_336_tr_1741260422	facs_336_tr_1741260422	gemini_window	P-1-facs_336_tr_1741260422:1	HIT-00370|HIT-00371|HIT-00372|HIT-00373|HIT-00374|HIT-00375|HIT-00376	די אלמנה		mention_only	אָנשעל שאָר	author								none	"צו אָנשעל שאָרס „די אלמנה"""	yes	high	gemini-3-flash-preview	2026-07-25T17:12:31+00:00	Text explicitly attributes this 'Die Almone' to Anshel Schorr, not Lateiner.
P-1-facs_336_tr_1741260422:1#8	P-1-facs_336_tr_1741260422	facs_336_tr_1741260422	gemini_window	P-1-facs_336_tr_1741260422:1	HIT-00370|HIT-00371|HIT-00372|HIT-00373|HIT-00374|HIT-00375|HIT-00376	די סדר נאַכט		mention_only	סיגעל	author			פּאָבליק-טעאַטער	ניו יאָרק	USA	1927		year	"1927 — האָט וו., אין פּאָבליק-טעאַטער, געשריבן די מוזיק צו לואי פֿריימאָזס „דעם זיידעןס געליבטע“, צו סיגעלס „דעם רביןס זונדל“, צו הערי קאָלמאָנאָוויטשעס „אַמאָל איז געווען אַ פּרינץ"", צו סיגעלס „די גאַליציאָנער חתונה"" און „די סדר נאַכט"""	yes	high	gemini-3-flash-preview	2026-07-25T17:12:31+00:00	Text attributes this 'Die Seyder Nakht' to Siegel, not Lateiner.
P-1-facs_33_tr_1740521056:1#1	P-1-facs_33_tr_1740521056	facs_33_tr_1740521056	gemini_window	P-1-facs_33_tr_1740521056:1	HIT-00381|HIT-00384	בת שבע		mention_only	[HOST]	actor	בת שבע							none	„בת שבע אין גאָררייזס „אַן אָ היים“	yes	high	gemini-3-flash-preview	2026-07-25T17:12:33+00:00	The text explicitly attributes this role/play to Gordin (גאָרדין, misspelled here as גאָררייז), not Lateiner (PL-0045).
P-1-facs_33_tr_1740521056:1#2	P-1-facs_33_tr_1740521056	facs_33_tr_1740521056	gemini_window	P-1-facs_33_tr_1740521056:1	HIT-00381|HIT-00384	די ציגיינערין		mention_only	[HOST]	actor	די ציגיינערין							none	"„די ציגיינערין און „סאָפיע"" אין טאָלסטאָיס „לעבעדיקער מת"""	yes	high	gemini-3-flash-preview	2026-07-25T17:12:33+00:00	The text explicitly attributes this role to Tolstoy's 'The Living Corpse', not Lateiner (PL-0104).
P-1-facs_33_tr_1740521070:1#1	P-1-facs_33_tr_1740521070	facs_33_tr_1740521070	gemini_window	P-1-facs_33_tr_1740521070:1	HIT-00385	די אלמנה		mention_only	[HOST]									none	שפּעטער פֿאָרט זי מיט איר מוטער די אלמנה קיין וואַרשע	yes	high	gemini-3-flash-preview	2026-07-25T17:12:34+00:00	The text refers to the host's mother being a widow (di almone), not the Lateiner play.
P-1-facs_340_tr_1741260477:1#1	P-1-facs_340_tr_1741260477	facs_340_tr_1741260477	gemini_window	P-1-facs_340_tr_1741260477:1	HIT-00390	קאָפּיטאָן דרייפוס	PL-0249	production	[HOST]	actor	קינדער-ראָלן	זיינע עלטערנס און וואַקסמאָןס טרופּע		יאָהאָניסבורג	South Africa	1901	1907	year	"שוין אַלס קינד פֿון 2 יאָר זיך כאַטייליקט אין דער פּיעסע „קאָפּיטאָן דרייפוס"" אין זיינע עלטערנס און וואַקסמאָןס טרופּע אין יאָהאָניסבורג, וואו ער שפּילט ביז 8 יאָר קינדער-ראָלן"	yes	high	gemini-3-flash-preview	2026-07-25T17:12:38+00:00	Host born 1899; age 2 is 1901. Played child roles until age 8 (1907).
P-1-facs_340_tr_1741260477:1#2	P-1-facs_340_tr_1741260477	facs_340_tr_1741260477	gemini_window	P-1-facs_340_tr_1741260477:1	HIT-00390	קאָפּיטאָן דרייפוס	PL-0249	production	אסתר	actor		זיינע עלטערנס און וואַקסמאָןס טרופּע		יאָהאָניסבורג	South Africa	1901	1907	year	"זיך כאַטייליקט אין דער פּיעסע „קאָפּיטאָן דרייפוס"" אין זיינע עלטערנס און וואַקסמאָןס טרופּע"	yes	high	gemini-3-flash-preview	2026-07-25T17:12:38+00:00	Mother Esther Wallerstein part of the parents' troupe.
P-1-facs_340_tr_1741260477:1#3	P-1-facs_340_tr_1741260477	facs_340_tr_1741260477	gemini_window	P-1-facs_340_tr_1741260477:1	HIT-00390	קאָפּיטאָן דרייפוס	PL-0249	production	סאַול וואָלערשטיין	actor		זיינע עלטערנס און וואַקסמאָןס טרופּע		יאָהאָניסבורג	South Africa	1901	1907	year	"זיך כאַטייליקט אין דער פּיעסע „קאָפּיטאָן דרייפוס"" אין זיינע עלטערנס און וואַקסמאָןס טרופּע"	yes	high	gemini-3-flash-preview	2026-07-25T17:12:38+00:00	Father Saul Wallerstein part of the parents' troupe.
P-1-facs_340_tr_1741260477:1#4	P-1-facs_340_tr_1741260477	facs_340_tr_1741260477	gemini_window	P-1-facs_340_tr_1741260477:1	HIT-00390	קאָפּיטאָן דרייפוס	PL-0249	production	וואַקסמאָן	actor		זיינע עלטערנס און וואַקסמאָןס טרופּע		יאָהאָניסבורג	South Africa	1901	1907	year	"זיך כאַטייליקט אין דער פּיעסע „קאָפּיטאָן דרייפוס"" אין זיינע עלטערנס און וואַקסמאָןס טרופּע"	yes	medium	gemini-3-flash-preview	2026-07-25T17:12:38+00:00	Waxman named as co-leader of the troupe.
P-1-facs_341_TextRegion_1710852353404_65:1#1	P-1-facs_341_TextRegion_1710852353404_65	facs_341_TextRegion_1710852353404_65	gemini_window	P-1-facs_341_TextRegion_1710852353404_65:1	HIT-00391|HIT-00392	חיים אין אמעריקע	PL-0183	production	[HOST]	actor			רומעניע-אָפּערע-הויז	ניו יאָרק	USA	1890		circa	"באַקומט וו. די מעגלעכקייט דאָרט אויסצוטרעטן, דעביואירנדיק אין די פּיעסן „חיים אין אמעריקע"""	yes	high	gemini-3-flash-preview	2026-07-25T17:12:41+00:00	The date 1890 is associated with his membership in Goldfaden's school just prior to this debut.
P-1-facs_341_TextRegion_1710852353404_65:1#2	P-1-facs_341_TextRegion_1710852353404_65	facs_341_TextRegion_1710852353404_65	gemini_window	P-1-facs_341_TextRegion_1710852353404_65:1	HIT-00391|HIT-00392	די פֿאַרבלאַנדזשעטע נשמה	PL-0102	production	[HOST]	actor			רומעניע-אָפּערע-הויז	ניו יאָרק	USA	1890		circa	"באַקומט וו. די מעגלעכקייט דאָרט אויסצוטרעטן, דעביואירנדיק אין די פּיעסן „חיים אין אמעריקע"" און „די פֿאַרבלאַנדזשעטע נשמה"""	yes	high	gemini-3-flash-preview	2026-07-25T17:12:41+00:00	The date 1890 is associated with his membership in Goldfaden's school just prior to this debut.
P-1-facs_342_tr_1741260502:1#1	P-1-facs_342_tr_1741260502	facs_342_tr_1741260502	gemini_window	P-1-facs_342_tr_1741260502:1	HIT-00393|HIT-00394	בן יעקב		mention_only	בן יעקב	other								none	דידאָזיקע קאָמעדיע איז אָפֿט [דורך שטיינשניידער און בן יעקב] פֿאַרביטן געוואָרן	yes	high	gemini-3-flash-preview	2026-07-25T17:12:43+00:00	The text refers to the bibliographer Isaac Benjacob, not the play 'Ben Yaakov' by Lateiner.
