File	"""action"""	context	Column 1	place	toKima	place clustered	dodgy reconciliation for place	initial reconciliation for place	province	province clustered	province Qid	country	country cluster	Country Qid
Zylbercweig-Extraction2026-02-05 (6).tsv		birth	1-facs_412_TextRegion_1710153731052_73	אַדזוד	אַדזוד	Azoud	Q1251					רומעניע	Romania	Q218
Zylbercweig-Extraction2026-02-05 (6).tsv		birth	1-facs_412_TextRegion_1710153717390_60	בילגאריי	בילגאריי	Biłgoraj	Q202448		לובלינער גוב.	לובלינער גוב.		פּוילן	Poland	Q36
Zylbercweig-Extraction2026-02-05 (6).tsv		birth	1-facs_412_TextRegion_1710153704955_46	יאסי	יאסי	Iași	Q46852	Q46852				רומעניע	Romania	Q218
Zylbercweig-Extraction2026-02-05 (6).tsv		birth	1-facs_412_TextRegion_1710153689691_21	פּינסק	פּינסק	Pinsk	Q204150	Q204150				פּוילן	Poland	Q36
Zylbercweig-Extraction2026-02-05 (6).tsv		birth	1-facs_413_r_4	קעשעניעוו	קעשעניעוו	Chișinău	Q21197	Q21197						
Zylbercweig-Extraction2026-02-05 (6).tsv		birth	1-facs_413_tr_1739715088	וואַרשע	וואַרשע	Warsaw	Q270	Q270				פּוילן	Poland	Q36
Zylbercweig-Extraction2026-02-05 (6).tsv		birth	1-facs_413_r_8	אָסטראָלענקאָ	אָסטראָלענקאָ	Ostrołęka	Q126099		לאָמזשער גוב.	לאָזשער גוב.		פּוילן	Poland	Q36
Zylbercweig-Extraction2026-02-05 (6).tsv		birth	1-facs_413_tr_1739715083	לעלציץ	לעלציץ	Łęczyca	Q159289		מינסקער גוב.	מינסקער גוב.		ווייס-רוסלאַנד	Belarus	Q184
Zylbercweig-Extraction2026-02-05 (6).tsv		birth	1-facs_413_tr_1739715085	יעקאָטערינאָסלאָוו	יעקאָטערינאָסלאָוו	Dnipro	Q48256					אוקראַאינע	Ukraine	Q212
Zylbercweig-Extraction2026-02-05 (6).tsv		birth	1-facs_414_tr_1739715068	וואַרשע	וואַרשע	Warsaw	Q270	Q270				פּוילן	Poland	Q36
Zylbercweig-Extraction2026-02-05 (6).tsv		birth	1-facs_414_tr_1739715075	אָדעס	אָדעס	Odesa	Q1874	Q1874				אוקראַאינע	Ukraine	Q212
Zylbercweig-Extraction2026-02-05 (6).tsv		birth	1-facs_414_r_3	בערדיטשעוו	בערדיטשעוו	Berdychiv	Q83197	Q158799				אוקראַאינע	Ukraine	Q212
Zylbercweig-Extraction2026-02-05 (6).tsv		birth	1-facs_415_TextRegion_1710155983674_155	גאַליציע	גאַליציע	Narol	Q2439514						גאַליציע	
Zylbercweig-Extraction2026-02-05 (6).tsv		birth	1-facs_415_r_9	ראַדזין	ראַדזין	Radzyń Podlaski	Q202591		שעדלעצער גוב.	שעדלעצער גוב.		פּוילן	Poland	Q36
Zylbercweig-Extraction2026-02-05 (6).tsv		birth	1-facs_415_TextRegion_1710155882799_118	אָדעס	אָדעס	Odesa	Q1874	Q1874						
Zylbercweig-Extraction2026-02-05 (6).tsv		birth	1-facs_415_TextRegion_1710155871558_109	גראָדנע	גראָדנע	Hrodna	Q181376	Q181376	פּויליש-ליטע	פּויליש-ליטע				
Zylbercweig-Extraction2026-02-05 (6).tsv		birth	1-facs_416_tr_1739715059	ווילנע (אין ביראָוו?)	ווילנע (אין ביראָוו?)	Vilnius	Q216					פּויליש-ליטע	Polish–Lithuanian Commonwealth	Q172107
Zylbercweig-Extraction2026-02-05 (6).tsv		birth	1-facs_416_tr_1739715064	לאָדזש	לאָדזש	Łódź	Q580	Q580				פּוילן	Poland	Q36
Zylbercweig-Extraction2026-02-05 (6).tsv		birth	1-facs_416_tr_1739715065	אַמדור	אַמדור	Indura	Q2920508		גראָדנער געגנט	גראָדנער געגנט		פּויליש-ליטע	Polish–Lithuanian Commonwealth	Q172107
Zylbercweig-Extraction2026-02-05 (6).tsv		birth	1-facs_17_tr_1713546856	סטאַמבול (?)	סטאַמבול (?)	Istanbul	Q406							
Zylbercweig-Extraction2026-02-05 (6).tsv		birth	1-facs_17_r_9	אָדעס	אָדעס	Odesa	Q1874	Q1874				אוקראינע	Ukraine	Q212
Zylbercweig-Extraction2026-02-05 (6).tsv		birth	1-facs_17_r_3	אָדעס	אָדעס	Odesa	Q1874	Q1874						
Zylbercweig-Extraction2026-02-05 (6).tsv		birth	1-facs_17_tr_1713546853	יאַסי	יאַסי	Iași	Q46852	Q46852				רומעניע	Romania	Q218
Zylbercweig-Extraction2026-02-05 (6).tsv		birth	1-facs_18_r_8_1	דווינסק	דווינסק	Daugavpils	Q3750	Q80021				לעטלאָנד	Latvia	Q211
Zylbercweig-Extraction2026-02-05 (6).tsv		birth	1-facs_18_r	באָסלאָוו	באָסלאָוו	Bratslav	Q903241					אוקראַינע	Ukraine	Q212
Zylbercweig-Extraction2026-02-05 (6).tsv		birth	1-facs_18_TextRegion_1711991763648_2536	פֿאַלטישען	פֿאַלטישען	Fălticeni	Q303015					רומעניע	Romania	Q218
Zylbercweig-Extraction2026-02-05 (6).tsv		birth	1-facs_18_TextRegion_1711991747546_2519	סאָראַטאָוו	סאָראַטאָוו	Saratov	Q56044					רוסלאַנד	Russia	Q159
Zylbercweig-Extraction2026-02-05 (6).tsv		birth	1-facs_19_r	אָדעס	אָדעס	Odesa	Q1874	Q1874						
Zylbercweig-Extraction2026-02-05 (6).tsv		birth	1-facs_19_r_6	אָדעס	אָדעס	Odesa	Q1874	Q1874				אוקראַאינע	Ukraine	Q212
Zylbercweig-Extraction2026-02-05 (6).tsv		birth	1-facs_20_tr_1740515222	יאָסי	יאָסי	Iași	Q46852	Q46852				רומעניע	Romania	Q218
Zylbercweig-Extraction2026-02-05 (6).tsv		birth	1-facs_20_tr_1740515229	ניקאָלאַיעוו	ניקאָלאַיעוו	Mykolaiv	Q156737		ווילנער גוב.	ווילנער גוב.		פּוילישלליטע	Polish–Lithuanian Commonwealth	Q172107
Zylbercweig-Extraction2026-02-05 (6).tsv		birth	1-facs_21_tr_1740515222	גרודעק	גרודעק	Horodok	Q1210789		מזרח-גאַליציע	מזרח-גאַליציע				
Zylbercweig-Extraction2026-02-05 (6).tsv		birth	1-facs_21_tr_1740515226	גאַלאַץ	גאַלאַץ	Galați	Q170996					רומעניע	Romania	Q218
Zylbercweig-Extraction2026-02-05 (6).tsv		birth	1-facs_22_tr_1740515222	פֿילאָדעלפיע	פֿילאָדעלפיע	Philadelphia	Q1345	Q1345				אַמעריקע	United States	Q30
Zylbercweig-Extraction2026-02-05 (6).tsv		birth	1-facs_22_tr_1740515225	אונגאָרן	אונגאָרן	Hungary	Q28							
Zylbercweig-Extraction2026-02-05 (6).tsv		birth	1-facs_22_tr_1740515224	ביאַליסטאָק	ביאַליסטאָק	Białystok	Q761	Q761	פּוילישלליטע	פּויליש-ליטע				
Zylbercweig-Extraction2026-02-05 (6).tsv		birth	1-facs_23_r	אָדעס	אָדעס	Odesa	Q1874	Q1874				אוקראַאינע	Ukraine	Q212
Zylbercweig-Extraction2026-02-05 (6).tsv		birth	1-facs_30_TextRegion_1709402283554_1191	טשערנאָבאָל	טשערנאָבאָל	Chornobyl	Q2529					אוקראַאינע	Ukraine	Q212
Zylbercweig-Extraction2026-02-05 (6).tsv		birth	1-facs_31_TextRegion_1710063820301_118	לאָדזש	לאָדזש	Łódź	Q580	Q580				פּוילן	Poland	Q36
Zylbercweig-Extraction2026-02-05 (6).tsv		birth	1-facs_31_TextRegion_1710063786700_90	ניו-יאָרק	ניו-יאָרק	New York City	Q60	Q60				אַמעריקע	United States	Q30
Zylbercweig-Extraction2026-02-05 (6).tsv		birth	1-facs_31_r	זוועניגאָראָדקע	זוועניגאָראָדקע	Zvenyhorodka	Q2217937		פּאלטאַווער גוב.	פּאָלטאַווער גוב.		אוקראַאיינע	Ukraine	Q212
Zylbercweig-Extraction2026-02-05 (6).tsv		birth	1-facs_33_tr_1740521056	אָדעס	אָדעס	Odesa	Q1874	Q1874				אוקראַאינע	Ukraine	Q212
Zylbercweig-Extraction2026-02-05 (6).tsv		birth	1-facs_33_tr_1740521070	טאָמאָשאָוו	טאָמאָשאָוו	Tomaszów Lubelski	Q911009		לוכלינער גוב.	לובלינער גוב.		פּוילן	Poland	Q36
Zylbercweig-Extraction2026-02-05 (6).tsv		birth	1-facs_34_tr_1740521039	ניו יאָָרק	ניו יאָָרק	New York City	Q60	Q60				אַמעריקע	United States	Q30
Zylbercweig-Extraction2026-02-05 (6).tsv		birth	1-facs_34_tr_1740521031	ניו יאָרק	ניו יאָרק	New York City	Q60	Q60				אַמעריקע	United States	Q30
Zylbercweig-Extraction2026-02-05 (6).tsv		birth	1-facs_35_tr_1740520972	ניקאָפּאָל	ניקאָפּאָל	Nikopol	Q156760	Q156760				אוקראַאינע	Ukraine	Q212
Zylbercweig-Extraction2026-02-05 (6).tsv		birth	1-facs_35_tr_1740520980	אַלעסקאָ	אַלעסקאָ	Olesko	Q1026069		מזרח-גאַליציע	מזרח-גאַליציע				
Zylbercweig-Extraction2026-02-05 (6).tsv		birth	1-facs_35_tr_1740520969	האָראָשקי	האָראָשקי	Horoshki	Q848498		וואָלין	וואָלין				
Zylbercweig-Extraction2026-02-05 (6).tsv		birth	1-facs_36_tr_1740520946	הירש	הירש	Hirișeni	Q2451032					רומעניע	Romania	Q218
Zylbercweig-Extraction2026-02-05 (6).tsv		birth	1-facs_36_tr_1740520948	ריגע	ריגע	Riga	Q1773	Q1773				לעטלאַנד	Latvia	Q211
Zylbercweig-Extraction2026-02-05 (6).tsv		birth	1-facs_36_tr_1740520951	באָרשטשאָוו	באָרשטשאָוו	Borshchiv	Q842097		מזרחגאַליציע	מזרח-גאַליציע				
Zylbercweig-Extraction2026-02-05 (6).tsv		birth	1-facs_37_tr_1740520986	בעלץ	בעלץ	Bălți	Q37801	Q37801	בעסאַראָביע	בעסאַראַביע				
Zylbercweig-Extraction2026-02-05 (6).tsv		birth	1-facs_37_tr_1740520982	אָקערמאָן	אָקערמאָן	Bilhorod-Dnistrovskyi	Q189399		בעסאָראָביע	בעסאַראַביע				
Zylbercweig-Extraction2026-02-05 (6).tsv		birth	1-facs_38_tr_1740521016	זוואָנטשיק	זוואָנטשיק	Zvonachka	Q1264978		קאָמענעץ-פּאָדאָלסק. גוב.	קאָמענעץ-פּאָדאָלסק. גוב.		אוקראָאינע	Ukraine	Q212
Zylbercweig-Extraction2026-02-05 (6).tsv		birth	1-facs_38_tr_1740521009	ניו-יאָרק	ניו-יאָרק	New York City	Q60	Q60						
Zylbercweig-Extraction2026-02-05 (6).tsv		birth	1-facs_38_tr_1740521011	לעמבערג	לעמבערג	Lviv	Q36036	Q36036	מזרחגאַליציע	מזרח-גאַליציע				
Zylbercweig-Extraction2026-02-05 (6).tsv		birth	1-facs_39_tr_1740520985	לעמבערג	לעמבערג	Lviv	Q36036	Q36036	מזרחגאַליציע	מזרח-גאַליציע				
Zylbercweig-Extraction2026-02-05 (6).tsv		birth	1-facs_39_tr_1740520983	ווילנע	ווילנע	Vilnius	Q216	Q216	פּויליש-ליטע	פּויליש-ליטע				
Zylbercweig-Extraction2026-02-05 (6).tsv		birth	1-facs_40_tr_1740521035	סובאָלק	סובאָלק	Suwałki	Q215107		פּויליש-ליטע	פּויליש-ליטע				
Zylbercweig-Extraction2026-02-05 (6).tsv		birth	1-facs_40_tr_1740521046	גראָדנע	גראָדנע	Hrodna	Q181376	Q181376	פּויליש-ליטע	פּויליש-ליטע				
Zylbercweig-Extraction2026-02-05 (6).tsv		birth	1-facs_41_tr_1740521073	קעשעניעוו	קעשעניעוו	Chișinău	Q21197	Q21197	בעסאַראָביע	בעסאַראַביע				
Zylbercweig-Extraction2026-02-05 (6).tsv		birth	1-facs_41_tr_1740521069	טיראָספּאָל	טיראָספּאָל	Tiraspol	Q193517					אוקראָאינע	Ukraine	Q212
Zylbercweig-Extraction2026-02-05 (6).tsv		birth	1-facs_41_tr_1740521076	סטאָניסלאָוו	סטאָניסלאָוו	Stanisławów	Q2114006	Q156726	גאַליציע	Galicia	Q180086			
Zylbercweig-Extraction2026-02-05 (6).tsv		birth	1-facs_41_tr_1740521079	טאָראַנטאָ	טאָראַנטאָ	Toronto	Q172	Q172				קאָנאָדע	Canada	Q16
Zylbercweig-Extraction2026-02-05 (6).tsv		birth	1-facs_42_tr_1740520985	ווילנע	ווילנע	Vilnius	Q216	Q216	פּוילישליטע	פּויליש-ליטע				
Zylbercweig-Extraction2026-02-05 (6).tsv		birth	1-facs_42_tr_1740520982	לאָדזש	לאָדזש	Łódź	Q580	Q580				פּוילן	Poland	Q36
Zylbercweig-Extraction2026-02-05 (6).tsv		birth	1-facs_42_tr_1740520988	וואָסילקאָוו	וואָסילקאָוו	Vasylkiv	Q900779		קיעוו. נוב.	קיעוו. גוב.		אוקראָאינע	Ukraine	Q212
Zylbercweig-Extraction2026-02-05 (6).tsv		birth	1-facs_42_tr_1740520980	אַזאָרקאָוו	אַזאָרקאָוו	Ozorków	Q628460					פּוילן	Poland	Q36
Zylbercweig-Extraction2026-02-05 (6).tsv		birth	1-facs_42_tr_1740520978	וואַרשע	וואַרשע	Warsaw	Q270	Q270				פּוילן	Poland	Q36
Zylbercweig-Extraction2026-02-05 (6).tsv		birth	1-facs_43_tr_1740520992	נאָוואמינסק, (איצט מינסק-מאַזאָוויעצק)	נאָוואמינסק, (איצט מינסק-מאַזאָוויעצק)	Mińsk Mazowiecki	Q198480		וואַרש. גוב.	וואַרש. גוב.		פּוילן	Poland	Q36
Zylbercweig-Extraction2026-02-05 (6).tsv		birth	1-facs_43_tr_1740521002	קעשעניעוו	קעשעניעוו	Chișinău	Q21197	Q21197	בעסאַראָביע	בעסאַראַביע				
Zylbercweig-Extraction2026-02-05 (6).tsv		birth	1-facs_44_tr_1740521158	קאָפּענהאָגן	קאָפּענהאָגן	Copenhagen	Q1748					דענמאַרק	Denmark	Q35
Zylbercweig-Extraction2026-02-05 (6).tsv		birth	1-facs_45_tr_1740521094	קיידאן	קיידאן	Kėdainiai	Q786484		קאַוונער	קאַוונער		ליטע	Lithuania	Q37
Zylbercweig-Extraction2026-02-05 (6).tsv		birth	1-facs_45_tr_1740521081	ווילנע	ווילנע	Vilnius	Q216	Q216	פּויליש-ליטע	פּויליש-ליטע				
Zylbercweig-Extraction2026-02-05 (6).tsv		birth	1-facs_45_tr_1740521100	קאָרעליץ	קאָרעליץ	Kareličy	Q1025869					ווייס-רוסלאַנד	Belarus	Q184
Zylbercweig-Extraction2026-02-05 (6).tsv		birth	1-facs_45_r_4	יאַסי	יאַסי	Iași	Q46852	Q46852				רומעניע	Romania	Q218
Zylbercweig-Extraction2026-02-05 (6).tsv		birth	1-facs_45_tr_1740521093	גראָבאָוויץ	גראָבאָוויץ	Hrabovets	Q8459286		לובלינער גוב.	לובלינער גוב.		פּוילן	Poland	Q36
Zylbercweig-Extraction2026-02-05 (6).tsv		birth	1-facs_46_tr_1740521017	זגערזש	זגערזש	Zgierz	Q193264					פּוילן	Poland	Q36
Zylbercweig-Extraction2026-02-05 (6).tsv		birth	1-facs_46_tr_1740521011	אָדעם	אָדעם	Odesa	Q1874	Q1874				אוקראינע	Ukraine	Q212
Zylbercweig-Extraction2026-02-05 (6).tsv		birth	1-facs_46_tr_1740521016	קעשעניעוו	קעשעניעוו	Chișinău	Q21197	Q21197	בעסאַראַביע	בעסאַראַביע				
Zylbercweig-Extraction2026-02-05 (6).tsv		birth	1-facs_47_tr_1740521070	אַ דאַרף	אַ דאַרף	Bodrogkeresztúr	Q665853		קיעווער גוב. אומאַנער קרייז	קיעווער גוב. אומאַנער קרייז		אוקראַאינע	Ukraine	Q212
Zylbercweig-Extraction2026-02-05 (6).tsv		birth	1-facs_47_r_2	אָדעס [?]	אָדעס [?]	Odesa	Q1874	Q1874						
Zylbercweig-Extraction2026-02-05 (6).tsv		birth	1-facs_47_tr_1740521066	וויניצע	וויניצע	Vinnytsia	Q157144	Q157144	פּאָדאָל. גוב.	פּאָדאָל. גוב.		אוקראָאינע	Ukraine	Q212
Zylbercweig-Extraction2026-02-05 (6).tsv		birth	1-facs_48_tr_1740521130	סאָוואָליווקע	סאָוואָליווקע	Sovolivka	Q869798		פּאָדאָלער גוב.	פּאָדאָלער גוב.		אוקראַאינע	Ukraine	Q212
Zylbercweig-Extraction2026-02-05 (6).tsv		birth	1-facs_48_tr_1740521125	וואַרשע	וואַרשע	Warsaw	Q270	Q270				פּוילן	Poland	Q36
Zylbercweig-Extraction2026-02-05 (6).tsv		birth	1-facs_48_tr_1740521128	רומעניע	רומעניע	Vișeu de Sus	Q596609						רומעניע	
Zylbercweig-Extraction2026-02-05 (6).tsv		birth	1-facs_48_tr_1740521136	ווילנע	ווילנע	Vilnius	Q216	Q216	פּוילישליטע	פּויליש-ליטע				
Zylbercweig-Extraction2026-02-05 (6).tsv		birth	1-facs_49_tr_1740521083	פּעטערבורג	פּעטערבורג	Saint Petersburg	Q656	Q656				רוסלאַנד	Russia	Q159
Zylbercweig-Extraction2026-02-05 (6).tsv		birth	1-facs_49_tr_1740521084	סעלץ	סעלץ	Seltsy	Q1023008		נראָדנער גוב.	גראָדנער גוב.		פּויליש-ליטע	Polish–Lithuanian Commonwealth	Q172107
Zylbercweig-Extraction2026-02-05 (6).tsv		birth	1-facs_49_tr_1740521087	אָדעס	אָדעס	Odesa	Q1874	Q1874				אוקראַאינע	Ukraine	Q212
Zylbercweig-Extraction2026-02-05 (6).tsv		birth	1-facs_50_tr_1740521040	ווילנע	ווילנע	Vilnius	Q216	Q216	פּויליש-ליטע	פּויליש-ליטע				
Zylbercweig-Extraction2026-02-05 (6).tsv		birth	1-facs_50_tr_1740521046	טערעספּאָל	טערעספּאָל	Terespol	Q218036		שעדל. גוב.	שעדל. גוב.		פּוילן	Poland	Q36
Zylbercweig-Extraction2026-02-05 (6).tsv		birth	1-facs_50_tr_1740521042	אָדעם	אָדעם	Odesa	Q1874	Q1874				אוקראָאינע	Ukraine	Q212
Zylbercweig-Extraction2026-02-05 (6).tsv		birth	1-facs_51_tr_1740521052	אָדעס	אָדעס	Odesa	Q1874	Q1874				אוקראַאינע	Ukraine	Q212
Zylbercweig-Extraction2026-02-05 (6).tsv		birth	1-facs_51_tr_1740521070	לעמבערג	לעמבערג	Lviv	Q36036	Q36036	מזרחגאַליציע	מזרח-גאַליציע				
Zylbercweig-Extraction2026-02-05 (6).tsv		birth	1-facs_51_tr_1740521069	לאָדזש	לאָדזש	Łódź	Q580	Q580				פּוילן	Poland	Q36
Zylbercweig-Extraction2026-02-05 (6).tsv		birth	1-facs_51_tr_1740521072	באָלטאָ	באָלטאָ	Balta	Q1134849		קרים	cream tea	Q1139315			
Zylbercweig-Extraction2026-02-05 (6).tsv		birth	1-facs_51_tr_1740521079	ליאדי	ליאדי	Liady	Q4272559	Q4272559	מאָהיל. גוב.	מאָהיל. גוב.		אוקראַאינע	Ukraine	Q212
Zylbercweig-Extraction2026-02-05 (6).tsv		birth	1-facs_52_tr_1740521031	וויטעבסק	וויטעבסק	Vitebsk	Q102217	Q102217	ווייס-רוסלאַנד	ווייסרוסלאַנד				
Zylbercweig-Extraction2026-02-05 (6).tsv		birth	1-facs_56_tr_1740521000	קעשעניעוו	קעשעניעוו	Chișinău	Q21197	Q21197	בעסאָראָביע	בעסאַראַביע				
Zylbercweig-Extraction2026-02-05 (6).tsv		birth	1-facs_57_tr_1740521100	מלאָוואָ	מלאָוואָ	Mława	Q200787		פּלאָצקער גוב.	פּלאָצקער גוב.		פּוילן	Poland	Q36
Zylbercweig-Extraction2026-02-05 (6).tsv		birth	1-facs_57_tr_1740521089	פּאַניעוועזש	פּאַניעוועזש	Panevėžys	Q2277		קאָוונ. געננט	קאָוונ. געננט		ליטע	Lithuania	Q37
Zylbercweig-Extraction2026-02-05 (6).tsv		birth	1-facs_57_tr_1740521103	הרובישאָוו	הרובישאָוו	Hrubieszów	Q173451					פּוילן	Poland	Q36
Zylbercweig-Extraction2026-02-05 (6).tsv		birth	1-facs_58_tr_1740521146	בוקאַרעסט	בוקאַרעסט	Bucharest	Q19660	Q19660				רומעניע	Romania	Q218
Zylbercweig-Extraction2026-02-05 (6).tsv		birth	1-facs_58_tr_1740521133	ראַדאָמסק	ראַדאָמסק	Radomsko	Q158796					פּוילן	Poland	Q36
Zylbercweig-Extraction2026-02-05 (6).tsv		birth	1-facs_58_tr_1740521139	וואַרשע	וואַרשע	Warsaw	Q270	Q270				פּויקן	פּויקן	
Zylbercweig-Extraction2026-02-05 (6).tsv		birth	1-facs_58_tr_1740521154	ברעסט-ליטאָווסק	ברעסט-ליטאָווסק	Brest	Q140147		פּויליש-ליטע	פּויליש-ליטע				
Zylbercweig-Extraction2026-02-05 (6).tsv		birth	1-facs_59_tr_1740521090	אָדעס	אָדעס	Odesa	Q1874	Q1874						
Zylbercweig-Extraction2026-02-05 (6).tsv		birth	1-facs_59_tr_1740521094	וואַרשע	וואַרשע	Warsaw	Q270	Q270				פּוילן	Poland	Q36
Zylbercweig-Extraction2026-02-05 (6).tsv		birth	1-facs_59_tr_1740521087	יאָסי	יאָסי	Iași	Q46852	Q46852				רומעניע	Romania	Q218
Zylbercweig-Extraction2026-02-05 (6).tsv		birth	1-facs_60_tr_1740521080	בוקאַרעסט	בוקאַרעסט	Bucharest	Q19660	Q19660				רומעניע	Romania	Q218
Zylbercweig-Extraction2026-02-05 (6).tsv		birth	1-facs_60_tr_1740521090	יאָסי	יאָסי	Iași	Q46852	Q46852				רומעניע	Romania	Q218
Zylbercweig-Extraction2026-02-05 (6).tsv		birth	1-facs_60_tr_1740521087	בוקאַרעסט	בוקאַרעסט	Bucharest	Q19660	Q19660				רומעניע	Romania	Q218
Zylbercweig-Extraction2026-02-05 (6).tsv		birth	1-facs_61_tr_1740521158	יאָסי ראָמאַן אָדער גאָלאַץ	יאָסי ראָמאַן אָדער גאָלאַץ	Iași	Q46852					רומעניע	Romania	Q218
Zylbercweig-Extraction2026-02-05 (6).tsv		birth	1-facs_61_tr_1740521159	יאָסי אָדער ראָמאַן	יאָסי אָדער ראָמאַן	Iași	Q46852					רומעניע	Romania	Q218
Zylbercweig-Extraction2026-02-05 (6).tsv		birth	1-facs_61_tr_1740521163	לאָדזש	לאָדזש	Łódź	Q580	Q580				פּוילן	Poland	Q36
Zylbercweig-Extraction2026-02-05 (6).tsv		birth	1-facs_61_tr_1740521166	מינסק	מינסק	Minsk	Q2280	Q2280				ווייס-רוסלאַנד	Belarus	Q184
Zylbercweig-Extraction2026-02-05 (6).tsv		birth	1-facs_61_tr_1740521167	ניעזשין	ניעזשין	Nizhyn	Q847724		טשערניגאָווער גוב	טשערניגאָווער גוב.		אוקראַאינע	Ukraine	Q212
Zylbercweig-Extraction2026-02-05 (6).tsv		birth	1-facs_62_tr_1740520977	דוווינסק	דוווינסק	Daugavpils	Q3750	Q80021				לעטלאַנד	Latvia	Q211
Zylbercweig-Extraction2026-02-05 (6).tsv		birth	1-facs_62_tr_1740520958	יעקאַטערינאָסלאָוו	יעקאַטערינאָסלאָוו	Dnipro	Q48256					אוקראָאינע	Ukraine	Q212
Zylbercweig-Extraction2026-02-05 (6).tsv		birth	1-facs_62_tr_1740520963	ניו-יאָרק	ניו-יאָרק	New York City	Q60	Q60						
Zylbercweig-Extraction2026-02-05 (6).tsv		birth	1-facs_64_tr_1740520942	לאָדזש	לאָדזש	Łódź	Q580	Q580				פּוילן	Poland	Q36
Zylbercweig-Extraction2026-02-05 (6).tsv		birth	1-facs_64_tr_1740520956	לאָדזש	לאָדזש	Łódź	Q580	Q580				פּוילן	Poland	Q36
Zylbercweig-Extraction2026-02-05 (6).tsv		birth	1-facs_64_tr_1740520959	לאָדזש	לאָדזש	Łódź	Q580	Q580				פּוילן	Poland	Q36
Zylbercweig-Extraction2026-02-05 (6).tsv		birth	1-facs_65_tr_1740520954	ווילנע	ווילנע	Vilnius	Q216	Q216	פּויליש-ליטע	פּויליש-ליטע				
Zylbercweig-Extraction2026-02-05 (6).tsv		birth	1-facs_65_tr_1740520951	וואַרשע	וואַרשע	Warsaw	Q270	Q270						
Zylbercweig-Extraction2026-02-05 (6).tsv		birth	1-facs_65_tr_1740520943	קיעוו	קיעוו	Kyiv	Q1899	Q1899				אוקראָאינע	Ukraine	Q212
Zylbercweig-Extraction2026-02-05 (6).tsv		birth	1-facs_65_tr_1740520947	וואַרשע	וואַרשע	Warsaw	Q270	Q270				פּוילן	Poland	Q36
Zylbercweig-Extraction2026-02-05 (6).tsv		birth	1-facs_67_tr_1740521120	וואַרשע	וואַרשע	Warsaw	Q270	Q270				פּוילן	Poland	Q36
Zylbercweig-Extraction2026-02-05 (6).tsv		birth	1-facs_68_tr_1740521054	יעקאַטערינאָסלאָוו	יעקאַטערינאָסלאָוו	Dnipro	Q48256					אוקראַאינע	Ukraine	Q212
Zylbercweig-Extraction2026-02-05 (6).tsv		birth	1-facs_68_tr_1740521051	איוויע	איוויע	Iŭje	Q738777	Q738777	ווילנער גוב.	ווילנער גוב.		פּויליש-ליטע	Polish–Lithuanian Commonwealth	Q172107
Zylbercweig-Extraction2026-02-05 (6).tsv		birth	1-facs_68_tr_1740521052	בערדיטשעוו	בערדיטשעוו	Berdychiv	Q83197	Q158799				אוקראַאינע	Ukraine	Q212
Zylbercweig-Extraction2026-02-05 (6).tsv		birth	1-facs_69_tr_1740521066	קוטנאָ	קוטנאָ	Kutno	Q108493					פּוילן	Poland	Q36
Zylbercweig-Extraction2026-02-05 (6).tsv		birth	1-facs_72_tr_1740521050	פּאַנטשע	פּאַנטשע	Panche	Q2553125					רומעניע	Romania	Q218
Zylbercweig-Extraction2026-02-05 (6).tsv		birth	1-facs_72_r_5	קרעמענטשוג	קרעמענטשוג	Kremenchuk	Q156724	Q156724				אוקראַאינע	Ukraine	Q212
Zylbercweig-Extraction2026-02-05 (6).tsv		birth	1-facs_72_tr_1740521060	לעמבערג	לעמבערג	Lviv	Q36036	Q36036	מזרח-גאַליציע	מזרח-גאַליציע				
Zylbercweig-Extraction2026-02-05 (6).tsv		birth	1-facs_73_tr_1740521068	טראַסטיאָנעץפּאָדאָלסק	טראַסטיאָנעץפּאָדאָלסק	Trostyanets-Podilske	Q1022992					אוקראַאינע	Ukraine	Q212
Zylbercweig-Extraction2026-02-05 (6).tsv		birth	1-facs_73_tr_1740521067	טאָרנאָפּאָל	טאָרנאָפּאָל	Ternopil	Q156743	Q156743	גאָליזיע	גאָליזיע				
Zylbercweig-Extraction2026-02-05 (6).tsv		birth	1-facs_74_r_1	קראָקע	קראָקע	Kraków	Q31487	Q31487	מערבגאַליציע	מערב-גאַליציע				
Zylbercweig-Extraction2026-02-05 (6).tsv		birth	1-facs_74_tr_1740521143	ליבאָוויטש	ליבאָוויטש	Lyubavichi	Q4271340		מאַהילעווער גוב.	מאָהילעווער גוב.		אוקראַאינע	Ukraine	Q212
Zylbercweig-Extraction2026-02-05 (6).tsv		birth	1-facs_75_r_2	זשיטאמיר	זשיטאמיר	Zhytomyr	Q156713	Q156713						
Zylbercweig-Extraction2026-02-05 (6).tsv		birth	1-facs_75_tr_1740521172	קיליע	קיליע	Kiliya	Q869831		בעסאַראָביע	בעסאַראַביע				
Zylbercweig-Extraction2026-02-05 (6).tsv		birth	1-facs_76_tr_1740520957	ראָקאָוו	ראָקאָוו	Rakaŭ	Q2500789		מינסקער גוב.	מינסקער גוב.		ווייס-רוסלאַנד	Belarus	Q184
Zylbercweig-Extraction2026-02-05 (6).tsv		birth	1-facs_76_tr_1740520936	אָדעס	אָדעס	Odesa	Q1874	Q1874				אוקראַאונע	Ukraine	Q212
