event_id	event_type	play_id	venue_id	org_id	place_id	date_start	date_end	date_precision	production_key	provenance_person_id	provenance_fact_ids	evidence_sentence	extraction_model	confidence	review_status
event:EV-0340	production	play:PL-0197		org:815	place:Q158292	1908		year	83e1c1948d	P-2-facs_377_tr_1744366868	P-2-facs_377_tr_1744366868:1#1	"טרעט ער אַריין אין קאַריקס יידישער טרוטרופּע, וואו ער דעביוטירט אַלס „דוד"" אין לאַטיינערס אָפּערעטע ""יום החופּה"""	gemini-3-flash-preview	high	auto
event:EV-0341	production	play:PL-0070		org:758				none	659a3d7e2e	P-2-facs_381_tr_1744366860	P-2-facs_381_tr_1744366860:1#1|P-2-facs_381_tr_1744366860:1#2	ער האָט געשפּילט „דודס פידעלע“, האָט ער זיך פֿון איין אַקט ביזן אַנדערן ניט איבערגרימירט, נאָר די באָרד.	gemini-3-flash-preview	high	auto
event:EV-0342	production	play:PL-0270				1901		year	c8fd137f25	P-2-facs_390_tr_1744366849	P-2-facs_390_tr_1744366849:1#2	"אין עלטער פֿון 12 יאָר געשפּילט ""שולמית"" אין הורוויץס שלמה המלך"""	gemini-3-flash-preview	high	auto
event:EV-0343	production	play:NEW-0019	org_cluster:ORG-C00113		place:Q270	1906		circa	59db1b5e0b	P-2-facs_399_tr_1744366849	P-2-facs_399_tr_1744366849:1#2	"ער האָט קאָרעגירט דאָס טעאַטער-שטיק „שמשון הגבור“, על נהרות בל"" (פֿון יאָזעף לאַטיינער), וואָס זיינען געשפּילט געוואָרן אין עליזעאום מיטן גרעסטן ערפֿאָלג"	gemini-3-flash-preview	high	auto
event:EV-0344	production	play:PL-0230	venue:UV-0022		place:Q60	1892-11-18		day	23e74c4b04	P-2-facs_53_r_6	P-2-facs_53_r_6:1#2	אויפֿג 18 נאָוועמבּער אין טאַליאַ	gemini-3-flash-preview	high	auto
event:EV-0345	production	play:PL-0133		org:287	place:Q178855	1880		circa	ccc0644e71	P-2-facs_63_r_2	P-2-facs_63_r_2:1#1	"זיינע ערשטע ראָלן דאָ זיינען: די סאָלאָ פון ""הייסע באָבקעלעך“ אין „קאָלדוניא"" און „פאָליג"" אין לאַטיינערס „דיבוק"""	gemini-3-flash-preview	high	auto
event:EV-0346	production	play:NEW-0054	org:151		place:Q270	1921-04-03		day	40a3fff605	P-2-facs_63_tr_1744131370	P-2-facs_63_tr_1744131370:1#2	"דעם 3 אַפּריל 1921 איז א'ר פֿון א. סאַמבערג אויפֿגעפֿירט געוואָרן אין וואַרשעווער צענטראַל-טעאַטער י.'ס און מ. קיפּניסעס קאָמעדיע „מיטן כח פֿון דבוק"""	gemini-3-flash-preview	high	auto
event:EV-0347	production	play:PL-0047			place:Q1297	1913		year	80f1d6bc7a	P-2-facs_64_tr_1744131365	P-2-facs_64_tr_1744131365:1#1|P-2-facs_64_tr_1744131365:1#2|P-2-facs_64_tr_1744131365:1#3	"אין עלטער פֿון 5 יאָר געזונגען אין כאָר אין דער אָפּערעטע ""גבריאל"""	gemini-3-flash-preview	high	auto
event:EV-0348	production	play:PL-0032	org:134		place:Q60	1891		year	06efd927c8	P-2-facs_65_tr_1744131354	P-2-facs_65_tr_1744131354:1#1	"געשפּילט ביי אַדלערן אין רומעניע אָפּערע-הויז און אין ווינדזאָר-טעאַטער, וואו ער איז געווען דער ערשטער ""בר הינא“ אין דעם דאַמאָלטיק גרויסן דערפֿאָלג פֿון דער אָפּערע ""בית-דוד"""	gemini-3-flash-preview	high	auto
event:EV-0349	production	play:NEW-0005		org:1110	place:Q60	1923	1924	year	6d429dae36	P-2-facs_65_tr_1744131354	P-2-facs_65_tr_1744131354:1#3	"1923-24 — געשפּילט אין יידישן קונסט-טעאַטער די ראָל פון „פּוילישן ייד"" אין „שבתי צבי"""	gemini-3-flash-preview	medium	auto
event:EV-0350	production	play:PL-0052	org:130		place:Q60	1909		year	794e118e96	P-2-facs_67_tr_1744131421	P-2-facs_67_tr_1744131421:1#2	"1909 — איבערגעגאַנגען אין טאַליאַ-טעאַטער, וואו איר מאַן בועז יאָנג איז געוואָרן שותף מיט קעסלערן און דאָרט טרעט זי אַרויס ... ווי אויך אין לאַטיינערס אָפּערעטע „דאָס יידישע האַרץ"""	gemini-3-flash-preview	high	auto
event:EV-0351	production	play:PL-0126	org:128		place:Q60	1911	1912	year	e7debacd71	P-2-facs_67_tr_1744131421	P-2-facs_67_tr_1744131421:1#5	באָטייליקט זיך אין דער שרייבער-אויפֿפֿירונג פֿון דוד פינסקיס „דער אוצר“ (אויפֿגעפֿירט בלויז פֿון שרייבער און די אַקטיאָרן רודאָלף שילדקרויט. סאַלאָמאָן מאַנע און קלאַראַ יאָנג)	gemini-3-flash-preview	high	auto
event:EV-0352	production	play:NEW-0012		org_cluster:ORG-C06578		1913	1914	year	42dc1c27b7	P-2-facs_69_tr_1744131404	P-2-facs_69_tr_1744131404:1#1	"אין משך פֿון דערדאָזיקער צייט שפּילט ער פאַר דער קינאָמאַטאָגראַפֿישער פֿירמע „מינטוּס"" דעם ""ישיבה בחור"""	gemini-3-flash-preview	high	auto
event:EV-0353	production	play:PL-0108	org_cluster:ORG-C04115		place:Q60	1906-10		month	7ff2b6386e	P-2-facs_71_tr_1744131408	P-2-facs_71_tr_1744131408:1#1	"אין אַקטאָבער 1906 איז אין קאַליש-טעאַטער אויפֿגעפירט געוואָרן „די שטילע חתונה, לעבנסבילד אין 4 אַקטן פֿון פּראָפּ. יאַקאָבּי"""	gemini-3-flash-preview	high	auto
event:EV-0354	production	play:PL-0071	org_cluster:ORG-C04115		place:Q60	1907-12-27		day	2d15bf50aa	P-2-facs_71_tr_1744131408	P-2-facs_71_tr_1744131408:1#2	דעם 27 דעצעמבער 1907 איז אין קאַליש-טעאַטער אויפֿגעפֿירט געוואָרן „די אלמנה, גרויסע קאָמישע אָפּערעטע אין 4 אַקטן פֿון פּראָפּ. יאַקאָבי אויס לאָנדאָן	gemini-3-flash-preview	high	auto
event:EV-0355	production	play:NEW-0008		org:1504	place:Q270	1922	1924	year	b669cd1dcd	P-2-facs_79_r_5	P-2-facs_79_r_5:1#2	"אונטער דער רעזשי פֿון דוד הערמאַן איז (צום ערשטן מאָל) אויפֿגעפֿירט געוואָרן פרץס ""ביינאַכט אויפֿן אַלטן מאַרק"" און ""שוועסטער“, פרץ הירשבייןס „גרינע פעלדער“"	gemini-3-flash-preview	high	auto
event:EV-0356	production	play:PL-0019		org:1504	place:Q270	1922	1924	year	f0dfb0c86a	P-2-facs_79_r_5	P-2-facs_79_r_5:1#3	"אונטער דער רעזשי פֿון דוד הערמאַן איז (צום ערשטן מאָל) אויפֿגעפֿירט געוואָרן פרץס ""ביינאַכט אויפֿן אַלטן מאַרק"" און ""שוועסטער“, פרץ הירשבייןס „גרינע פעלדער“ און „אליהו הנביא“"	gemini-3-flash-preview	high	auto
event:EV-0357	production	play:NEW-0022		org:1504	place:Q270	1922	1924	year	768728bc40	P-2-facs_79_r_5	P-2-facs_79_r_5:1#4	"אונטער דער רעזשי פֿון דוד הערמאַן איז (צום ערשטן מאָל) אויפֿגעפֿירט געוואָרן פרץס ""ביינאַכט אויפֿן אַלטן מאַרק"" און ""שוועסטער“, פרץ הירשבייןס „גרינע פעלדער“ און „אליהו הנביא“, אַנסקיס „דבוק"""	gemini-3-flash-preview	high	auto
event:EV-0358	production	play:NEW-0012			place:Q1874	1912	1917	year	cda9bbc616	P-2-facs_85_r	P-2-facs_85_r:1#1	"אַרויסגעטראָטן אין די הויפּטראָלן פון „תלמוד-חכם"", ""ישיבה בחור“, „הערצעלע מיוחס"" א. ד. ג."	gemini-3-flash-preview	medium	auto
event:EV-0359	production	play:NEW-0032		org:469		1917		year	6b53ecf8b8	P-2-facs_85_r	P-2-facs_85_r:1#3	"1917 — פאַרטראָטן אַן אַקטיאָר אַלס „פֿאַרמער"" אין שאָרס „די אַמעריקאַנערין"" ביי ראָפּעלן אין טרופּע"	gemini-3-flash-preview	high	auto
event:EV-0360	production	play:NEW-0022		org:257	place:Q36036	1888	1896	year	98127e7567	P-2-facs_87_r_8	P-2-facs_87_r_8:1#1	"ווי אויך „פאלעק"" אין לאַטיינערס „דבוק"""	gemini-3-flash-preview	high	auto
event:EV-0361	production	play:PL-0240		org:UO-0009	place:Q156758	1884		circa	4d97e3b1d5	P-2-facs_87_tr_1744131446	P-2-facs_87_tr_1744131446:1#1|P-2-facs_87_tr_1744131446:1#2	"אין עלטער פֿון 6 יאָר אויפֿגעטראָטן אין דער קינדער-ראָל ""יואש"" אין דער אָפּערעטע ""עתליהו"" אין איר פֿאָטערס טרופּע אין קאָלאָמעאַ"	gemini-3-flash-preview	high	auto
event:EV-0362	production	play:PL-0063		org_cluster:ORG-C07057	place:Q60	1894		circa	7ab2ad8091	P-2-facs_88_tr_1744131404	P-2-facs_88_tr_1744131404:1#1|P-2-facs_88_tr_1744131404:1#2	"געגרינדעט אַ דראַמאטיק-קלוב, מיט וועלכן ער פֿירט אויף „דאָס פּוילישע יינגל"", שפּילנדיק די ראָל „קלמן קראָטש"""	gemini-3-flash-preview	high	auto
event:EV-0363	production	play:PL-0144			place:Q36	1926		year	fd1ad65ee0	P-2-facs_89_r_6	P-2-facs_89_r_6:1#1	אין 1926 צוריקגעקומען אין פּוילן, וואו ער טרעט אויף אין „דער ישיבה בחור“	gemini-3-flash-preview	high	auto
event:EV-0364	production	play:PL-0174				1896		year	e3cf6118ee	P-2-facs_90_tr_1744131418	P-2-facs_90_tr_1744131418:1#2	אין 1896 איז — לויט ב. גאָרין — אויפֿגעפֿירט געוואָרן ל.'ס איבערזעצונג פֿון שילערס „ווילהעלם טעל“	gemini-3-flash-preview	high	auto
event:EV-0365	production	play:PL-0052	org_cluster:ORG-C00322		place:Q100	1918	1919	year	554e10c724	P-3-facs_116_tr_1754820291	P-3-facs_116_tr_1754820291:1#2	"אַנגאַזשירט פּ. אין דער טרופּע, וואו זי שפּילט, צוזאַמען מיט יוליוס אַדלער, אין סטרינדבערגס „פאטער“ און אַלס „רבקה'לע"" אין אַשס „גאָט פון נקמה"", ווי אויך די סוברעטין-ראָל אין לאַטיינערס „דאָס יידישע האַרץ"""	gemini-3-flash-preview	high	auto
event:EV-0366	production	play:PL-0056	org:128		place:Q60	1924	1925	year	f6ca555c37	P-3-facs_116_tr_1754820291	P-3-facs_116_tr_1754820291:1#4|P-4-facs_616_tr_1755029946:1#2	"אין סעזאָן 1924—1925 טרעט זי אויף אין יעקב קאַליכס מוזיקאַלישער פּיעסע „שמענדריקס חתונה"" לויט גאָלדפֿאַדען (מוזיק פֿון רומשינסקי און גאָלדפאַדען), אין יעקב קאַליכס מאָנטאַזש פֿון גאָלדפֿאַדענס און שמ""רס פּיעסן א״נ „דער ערשטער און צווייטער המן"" און אין יוסף לאַטיינערס „דאָס ציגיינער-מיידל"""	gemini-3-flash-preview	high	auto
event:EV-0367	production	play:PL-0218	org:128		place:Q60	1927	1928	year	86abb132ab	P-3-facs_116_tr_1754820291	P-3-facs_116_tr_1754820291:1#6|P-3-facs_136_tr_1754820282:1#7|P-4-facs_616_tr_1755029946:1#3	"שפּילט זי איז 1927—1928 חנאַ גאטעספעלדס — „רייזעלע“, הערי קאַלמאַנאָוויטשעס — „אוי, איז דאָס אַ מיידל"" און יוסף לאַטיינערס — „מזל-ברכה"""	gemini-3-flash-preview	high	auto
event:EV-0368	production	play:NEW-0055	org:128		place:Q60	1929	1930	year	91c2efd179	P-3-facs_116_tr_1754820291	P-3-facs_116_tr_1754820291:1#8|P-3-facs_136_tr_1754820282:1#9|P-4-facs_616_tr_1755029946:1#4	"1929—1930 שפּילט זי ל. פֿריימאַנס „דאָס ראַדיאָ-מיידל“, וויליאָם סיגעלס „דאָס פריילעכע יתומה'לע"" און יוסף לאַטיינערס און וויליאָם סיגעלס „די קאָמעדיאַנטקע"""	gemini-3-flash-preview	high	auto
event:EV-0369	production	play:NEW-0024		org:713	place:Q60	1928	1929	year	c0456f74a0	P-3-facs_127_tr_1754820296	P-3-facs_127_tr_1754820296:1#2	"אין סעזאָן 1928—1929 שפּילט ער אין מאָריס שוואַרצס ""יידישער קונסט-טעאַטער“, און באַטייליקט זיך אין דער אויפֿפֿירונג פֿון אַשס „קדוש השם“"	gemini-3-flash-preview	high	auto
event:EV-0370	production	play:PL-0019	venue:UV-0018	org:867	place:Q19660	1895-01-21		day	073e8c78ba	P-3-facs_130_r	P-3-facs_130_r:1#2	"דעם 21 יאַנואַר 1895 אויפֿגעפֿירט אין „זשיגניצאַ“, אין בוקאַרעסט, איזאַק כצ'ס אָפּערעטע „אַליהו הנביאַ"""	gemini-3-flash-preview	medium	auto
event:EV-0371	production	play:PL-0067		org_cluster:ORG-C00820	place:Q36036	1900		year	d1c59dbdf5	P-3-facs_133_tr_1755157303	P-3-facs_133_tr_1755157303:1#2	"שאַרקאַנסקיס ""רחל, דגל מחנה יהודה"" (אין וועלכער לודווייג זאַץ דעביוטירט אין אַ קינדער-ראָל)"	gemini-3-flash-preview	high	auto
event:EV-0372	production	play:PL-0270		org_cluster:ORG-C00850	place:Q36036	1890		year	040f3716d9	P-3-facs_136_tr_1754820282	P-3-facs_136_tr_1754820282:1#2	"טרעט זי אַריין אין 1890 אין יעקב-בער גימפּעלס לעמבערגער יידישן טעאַטער, וואו זי דעביוטירט אין פּראָפעסאָר הורוויצעס ""שלמה המלך"""	gemini-3-flash-preview	high	auto
event:EV-0373	production	play:PL-0192			place:Q60			none	1cfd1fab8a	P-3-facs_145_tr_1754213821	P-3-facs_145_tr_1754213821:1#2	"פּ. האָט נאָך אויפֿגעפֿירט אין ניו יאָרק און אין שיקאגא זיינע אייגענע שפּילן: „ניי-יאָר“, „ליאָלקעס“, „אַ פריילעכער פּורים"", ""יהודה המכבי"""	gemini-3-flash-preview	high	auto
event:EV-0374	production	play:PL-0192			place:Q1297			none	07a1d2b4bb	P-3-facs_145_tr_1754213821	P-3-facs_145_tr_1754213821:1#3	"פּ. האָט נאָך אויפֿגעפֿירט אין ניו יאָרק און אין שיקאגא זיינע אייגענע שפּילן: „ניי-יאָר“, „ליאָלקעס“, „אַ פריילעכער פּורים"", ""יהודה המכבי"""	gemini-3-flash-preview	high	auto
event:EV-0375	production	play:PL-0249	venue:UV-0024		place:Q36036			none	f3daacb06d	P-3-facs_147_tr_1754213832	P-3-facs_147_tr_1754213832:1#2	די אַלע דערמאָנטע פּיעסן זיינען געששפּילט געוואָרן אויף דער לעמבערגער יידישער בינע	gemini-3-flash-preview	high	auto
event:EV-0376	production	play:PL-0186			place:Q31487			none	acae7d20f2	P-3-facs_148_tr_1754213822	P-3-facs_148_tr_1754213822:1#2	"אויפֿגעפֿירט אין קראָקע א""ל פֿון יידל גוטמאַן"	gemini-3-flash-preview	high	auto
event:EV-0377	production	play:NEW-0057	org_cluster:ORG-C00748_Q01		place:Q1297	1929-05-26		day	03cd38de47	P-3-facs_160_tr_1755156219	P-3-facs_160_tr_1755156219:1#2	"״חתן וכלה"" איז אויפֿגעפֿירט געוואָרן אין ענגליש דורך יוסף בולאָוו דעם 26 מאי 1929 אין שיקאַגאָ, אין „מאָדזשעסטיק טעאַטער"""	gemini-3-flash-preview	high	auto
event:EV-0378	production	play:PL-0268		org_cluster:ORG-C00070	place:Q1486	1945-08-05		day	e0f1a154c2	P-3-facs_160_tr_1755156219	P-3-facs_160_tr_1755156219:2#3	"דעם 5 אויגוסט 1945 האָט דער „איפט"" אין בוענאָס איירעס, אַרגענטינע, א""ר פֿון דוד ליכט, אויפֿגעפֿירט אויף אַ פּרץ-אַקט פּ.'ס ""שלום בית"""	gemini-3-flash-preview	low	auto
event:EV-0379	production	play:PL-0268	venue:UV-0026		place:Q60	1945-08-12	1945-09-30	day	716c108f41	P-3-facs_160_tr_1755156219	P-3-facs_160_tr_1755156219:2#4	"נחום סטוטשקאָוו אין זיין דראַמאַטיזאַציע אויפֿגעפֿירט אויף דער ראַדיאָ-סטאַציע WEVD אין ניו יאָרק אין די זונטאָגס פֿון 12 אויגוסט ביזן 30 סעפּטעמבער 1945 פּ.'ס „מוסר“, „הכנסת כלה"", „ס'ברענט"", „וועגן געשיכטע“, ""בערל דער שניידער“, „רב יוחנן גבאי"" און ""שלום בית"". אין די אויפֿפֿירונגען האָבן זיך באַטייליקט די אַקטיאָרן מנשה אָפּענהיים"	gemini-3-flash-preview	low	auto
event:EV-0380	production	play:PL-0272	org_cluster:ORG-C00517		place:Q60	1908	1909	year	20073440d0	P-3-facs_16_r	P-3-facs_16_r:1#1	"1908-1909— דעביוטירט אין דער פּיעסע „שמשון הגיבור“ אין ניו יאָרקער „מאָנהעטן לייסעאום"""	gemini-3-flash-preview	high	auto
event:EV-0381	production	play:PL-0106	org:116		place:Q60	1926		year	e46b2a4f92	P-3-facs_19_tr_1752653066	P-3-facs_19_tr_1752653066:1#1	"אין זעלבן יאָר איז זי אַנגאַזשירט געוואָרן דורך ל. סניעגאָוו'ן פֿאַרן ניו-יאָרקער „אוירווינג פלייס טעאַטער“ (דירעקציע — יעקב בן-עמי און מאַקס ר. ווילנער), וואו זי טרעט אויף אין „די שיף מיט צדיקים"" פֿון יעוורעאינאָוו, אין „שמשון און דלילה"" פֿון סווען לאַנגע (ראָל „דאגמאר“). „פון יענער וועלט"" פֿון י. ד. בערקאָוויטש (ראָל „מירא“), „שאפּ"" פֿון ה. לייוויק (ראָל „מינאַ“) און אין דער טיטל-ראָל פֿון דיומא'ס „די קאמעליען-דאַמע"""	gemini-3-flash-preview	high	auto
event:EV-0382	production	play:PL-0144			place:Q270	1880	1885	circa	fb4f6179db	P-3-facs_250_r	P-3-facs_250_r:1#2	"האָט זיין ברודער, אַברהם-יצחק טאַנצמאַן, אויפֿגעפֿירט אין וואַרשע (אין אָנהויב פון די אַכציקער יאָרן) ש.'ס פּיעסן „דער טרייפניאַק"" און „דער קאַטאָרזשניק, אָדער דער ישיבה בחור"""	gemini-3-flash-preview	high	auto
event:EV-0383	production	play:PL-0029				1890		year	cacd69d125	P-3-facs_250_r	P-3-facs_250_r:1#3	אין 1890 איז, לויט ב. גאָרין, אויך אויפֿגעפֿירט געוואָרן ש.'ס „דער געלט-קעניג, אָדער, באַראַן ראָטשילד	gemini-3-flash-preview	medium	auto
event:EV-0384	production	play:PL-0172	org_cluster:ORG-C02214		place:Q60	1896		year	98399ef9eb	P-3-facs_250_r	P-3-facs_250_r:1#6	די קאָמעדיע איז געשריבן געוואָרן מיט אַן אויג אויף מאָגולעסקאָן אין דער ראָל שאָליק בן טודרוס חזק	gemini-3-flash-preview	high	auto
event:EV-0385	production	play:PL-0172	org:130		place:Q60	1896		year	9437e3d645	P-3-facs_250_r	P-3-facs_250_r:1#7	דעמאָלט האָט יאָזער עדעלשטיין, דער פֿאַרוואַלטער פֿון „טאַליאַ טעאַטער“, אָפּגעקויפט די רעכט צו שפּילן די פּיעסע מיט מאָגולעסקאָן	gemini-3-flash-preview	high	auto
event:EV-0386	production	play:PL-0249			place:Q25395	1898		year	89b47ecf08	P-3-facs_250_r	P-3-facs_250_r:1#10	האָט איר פֿאָטער אין יענער צייט אַליין צונויפגעשטעלט אַ טרופּע און מיט איר אויפֿגעפֿירט די פּיעסע אין נואַרק	gemini-3-flash-preview	high	auto
event:EV-0387	production	play:NEW-0062	org:130			1901		year	eb6d1d4087	P-3-facs_250_r	P-3-facs_250_r:2#2|P-3-facs_250_r:2#3	„די גרינע איז געשפּילט געוואָרן אין טאָליאַ טעאַטער מיט דוד קעסלער און בערטאַ קאַליש אין די הויפּטראָלן	gemini-3-flash-preview	high	auto
event:EV-0388	premiere	play:PL-0075	org:120			1902-01		month	0c86afc23c	P-3-facs_250_r	P-3-facs_250_r:2#5|P-3-facs_250_r:2#6|P-3-facs_250_r:2#7|P-3-facs_250_r:2#8	וועגן „די גאָלדענע מדינה, וואָס איז אויפֿגעפֿירט געוואָרן יאַנואַר 1902 אין פּיפּלס טעאַטער	gemini-3-flash-preview	medium	auto
event:EV-0389	production	play:PL-0052			place:Q31487	1903	1913	none	492290a9fc	P-3-facs_271_tr_1755674157	P-3-facs_271_tr_1755674157:1#1|P-3-facs_271_tr_1755674157:1#2	געזען שפּילן „דאָס יידישע האַרץ	gemini-3-flash-preview	high	auto
event:EV-0390	production	play:PL-0144		org_cluster:ORG-C00721	place:Q140147	1918		year	7553a63538	P-3-facs_273_tr_1755674142	P-3-facs_273_tr_1755674142:1#1|P-3-facs_273_tr_1755674142:1#2	"1918 — צוריקגעקומען אין בריסק און אָנגעפֿירט מיט דער אָרטיקער דראַמאַטישער געזעלשאַפט, וואו ער פֿירט אויף און שפּילט די הויפּטראָלן אין „די שחיטה"", „די שבועה“, ""יידישער קעניג ליר“, „די נבלה"", „תקיעת כף"", „דאָרפסיונג"", „גאָט פֿון נקמה"", „אוריאל אַקאָסטאָ“ און „דער ישיבה בחור""."	gemini-3-flash-preview	high	auto
event:EV-0391	production	play:PL-0052				1908		year	c1c68e4ddf	P-3-facs_274_tr_1755674150	P-3-facs_274_tr_1755674150:1#2|P-6-facs_170_tr_1747825074:1#1|P-6-facs_170_tr_1747825074:1#2	"1908, בעת דער אויפֿפֿירונג פֿון לאַטיינערס „דאָס יידישע האַרץ"", געוואָרן אַ בינע-אַרבעטער אין יידישן טעאַטער"	gemini-3-flash-preview	high	auto
event:EV-0392	production	play:NEW-0019	org:257		place:Q36036	1890		year	f4783d7cc5	P-3-facs_282_tr_1755674185	P-3-facs_282_tr_1755674185:1#5	וועלכער איז באַלד אויפֿגעפֿירט געוואָרן אין גימפּעלס טעאַטער	gemini-3-flash-preview	high	auto
event:EV-0393	production	play:PL-0191	org:134		place:Q60	1893-09-15		day	e74ac63aed	P-3-facs_284_tr_1755674201	P-3-facs_284_tr_1755674201:1#1	"אַזוי ווערט אַנאָנסירט פּראָפ. הורוויצעס ""יהודה הגלילי, אָדער, דער פּרינץ פֿון בית-לחם“ (אויך „די עקדה, אָדער, פּרינץ פֿון בית-לחם“), ביבלישע אָפּערע (?) אין 4 אַקטן און 12 בילדער, מוזיק פֿון מאָגולעסקאָ און פֿרידזעל“(55 סעפּטעמבער 1893 אין ווינדזאָר טעאַטער)"	gemini-3-flash-preview	high	auto
event:EV-0394	production	play:PL-0004	org:140		place:Q60	1917-10-22		day	64da41068d	P-3-facs_284_tr_1755674201	P-3-facs_284_tr_1755674201:1#5	"י. לאַטיינערס „אַ יאָר נאָך דער חתונה"" (22 אָקטאָבער 1917, אין לענאַקס טעאַטער)"	gemini-3-flash-preview	high	auto
event:EV-0395	production	play:PL-0180		org_cluster:ORG-C01100				none	3e68702353	P-3-facs_286_tr_1755674601	P-3-facs_286_tr_1755674601:1#1	"זיין ערשטע אָפּערעטע צו דיריגירן איז געווען „חורבן ירושלים"""	gemini-3-flash-preview	high	auto
event:EV-0396	production	play:PL-0150	org:123			1890-03-21		day	9dcfddc958	P-3-facs_29_tr_1752653006	P-3-facs_29_tr_1752653006:1#2|P-3-facs_29_tr_1752653006:1#4	דעם 21 מערץ 1890 איז אין „פּולס טעאַטער“ אויפֿגעפֿירט געוואָרן זיין „דער מבול פֿון דזשאָנסטאון	gemini-3-flash-preview	high	auto
event:EV-0397	production	play:NEW-0008	org:252		place:UPL-0005	1917	1918	year	f4d03fbac3	P-3-facs_308_tr_1755973377	P-3-facs_308_tr_1755973377:1#1	"ווען הענריעטאַ שניצער מיט יעקב בן-עמי האָבן אויפֿגעפֿירט אין „גאָרדען טעאַטער“ אויף מעדיסאָן סקווער פּרץ הירשביינס „פוסטע קרעטשמע"" און „גרינע פעלדער“, האָט לאַזאַר פֿריד צום ערשטן מאָל באַקומען זיין תיקון"	gemini-3-flash-preview	high	auto
event:EV-0398	production	play:NEW-0022		org:1110		1923		year	6c39f73ce6	P-3-facs_308_tr_1755973377	P-3-facs_308_tr_1755973377:1#2	"האָט פ. זיך באַזונדערס אויסגעצייכנט אַלס „חנן"" אין דער באַנייטער אויפֿפֿירונג פֿון אַנסקיס „דבוק"""	gemini-3-flash-preview	high	auto
event:EV-0399	production	play:NEW-0005		org:1110		1923		year	105680e250	P-3-facs_308_tr_1755973377	P-3-facs_308_tr_1755973377:1#3	"אַלס „נתן"" אין זשולאַווסקיס „שבתי צבי"""	gemini-3-flash-preview	high	auto
event:EV-0400	production	play:NEW-0064		org:1110		1923		year	271dc515d8	P-3-facs_308_tr_1755973377	P-3-facs_308_tr_1755973377:1#4	"„דער אַמעריקאַנעץ"" אין שלום עליכמס „די גאָלדגרעבער“"	gemini-3-flash-preview	medium	auto
event:EV-0401	production	play:PL-0260				1925		circa	bdb8f03a56	P-3-facs_308_tr_1755973377	P-3-facs_308_tr_1755973377:1#5	"דערנאָך אין די קלאַנג-פֿילמען ""עד מתי“, „דער גרויסער עצה-געבער“ און „אלי, אלי"" פֿון יצחק פרענקעל, „דער יידישער ניגון“ פֿון חיים טויבער, און „ליבע און ליידענשאַפט"" פֿון איזידאָר זאָלאָטאַרעפסקי"	gemini-3-flash-preview	medium	auto
event:EV-0402	production	play:NEW-0065			place:UPL-0018	1888		year	7051a5cf77	P-3-facs_30_tr_1752652991	P-3-facs_30_tr_1752652991:1#1	"צו 12 יאָר באַטייליקט ער זיך אַלס די „אמת'ע מאָמע"" אין אַ „חכמת שלמה-שפּיל"" אויף פּורים"	gemini-3-flash-preview	medium	auto
event:EV-0403	production	play:PL-0207			place:Q36036	1908		year	12ad142e94	P-3-facs_30_tr_1752652991	P-3-facs_30_tr_1752652991:1#2	און אַזוי איז אויך געווען מיט דער צווייטער ראָל, „דער גרויס-אינקוויזיטאָר פּאלוס“	gemini-3-flash-preview	medium	auto
event:EV-0404	production	play:PL-0160		org_cluster:ORG-C01183	place:UPL-0019	1913		year	3929f30c2d	P-3-facs_316_tr_1756045027	P-3-facs_316_tr_1756045027:1#2|P-3-facs_316_tr_1756045027:1#3	אין 1913 טרעט ער אַריין אין אַ פּראָווינץ-טרופּע, מיט וועלכער ער פֿירט אויף און שפּילט אין בעיאָן, ניו דזשוירזי, לאַטיינערס „דער שטן אין גן עדן“	gemini-3-flash-preview	high	auto
event:EV-0405	production	play:PL-0052	org_cluster:ORG-C01191		place:Q270			none	1a01bebdd6	P-3-facs_317_tr_1756045226	P-3-facs_317_tr_1756045226:1#1	"נאָך אַלס קינד האָט ל. געשפּילט קינדער-ראָלן אין „דאָס יידישע האַרץ"" און „דער פרעמדער“ אין טעאַטער אויף סימאָנס פּאַסאַזש"	gemini-3-flash-preview	high	auto
event:EV-0406	production	play:PL-0247		org_cluster:ORG-C01269	place:Q234184	1920		year	9852bf6934	P-3-facs_331_tr_1756058522	P-3-facs_331_tr_1756058522:1#1	"זינט 1920 אין די אויפֿפֿירונגען פֿון דער דראַמאַטישער סעקציע ביים „השומר הצעיר“ און אַנדערע דראַמקרייזן אין די פּיעסן ""בר כוכבאַ“ („דינה""), „אשה רעה“ (""שולמית“), ""על נהרות בבל"" („פאַלמיראַ“)"	gemini-3-flash-preview	high	auto
event:EV-0407	production	play:PL-0249	org:151	org:151	place:Q270	1917	1918	year	236d381056	P-3-facs_334_tr_1756105641	P-3-facs_334_tr_1756105641:1#1	"1917-18 אַריבער קיין וואַרשע, וואו זיי טרעט אויף אַלס „אָלעטשקע"" אין דימאָווס „יאָשקע מוזיקאַנט"" אין ""צענטראַל""-טעאַטער מיט מיכאַלעסקאָ, „סאָניטשקאָ“ אין דימאָווס „דער אייביקער וואַנדערער"" אין בערטאָ“ אין ססרינדבערגס „פאָטער"". „לאַפּיטאָן דרייפוס“"	gemini-3-flash-preview	low	auto
