entry_key	person_id	volume	xml_id	heading	entry_type	hub_id	db_id	node_id	align_evidence
3-facs_129_r_6	P-3-facs_129_r_6	3	facs_129_r_6	פּערלאָוו, יצחק		HUB-P-3-facs_129_r_6		person_entry:P-3-facs_129_r_6	
3-facs_129_r	P-3-facs_129_r	3	facs_129_r	פּערלמאַן, אסתּר		HUB-D2641	2641	person:2641	human_align|ra_align
3-facs_129_tr_1754820306	P-3-facs_129_tr_1754820306	3	facs_129_tr_1754820306	פּערלמאַן, יעקב		HUB-D2642	2642	person:2642	human_align
3-facs_130_tr_1754820307	P-3-facs_130_tr_1754820307	3	facs_130_tr_1754820307	פּערלמאַן, מאַקס		HUB-D2632	2632	person:2632	human_align
3-facs_130_r_2	P-3-facs_130_r_2	3	facs_130_r_2	פּערלמוטער, אַפֿרים		HUB-P-3-facs_130_r_2		person_entry:P-3-facs_130_r_2	
3-facs_130_r	P-3-facs_130_r	3	facs_130_r	פּערלמוטער, אַרנאָלד (אַהרל׳ע)		HUB-D2645	2645	person:2645	human_align
3-facs_132_tr_1755157157	P-3-facs_132_tr_1755157157	3	facs_132_tr_1755157157	פערלמוטער, מרדכי		HUB-D2644	2644	person:2644	human_align
3-facs_132_tr_1755157159	P-3-facs_132_tr_1755157159	3	facs_132_tr_1755157159	פּערלמוטער ראובן		HUB-D2646	2646	person:2646	human_align
3-facs_133_tr_1755157303	P-3-facs_133_tr_1755157303	3	facs_133_tr_1755157303	פּערלמוטער, שלום		HUB-D981	981	person:981	human_align
3-facs_135_tr_1754820287	P-3-facs_135_tr_1754820287	3	facs_135_tr_1754820287	פּערענסאָן, משה		HUB-D2638	2638	person:2638	human_align
3-facs_135_tr_1754820286	P-3-facs_135_tr_1754820286	3	facs_135_tr_1754820286	פּערקאָף, יצחק		HUB-D2639	2639	person:2639	human_align
3-facs_136_tr_1754820292	P-3-facs_136_tr_1754820292	3	facs_136_tr_1754820292	פּערקאָף, רובין		HUB-D2640	2640	person:2640	human_align
3-facs_136_tr_1754820282	P-3-facs_136_tr_1754820282	3	facs_136_tr_1754820282	פּראַגער רעגינע		HUB-D2695	2695	person:2695	human_align
3-facs_145_tr_1754213821	P-3-facs_145_tr_1754213821	3	facs_145_tr_1754213821	פּראָוואַטיינער אַברהם		HUB-D2696	2696	person:2696	human_align
3-facs_146_tr_1754213823	P-3-facs_146_tr_1754213823	3	facs_146_tr_1754213823	פּראַנד אַדעלאַ		HUB-P-3-facs_146_tr_1754213823		person_entry:P-3-facs_146_tr_1754213823	
3-facs_146_tr_1754213821	P-3-facs_146_tr_1754213821	3	facs_146_tr_1754213821	פּראַנד יוליוס		HUB-D2709	2709	person:2709	human_align
3-facs_147_tr_1754213836	P-3-facs_147_tr_1754213836	3	facs_147_tr_1754213836	פּריבולסקי, יצחק		HUB-D2700	2700	person:2700	human_align
3-facs_147_tr_1754213828	P-3-facs_147_tr_1754213828	3	facs_147_tr_1754213828	פּריבעאַגו, יאָן [איזאַק לאַזאַראָוויטש]		HUB-D2699	2699	person:2699	human_align
3-facs_147_tr_1754213832	P-3-facs_147_tr_1754213832	3	facs_147_tr_1754213832	פריזאַמענט, יעקב		HUB-D2704	2704	person:2704	human_align
3-facs_148_tr_1754213818	P-3-facs_148_tr_1754213818	3	facs_148_tr_1754213818	פריזאַמענט, משה		HUB-D2705	2705	person:2705	human_align|ra_align
3-facs_148_tr_1754213822	P-3-facs_148_tr_1754213822	3	facs_148_tr_1754213822	פריזאַמענט, שלמה		HUB-D2706	2706	person:2706	human_align
3-facs_149_tr_1754213838	P-3-facs_149_tr_1754213838	3	facs_149_tr_1754213838	פריזאַנט, היימי		HUB-D2707	2707	person:2707	human_align
3-facs_150_tr_1754213811	P-3-facs_150_tr_1754213811	3	facs_150_tr_1754213811	פּרייס, מיכאל		HUB-D2697	2697	person:2697	human_align
3-facs_151_tr_1754213805	P-3-facs_151_tr_1754213805	3	facs_151_tr_1754213805	פרילוצקי, נח		HUB-D2701	2701	person:2701	human_align|ra_align
3-facs_153_tr_1754213807	P-3-facs_153_tr_1754213807	3	facs_153_tr_1754213807	פרילוצקי, פאַולאַ		HUB-D2702	2702	person:2702	human_align|ra_align
3-facs_154_r_4	P-3-facs_154_r_4	3	facs_154_r_4	פ.'ס געדרוקטע פּיעסעס:		HUB-P-3-facs_154_r_4		person_entry:P-3-facs_154_r_4	
3-facs_154_tr_1754213805	P-3-facs_154_tr_1754213805	3	facs_154_tr_1754213805	פּרינץ, א. [איציק גרינבערג]		HUB-D2703	2703	person:2703	human_align
3-facs_155_tr_1754213825	P-3-facs_155_tr_1754213825	3	facs_155_tr_1754213825	פרנס, יעקב		HUB-D2708	2708	person:2708	human_align
3-facs_155_tr_1754213834	P-3-facs_155_tr_1754213834	3	facs_155_tr_1754213834	פרעגער, יעקב		HUB-D2694	2694	person:2694	human_align
3-facs_158_tr_1755156151	P-3-facs_158_tr_1755156151	3	facs_158_tr_1755156151	פּרענאָוויץ, יוסף-שלמה		HUB-D2698	2698	person:2698	human_align
3-facs_160_tr_1755156219	P-3-facs_160_tr_1755156219	3	facs_160_tr_1755156219	פרץ, יצחק לייבוש		HUB-D3481	3481	person:3481	human_align
3-facs_250_r	P-3-facs_250_r	3	facs_250_r	"שמ""ר [שייקעוויטש. נחום מאיר]"		HUB-D843	843	person:843	human_align
3-facs_263_tr_1755674223	P-3-facs_263_tr_1755674223	3	facs_263_tr_1755674223	שאָמער אַברהם		HUB-D2940	2940	person:2940	human_align
3-facs_267_tr_1755674219	P-3-facs_267_tr_1755674219	3	facs_267_tr_1755674219	שאַמער-באַטשעליס ראָזע		HUB-D1211	1211	person:1211	human_align
3-facs_269_tr_1755674195	P-3-facs_269_tr_1755674195	3	facs_269_tr_1755674195	טאָמער צונזער, מרים (מיני)		HUB-D3432	3432	person:3432	human_align
3-facs_271_tr_1755674156	P-3-facs_271_tr_1755674156	3	facs_271_tr_1755674156	באַסענקאָ, בען		HUB-D1231	1231	person:1231	human_align
3-facs_271_tr_1755674157	P-3-facs_271_tr_1755674157	3	facs_271_tr_1755674157	בירנבוים, יוסף		HUB-D1311	1311	person:1311	human_align
3-facs_272_tr_1755674155	P-3-facs_272_tr_1755674155	3	facs_272_tr_1755674155	גולדאַן, אָלפֿדער מ. [אַב-דס-מאי גאָניאָנרסקי]		HUB-D1937	1937	person:1937	human_align
3-facs_272_tr_1755674152	P-3-facs_272_tr_1755674152	3	facs_272_tr_1755674152	גענדעל, הירש		HUB-D1741	1741	person:1741	human_align
3-facs_272_tr_1755674151	P-3-facs_272_tr_1755674151	3	facs_272_tr_1755674151	גרובער דזשעי(יהושע)		HUB-D1928	1928	person:1928	human_align
3-facs_273_tr_1755674142	P-3-facs_273_tr_1755674142	3	facs_273_tr_1755674142	יחסן, מרדכי		HUB-D3286	3286	person:3286	human_align
3-facs_273_tr_1755674139	P-3-facs_273_tr_1755674139	3	facs_273_tr_1755674139	סאָלאָוויאָוואַ, ראַאיסאַ [וואַקסמאַן]		HUB-D3011	3011	person:3011	human_align
3-facs_274_tr_1755674141	P-3-facs_274_tr_1755674141	3	facs_274_tr_1755674141	פישמאַן, יעקב ש. ע		HUB-P-3-facs_274_tr_1755674141		person_entry:P-3-facs_274_tr_1755674141	
3-facs_274_tr_1755674150	P-3-facs_274_tr_1755674150	3	facs_274_tr_1755674150	רעשאַווער, מאַקס		HUB-P-3-facs_274_tr_1755674150		person_entry:P-3-facs_274_tr_1755674150	
3-facs_274_tr_1755674144	P-3-facs_274_tr_1755674144	3	facs_274_tr_1755674144	נייהויז, ציליע		HUB-D2557	2557	person:2557	human_align
3-facs_275_tr_1755674163	P-3-facs_275_tr_1755674163	3	facs_275_tr_1755674163	שוואַרצבאַרד דוד		HUB-D2958	2958	person:2958	human_align
3-facs_275_tr_1755674154	P-3-facs_275_tr_1755674154	3	facs_275_tr_1755674154	שומסקי, וואָלף (מאַרמאָר]		HUB-D2956	2956	person:2956	human_align
3-facs_275_tr_1755674168	P-3-facs_275_tr_1755674168	3	facs_275_tr_1755674168	שומסקי, פעלאַ [כור-לאַנצמאַן]		HUB-D2955	2955	person:2955	human_align|ra_align
3-facs_276_tr_1755674176	P-3-facs_276_tr_1755674176	3	facs_276_tr_1755674176	שער-גרין, אסתר		HUB-D2920	2920	person:2920	human_align
3-facs_276_tr_1755674164	P-3-facs_276_tr_1755674164	3	facs_276_tr_1755674164	פישעלזאָהן, אפֿרים-פֿישל		HUB-D1653	1653	person:1653	human_align
3-facs_276_tr_1755674177	P-3-facs_276_tr_1755674177	3	facs_276_tr_1755674177	ליפשיץ, פֿריידעלע		HUB-D2295	2295	person:2295	human_align
3-facs_277_tr_1755674188	P-3-facs_277_tr_1755674188	3	facs_277_tr_1755674188	סקולניק, ברכה [גאָלדמאַן]		HUB-D2993	2993	person:2993	human_align
3-facs_277_tr_1755674194	P-3-facs_277_tr_1755674194	3	facs_277_tr_1755674194	ריינגלאַס, יעקב		HUB-D2743	2743	person:2743	human_align
3-facs_277_tr_1755674190	P-3-facs_277_tr_1755674190	3	facs_277_tr_1755674190	גאָרליצקאַ-ריינגלאַס, זיסל		HUB-D1872	1872	person:1872	human_align
3-facs_277_tr_1755674189	P-3-facs_277_tr_1755674189	3	facs_277_tr_1755674189	שייקעוויטש, דזשעק [יעקבן		HUB-D2913	2913	person:2913	human_align
3-facs_278_tr_1755674210	P-3-facs_278_tr_1755674210	3	facs_278_tr_1755674210	שייקעוויטש, נינאַ [הע צאָג]		HUB-D2914	2914	person:2914	human_align
3-facs_278_tr_1755674211	P-3-facs_278_tr_1755674211	3	facs_278_tr_1755674211	נוסענבוים, לייזער		HUB-D2584	2584	person:2584	human_align
3-facs_278_tr_1755674209	P-3-facs_278_tr_1755674209	3	facs_278_tr_1755674209	פידלער הערמאַן [אַברהם הערש]		HUB-D866	866	person:866	human_align
3-facs_279_tr_1755674208	P-3-facs_279_tr_1755674208	3	facs_279_tr_1755674208	פינקעל, אַליעזר-דוד		HUB-D1647	1647	person:1647	human_align
3-facs_279_tr_1755674215	P-3-facs_279_tr_1755674215	3	facs_279_tr_1755674215	קאָהען, טשאַרלי [שבתי)		HUB-D1458	1458	person:1458	human_align
3-facs_280_r_3	P-3-facs_280_r_3	3	facs_280_r_3	פֿייווישאָוו, לייבע		HUB-D1636	1636	person:1636	human_align
3-facs_280_tr_1755674203	P-3-facs_280_tr_1755674203	3	facs_280_tr_1755674203	קינדמאַן, שרה		HUB-D2118	2118	person:2118	human_align
3-facs_280_tr_1755674193	P-3-facs_280_tr_1755674193	3	facs_280_tr_1755674193	קרעמער איידאַ		HUB-D2157	2157	person:2157	human_align
3-facs_281_tr_1755674196	P-3-facs_281_tr_1755674196	3	facs_281_tr_1755674196	ראָגאָף, הלל		HUB-D2766	2766	person:2766	human_align
3-facs_281_tr_1755674203	P-3-facs_281_tr_1755674203	3	facs_281_tr_1755674203	שור זעליג [יוסף-אהרן אַשר-זעליג]		HUB-D2857	2857	person:2857	human_align
3-facs_282_tr_1755674185	P-3-facs_282_tr_1755674185	3	facs_282_tr_1755674185	שור ברוך		HUB-D2855	2855	person:2855	human_align
3-facs_282_tr_1755674183	P-3-facs_282_tr_1755674183	3	facs_282_tr_1755674183	פֿיליפּעסקאָ, פֿרידריך [בלייכער]		HUB-D3482	3482	person:3482	human_align
3-facs_283_tr_1755674200	P-3-facs_283_tr_1755674200	3	facs_283_tr_1755674200	שוואַרצבאַרד, גוסטאָוו		HUB-D2959	2959	person:2959	human_align
3-facs_283_tr_1755674206	P-3-facs_283_tr_1755674206	3	facs_283_tr_1755674206	פערקויף, איגנאין [יצחק]		HUB-D1632	1632	person:1632	human_align
3-facs_284_tr_1755674196	P-3-facs_284_tr_1755674196	3	facs_284_tr_1755674196	ראַטמאַן, כנימין		HUB-D2787	2787	person:2787	human_align
3-facs_284_tr_1755674201	P-3-facs_284_tr_1755674201	3	facs_284_tr_1755674201	פֿרידזעל, לואיס		HUB-D695	695	person:695	human_align
3-facs_286_tr_1755674601	P-3-facs_286_tr_1755674601	3	facs_286_tr_1755674601	שלאָסבערג, יצחק		HUB-D925	925	person:925	human_align
3-facs_289_tr_1755803001	P-3-facs_289_tr_1755803001	3	facs_289_tr_1755803001	קראָהן, הערי [צבי-הערש]		HUB-D2165	2165	person:2165	human_align
3-facs_289_tr_1755803006	P-3-facs_289_tr_1755803006	3	facs_289_tr_1755803006	קעשיר איזידאָר [זישע קאַסירער]		HUB-D1437	1437	person:1437	human_align
3-facs_308_tr_1755973377	P-3-facs_308_tr_1755973377	3	facs_308_tr_1755973377	פריד, לאַזאַר		HUB-D1681	1681	person:1681	human_align
3-facs_310_tr_1755973672	P-3-facs_310_tr_1755973672	3	facs_310_tr_1755973672	פֿאָגעלמאַן, ל. [אליעזר פֿייגעלמאַן]		HUB-D1671	1671	person:1671	human_align
3-facs_311_tr_1755975322	P-3-facs_311_tr_1755975322	3	facs_311_tr_1755975322	פֿאָגעלנעסט, סעם		HUB-D1674	1674	person:1674	human_align
3-facs_311_tr_1755975320	P-3-facs_311_tr_1755975320	3	facs_311_tr_1755975320	פֿאַוויך אַליעזר		HUB-P-3-facs_311_tr_1755975320		person_entry:P-3-facs_311_tr_1755975320	
3-facs_312_tr_1756043047	P-3-facs_312_tr_1756043047	3	facs_312_tr_1756043047	פֿאָלקאָוויטש, יואַל-בעריש		HUB-D1616	1616	person:1616	human_align
3-facs_313_tr_1756043360	P-3-facs_313_tr_1756043360	3	facs_313_tr_1756043360	פֿאַכלער, דוד		HUB-D1612	1612	person:1612	human_align
3-facs_313_tr_1756043369	P-3-facs_313_tr_1756043369	3	facs_313_tr_1756043369	פֿאַכלער ראָזאַ		HUB-D1613	1613	person:1613	human_align
3-facs_314_tr_1756043870	P-3-facs_314_tr_1756043870	3	facs_314_tr_1756043870	פֿאַללער יעקב [יעקב פעלנהענדלער]		HUB-D1617	1617	person:1617	human_align
3-facs_314_tr_1756043856	P-3-facs_314_tr_1756043856	3	facs_314_tr_1756043856	פֿאָלק, ראָבערט		HUB-D1615	1615	person:1615	human_align
3-facs_315_tr_1756044901	P-3-facs_315_tr_1756044901	3	facs_315_tr_1756044901	פֿאָגעלנעסט, פאולין [בענדער]		HUB-D1673	1673	person:1673	human_align
3-facs_315_tr_1756044903	P-3-facs_315_tr_1756044903	3	facs_315_tr_1756044903	פֿאָגעלנעסט, פעליקס		HUB-D1672	1672	person:1672	human_align
3-facs_315_tr_1756044900	P-3-facs_315_tr_1756044900	3	facs_315_tr_1756044900	פֿאָדערמאַן, אַנדזשאַ		HUB-D1670	1670	person:1670	human_align
3-facs_316_tr_1756045031	P-3-facs_316_tr_1756045031	3	facs_316_tr_1756045031	לעווין, דזשוליאַ		HUB-D2259	2259	person:2259	human_align
3-facs_316_tr_1756045022	P-3-facs_316_tr_1756045022	3	facs_316_tr_1756045022	גלאָדסטאָן, איסאַק (יצחק]		HUB-D1779	1779	person:1779	human_align
3-facs_316_tr_1756045027	P-3-facs_316_tr_1756045027	3	facs_316_tr_1756045027	פלאַטקין, דניאל		HUB-D2662	2662	person:2662	human_align
3-facs_317_tr_1756045223	P-3-facs_317_tr_1756045223	3	facs_317_tr_1756045223	לענסקי, לייבוש [קשיענסקי]		HUB-D2232	2232	person:2232	human_align
3-facs_317_tr_1756045226	P-3-facs_317_tr_1756045226	3	facs_317_tr_1756045226	לובעלסקאַ, פּאָליאַ		HUB-D2345	2345	person:2345	human_align
3-facs_318_tr_1756045381	P-3-facs_318_tr_1756045381	3	facs_318_tr_1756045381	ביאַלין, א. ה. [אהרן הירש]		HUB-D1293	1293	person:1293	human_align
3-facs_318_tr_1756045383	P-3-facs_318_tr_1756045383	3	facs_318_tr_1756045383	ראָזענטאַל, נייטן (נחום]		HUB-D790	790	person:790	human_align
3-facs_319_tr_1756045711	P-3-facs_319_tr_1756045711	3	facs_319_tr_1756045711	מאַרקאָוויטש, לואי [ישראל-לייב מאָרדקאָוויטש]		HUB-D2409	2409	person:2409	human_align
3-facs_320_tr_1756045941	P-3-facs_320_tr_1756045941	3	facs_320_tr_1756045941	פישעלעוויטש, יצחק		HUB-D1652	1652	person:1652	human_align
3-facs_321_tr_1756057140	P-3-facs_321_tr_1756057140	3	facs_321_tr_1756057140	שאַכט, גוסטאָוו		HUB-D2841	2841	person:2841	human_align
3-facs_324_tr_1756057476	P-3-facs_324_tr_1756057476	3	facs_324_tr_1756057476	קירשענבוים, יעקב		HUB-D2119	2119	person:2119	human_align
3-facs_325_tr_1756057604	P-3-facs_325_tr_1756057604	3	facs_325_tr_1756057604	האָראָוויץ, אַזיאַס [יהושע]		HUB-D2033	2033	person:2033	human_align
3-facs_326_tr_1756057712	P-3-facs_326_tr_1756057712	3	facs_326_tr_1756057712	סלאָוואָ-ליס, לידאַ		HUB-D2996	2996	person:2996	human_align
3-facs_326_tr_1756057710	P-3-facs_326_tr_1756057710	3	facs_326_tr_1756057710	קוסטין, סאַלאָמאַן [שלמה]		HUB-D2175	2175	person:2175	human_align
3-facs_327_tr_1756057819	P-3-facs_327_tr_1756057819	3	facs_327_tr_1756057819	ראָבינס, לעאַ [אַליעזר ראַבינאָוויטש]		HUB-D2765	2765	person:2765	human_align
3-facs_328_tr_1756057972	P-3-facs_328_tr_1756057972	3	facs_328_tr_1756057972	סווערדלין, נתן, דר		HUB-D3041	3041	person:3041	human_align
3-facs_329_tr_1756058152	P-3-facs_329_tr_1756058152	3	facs_329_tr_1756058152	ווענדאָרף, לאהלע [וואַסערמאַן]		HUB-D3254	3254	person:3254	human_align
3-facs_329_tr_1756058147	P-3-facs_329_tr_1756058147	3	facs_329_tr_1756058147	דידזשאַ, בעל [באַנדער]		HUB-D3479	3479	person:3479	human_align
3-facs_330_tr_1756058354	P-3-facs_330_tr_1756058354	3	facs_330_tr_1756058354	צוקערבערג, לעאָן (לייבל)		HUB-D3428	3428	person:3428	human_align
3-facs_331_tr_1756058522	P-3-facs_331_tr_1756058522	3	facs_331_tr_1756058522	צוקערבערג-זילבערצווייג, צילע [טשיפּע באָיאָרסקי, צילע סילווער]		HUB-D3429	3429	person:3429	human_align
3-facs_332_tr_1756058893	P-3-facs_332_tr_1756058893	3	facs_332_tr_1756058893	ליבגאָלד לעאָן		HUB-D2291	2291	person:2291	human_align
3-facs_332_tr_1756058897	P-3-facs_332_tr_1756058897	3	facs_332_tr_1756058897	ליליאָנאַ, לילי		HUB-D2305	2305	person:2305	human_align
3-facs_332_tr_1756058884	P-3-facs_332_tr_1756058884	3	facs_332_tr_1756058884	קוסטין, סאָניאַ [קאָמפּאַנעעין]		HUB-D2176	2176	person:2176	human_align
3-facs_333_tr_1756059823	P-3-facs_333_tr_1756059823	3	facs_333_tr_1756059823	פיעלד אסתר [קאָרנבליט]		HUB-D1640	1640	person:1640	human_align
3-facs_334_tr_1756105641	P-3-facs_334_tr_1756105641	3	facs_334_tr_1756105641	שושנה, ר		HUB-D2941	2941	person:2941	human_align
3-facs_336_tr_1756105932	P-3-facs_336_tr_1756105932	3	facs_336_tr_1756105932	קאַהאַן, לאַזאַר		HUB-D2065	2065	person:2065	human_align
3-facs_337_tr_1756106065	P-3-facs_337_tr_1756106065	3	facs_337_tr_1756106065	קאָהן, דזשייקעלע [יעקב]		HUB-D1462	1462	person:1462	human_align
3-facs_338_tr_1756106571	P-3-facs_338_tr_1756106571	3	facs_338_tr_1756106571	ראַטבלום, ישראל		HUB-D2786	2786	person:2786	human_align|ra_align
3-facs_338_tr_1756106568	P-3-facs_338_tr_1756106568	3	facs_338_tr_1756106568	ראַטבלום [רויטבלום], יצחק		HUB-D3817	3817	person:3817	human_align
3-facs_340_tr_1756106824	P-3-facs_340_tr_1756106824	3	facs_340_tr_1756106824	זאַהאָוואַ, רוט [גאָלדשטיין)		HUB-D3335	3335	person:3335	human_align
3-facs_340_tr_1756106830	P-3-facs_340_tr_1756106830	3	facs_340_tr_1756106830	פֿריינטליך-שעף, אָניטאָ [חנה]		HUB-D1689	1689	person:1689	human_align
3-facs_341_tr_1756106971	P-3-facs_341_tr_1756106971	3	facs_341_tr_1756106971	לערער שפרה		HUB-D2236	2236	person:2236	human_align
3-facs_341_tr_1756106968	P-3-facs_341_tr_1756106968	3	facs_341_tr_1756106968	וויטלער, בן ציון		HUB-D3272	3272	person:3272	human_align
3-facs_342_tr_1756107070	P-3-facs_342_tr_1756107070	3	facs_342_tr_1756107070	ביראָ, פעלאַ [פֿיינרייך]		HUB-D1318	1318	person:1318	human_align
3-facs_343_tr_1756107174	P-3-facs_343_tr_1756107174	3	facs_343_tr_1756107174	שוואַרץ, סעם		HUB-D2866	2866	person:2866	human_align
3-facs_343_tr_1756107173	P-3-facs_343_tr_1756107173	3	facs_343_tr_1756107173	ראָזענטאָל, קלאַראַ		HUB-D2783	2783	person:2783	human_align
3-facs_345_r	P-3-facs_345_r	3	facs_345_r	גרובער מירעלע		HUB-P-3-facs_345_r		person_entry:P-3-facs_345_r	
3-facs_345_tr_1756107437	P-3-facs_345_tr_1756107437	3	facs_345_tr_1756107437	וויינראַט, י י [יצחק יוסף]		HUB-D3225	3225	person:3225	human_align
3-facs_348_tr_1756107767	P-3-facs_348_tr_1756107767	3	facs_348_tr_1756107767	פישמאַן, סילוויאַ		HUB-D1662	1662	person:1662	human_align
3-facs_349_tr_1756107917	P-3-facs_349_tr_1756107917	3	facs_349_tr_1756107917	קרייצבערג, בערטאָ [לעסער]		HUB-D2153	2153	person:2153	human_align
3-facs_349_tr_1756107919	P-3-facs_349_tr_1756107919	3	facs_349_tr_1756107919	פֿרידלענדער, מאַקס		HUB-D1700	1700	person:1700	human_align
3-facs_349_tr_1756107920	P-3-facs_349_tr_1756107920	3	facs_349_tr_1756107920	צווערלינג, יעטאַ		HUB-D3437	3437	person:3437	human_align
3-facs_350_tr_1756108023	P-3-facs_350_tr_1756108023	3	facs_350_tr_1756108023	לעוו, זיגמונט [אש-זעליג]		HUB-D2246	2246	person:2246	human_align
3-facs_351_tr_1756108349	P-3-facs_351_tr_1756108349	3	facs_351_tr_1756108349	ראָזענצווייג, ראוז-לי		HUB-D2803	2803	person:2803	human_align
3-facs_351_tr_1756108353	P-3-facs_351_tr_1756108353	3	facs_351_tr_1756108353	רוסקין, שמעון		HUB-D2814	2814	person:2814	human_align
3-facs_353_r_2	P-3-facs_353_r_2	3	facs_353_r_2	טראָסבערג, משה		HUB-P-3-facs_353_r_2		person_entry:P-3-facs_353_r_2	
3-facs_355_tr_1755856094	P-3-facs_355_tr_1755856094	3	facs_355_tr_1755856094	רייזען, זלמן		HUB-D785	785	person:785	human_align
3-facs_359_tr_1755856143	P-3-facs_359_tr_1755856143	3	facs_359_tr_1755856143	באַנוס, בען		HUB-D1353	1353	person:1353	human_align
3-facs_359_tr_1755856144	P-3-facs_359_tr_1755856144	3	facs_359_tr_1755856144	בערן [בערנהאָלין), מינאַ		HUB-D1280	1280	person:1280	human_align
3-facs_372_r_4	P-3-facs_372_r_4	3	facs_372_r_4	זינגער יעקב		HUB-D2990	2990	person:2990	human_align
3-facs_373_tr_1755856146	P-3-facs_373_tr_1755856146	3	facs_373_tr_1755856146	ראָזען, מאַקס [מאַנעס ראָזענצווייג]		HUB-D2775	2775	person:2775	human_align
3-facs_373_tr_1755856139	P-3-facs_373_tr_1755856139	3	facs_373_tr_1755856139	באַרזעל, וואָלף [אייזענבערג]		HUB-D1230	1230	person:1230	human_align
3-facs_374_tr_1755856111	P-3-facs_374_tr_1755856111	3	facs_374_tr_1755856111	ניומאַן (ניימאַן], יעקב		HUB-D2559	2559	person:2559	human_align|ra_align
3-facs_374_r_1	P-3-facs_374_r_1	3	facs_374_r_1	שולווייס, משה		HUB-D2954	2954	person:2954	human_align
3-facs_375_tr_1755856142	P-3-facs_375_tr_1755856142	3	facs_375_tr_1755856142	שוואַרץ, מאָריס [אַברהם משה]		HUB-D2863	2863	person:2863	human_align
3-facs_396_r_1	P-3-facs_396_r_1	3	facs_396_r_1	רעכצייט, סימאָר (שמעון ישעיהו]		HUB-D2742	2742	person:2742	human_align
3-facs_397_tr_1755856120	P-3-facs_397_tr_1755856120	3	facs_397_tr_1755856120	קרעסין, מרים		HUB-D2163	2163	person:2163	human_align
3-facs_398_r_2	P-3-facs_398_r_2	3	facs_398_r_2	פישביין, כנימין		HUB-D1651	1651	person:1651	human_align
3-facs_398_tr_1755856092	P-3-facs_398_tr_1755856092	3	facs_398_tr_1755856092	באָזשיק, מאַקס [באָזשיקאָווסקי]		HUB-D1374	1374	person:1374	human_align
3-facs_399_tr_1755856127	P-3-facs_399_tr_1755856127	3	facs_399_tr_1755856127	באַזשיק, רייזל [לעוועבראווסקאַ]		HUB-D1375	1375	person:1375	human_align
3-facs_399_tr_1755856125	P-3-facs_399_tr_1755856125	3	facs_399_tr_1755856125	זיגעלבוים, אַברהם		HUB-D3438	3438	person:3438	human_align
3-facs_400_tr_1755856076	P-3-facs_400_tr_1755856076	3	facs_400_tr_1755856076	רובין, יעקב		HUB-D2809	2809	person:2809	human_align
3-facs_400_tr_1755856074	P-3-facs_400_tr_1755856074	3	facs_400_tr_1755856074	פֿרידמאַן, רובין (מאיר רובין]		HUB-D1705	1705	person:1705	human_align
3-facs_401_tr_1755856142	P-3-facs_401_tr_1755856142	3	facs_401_tr_1755856142	אַדלער, דזשוליוס [יואל]		HUB-D1124	1124	person:1124	human_align
3-facs_401_tr_1755856147	P-3-facs_401_tr_1755856147	3	facs_401_tr_1755856147	פעלד הערי		HUB-D3483	3483	person:3483	human_align
3-facs_402_tr_1755856047	P-3-facs_402_tr_1755856047	3	facs_402_tr_1755856047	רומשינסקי, יוסף [רומשיסקי]		HUB-D916	916	person:916	human_align
3-facs_415_tr_1755856164	P-3-facs_415_tr_1755856164	3	facs_415_tr_1755856164	אוישער משה		HUB-D2605	2605	person:2605	human_align
4-facs_11_r	P-4-facs_11_r	4	facs_11_r	קאַליש, בערטאָ	performer	HUB-D2068	2068	person:2068	ra_align
4-facs_27_r_14	P-4-facs_27_r_14	4	facs_27_r_14	אַניסמאַן, הערי	performer	HUB-D1157	1157	person:1157	ra_align
4-facs_28_r	P-4-facs_28_r	4	facs_28_r	שאצקי, יעקב, דר.	writer	HUB-P-4-facs_28_r		person_entry:P-4-facs_28_r	
4-facs_34_r_1	P-4-facs_34_r_1	4	facs_34_r_1	ריינהאָרט פעני [זלאטע-פֿייגע בראון]	performer	HUB-D2745	2745	person:2745	ra_align
4-facs_35_r_2	P-4-facs_35_r_2	4	facs_35_r_2	קאָרנבליט, ז[ישע]	writer	HUB-D2142	2142	person:2142	ra_align
4-facs_39_tr_1752612112	P-4-facs_39_tr_1752612112	4	facs_39_tr_1752612112	ראָזענשטיין, סעמועל [שמואל]	performer	HUB-D2781	2781	person:2781	ra_align
4-facs_41_r_2	P-4-facs_41_r_2	4	facs_41_r_2	ראָזענטאַל, מאַקס	performer	HUB-P-4-facs_41_r_2		person_entry:P-4-facs_41_r_2	
4-facs_43_r	P-4-facs_43_r	4	facs_43_r	שאַרקאַנסקי, אַברהם מיכל	writer	HUB-D696	696	person:696	ra_align
4-facs_47_r_2	P-4-facs_47_r_2	4	facs_47_r_2	ראַקאָוו, נ.	writer	HUB-P-4-facs_47_r_2		person_entry:P-4-facs_47_r_2	
4-facs_51_r	P-4-facs_51_r	4	facs_51_r	קאַמראַש, וואָלף	writer	HUB-D3487	3487	person:3487	ra_align
4-facs_55_tr_1753681940	P-4-facs_55_tr_1753681940	4	facs_55_tr_1753681940	צוקערמאַן, לייזער	performer	HUB-D3807	3807	person:3807	ra_align
