node_id	node_type	label_yiddish	label_english	ext_ref_type	ext_ref_id	secondary_ids	match_status	notes	source_layer	attrs
person:1714	person	נאָרמאַן פורמאַן	Norman Furman	people_db	1714	entry_person_id:P-4-facs_63_tr_1753681916	matched		bio	"{""entry_type"": ""administrator"", ""volume"": ""4"", ""span"": ""2531-2531"", ""birth_date"": ""1901"", ""credit"": ""ש. ע.""}"
place:Q2653301	place	דאשיעוו	Dashiv	wikidata_qid	Q2653301	"{""kima_id"": ""76730"", ""lat"": """", ""lon"": """"}"	candidate		bio	
person:1699	person	עדוואַרד פרידלענדער	Edward Friedlander	people_db	1699	entry_person_id:P-4-facs_64_r_1	matched		bio	"{""entry_type"": ""performer"", ""volume"": ""4"", ""span"": ""2531-2531"", ""birth_date"": ""1919-01-27"", ""credit"": ""ש. ע. פון זיין פֿאָטער מאַקס פֿרידלענדער.""}"
person:1973	person	אַל העריס	Al. Harris	people_db	1973	entry_person_id:P-4-facs_64_r_3	matched		bio	"{""entry_type"": ""performer"", ""volume"": ""4"", ""span"": ""2531-2532"", ""birth_date"": ""1892-02-15"", ""credit"": ""ש. ע.""}"
person:2776	person	ישראל ראָזענבּערג (אַמעריקע)	Israel Rosenberg	people_db	2776	entry_person_id:P-4-facs_65_tr_1753681954	matched		bio	"{""entry_type"": ""performer"", ""volume"": ""4"", ""span"": ""2533-2540"", ""birth_date"": ""1895"", ""credit"": ""מ. און ש. ע.""}"
place:Q71731	place	רעזישטשעוו	Rzhyshchiv	wikidata_qid	Q71731	"{""kima_id"": ""13452"", ""lat"": """", ""lon"": """"}"	matched		bio	
place:UPL-0105	place	הר לבנון					unmatched	attestation:unlinked	bio	
place:Q185146	place	אינשעסט	plasma display	wikidata_qid	Q185146	"{""kima_id"": """", ""lat"": """", ""lon"": """"}"	candidate		bio	
place:UPL-0106	place	לאָדזשער יידישן בית עולם					unmatched	attestation:unlinked	bio	
person:2768	person	יעטאַ רויך	Yetta Roich	people_db	2768	entry_person_id:P-4-facs_79_tr_1753938272	matched		bio	"{""entry_type"": ""performer"", ""volume"": ""4"", ""span"": ""2561-2561"", ""birth_date"": ""1862-06"", ""death_date"": ""1908"", ""credit"": ""מ. ע. פֿון קלמן יאָווילער.""}"
person:2928	person	אברהם-שמואל שימאַנסקי (סיימאָן) (סיימאָן)	Shimansky	people_db	2928	entry_person_id:P-4-facs_79_tr_1753938275	matched		bio	"{""entry_type"": ""performer"", ""volume"": ""4"", ""span"": ""2561-2561"", ""birth_date"": ""1882"", ""death_date"": ""1921-03-02"", ""credit"": ""ש. ע. פֿון זיין ברודער אַלעקס סיימאַן.""}"
person:1685	person	פלאָראַ פריימאַן	Flora Freiman	people_db	1685	entry_person_id:P-4-facs_79_tr_1753938273	matched		bio	"{""entry_type"": ""performer"", ""volume"": ""4"", ""span"": ""2562-2562"", ""birth_date"": ""1915-09-20"", ""credit"": ""ש. ע. פֿון לואיס פֿריימאַן.""}"
place:Q4076148	place	דאָרף באָקשאַ	Baksha	wikidata_qid	Q4076148	"{""kima_id"": """", ""lat"": """", ""lon"": """"}"	candidate		bio	
person:3362	person	מאָריס זיידמאַן	Morris Zeidman	people_db	3362	entry_person_id:P-4-facs_85_tr_1753938252	matched		bio	"{""entry_type"": ""performer"", ""volume"": ""4"", ""span"": ""2574-2574"", ""birth_date"": ""1884-03"", ""death_date"": ""1950-06-22"", ""credit"": ""ש. ע. פֿון זיין ברודער בעני זיידמאַן.""}"
person:2939	person	בעני שעהנגאָלד	Benny Shoengold	people_db	2939	entry_person_id:P-4-facs_86_tr_1753938260	matched		bio	"{""entry_type"": ""performer"", ""volume"": ""4"", ""span"": ""2575-2575"", ""birth_date"": ""1881"", ""death_date"": ""1915-09-21"", ""credit"": ""מ. ע. פֿון זיין טאָכטער.""}"
person:2008	person	אברהם האָכבּאַן	Abraham Hochban	people_db	2008	entry_person_id:P-4-facs_86_tr_1753938264	matched		bio	"{""entry_type"": ""director_regisseur"", ""volume"": ""4"", ""span"": ""2575-2576"", ""birth_date"": ""1893"", ""death_date"": ""1936-08-20"", ""credit"": ""ש. ע. פֿון זיין ברודער דזשעק האָבען.""}"
place:Q3927	place	אסטראכאן	Astrakhan	wikidata_qid	Q3927	"{""kima_id"": ""12816"", ""lat"": """", ""lon"": """"}"	matched		bio	
place:UPL-0107	place	מייאַ קליניק					unmatched	attestation:unlinked	bio	
place:UPL-0108	place	מאָנטעפיאָראַ בית עולם					unmatched	attestation:unlinked	bio	
person:3032	person	מאַקס שטרענג	Max Streng	people_db	3032	entry_person_id:P-4-facs_89_tr_1753938268	matched		bio	"{""entry_type"": ""performer"", ""volume"": ""4"", ""span"": ""2581-2581"", ""birth_date"": ""1876-06-20"", ""death_date"": ""1928-08-03"", ""credit"": ""מ. ע. פֿון יהודה בלייך, פאַול ברייטמאַן און יוליוס גוטמאַן.""}"
place:UPL-0109	place	צענטראַלן פֿרידהאָף					unmatched	attestation:unlinked	bio	
person:1706	person	ראָזע פרידמאַן	Rose Friedman	people_db	1706	entry_person_id:P-4-facs_89_tr_1753938266	matched		bio	"{""entry_type"": ""performer"", ""volume"": ""4"", ""span"": ""2582-2584"", ""death_date"": ""1918-03-09"", ""credit"": ""ש. ע. פֿון לעאָן קאָרנפעלד, מ. ע. פֿון משה לאָזניק, איציקל גאָלדענבורג, יאָזער לאַטיינער, מאיר וואָלף שוואַרץ און צעזאָר גרינבערג.""}"
person:703	person	מאַקס קאַרפּ	Max Karp	people_db	703	entry_person_id:P-4-facs_91_tr_1753602024	matched		bio	"{""entry_type"": ""performer"", ""volume"": ""4"", ""span"": ""2585-2587"", ""birth_date"": ""1856~"", ""death_date"": ""1898-11-17"", ""credit"": ""מ. ע. פון מאַקס ראָזענטאָל.""}"
place:Q1026911	place	סאַנדאָוו ווישניאַ	Sudova Vyshni︠a︡ (Ukraine)	wikidata_qid	Q1026911	"{""kima_id"": ""13173"", ""lat"": """", ""lon"": """"}"	matched		bio	
person:2087	person	ראָזע קאַרפּ	Rosa Karp	people_db	2087	entry_person_id:P-4-facs_95_tr_1753602022	matched		bio	"{""entry_type"": ""performer"", ""volume"": ""4"", ""span"": ""2593-2593"", ""birth_date"": ""1882-01-10"", ""death_date"": ""1935-03-29"", ""credit"": ""מ. ע.""}"
place:Q210127	place	פאָקשאָני	balanced scorecard	wikidata_qid	Q210127	"{""kima_id"": """", ""lat"": """", ""lon"": """"}"	candidate		bio	
person:2120	person	הירש-מאיר קירשענבוים	Hirsh Meir Kirshenbaum	people_db	2120	entry_person_id:P-4-facs_95_tr_1753602024	matched		bio	"{""entry_type"": ""writer"", ""volume"": ""4"", ""span"": ""2594-2594"", ""birth_date"": ""1889"", ""death_date"": ""1943-01-21"", ""credit"": ""מ. ע.""}"
place:Q2342620	place	ליפּסק	Lipsko	wikidata_qid	Q2342620	"{""kima_id"": ""83618"", ""lat"": """", ""lon"": """"}"	matched		bio	
person:2780	person	לייזער ראָזענשטיין	Leyzer Rosenstein	people_db	2780	entry_person_id:P-4-facs_96_tr_1753602020	matched		bio	"{""entry_type"": ""performer"", ""volume"": ""4"", ""span"": ""2595-2596"", ""birth_date"": ""1881-01-22"", ""death_date"": ""1960-01-14"", ""credit"": ""מ. ע.""}"
person:2148	person	מתתיהו קאָוואַלסקי (קאָוואַל)	Matisyahu Kovalski	people_db	2148	entry_person_id:P-4-facs_99_r_2	matched		bio	"{""entry_type"": ""performer"", ""volume"": ""4"", ""span"": ""2601-2602"", ""birth_date"": ""1880-01-15"", ""death_date"": ""1936-10-07"", ""credit"": ""מ. ע.""}"
place:Q6507691	place	לופץ	Liubča	wikidata_qid	Q6507691	"{""kima_id"": """", ""lat"": """", ""lon"": """"}"	matched		bio	
place:UPL-0110	place	לבנון בית עולם פונם אַרבעטעררינג					unmatched	attestation:unlinked	bio	
person:2902	person	דוד שאַראַוונער	David Sharavner	people_db	2902	entry_person_id:P-4-facs_101_r_1	matched		bio	"{""entry_type"": ""performer"", ""volume"": ""4"", ""span"": ""2606-2606"", ""birth_date"": ""1860"", ""death_date"": ""1923"", ""credit"": ""ש. ע. פֿון מאַרק לייפציקער, מ. ע. פֿון וויעראַ ראָזאַנקאָ.""}"
person:2903	person	סאָניאַ שאַראַוונער (סאָפיאַ ווינער)	Sonia Sharavner	people_db	2903	entry_person_id:P-4-facs_102_r_1	matched		bio	"{""entry_type"": ""performer"", ""volume"": ""4"", ""span"": ""2607-2607"", ""birth_date"": ""1885"", ""death_date"": ""1924"", ""credit"": ""ש. ע. פֿון מאַרק לייפציקער און מ. ע. פֿון וויעראַ ראָזאַנקאָ.""}"
person:2628	person	רחל-לאה פּאָול	Ruchel-Leah Paul	people_db	2628	entry_person_id:P-4-facs_102_tr_1753681958	matched		bio	"{""entry_type"": ""performer"", ""volume"": ""4"", ""span"": ""2608-2608"", ""credit"": ""ש. ע. פֿון מרדכי יחסן.""}"
person:3007	person	אסתר סאָלאָמאָן	Esther Solomon	people_db	3007	entry_person_id:P-4-facs_102_tr_1753681953	matched		bio	"{""entry_type"": ""writer"", ""volume"": ""4"", ""span"": ""2608-2608""}"
place:UPL-0111	place	בוטענקאָווע					unmatched	attestation:misresolved	bio	
person:838	person	שרה קראַנצפעלד	Sarah Krantzfeld	people_db	838	entry_person_id:P-4-facs_120_tr_1753936413	matched		bio	"{""entry_type"": ""performer"", ""volume"": ""4"", ""span"": ""2643-2649""}"
place:UPL-0112	place	קליין שטעטל					unmatched	attestation:unlinked	bio	
place:UPL-0113	place	פאַרק ריטש					unmatched	no_attestation	bio	
person:3427	person	הערשל צוקערבערג	Hershel Zuckerberg	people_db	3427	entry_person_id:P-4-facs_129_r_2	matched		bio	"{""entry_type"": ""administrator"", ""volume"": ""4"", ""span"": ""2661-2663"", ""birth_date"": ""1881-11-12"", ""death_date"": ""1936-08-10"", ""credit"": ""מ. ע.""}"
place:Q156593	place	סאמבאר	Sambir	wikidata_qid	Q156593	"{""kima_id"": """", ""lat"": """", ""lon"": """"}"	candidate		bio	
person:1869	person	וויעראַ גאָרדאָן	Vera Gordon	people_db	1869	entry_person_id:P-4-facs_130_r_2	matched		bio	"{""entry_type"": ""performer"", ""volume"": ""4"", ""span"": ""2664-2664"", ""birth_date"": ""1888"", ""death_date"": ""1948-05-08"", ""credit"": ""ש.ע. פֿון אַברהם באַביטש.""}"
person:769	person	אַנעטאַ פינקעל	Annette Finkel	people_db	769	entry_person_id:P-4-facs_137_tr_1754224982	matched		bio	"{""entry_type"": ""performer"", ""volume"": ""4"", ""span"": ""2678-2679"", ""death_date"": ""1926"", ""credit"": ""מ. ע. פֿון יצחק ליברעסקאָ און אייזיק אבערמאַן.""}"
place:Q157645	place	אַטלאַנטיק סיטי	Deutsche Post AG	wikidata_qid	Q157645	"{""kima_id"": """", ""lat"": """", ""lon"": """"}"	candidate		bio	
person:2133	person	מאַקס קאָמפּאַנעיעץ	Max Kompaneyets	people_db	2133	entry_person_id:P-4-facs_141_tr_1754377601	matched		bio	"{""entry_type"": ""performer"", ""volume"": ""4"", ""span"": ""2685-2685"", ""birth_date"": ""1905"", ""death_date"": ""1949-01-06"", ""credit"": ""מ. ע. פֿון זיין שוועסטער באָריסאָוואָ.""}"
person:1359	person	באׇריסאׇוואׇ	Borisovo	people_db	1359	entry_person_id:P-4-facs_142_tr_1754377600	matched		bio	"{""entry_type"": ""performer"", ""volume"": ""4"", ""span"": ""2687-2687"", ""birth_date"": ""1900"", ""credit"": ""מ. ע.""}"
person:3384	person	יוסף זשיטאָמירסקי	Yosef Zhitomirski	people_db	3384	entry_person_id:P-4-facs_142_tr_1754377597	matched		bio	"{""entry_type"": ""writer"", ""volume"": ""4"", ""span"": ""2688-2688""}"
person:1648	person	לוסי פינקעל	Lucy Finkel	people_db	1648	entry_person_id:P-4-facs_200_tr_1754841831	matched		bio	"{""entry_type"": ""performer"", ""volume"": ""4"", ""span"": ""2804-2804"", ""birth_date"": ""1897-11-22"", ""death_date"": ""1943-06-22"", ""credit"": ""מ. ע.""}"
person:1646	person	בעלאַ פינקעל	Bella Finkel	people_db	1646	entry_person_id:P-4-facs_201_tr_1754998569	matched		bio	"{""entry_type"": ""performer"", ""volume"": ""4"", ""span"": ""2805-2805"", ""birth_date"": ""1898-02-08"", ""credit"": ""מ. ע.""}"
person:2736	person	מישאַ ראַפּעל	Misha Rappel	people_db	2736	entry_person_id:P-4-facs_201_tr_1754998574	matched		bio	"{""entry_type"": ""performer"", ""volume"": ""4"", ""span"": ""2806-2806"", ""birth_date"": ""1901-11-15"", ""death_date"": ""1942-04-11"", ""credit"": ""ש. ע. און מ. ע. פֿון חנהלע סטראָמבערג.""}"
place:UPL-0114	place	מאונט זייאָן					unmatched	attestation:unlinked	bio	
person:3218	person	ישעיהו-דניאל וויינבּערג (ס.ד.)	Yeshayahu Daniel Weinberg	people_db	3218	entry_person_id:P-4-facs_202_tr_1754998546	matched		bio	"{""entry_type"": ""writer"", ""volume"": ""4"", ""span"": ""2807-2807"", ""birth_date"": ""1888-06-15"", ""death_date"": ""1943-04-15""}"
place:Q202481	place	ביאַלאָ מאַזאָוויעצק	Kunsthalle Rostock	wikidata_qid	Q202481	"{""kima_id"": """", ""lat"": """", ""lon"": """"}"	candidate		bio	
place:Q974062	place	טשאַרטאָריסק		wikidata_qid	Q974062	"{""kima_id"": """", ""lat"": """", ""lon"": """"}"	candidate		bio	
person:1645	person	פילאָפּ	Filop	people_db	1645	entry_person_id:P-4-facs_206_tr_1754998503	matched		bio	"{""entry_type"": ""performer"", ""volume"": ""4"", ""span"": ""2816-2816"", ""credit"": ""ש. ע פֿון לואיס קרעמער""}"
place:UPL-0115	place	רוסלאַנד					unmatched	no_attestation	bio	
place:UPL-0116	place	האָליוואוד סעמעטערי					unmatched	attestation:unlinked	bio	
place:Q83809	place	סט. מיקלאָש	totem pole	wikidata_qid	Q83809	"{""kima_id"": """", ""lat"": """", ""lon"": """"}"	candidate		bio	
person:2853	person	דוד שעהנהאָלץ	David Schoenholtz	people_db	2853	entry_person_id:P-4-facs_248_tr_1754998565	matched		bio	"{""entry_type"": ""performer"", ""volume"": ""4"", ""span"": ""2899-2899"", ""birth_date"": ""1877-01-29"", ""death_date"": ""1942-06-17"", ""credit"": ""מ. ע.""}"
person:2067	person	דזשעני קייזער	Jenny Kaiser	people_db	2067	entry_person_id:P-4-facs_248_tr_1754998566	matched		bio	"{""entry_type"": ""performer"", ""volume"": ""4"", ""span"": ""2900-2900"", ""birth_date"": ""1872"", ""death_date"": ""1940-02-22"", ""credit"": ""מ. ע. פֿון איר מוטער און ש. ע. פֿון ש. י. האַרענדאָרף.""}"
place:UPL-0117	place	דאָרף קרופּנע					unmatched	attestation:unlinked	bio	
person:711	person	גאָדל קוראַזש	Godl Kurazh	people_db	711	entry_person_id:P-4-facs_251_tr_1754998368	matched		bio	"{""entry_type"": ""performer"", ""volume"": ""4"", ""span"": ""2906-2906"", ""credit"": ""מ. ע. פֿון באָריס טאָמאַשעווסקי, דיינע פֿיינמאַן, הערמאַן פידלער.""}"
person:1688	person	יצחק פרענקעל	Yitzhak Frenkel	people_db	1688	entry_person_id:P-4-facs_260_tr_1754998378	matched		bio	"{""entry_type"": ""performer"", ""volume"": ""4"", ""span"": ""2924-2924"", ""birth_date"": ""1889-04-15"", ""death_date"": ""1956-07-15"", ""credit"": ""ש. ע. און מ. ע. פֿון זלמן זילבערצווייג.""}"
place:UPL-0118	place	פּאָדואילאָי					unmatched	no_attestation	bio	
place:UPL-0119	place	בית דוד בית עולם					unmatched	attestation:unlinked	bio	
place:UPL-0120	place	אַ קליין שטעטל נעבן בודאפּעסט					unmatched	attestation:unlinked	bio	
person:2867	person	יוסף שוואַרצבּערג	Joseph Schwartzberg	people_db	2867	entry_person_id:P-4-facs_269_tr_1754998524	matched		bio	"{""entry_type"": ""writer"", ""volume"": ""4"", ""span"": ""2942-2942"", ""birth_date"": ""1889-03"", ""death_date"": ""1939-07-20"", ""credit"": ""מ. ע.""}"
person:1463	person	ראָזעטאַ קאָהן	Rosetta Conn	people_db	1463	entry_person_id:P-4-facs_270_tr_1754998438	matched		bio	"{""entry_type"": ""performer"", ""volume"": ""4"", ""span"": ""2943-2943"", ""birth_date"": ""1891-07-12"", ""death_date"": ""1953-01-15"", ""credit"": ""ש. ע. פֿון טשאַרלז קאהען און שרה קינדמאַן-מעסטל.""}"
place:Q28	place	אונגארן	Hungary	wikidata_qid	Q28	"{""kima_id"": ""7547"", ""lat"": """", ""lon"": """"}"	matched		bio	
person:2808	person	ראָזאַ רובין	Rose Rubin	people_db	2808	entry_person_id:P-4-facs_274_tr_1754998428	matched		bio	"{""entry_type"": ""performer"", ""volume"": ""4"", ""span"": ""2952-2952"", ""birth_date"": ""1892-12-11"", ""death_date"": ""1931-03-10"", ""credit"": ""מ. ע.""}"
place:Q869818	place	קאַלינאָווקאַ	Christ of the Abyss	wikidata_qid	Q869818	"{""kima_id"": """", ""lat"": """", ""lon"": """"}"	candidate		bio	
place:Q1022877	place	פידקאמען	Cardiac Arrhythmia Suppression Trial	wikidata_qid	Q1022877	"{""kima_id"": """", ""lat"": """", ""lon"": """"}"	candidate		bio	
place:UPL-0121	place	וואַלדהיים בית עולם					unmatched	attestation:unlinked	bio	
person:2076	person	לעאָפּאָלד קאַנער (לייבּ)	Leopold Kanner	people_db	2076	entry_person_id:P-4-facs_277_tr_1754998404	matched		bio	"{""entry_type"": ""performer"", ""volume"": ""4"", ""span"": ""2957-2958"", ""birth_date"": ""1875-12-16"", ""death_date"": ""1919""}"
person:2077	person	שרה קאַנער (פרילינג)	Sarah Kanner	people_db	2077	entry_person_id:P-4-facs_278_tr_1754998432	matched		bio	"{""entry_type"": ""performer"", ""volume"": ""4"", ""span"": ""2959-2960"", ""birth_date"": ""1882-05-29"", ""death_date"": ""1959-02-14"", ""credit"": ""ש. ע. פֿון שרה קאַנער.""}"
person:1459	person	הערי קאָהען	Harry Cohen	people_db	1459	entry_person_id:P-4-facs_279_tr_1754998502	matched		bio	"{""entry_type"": ""performer"", ""volume"": ""4"", ""span"": ""2961-2961"", ""birth_date"": ""1877"", ""death_date"": ""1953-08-28"", ""credit"": ""ש. ע. פֿון טשאַרלי קאָהען.""}"
place:Q1022893	place	סקאַלאַ ביים זברוטש	CATWOE	wikidata_qid	Q1022893	"{""kima_id"": """", ""lat"": """", ""lon"": """"}"	candidate		bio	
person:2128	person	פּאַלינאַ קאָברין (סעגאַל)	Paulina Kobrin	people_db	2128	entry_person_id:P-4-facs_320_r_8	matched		bio	"{""entry_type"": ""writer"", ""volume"": ""4"", ""span"": ""3044-3045"", ""birth_date"": ""1875"", ""death_date"": ""1961-08-29""}"
person:2130	person	אייב קאָגוט	Abe Kogut	people_db	2130	entry_person_id:P-4-facs_321_tr_1754998460	matched		bio	"{""entry_type"": ""administrator"", ""volume"": ""4"", ""span"": ""3046-3046"", ""birth_date"": ""1878-12-19"", ""death_date"": ""1938-04-14"", ""credit"": ""מ. ע.""}"
place:Q1026945	place	טאוסט	Tovste	wikidata_qid	Q1026945	"{""kima_id"": """", ""lat"": """", ""lon"": """"}"	matched		bio	
person:2747	person	דוד רייטץ (רייצען) (רייצען)	David Reitz	people_db	2747	entry_person_id:P-4-facs_322_tr_1754998441	matched		bio	"{""entry_type"": ""performer"", ""volume"": ""4"", ""span"": ""3047-3047"", ""birth_date"": ""1885-10-03"", ""death_date"": ""1928-12-25"", ""credit"": ""ט. ע.""}"
place:Q2788497	place	באָבט	Babtai	wikidata_qid	Q2788497	"{""kima_id"": """", ""lat"": """", ""lon"": """"}"	matched		bio	
person:2852	person	לואיס שניצער (ישראל-לייבּ)	Louis Schnitzer	people_db	2852	entry_person_id:P-4-facs_323_tr_1754998450	matched		bio	"{""entry_type"": ""administrator"", ""volume"": ""4"", ""span"": ""3050-3052"", ""birth_date"": ""1886-07-01"", ""death_date"": ""1954-08-18"", ""credit"": ""ש. ע. און ש. ע. פון לואי מאַרקאָוויטש.""}"
place:Q1022828	place	מאָגעלניץ	Sânandrei	wikidata_qid	Q1022828	"{""kima_id"": """", ""lat"": """", ""lon"": """"}"	candidate		bio	
place:Q815903	place	באָניאַ	Bochnia	wikidata_qid	Q815903	"{""kima_id"": ""11230"", ""lat"": """", ""lon"": """"}"	candidate		bio	
place:UPL-0122	place	קרעמאַטאָריום					unmatched	attestation:unlinked	bio	
person:2164	person	לעאָן קרישטאַל	Leon Kristol	people_db	2164	entry_person_id:P-4-facs_328_tr_1754998393	matched		bio	"{""entry_type"": ""writer"", ""volume"": ""4"", ""span"": ""3059-3062"", ""birth_date"": ""1894-08-10"", ""death_date"": ""1959-08-21"", ""credit"": ""מ. ע.""}"
place:Q1022958	place	שאַרגאָראָד	Tatárszentgyörgy	wikidata_qid	Q1022958	"{""kima_id"": """", ""lat"": """", ""lon"": """"}"	candidate		bio	
person:2849	person	נייטאַן שליף	Neitan Schliff	people_db	2849	entry_person_id:P-4-facs_330_tr_1754998389	matched		bio	"{""entry_type"": ""performer"", ""volume"": ""4"", ""span"": ""3063-3063"", ""birth_date"": ""1892-11-04"", ""death_date"": ""1956-04-17"", ""credit"": ""מ. ע. און ש. ע. פון ב. קאַץ.""}"
place:Q123038	place	גראָכאָוו	Maserati GranTurismo	wikidata_qid	Q123038	"{""kima_id"": """", ""lat"": """", ""lon"": """"}"	candidate		bio	
person:3176	person	העלענאַ וועליש (אינווענטאַרזש)	Helena Velish	people_db	3176	entry_person_id:P-4-facs_332_tr_1754998445	matched		bio	"{""entry_type"": ""performer"", ""volume"": ""4"", ""span"": ""3068-3068"", ""birth_date"": ""1907"", ""death_date"": ""1942"", ""credit"": ""ש. ע. פון איר ברודער יצחק אינווענטאַרזש.""}"
person:2348	person	לעאָן לובינסקי (לייבוש)	Leon Lubinski	people_db	2348	entry_person_id:P-4-facs_332_tr_1754998448	matched		bio	"{""entry_type"": ""performer"", ""volume"": ""4"", ""span"": ""3068-3068"", ""birth_date"": ""1903-05-01"", ""credit"": ""מ. ע.""}"
person:3351	person	הערי זאַר (גבריאל זארשעווסקי)	Harry Zar	people_db	3351	entry_person_id:P-4-facs_333_tr_1754998452	matched		bio	"{""entry_type"": ""administrator"", ""volume"": ""4"", ""span"": ""3069-3069"", ""birth_date"": ""1888-08-17"", ""credit"": ""מ. ע.""}"
person:3353	person	פּאולינאַ זאַרשעווסקי (קעלער)	Paulina Zarzhevska	people_db	3353	entry_person_id:P-4-facs_333_tr_1754998454	matched		bio	"{""entry_type"": ""performer"", ""volume"": ""4"", ""span"": ""3070-3070"", ""birth_date"": ""1891"", ""credit"": ""מ. ע.""}"
person:883	person	אב קאַהאַן (אברהם)	Abe Cahan	people_db	883	entry_person_id:P-4-facs_334_tr_1754998419	matched		bio	"{""entry_type"": ""writer"", ""volume"": ""4"", ""span"": ""3071-3086"", ""birth_date"": ""1860-07-06""}"
place:Q1022876	place	פּאַרברעזע	Orțișoara	wikidata_qid	Q1022876	"{""kima_id"": """", ""lat"": """", ""lon"": """"}"	candidate		bio	
person_entry:P-4-facs_342_tr_1754998516	person	אַלס טעאַטער-קרייטיקער		entry_person_id	P-4-facs_342_tr_1754998516		unmatched		bio	"{""entry_type"": ""writer"", ""volume"": ""4"", ""span"": ""3087-3104"", ""death_date"": ""1951-08-31""}"
person:2151	person	שלמה קרויזע	Solomon Krause	people_db	2151	entry_person_id:P-4-facs_351_tr_1754998561	matched		bio	"{""entry_type"": ""performer"", ""volume"": ""4"", ""span"": ""3105-3106"", ""birth_date"": ""1876-07-04"", ""death_date"": ""1950-04-29"", ""credit"": ""מ. ע. און ש. ע. פֿון וואָלף מערקור.""}"
place:Q1049168	place	ליביוונע	Xeon Phi	wikidata_qid	Q1049168	"{""kima_id"": """", ""lat"": """", ""lon"": """"}"	candidate		bio	
person:1996	person	גיזי היידען-פּריזאַמענט	Gizi Heyden-Pryzament	people_db	1996	entry_person_id:P-4-facs_354_tr_1754998470	matched		bio	"{""entry_type"": ""performer"", ""volume"": ""4"", ""span"": ""3111-3111"", ""birth_date"": ""1906-06-09"", ""credit"": ""ש. ע. פֿון שלמה פריזאַמענט.""}"
person:2171	person	סאַמועל קופּערמאַן	Samuel Kuperman	people_db	2171	entry_person_id:P-4-facs_354_tr_1754998468	matched		bio	"{""entry_type"": ""administrator"", ""volume"": ""4"", ""span"": ""3112-3112"", ""birth_date"": ""188X"", ""credit"": ""מ. ע. פֿון פּאָלאַ פּאַטראָני.""}"
place:Q203680	place	וולאָשטשאַווע	postage stamps and postal history of Egypt	wikidata_qid	Q203680	"{""kima_id"": """", ""lat"": """", ""lon"": """"}"	candidate		bio	
person:2846	person	מאיר שעהר	Meyer Scheer	people_db	2846	entry_person_id:P-4-facs_355_tr_1754998462	matched		bio	"{""entry_type"": ""performer"", ""volume"": ""4"", ""span"": ""3113-3113"", ""birth_date"": ""1881"", ""death_date"": ""1961-05-13"", ""credit"": ""ש. ע.""}"
person:1618	person	אַלעקסאַנדער פאַרבעאׇ (סענדער זושיע פאַרבּער)	Alexander Farbo	people_db	1618	entry_person_id:P-4-facs_355_tr_1754998470	matched		bio	"{""entry_type"": ""writer"", ""volume"": ""4"", ""span"": ""3114-3114"", ""birth_date"": ""1888-07-23"", ""death_date"": ""1940-03-29""}"
place:UPL-0123	place	דאָרף אַלעקסאַנדערהאָף					unmatched	attestation:unlinked	bio	
person:2102	person	מאָריס קעניג (כליוונער)	Morris Kenig	people_db	2102	entry_person_id:P-4-facs_358_tr_1754998513	matched		bio	"{""entry_type"": ""performer"", ""volume"": ""4"", ""span"": ""3120-3120"", ""birth_date"": ""1892"", ""death_date"": ""1954-11-17"", ""credit"": ""ש.. ע.""}"
person:2078	person	סעם קאַפּלאַן (זכריה)	Sam Kaplan	people_db	2078	entry_person_id:P-4-facs_358_tr_1754998512	matched		bio	"{""entry_type"": ""performer"", ""volume"": ""4"", ""span"": ""3120-3120"", ""birth_date"": ""1885"", ""credit"": ""ש. ע. און ש. ע. פֿון ב. קאַץ.""}"
place:Q1049260	place	פּשעראָסלע	Sádaba Castle	wikidata_qid	Q1049260	"{""kima_id"": """", ""lat"": """", ""lon"": """"}"	candidate		bio	
person:3808	person	לייבּ קאַדיסאָן (שוסטער)		people_db	3808	entry_person_id:P-4-facs_360_tr_1754998576	matched		bio	"{""entry_type"": ""director_regisseur"", ""volume"": ""4"", ""span"": ""3124, 3125, 3126, 3127, 3128, 3129, :"", ""birth_date"": ""1881-01-09"", ""death_date"": ""1947-09-25"", ""credit"": ""מ. ע.""}"
person_entry:P-4-facs_364_tr_1755030303	person	"„פּערהיפט"" [פרץ הירשביין פֿאָלקס טעאַטער]"		entry_person_id	P-4-facs_364_tr_1755030303		unmatched		bio	"{""entry_type"": ""group"", ""volume"": ""4"", ""span"": ""56-3147"", ""birth_date"": ""1920"", ""credit"": ""מ. און ש. ע. פֿון חיים וויינשל.""}"
person:2145	person	מלכה קאָרנשטיין	Malka Kornstein	people_db	2145	entry_person_id:P-4-facs_372_tr_1755029967	matched		bio	"{""entry_type"": ""performer"", ""volume"": ""4"", ""span"": ""3148-3148"", ""birth_date"": ""1899-04"", ""death_date"": ""1944-02"", ""credit"": ""ש. ע. פֿון יעקב טיקמאַן""}"
person:3485	person	ש. קאָזיניץ (שמואל-יצחק)		people_db	3485	entry_person_id:P-4-facs_373_tr_1755030160	matched		bio	"{""entry_type"": ""writer"", ""volume"": ""4"", ""span"": ""3149-3152"", ""birth_date"": ""1891-03"", ""credit"": ""ש.ע""}"
place:Q3484694	place	טשאַשניקי	Simple Headphone Mind	wikidata_qid	Q3484694	"{""kima_id"": """", ""lat"": """", ""lon"": """"}"	candidate		bio	
