_ - chunk_number	Archive	File	_ - xml:id	_ - heading	_ - span	_ - entry	_ - credit	_ - subheading	_ - organizations - _ - org_type	_ - organizations - _ - title	clustered organization	_ - organizations - _ - descriptive_name	_ - organizations - _ - relations - _ - category	_ - organizations - _ - relations - _ - specific_relation	_ - organizations - _ - relations - _ - original_sentence	_ - organizations - _ - relations - _ - role_title	_ - organizations - _ - relations - _ - date_start - date	_ - organizations - _ - relations - _ - date_end - date	_ - organizations - _ - locations - _ - settlement	_ - organizations - _ - locations - _ - Venue	_ - organizations - _ - locations - _ - country	_ - organizations - _ - locations - _ - province	_ - organizations - _ - locations - _ - address	_ - organizations - _ - locations - _ - datefrom - date	_ - organizations - _ - locations - _ - dateto - date	_ - organizations - _ - founding_date - date	_ - endnotes - endnotes	_ - family_background - _ - description	_ - family_background - _ - financial	_ - family_background - _ - religion	_ - family_background - _ - theater_connection	_ - family_background - _ - structure
	drive-download-20260308T052916Z-1-001.zip	volume_2IIIorg.json	facs_51_tr_1744131372	טענענהאָלץ, אליהוּ	885-886								Leadership_Ownership	executive	פּרעזידענט פֿוּן טעאַטער-מוּזיי אין ניו-יאָרק	פּרעזידענט	1925	1926														
	drive-download-20260308T052916Z-1-001.zip	volume_2IIIorg.json	facs_52_tr_1744131407	טעפּליצקי, מענדעל	887-887								Affiliation_Membership	delegate_official	בּיי וועלכער ער איז געווען לאַנג-יאָריקער פּראָטאָקאָל-סעקרעטאַר	פּראָטאָקאָל-סעקרעטאַר																
	drive-download-20260308T052916Z-1-001.zip	volume_2IIIorg.json	facs_52_tr_1744131414	טעפּער, קלמן (קאָליאַ)	888-888								Production_Distribution	published_by	צוּזאַמען מיט משה וואַרשע איבערזעצט אַנטאָן טשעכאָווס פּיעסעס... (פ'ג מאַקס מייזעל, ניוּ-יאָרק 1911)			1911														
	drive-download-20260308T052916Z-1-001.zip	volume_2IIIorg.json	facs_52_tr_1744131414	טעפּער, קלמן (קאָליאַ)	888-888								Production_Distribution	published_by	"ט. האָט אויך איבּערזעצט געאָרג בּראַנדעסעס „הענריק איבּסען"" (פוּן מאַקס נ. מייזעל, ניוּ-יאָרק 1918)"			1918														
	drive-download-20260308T052916Z-1-001.zip	volume_2IIIorg.json	facs_53_tr_1744131450	טעפנער, אַדאָלף	889-889								Employment_Performance	artistic_staff	העלפער בּיי דעקאָראַציעס אין דייטשן קאַרל-טעאַטער	העלפער בּיי דעקאָראַציעס																
	drive-download-20260308T052916Z-1-001.zip	volume_2IIIorg.json	facs_53_tr_1744131450	טעפנער, אַדאָלף	889-889								Employment_Performance	performer	שפּעטער זינגט ער דאָרט אין כאָר	כאָר-זינגער																
	drive-download-20260308T052916Z-1-001.zip	volume_2IIIorg.json	facs_53_tr_1744131450	טעפנער, אַדאָלף	889-889								Employment_Performance	performer	שפּילט אויך קליינע ראָלן	קליינע ראָלן																
	drive-download-20260308T052916Z-1-001.zip	volume_2IIIorg.json	facs_53_tr_1744131450	טעפנער, אַדאָלף	889-889														לאָנדאָן													
	drive-download-20260308T052916Z-1-001.zip	volume_2IIIorg.json	facs_53_r_6	טער, יעקב	890-890								Production_Distribution	produced_by	דעם 23 פעבּרוּאַר 1894 אין טאַליאַ-טעאַטער „די קרבּנות פֿוּן די שלעכטע צייטן“		1894-02-23															
	drive-download-20260308T052916Z-1-001.zip	volume_2IIIorg.json	facs_53_r_6	טער, יעקב	890-890								Production_Distribution	produced_by	1902 — רעגינע, אָדער, די יידישע גראַפינע“, (אויפֿגעפֿירט פוּן קעסלער אין טאַליאַ-טעאַטער)		1902															
	drive-download-20260308T052916Z-1-001.zip	volume_2IIIorg.json	facs_54_tr_1744131418	טרוימאַן, לייבּ [גאָרדאָן]	892-892								Leadership_Ownership	executive	זיין ערשטער פּרעזידענט	פּרעזידענט																
	drive-download-20260308T052916Z-1-001.zip	volume_2IIIorg.json	facs_54_r_15	טריאָ רימס-ראַמס-ראָמס.	892-892															שייער		מזרח-אוָן מערב-אייראָפּע										
	drive-download-20260308T052916Z-1-001.zip	volume_2IIIorg.json	facs_55_r_2	טרייסי, אַרטוּר	894-894								Leadership_Ownership	founder	האָט ט. אָרגאַניזירט שילער-פֿאָרשטעלוּנגען	אָרגאַניזירט																
	drive-download-20260308T052916Z-1-001.zip	volume_2IIIorg.json	facs_55_r_2	טרייסי, אַרטוּר	894-894								Employment_Performance	performer	געשפּילט אין זיי די הויפּט-ראָלן	הויפּט-ראָלן																
	drive-download-20260308T052916Z-1-001.zip	volume_2IIIorg.json	facs_55_r_2	טרייסי, אַרטוּר	894-894								Employment_Performance	performer	1927 ווידער בּיי טאָמאַשעווסקין אין פֿילאַדעלפיע		1927	1927	פֿילאַדעלפיע					1927	1927							
	drive-download-20260308T052916Z-1-001.zip	volume_2IIIorg.json	facs_56_tr_1744131372	טרילינג, איליאַ (סימאָן)	895-895								Employment_Performance	performer	אין דער טרוּפּע איז ער אויך טעטיק אַלס אַקטיאָר	אַקטיאָר	1925															
	drive-download-20260308T052916Z-1-001.zip	volume_2IIIorg.json	facs_56_tr_1744131372	טרילינג, איליאַ (סימאָן)	895-895								Employment_Performance	performer	געשפּילט מיט קלאַראַ יאָנג אין אַרגענטינע	אַקטיאָר	1928	1929														
	drive-download-20260308T052916Z-1-001.zip	volume_2IIIorg.json	facs_56_tr_1744131372	טרילינג, איליאַ (סימאָן)	895-895								Employment_Performance	performer	פֿאַרנוּמען די זעלבּע שטעלע אוּן אויך אַלס אַקטיאָר אין געשאָנאַל-טעאַטער	אַקטיאָר	1931	1932														
	drive-download-20260308T052916Z-1-001.zip	volume_2IIIorg.json	facs_56_tr_1744131366	טרילינג, מאַניע (מרים)	896-896																פּוילן						"אַברהם רייזען — אין דער משפּחה פֿוּן יידישע אַקטיאָרן, „וואָכנשריפט"", וואַרשע, 16, 1931."					
	drive-download-20260308T052916Z-1-001.zip	volume_2IIIorg.json	facs_56_tr_1744131366	טרילינג, מאַניע (מרים)	896-896																ליטע											
	drive-download-20260308T052916Z-1-001.zip	volume_2IIIorg.json	facs_56_tr_1744131366	טרילינג, מאַניע (מרים)	896-896																פֿראַנקרייך											
	drive-download-20260308T052916Z-1-001.zip	volume_2IIIorg.json	facs_56_tr_1744131366	טרילינג, מאַניע (מרים)	896-896																ענגלאַנד											
	drive-download-20260308T052916Z-1-001.zip	volume_2IIIorg.json	facs_57_tr_1744131463	טשיזשיק, יוסף	898-898								Employment_Performance	performer	שפּילט ער יידיש טעאַטער אין פֿאַרשיידענע קלוּבּן אין לאָנדאָן, דערנאָך אין פּאַריז, בּערלין אוּן בּעלגיע, אויס צייכנדיק זיך אַלס „קוּני לעמעל“	קוּני לעמעל	1889		פּאַריז	קלוּבּן												
	drive-download-20260308T052916Z-1-001.zip	volume_2IIIorg.json	facs_57_tr_1744131463	טשיזשיק, יוסף	898-898														בּערלין	קלוּבּן	בּעלגיע											
	drive-download-20260308T052916Z-1-001.zip	volume_2IIIorg.json	facs_58_r_7	טשיזשיק, משה	899-899								Employment_Performance	artistic_staff	ווערט דאָרט אייניקע יאָר שפּעטער, א'פּ טשיזשיקאָוו, דיריגענט דער אָפּערע	דיריגענט																
	drive-download-20260308T052916Z-1-001.zip	volume_2IIIorg.json	facs_59_tr_1744131417	טשייקאָווסקי, הערי [הערשל חייקאָווסקי]	901-901														שיקאַגאָ													
	drive-download-20260308T052916Z-1-001.zip	volume_2IIIorg.json	facs_59_tr_1744131425	טשעטשיק, דוד	902-902								Employment_Performance	performer	מיט וועלכן ער מאַכט אויך מיט דעם אייראָפּעאישן טורנעע																	
	drive-download-20260308T052916Z-1-001.zip	volume_2IIIorg.json	facs_59_tr_1744131426	טשעמערינסקי, בּרוּך	902-902								Employment_Performance	performer	שפּעטער אויך מיטגעשפּילט קליינע ראָלן	מיטגעשפּילט קליינע ראָלן											"מאָרריס מייער — אַ רעאָלער זין צו אַ טיעפען סימבאָל „די צייט"", לאָנדאָן, 7 יאַנואר 1931"					
	drive-download-20260308T052916Z-1-001.zip	volume_2IIIorg.json	facs_59_tr_1744131426	טשעמערינסקי, בּרוּך	902-902								Employment_Performance	artistic_staff	פֿירט דאָרט אָן טש. מיט די שילער-פֿאָרשטעלונגען	פֿירט אָן																
	drive-download-20260308T052916Z-1-001.zip	volume_2IIIorg.json	facs_59_tr_1744131426	טשעמערינסקי, בּרוּך	902-902								Employment_Performance	performer	ווערט שפּעטער איינער פֿון די וויכטיקסטע שוישפילער	שוישפילער					אַמעריקע			1926								
	drive-download-20260308T052916Z-1-001.zip	volume_2IIIorg.json	facs_59_tr_1744131426	טשעמערינסקי, בּרוּך	902-902								Leadership_Ownership	executive	פֿירער פֿון טעאַטער... ווערט ער דער הויפּט-אָנפֿירער פֿון דעם טייל „הבימה	פֿירער / הויפּט-אָנפֿירער					אַרץ-ישראל											
	drive-download-20260308T052916Z-1-001.zip	volume_2IIIorg.json	facs_59_tr_1744131426	טשעמערינסקי, בּרוּך	902-902								Employment_Performance	artistic_staff	"אין „הבימה"" האָט טש. אויפֿגעפֿירט (צוזאַמען מיט צבי פֿרידלענדער)"	אויפֿגעפֿירט																
	drive-download-20260308T052916Z-1-001.zip	volume_2IIIorg.json	facs_60_tr_1744131433	טשעריש, דזשעק [יצחק-יעקב חרש]	904-904								Leadership_Ownership	owner_manager	"טש. געווען פּובליסיטי-דירעקטאָר און פֿאַרוואַלטער אין אוירווינג פלייס-טעאַטער א""ל פֿון בן-עמי"	פּובליסיטי-דירעקטאָר און פֿאַרוואַלטער																
	drive-download-20260308T052916Z-1-001.zip	volume_2IIIorg.json	facs_60_tr_1744131433	טשעריש, דזשעק [יצחק-יעקב חרש]	904-904								Production_Distribution	produced_by	דעם 10 דעצעמבער 1924 איז אין אוירווינג פלייס-טעאַטער אויפֿגעפֿירט געוואָרן טש.'ס איבערזעצונג „ליבע אויף רעדלעך“	איבערזעצער	1924-12-10	1924-12-10														
	drive-download-20260308T052916Z-1-001.zip	volume_2IIIorg.json	facs_60_tr_1744131433	טשעריש, דזשעק [יצחק-יעקב חרש]	904-904								Employment_Performance	artistic_staff	אין 1929 בעת זייער איינציקער יידישער אויפֿפֿירונג פון „פּרינצעסין טוראַנדאָט“	פּרעס-דירעקטאָר	1929	1929														
	drive-download-20260308T052916Z-1-001.zip	volume_2IIIorg.json	facs_60_tr_1744131442	טשערנאַווסקי, יוסף	904-905								Employment_Performance	performer	"זיך אַרויסגעלאָזט אויף אַ טורנעע מיט „זמרה"" איבער רוסלאַנד, סיביר, יאַפּאַן און אינדיע"		1914	1918														
	drive-download-20260308T052916Z-1-001.zip	volume_2IIIorg.json	facs_61_tr_1744131352	טשערניאַק, עני [פיינמאַן]	906-907								Employment_Performance	performer	"דאָרט דעביוטירט אין דער טיטל-ראָל פֿון גאָרדיןס „דבורהלע מיוחסת"""	דעביוטירט																
	drive-download-20260308T052916Z-1-001.zip	volume_2IIIorg.json	facs_61_tr_1744131352	טשערניאַק, עני [פיינמאַן]	906-907								Leadership_Ownership	owner_manager	וועלכעס זיי האָט שפּעטער איבערגענומען צוזאַמען מיט איר מאַן יעקב טשערניאַק																	
	drive-download-20260308T052916Z-1-001.zip	volume_2IIIorg.json	facs_61_tr_1744131352	טשערניאַק, עני [פיינמאַן]	906-907								Employment_Performance	performer	זי איז די פּרעמיערשע	פּרעמיערשע																
	drive-download-20260308T052916Z-1-001.zip	volume_2IIIorg.json	facs_62_tr_1744131370	יאַבלאָנסקי, אַברהם-יצחק [יאַבלאָנקא]	908-908								Employment_Performance	artistic_staff	מיט וועלכער ער האָט אין משך פֿון 2 יאָר אויפֿגעפֿירט דעם בעסערן רעפּערטואַר																	
	drive-download-20260308T052916Z-1-001.zip	volume_2IIIorg.json	facs_62_tr_1744131375	יאַבּלאָקאָוו, חיים [יאַבּלאָניק]	908-908								Employment_Performance	performer	1932-33 — שפּילט י. אין ברוקלינער האָפּקינסאָן-טעאַטער		1932	1933	ברוקלין	ברוקלינער האָפּקינסאָן-טעאַטער												
	drive-download-20260308T052916Z-1-001.zip	volume_2IIIorg.json	facs_62_tr_1744131376	יאָוועליר דזשין (בּעלאַ)	908-908								Employment_Performance	performer	1929-30 — ביי ס. אויערבאַך און פישזאָן אין ברוקלינער ליריק-טעאַטער		1929	1930														
	drive-download-20260308T052916Z-1-001.zip	volume_2IIIorg.json	facs_63_r_2	יאָוועליר, קלמן	909-909								Employment_Performance	performer	שפּילנדיק מיט זיין טרופּע 17 יאָר				בוקאָווינע													
	drive-download-20260308T052916Z-1-001.zip	volume_2IIIorg.json	facs_63_r_2	יאָוועליר, קלמן	909-909														רומעניע													
	drive-download-20260308T052916Z-1-001.zip	volume_2IIIorg.json	facs_63_r_2	יאָוועליר, קלמן	909-909														קאָנסטאַנטינאָפּאָל													
	drive-download-20260308T052916Z-1-001.zip	volume_2IIIorg.json	facs_63_r_2	יאָוועליר, קלמן	909-909														אַלעקסאַנדריע													
	drive-download-20260308T052916Z-1-001.zip	volume_2IIIorg.json	facs_63_r_2	יאָוועליר, קלמן	909-909														קאַאיראָ													
	drive-download-20260308T052916Z-1-001.zip	volume_2IIIorg.json	facs_63_tr_1744131371	יאָזעפזאָהן, לואי	910-910								Employment_Performance	performer	געהאַט די געלעגנהייט צו שפּילן מיט די גאַסטראָלירנדיקע דוד קעסלער, ראָזאַ קאַרפּ, בערל בערנשטיין און לעאָן בלאַנק		1918															
	drive-download-20260308T052916Z-1-001.zip	volume_2IIIorg.json	facs_64_tr_1744131363	יאָלעס-גימפּעל, מאַלווינאַ	911-911								Employment_Performance	performer	געשפּילט אויך דראַמאַטישע ראָלן	דראַמאַטישע ראָלן																
	drive-download-20260308T052916Z-1-001.zip	volume_2IIIorg.json	facs_64_tr_1744131363	יאָלעס-גימפּעל, מאַלווינאַ	911-911								Employment_Performance	performer	געזונגען אין טעאַטער-כאָר נאָך איידער זי איז אָנגעקומען אין טעמפּל-כאָר	טעאַטער-כאָר																
	drive-download-20260308T052916Z-1-001.zip	volume_2IIIorg.json	facs_64_tr_1744131361	יאַנאָווסקי, שאוּל-יוסף	912-912								Employment_Performance	employee	געוואָרן רעדאַקטאָר פֿון דער באַנייטער „פרייע אַרבייטער שטימע“	רעדאַקטאָר	1899										"ש. יאַנאָווסקי — די ערשטע 20 יאָר ""פרייע אַרבייטער שטימע“, „פא'ש“, נ. י., 26 יאַנואַר, 1 פעברואר 1929."					
	drive-download-20260308T052916Z-1-001.zip	volume_2IIIorg.json	facs_65_tr_1744131350	יאַנאָווער, דוד	913-913								Employment_Performance	performer	שפּילט קליינע ראָלן	אַקטיאָר	1911															
	drive-download-20260308T052916Z-1-001.zip	volume_2IIIorg.json	facs_65_tr_1744131350	יאַנאָווער, דוד	913-913								Employment_Performance	artistic_staff	פֿירט סצענאַריום	פירט סצענאַריום	1911															
	drive-download-20260308T052916Z-1-001.zip	volume_2IIIorg.json	facs_65_tr_1744131350	יאַנאָווער, דוד	913-913								Employment_Performance	artistic_staff	שרייבט ראָלן	שרייבער	1911															
	drive-download-20260308T052916Z-1-001.zip	volume_2IIIorg.json	facs_69_tr_1744131401	יאָנגמאַן, דזשייקאָבּ [יעקב יונקמאַן]	921-921														לאָרענץ													
	drive-download-20260308T052916Z-1-001.zip	volume_2IIIorg.json	facs_69_tr_1744131401	יאָנגמאַן, דזשייקאָבּ [יעקב יונקמאַן]	921-921														פֿאָל-ריווער													
	drive-download-20260308T052916Z-1-001.zip	volume_2IIIorg.json	facs_69_tr_1744131401	יאָנגמאַן, דזשייקאָבּ [יעקב יונקמאַן]	921-921														וואוסטער													
	drive-download-20260308T052916Z-1-001.zip	volume_2IIIorg.json	facs_69_tr_1744131401	יאָנגמאַן, דזשייקאָבּ [יעקב יונקמאַן]	921-921														פּראָווידענס													
	drive-download-20260308T052916Z-1-001.zip	volume_2IIIorg.json	facs_69_tr_1744131404	יאָנגעלסאָן, נייט. {נתן)	922-922								Employment_Performance	performer	1911-12 ביים זעלבן דירעקטאָר אין גראָדנע.	אַקטיאָר	1911	1912	גראָדנע					1911	1912							
	drive-download-20260308T052916Z-1-001.zip	volume_2IIIorg.json	facs_69_tr_1744131404	יאָנגעלסאָן, נייט. {נתן)	922-922																	קאָוונער גובערניע										
	drive-download-20260308T052916Z-1-001.zip	volume_2IIIorg.json	facs_69_tr_1744131404	יאָנגעלסאָן, נייט. {נתן)	922-922																	וויטעבסקער גובערניע										
	drive-download-20260308T052916Z-1-001.zip	volume_2IIIorg.json	facs_69_tr_1744131404	יאָנגעלסאָן, נייט. {נתן)	922-922								Employment_Performance	artistic_staff	"נאָכדעם 2 יאָר אַלס אַקטיאָר און געהילף-דירעקטאָר פון דער „סעלצניק מוּווינג פיקטשור קאָמפּאַניע"""	געהילף-דירעקטאָר																
	drive-download-20260308T052916Z-1-001.zip	volume_2IIIorg.json	facs_69_tr_1744131410	יאַנפּאָלסקי, בּ.	922-922								Employment_Performance	performer	"באַטייליקט ער זיך שוין אין די גאַסטראָלן פֿון טעאַטער „רוסישע דראַמע"" איבער אוקראַאינע, שפּילנדיק כאַראַקטער-ראָלן"	כאַראַקטער-ראָלן	1920															
	drive-download-20260308T052916Z-1-001.zip	volume_2IIIorg.json	facs_70_tr_1744131377	יאַנקאָ יאַשאַ [מעיטעס]	923-923								Leadership_Ownership	owner_manager	זינט דער אָקטאָבער-רעוואָלוציע פֿאַרבונדן מיט די יידישע מלוכה-טעאַטערס... אַלס... פֿאַרוואַלטער	פֿאַרוואַלטער	1917															
	drive-download-20260308T052916Z-1-001.zip	volume_2IIIorg.json	facs_70_tr_1744131377	יאַנקאָ יאַשאַ [מעיטעס]	923-923								Leadership_Ownership	owner_manager	זינט דער אָקטאָבער-רעוואָלוציע פֿאַרבונדן מיט... חברים-טרופּעס איבער דרום-רוסלאַנד, אַלס... פֿאַרוואַלטער	פֿאַרוואַלטער	1917															
	drive-download-20260308T052916Z-1-001.zip	volume_2IIIorg.json	facs_70_tr_1744131388	יאָעליט, חוה [גרינשפּאַן]	924-924								Employment_Performance	artistic_staff	זי באַטייליקט זיך אַלס שוישפּילערין און לערערין	שוישפּילערין און לערערין																
	drive-download-20260308T052916Z-1-001.zip	volume_2IIIorg.json	facs_71_tr_1744131408	יאַקאָבּי, פּראָפעסאָר	925-925								Production_Distribution	produced_by	"אין נאוועמבער 1901 איז אין טאַליאַ-טעאַטער אויפֿגעפירט געוואָרן די פּיעסע „אַמעריקע, פֿון פּראָפעסאָר יאַקאָבי"""	מחבר	1901-11										"אָב. קאַהאַן — „דער איד אין סאָביעסקי'ס צייטען"" אין קאַליש טהעאַטער, „פאַרוו."", נ. י. 13 יאַנ. 1906."					
	drive-download-20260308T052916Z-1-001.zip	volume_2IIIorg.json	facs_71_tr_1744131408	יאַקאָבּי, פּראָפעסאָר	925-925								Production_Distribution	produced_by	"אין אַקטאָבער 1906 איז אין קאַליש-טעאַטער אויפֿגעפירט געוואָרן „די שטילע חתונה... פֿון פּראָפּ. יאַקאָבּי"""	מחבר	1906-10															
	drive-download-20260308T052916Z-1-001.zip	volume_2IIIorg.json	facs_71_tr_1744131408	יאַקאָבּי, פּראָפעסאָר	925-925								Production_Distribution	produced_by	"דעם 27 דעצעמבער 1907 איז אין קאַליש-טעאַטער אויפֿגעפֿירט געוואָרן „די אלמנה... פֿון פּראָפּ. יאַקאָבי אויס לאָנדאָן"""	מחבר	1907-12-27															
	drive-download-20260308T052916Z-1-001.zip	volume_2IIIorg.json	facs_71_tr_1744131408	יאַקאָבּי, פּראָפעסאָר	925-925								Production_Distribution	produced_by	"דעם 7 פעברואר 1908 איז אין קאַליש-טעאַטער אויפֿגעפירט געוואָרן „די נקמה פֿון אַ פרוי, פֿון פּראָפּ יאַקאָבּי"""	מחבר	1908-02-07															
	drive-download-20260308T052916Z-1-001.zip	volume_2IIIorg.json	facs_72_tr_1744131382	יאַקובּאָוויטש א. ל.	927-927								Production_Distribution	published_by	"געדרוקט אין אַן אַנאָנימער איבערזעצונג אין „ראָמאַן-צייטונג"", וואַרשע, נ' 19-27, 1908"		1908											מאַן פון דער געוועזענער אַקטעריסע פאנינא, טאָכטער פֿון די פּיאָנערן פֿון יידישן טעאַטער			connected	
	drive-download-20260308T052916Z-1-001.zip	volume_2IIIorg.json	facs_72_tr_1744131378	יאָקובאָוויטש, היימאַן (חיים-נתן)	928-928														ווילנע													
	drive-download-20260308T052916Z-1-001.zip	volume_2IIIorg.json	facs_72_tr_1744131378	יאָקובאָוויטש, היימאַן (חיים-נתן)	928-928																דייטשלאַנד											
	drive-download-20260308T052916Z-1-001.zip	volume_2IIIorg.json	facs_72_tr_1744131378	יאָקובאָוויטש, היימאַן (חיים-נתן)	928-928																בעלגיע											
	drive-download-20260308T052916Z-1-001.zip	volume_2IIIorg.json	facs_72_tr_1744131378	יאָקובאָוויטש, היימאַן (חיים-נתן)	928-928																האָלאַנד											
	drive-download-20260308T052916Z-1-001.zip	volume_2IIIorg.json	facs_73_tr_1744131433	יאַקוּבּאָוויטש, לאָלאַ [סאלפיש]	929-929								Employment_Performance	performer	באַלד אָבער אַריבער אויף אָנגעזעענע סוברעטין-ראָלן	סוברעטין																
	drive-download-20260308T052916Z-1-001.zip	volume_2IIIorg.json	facs_73_tr_1744131432	יאָקובאָוויטש, ליאָשאַ	929-929															פּוילן	פּוילן											
	drive-download-20260308T052916Z-1-001.zip	volume_2IIIorg.json	facs_73_tr_1744131432	יאָקובאָוויטש, ליאָשאַ	929-929															פּוילן	פּוילן											
	drive-download-20260308T052916Z-1-001.zip	volume_2IIIorg.json	facs_73_tr_1744131429	יאַקובזאָן, [?]	930-930								Leadership_Ownership	owner_manager	דאָס איז געווען דער פֿאַרוואַלטער ה' יאַקובזאָן.	פאַרוואַלטער																
	drive-download-20260308T052916Z-1-001.zip	volume_2IIIorg.json	facs_73_tr_1744131424	יאַראָסלאַווסקאַ, זלאַטע	930-930														סיביר													
	drive-download-20260308T052916Z-1-001.zip	volume_2IIIorg.json	facs_73_tr_1744131424	יאַראָסלאַווסקאַ, זלאַטע	930-930														כאַרקאָוו													
	drive-download-20260308T052916Z-1-001.zip	volume_2IIIorg.json	facs_73_tr_1744131424	יאַראָסלאַווסקאַ, זלאַטע	930-930														אָדעס													
	drive-download-20260308T052916Z-1-001.zip	volume_2IIIorg.json	facs_74_tr_1744131378	יהואש [שלמה בּלוּמגאַרטען]	931-932														London	D. Appleton and Company												
	drive-download-20260308T052916Z-1-001.zip	volume_2IIIorg.json	facs_75_tr_1744131424	יהודית [רחל בערנשטיין]	933-933								Production_Distribution	published_by	"אין 1911 — אין זעלבן זשורנאָל (VII-VIII) די דראַמאַטישע סצענע „אין אונזערע טעג"""		1911															
	drive-download-20260308T052916Z-1-001.zip	volume_2IIIorg.json	facs_75_tr_1744131430	יודסאָן, שלמה	933-933								Leadership_Ownership	executive	זינט 1920 — מיטרעדאַקטאָר	מיטרעדאַקטאָר	1920															
	drive-download-20260308T052916Z-1-001.zip	volume_2IIIorg.json	facs_75_tr_1744131431	יוּלין, יהודה [עטמאַן]	934-934								Employment_Performance	artistic_staff	וואו ער האָט אויך אויפֿגעפֿירט אייניקע פּיעסעס	רעזשיסאָר																
	drive-download-20260308T052916Z-1-001.zip	volume_2IIIorg.json	facs_76_r	"""יונג-אַרגענטינע""."	935-936								Leadership_Ownership	founder	אויף דער איניציאַטיוו פֿון ... י. באָטאָשאַנסקי ... איז אין 1926 געגרינדעט געוואָרן די ליבהאָבער-געזעלשאַפט יידישע בינע יונג-אַרגענטינע	י. באָטאָשאַנסקי											"שמואל ראָזשאַנסקי — דער ערשטער אַרויסטריט פון ""יונג-אַרגענטינע"", „אידישע צייטונג"", ב'א, 8 יוני 1928."					
	drive-download-20260308T052916Z-1-001.zip	volume_2IIIorg.json	facs_76_r	"""יונג-אַרגענטינע""."	935-936								Leadership_Ownership	founder	אויף דער איניציאַטיוו פֿון ... נ. צוקער איז אין 1926 געגרינדעט געוואָרן די ליבהאָבער-געזעלשאַפט יידישע בינע יונג-אַרגענטינע	נ. צוקער											ה. זאכאק — צו אַ בעסער טעאַטער, „איד. צייט, ב'א, 17 יוני 1928.					
	drive-download-20260308T052916Z-1-001.zip	volume_2IIIorg.json	facs_76_r	"""יונג-אַרגענטינע""."	935-936								Leadership_Ownership	owner_manager	סוף 1927 נעמט איבער די לייטונג און רעזשי לעאָ האַלפּערן	לעאָ האַלפּערן	1927										"ש. פֿיינבערג — וועגן דעם ""צדיקס נסיעה"" און וועגן די פּרואוון פֿון ""יונג אַרגענטינע"", „די פרעסע"", ב'א, 18 יוני 1928."					
	drive-download-20260308T052916Z-1-001.zip	volume_2IIIorg.json	facs_76_r	"""יונג-אַרגענטינע""."	935-936								Employment_Performance	artistic_staff	טרעט אַריין אַלס רעזשיסער איליאַ ריס	איליאַ ריס	1930-02-01										"א. א. פֿישער — אַ פירוש אויף מפרשים און פירושים, ""ניילאַנד"", ב'א .1928 3"					
	drive-download-20260308T052916Z-1-001.zip	volume_2IIIorg.json	facs_76_r	"""יונג-אַרגענטינע""."	935-936								Leadership_Ownership	owner_manager	אונטער דער לייטונג פֿון שמואל גלאַזערמאַן	שמואל גלאַזערמאַן											"א. וואלדמאַן — „דעם צדיקס נסיעה"" פֿון סעקלער, „איד. וועלט“, ב'א, .1928, 40"					
	drive-download-20260308T052916Z-1-001.zip	volume_2IIIorg.json	facs_76_r	"""יונג-אַרגענטינע""."	935-936								Employment_Performance	performer	אברהם מאָרעווסקיס גאַסטשפּילן אין בוענאָס-איירעס, האָט די געזעלשאַפֿט איינגעאָרדנט מיט אים אייניקע פֿאָרלעזונגען	אברהם מאָרעווסקי											"ה. עסטרין — אַ יאָר דראַמאַטישע שול ""יונג אַרגענטינע"", ""ניילאַנד"", ב'א, 4, 1928."					
	drive-download-20260308T052916Z-1-001.zip	volume_2IIIorg.json	facs_76_r	"""יונג-אַרגענטינע""."	935-936								Affiliation_Membership	member	אין וועלכער עס זיינען געווען אַקטיוו יששכר וואראן	יששכר וואראן											"שמואל ראָזשאַנסקי — אַ ברודער-האנט צו ""יונג-אַרגענטינע"", „אידישע צייטונג', ב'א, 16 יולי 1928."					
	drive-download-20260308T052916Z-1-001.zip	volume_2IIIorg.json	facs_76_r	"""יונג-אַרגענטינע""."	935-936								Employment_Performance	artistic_staff	לערער זיינען ... י. באָטאָשאַנסקי	י. באָטאָשאַנסקי											"יעקב באטאָשאַנסקי — דער אויפטריט פון דער דראַמאַטישער שול ""יונג אַרגענטינע"" אין טעאַטער ""עקסעלסיאָר“, „די פרעסע“, ב'א, 22 מאי .1929"					
	drive-download-20260308T052916Z-1-001.zip	volume_2IIIorg.json	facs_76_r	"""יונג-אַרגענטינע""."	935-936								Employment_Performance	artistic_staff	לערער זיינען ... דר. ש. י יוריס	דר. ש. י יוריס											"ה. ב. [ברוסילאָווסקי] — דער קינסטלערישער אָוונט פון ""יונג אַרגענטינע"", ""אַרגענטינער טאָג"", ב'א, 27 יולי 1929."					
	drive-download-20260308T052916Z-1-001.zip	volume_2IIIorg.json	facs_77_tr_1744131367	יונגווירט, לעאָפּאָלד (פרץ)	937-937								Employment_Performance	performer	זינט 1911 אַריבער צו שפּילן גרעסערע ראָלן	גרעסערע ראָלן	1911															
	drive-download-20260308T052916Z-1-001.zip	volume_2IIIorg.json	facs_77_tr_1744131367	יונגווירט, לעאָפּאָלד (פרץ)	937-937								Leadership_Ownership	owner_manager	שפּעטער געווען 3 יאָר דירעקטאָר אין קראָקע	דירעקטאָר																
	drive-download-20260308T052916Z-1-001.zip	volume_2IIIorg.json	facs_77_tr_1744131367	יונגווירט, לעאָפּאָלד (פרץ)	937-937								Employment_Performance	artistic_staff	דערנאָך אַקטיאָר און רעזשיסער אין טשערנאָוויץ	רעזשיסער																
