db_id	name	name_yiddish	n_clusters	n_sents	cluster_ids	text_source	tags	confidence	evidence	review_flags	source
1335	טרופּע פֿון אַברהם-יצחק און אסתר-רחל קאמינסקי	טרופּע פֿון אַברהם-יצחק און אסתר-רחל קאמינסקי	2	2	ORG-C03279 | ORG-C04173	linked	Ad Hoc Company | Family Company | Impresario Company	medium	Ad Hoc Company ⟵ joined names «אַברהם-יצחק און אסתר-רחל» [text-low] ; Family Company ⟵ known family: Kaminski [knowledge] ; Impresario Company ⟵ base: eponymous manager-led troupe [base]		Claude-draft
1336	קאָמפּאַניעעץ און צעלמייסטער	קאָמפּאַניעעץ און צעלמייסטער	1	1	ORG-C04921	linked	Ad Hoc Company | Impresario Company	medium	Ad Hoc Company ⟵ joined names «קאָמפּאַניעעץ און צעלמייסטער» [text-low] ; Impresario Company ⟵ base: eponymous manager-led troupe [base]		Claude-draft
1337	פאַראייניקטער טרופּע פון ליבערט-קרויזע-סיעראָצקי	פאַראייניקטער טרופּע פון ליבערט-קרויזע-סיעראָצקי	1	1	ORG-C06426	linked	Ad Hoc Company | Impresario Company	medium	Ad Hoc Company ⟵ joined names «ליבערט-קרויזע» [text-low] ; Impresario Company ⟵ base: eponymous manager-led troupe [base]		Claude-draft
1338	דראַמאַטישע גרופּע פֿון בן-אָרי	"דראַמאַטישע גרופּע א""ר פֿון בן-אָרי"	1	1	ORG-C07332	linked	Impresario Company	low (base only)	Impresario Company ⟵ base: eponymous manager-led troupe [base]		Claude-draft
1339	שלום-עליכם'ס טור	שלום-עליכמס טור	1	1	ORG-C02880	linked	Ad Hoc Company | Impresario Company	medium	Ad Hoc Company ⟵ joined names «שלום-עליכם» [text-low] ; Impresario Company ⟵ base: eponymous manager-led troupe [base]		Claude-draft
1340	טאָמאָשעווסקי, אָדלער און עדעלשטיין	טאָמאָשעווסקי, אָדלער און עדעלשטיין	1	1	ORG-C05742	linked	Ad Hoc Company | Star Company | Impresario Company	medium	Ad Hoc Company ⟵ joined names «אָדלער און עדעלשטיין» [text-low] ; Star Company ⟵ known star: Adler [knowledge] ; Impresario Company ⟵ base: eponymous manager-led troupe [base]		Claude-draft
1341	לערמאַן, מייערסאָן, רובין	לערמאַן, מייערסאָן, רובין	1	1	ORG-C04934	linked	Impresario Company	low (base only)	Impresario Company ⟵ base: eponymous manager-led troupe [base]		Claude-draft
1342	טעאַטער-קאָלעקטיוו א'אַ פֿון גראָסמאַן און נאַטאַנסאָן	טעאַטער-קאָלעקטיוו א'אַ פֿון גראָסמאַן און נאַטאַנסאָן	2	2	ORG-C04967 | ORG-C04065	linked	Ad Hoc Company | Cooperative Company	medium	Ad Hoc Company ⟵ joined names «גראָסמאַן און נאַטאַנסאָן» [text-low] ; Cooperative Company ⟵ «קאָלעקטיוו» [text]		Claude-draft
1343	טרופּע פֿון שלמה פּריזאַמענט און הירש האַרט	טרופּע פֿון שלמה פּריזאַמענט און הירש האַרט	1	1	ORG-C07361	linked	Ad Hoc Company | Impresario Company	medium	Ad Hoc Company ⟵ joined names «פּריזאַמענט און הירש» [text-low] ; Impresario Company ⟵ base: eponymous manager-led troupe [base]		Claude-draft
1344	יעקב וואַקסמאַן	יעקב וואַקסמאַן	1	1	ORG-C04589	linked	Impresario Company	low (base only)	Impresario Company ⟵ base: eponymous manager-led troupe [base]		Claude-draft
1345	קאמינסקי און פישזאָן	קאמינסקי און פישזאָן	2	2	ORG-C04129 | ORG-C06135	linked	Ad Hoc Company | Family Company | Star Company | Impresario Company	medium	Ad Hoc Company ⟵ joined names «קאמינסקי און פישזאָן» [text-low] ; Family Company ⟵ known family: Kaminski [knowledge] ; Star Company ⟵ known star: Fishzon [knowledge] ; Impresario Company ⟵ base: eponymous manager-led troupe [base]		Claude-draft
1346	יידישע טרופּעס פֿון וויינשטאָק און וויינשטיין	יידישע טרופּעס פֿון וויינשטאָק, וויינשטיין	1	1	ORG-C04992	linked	Ad Hoc Company | Impresario Company	medium	Ad Hoc Company ⟵ joined names «וויינשטאָק און וויינשטיין» [text-low] ; Impresario Company ⟵ base: eponymous manager-led troupe [base]		Claude-draft
1347	טרופּע פֿון יעקב גאָלדשטיין און מאָריס נעסטאַר	טרופּע פֿון יעקב גאָלדשטיין און מאָריס נעסטאַר	2	2	ORG-C07055 | ORG-C00507	linked	Ad Hoc Company | Impresario Company	medium	Ad Hoc Company ⟵ joined names «גאָלדשטיין און מאָריס» [text-low] ; Impresario Company ⟵ base: eponymous manager-led troupe [base]		Claude-draft
1348	זשעני שמילאָוויטש (שפּעטער — לאָוויץ)	זשעני שמילאָוויטש (שפּעטער — לאָוויץ)	1	1	ORG-C03542	linked	Impresario Company	low (base only)	Impresario Company ⟵ base: eponymous manager-led troupe [base]		Claude-draft
1349	טרופּע גאָלדפאַדען-טאַנצמאַן	טרופּע גאָלדפאַדען-טאַנצמאַן	1	1	ORG-C04993	linked	Impresario Company	low (base only)	Impresario Company ⟵ base: eponymous manager-led troupe [base]		Claude-draft
1350	מ. ח. טיטעלמאַן	מ. ח. טיטעלמאַן	1	1	ORG-C04242	linked	Impresario Company	low (base only)	Impresario Company ⟵ base: eponymous manager-led troupe [base]		Claude-draft
1351	פֿישזאָן און בערענשטיין	פֿישזאָן און בערענשטיין	1	1	ORG-C05491	linked	Ad Hoc Company | Impresario Company	medium	Ad Hoc Company ⟵ joined names «פֿישזאָן און בערענשטיין» [text-low] ; Impresario Company ⟵ base: eponymous manager-led troupe [base]		Claude-draft
1352	איזידאָר ליליען	איזידאָר ליליען	2	2	ORG-C05261 | ORG-C06610	linked	Impresario Company	low (base only)	Impresario Company ⟵ base: eponymous manager-led troupe [base]		Claude-draft
1354	מייערכאָלד און קאַשאַוואָראָוו	קינסטלערישע וואַנדערער	1	1	ORG-C00315	linked	Ad Hoc Company | Impresario Company	medium	Ad Hoc Company ⟵ joined names «מייערכאָלד און קאַשאַוואָראָוו» [text-low] ; Impresario Company ⟵ base: eponymous manager-led troupe [base]		Claude-draft
1355	זאַנדבערג א'נ גאַדלעוויטש	זאַנדבערג א'נ גאַדלעוויטש	1	1	ORG-C04243	linked	Impresario Company	low (base only)	Impresario Company ⟵ base: eponymous manager-led troupe [base]		Claude-draft
1356	טרופּע פֿון יעקב ספּיוואָקאָווסקי און קאָרל גוטענטאָג	טרופּע פֿון יעקב ספּיוואָקאָווסקי און קאָרל גוטענטאָג	1	1	ORG-C06159	linked	Ad Hoc Company | Impresario Company	medium	Ad Hoc Company ⟵ joined names «ספּיוואָקאָווסקי און קאָרל» [text-low] ; Impresario Company ⟵ base: eponymous manager-led troupe [base]		Claude-draft
1357	טרופּע פֿון הערמאַן בערמאַן און א. י. קאמינסקי	טרופּע פֿון הערמאַן בערמאַן און א. י. קאמינסקי	1	1	ORG-C02635	linked	Ad Hoc Company | Family Company | Impresario Company	medium	Ad Hoc Company ⟵ joined names «בערמאַן און א.» [text-low] ; Family Company ⟵ known family: Kaminski [knowledge] ; Impresario Company ⟵ base: eponymous manager-led troupe [base]		Claude-draft
1358	יידישער טרופּע פֿון שיין	יידישער טרופּע פֿון שיין	1	1	ORG-C05830	linked	Impresario Company	low (base only)	Impresario Company ⟵ base: eponymous manager-led troupe [base]		Claude-draft
1359	טרופּע פֿון ווינאָקור און בראָנדעסקאָ	טרופּע פֿון ווינאָקור און בראָנדעסקאָ	1	1	ORG-C05622	linked	Ad Hoc Company | Impresario Company	medium	Ad Hoc Company ⟵ joined names «ווינאָקור און בראָנדעסקאָ» [text-low] ; Impresario Company ⟵ base: eponymous manager-led troupe [base]		Claude-draft
1360	טרופּע פֿון ווייסהאָף און שוואַרצבאַרד	טרופּע פֿון ווייסהאָף און שוואַרצבאַרד	1	1	ORG-C03538	linked	Ad Hoc Company | Impresario Company	medium	Ad Hoc Company ⟵ joined names «ווייסהאָף און שוואַרצבאַרד» [text-low] ; Impresario Company ⟵ base: eponymous manager-led troupe [base]		Claude-draft
1361	טרופּע פֿון טעאַטער-דירעקטאָר מישע נעמער	טרופּע פֿון טעאַטער-דירעקטאָר מישע נעמער	1	1	ORG-C03610	linked	Ad Hoc Company | Impresario Company	medium	Ad Hoc Company ⟵ joined names «טער-דירעקטא» [text-low] ; Impresario Company ⟵ base: eponymous manager-led troupe [base]		Claude-draft
1362	אַמכא	אַמכא	1	2	ORG-C00097	linked	Impresario Company	low (base only)	Impresario Company ⟵ base: eponymous manager-led troupe [base]		Claude-draft
1363	וויינשטאָק	וויינשטאָק	1	1	ORG-C06554	linked	Impresario Company	low (base only)	Impresario Company ⟵ base: eponymous manager-led troupe [base]		Claude-draft
1364	טרופּע מיט קאַרפּ און פֿינקעל	טרופּע מיט קאַרפּ און פֿינקעל	1	1	ORG-C06418	linked	Ad Hoc Company | Impresario Company	medium	Ad Hoc Company ⟵ joined names «קאַרפּ און פֿינקעל» [text-low] ; Impresario Company ⟵ base: eponymous manager-led troupe [base]		Claude-draft
1365	ביי אַדלער און טאָמאשעווסקי	ביי אַדלער און טאָמאָזעווסקי	2	2	ORG-C06668 | ORG-C06754	linked	Ad Hoc Company | Star Company | Impresario Company	medium	Ad Hoc Company ⟵ joined names «אַדלער און טאָמאשעווסקי» [text-low] ; Star Company ⟵ known star: Adler [knowledge] ; Impresario Company ⟵ base: eponymous manager-led troupe [base]		Claude-draft
1366	טרוּפּע קאַמינסקי-ספּיוואַקאָווסקי	טרוּפּע קאַמינסקי-ספּיוואַקאָווסקי	1	1	ORG-C04038	linked	Family Company | Impresario Company	medium	Family Company ⟵ known family: Kaminski [knowledge] ; Impresario Company ⟵ base: eponymous manager-led troupe [base]		Claude-draft
1367	טרופּע פֿון סיעראָצקי, ראָשטיין א. א.	טרופּע פֿון סיעראָצקי, ראָשטיין א. א.	1	1	ORG-C03685	linked	Impresario Company	low (base only)	Impresario Company ⟵ base: eponymous manager-led troupe [base]		Claude-draft
1368	טרופּע וואָלפּסאָן און קאַזשדאַן	טרופּע וואָלפּסאָן און קאַזשדאַן	1	1	ORG-C04968	linked	Ad Hoc Company | Impresario Company	medium	Ad Hoc Company ⟵ joined names «וואָלפּסאָן און קאַזשדאַן» [text-low] ; Impresario Company ⟵ base: eponymous manager-led troupe [base]		Claude-draft
1374	יאָנג-בעזמאַן	יאָנג-בעזמאַן	2	2	ORG-C02757 | ORG-C05550	linked	Impresario Company	low (base only)	Impresario Company ⟵ base: eponymous manager-led troupe [base]		Claude-draft
1375	פאַמיליע הערשמאַן	פאַמיליע הערשמאַן	1	1	ORG-C06195	linked	Impresario Company	low (base only)	Impresario Company ⟵ base: eponymous manager-led troupe [base]		Claude-draft
1376	קאַניעווסקאַ טרופּע פֿון דרום-אפריקע	קאַניעווסקאַ טרופּע פֿון דרום-אפריקע	1	1	ORG-C04730	linked	Ad Hoc Company | Impresario Company	medium	Ad Hoc Company ⟵ joined names «דרום-אפריקע» [text-low] ; Impresario Company ⟵ base: eponymous manager-led troupe [base]		Claude-draft
1377	גרופּע 36	גרופּע 36	1	1	ORG-C07223	linked	Impresario Company	low (base only)	Impresario Company ⟵ base: eponymous manager-led troupe [base]		Claude-draft
1378	טרופּע פֿון נאָזשיק און לאַטאָוויטש	טרופּע פֿון נאָזשיק און לאַטאָוויטש	1	1	ORG-C06514	linked	Ad Hoc Company | Impresario Company	medium	Ad Hoc Company ⟵ joined names «נאָזשיק און לאַטאָוויטש» [text-low] ; Impresario Company ⟵ base: eponymous manager-led troupe [base]		Claude-draft
1379	ליפּאָווסקי-קאָמפּאָניעעץ	ליפּאָווסקי-קאָמפּאָניעעץ	1	1	ORG-C05046	linked	Impresario Company	low (base only)	Impresario Company ⟵ base: eponymous manager-led troupe [base]		Claude-draft
1380	שוואַרץ-קוואַרטעט	שוואַרץ-קוואַרטעט	3	3	ORG-C00425 | ORG-C06192 | ORG-C07075	linked	Kleinkunst / Revue / Cabaret Company | Star Company | Impresario Company	medium	Kleinkunst / Revue / Cabaret Company ⟵ «קוואַרטעט» [text] ; Star Company ⟵ known star: Schwartz [knowledge] ; Impresario Company ⟵ base: eponymous manager-led troupe [base]		Claude-draft
1381	טרופּע אָדאָלף סעגאָל און דימאָרסקי	טרופּע אָדאָלף סעגאָל און דימאָרסקי	1	1	ORG-C06356	linked	Ad Hoc Company | Impresario Company	medium	Ad Hoc Company ⟵ joined names «סעגאָל און דימאָרסקי» [text-low] ; Impresario Company ⟵ base: eponymous manager-led troupe [base]		Claude-draft
1382	דוד זיידערמאָן-חנה לערנער	דוד זיידערמאָן-חנה לערנער	1	1	ORG-C01749	linked	Impresario Company	low (base only)	Impresario Company ⟵ base: eponymous manager-led troupe [base]		Claude-draft
1383	טרופּע גאָלדפֿאַדן-סעגאלעסקאָ	טרופּע גאָלדפֿאַדן-סעגאלעסקאָ	1	1	ORG-C07083	linked	Impresario Company	low (base only)	Impresario Company ⟵ base: eponymous manager-led troupe [base]		Claude-draft
1384	סעם שילינג	סעם שילינג	3	3	ORG-C05114 | ORG-C03160 | ORG-C05939	linked	Impresario Company	low (base only)	Impresario Company ⟵ base: eponymous manager-led troupe [base]		Claude-draft
1385	זיידל העלמאַן	זיידל העלמאַן	1	1	ORG-C04733	linked	Impresario Company	low (base only)	Impresario Company ⟵ base: eponymous manager-led troupe [base]		Claude-draft
1386	דירעקטאָר באַלזאָק	דירעקטאָר באַלזאָק	1	1	ORG-C06427	linked	Impresario Company	low (base only)	Impresario Company ⟵ base: eponymous manager-led troupe [base]		Claude-draft
1387	טרופּע גוזיק-סאָבסיי	טרופּע גוזיק-סאָבסיי	1	1	ORG-C04924	linked	Impresario Company	low (base only)	Impresario Company ⟵ base: eponymous manager-led troupe [base]		Claude-draft
1388	טרופּע פֿון פינקו פֿרידמאַן און אַדאָלף סעגאָל	טרופּע פֿון פינקו פֿרידמאַן און אַדאָלף סעגאָל	1	1	ORG-C04390	linked	Ad Hoc Company | Impresario Company	medium	Ad Hoc Company ⟵ joined names «פֿרידמאַן און אַדאָלף» [text-low] ; Impresario Company ⟵ base: eponymous manager-led troupe [base]		Claude-draft
1389	טרופּע שאַראַוונער-בערנשטיין	טרופּע שאַראַוונער-בערנשטיין	1	1	ORG-C07134	linked	Ad Hoc Company | Impresario Company	medium	Ad Hoc Company ⟵ joined names «וונער-בערנשטיין» [text-low] ; Impresario Company ⟵ base: eponymous manager-led troupe [base]		Claude-draft
1390	טרופּע פֿון טיטעלמאַן און אָדאָלף בערמאַן	טרופּע פֿון טיטעלמאַן און אָדאָלף בערמאַן	1	1	ORG-C06208	linked	Ad Hoc Company | Impresario Company	medium	Ad Hoc Company ⟵ joined names «טיטעלמאַן און אָדאָלף» [text-low] ; Impresario Company ⟵ base: eponymous manager-led troupe [base]		Claude-draft
1391	פינקעל מיט אַדלערן	פינקעל מיט אַדלערן	1	1	ORG-C06175	linked	Star Company | Impresario Company	medium	Star Company ⟵ known star: Adler [knowledge] ; Impresario Company ⟵ base: eponymous manager-led troupe [base]		Claude-draft
1392	טרוּפּע פֿוּן בּעני שיינגאָלד אוּן סעם שילינג	טרוּפּע פֿוּן בּעני שיינגאָלד אוּן סעם שילינג	1	1	ORG-C04042	linked	Impresario Company	low (base only)	Impresario Company ⟵ base: eponymous manager-led troupe [base]		Claude-draft
1393	סאָניאַ נאָטאָנסאָן	סאָניאַ נאָטאָנסאָן	2	2	ORG-C06793 | ORG-C05617	linked	Impresario Company	low (base only)	Impresario Company ⟵ base: eponymous manager-led troupe [base]		Claude-draft
1394	רוסישער טרופּע אונטער דער דירעקציע פֿון ליצענקאַ	רוסישער טרופּע אונטער דער דירעקציע פֿון ליצענקאַ	1	1	ORG-C01074	linked	Impresario Company	low (base only)	Impresario Company ⟵ base: eponymous manager-led troupe [base]		Claude-draft
1395	פּראָווינץ-טרופּע פֿון ליכטיגער	פּראָווינץ-טרופּע פֿון ליכטיגער	1	1	ORG-C06718	linked	Impresario Company	low (base only)	Impresario Company ⟵ base: eponymous manager-led troupe [base]		Claude-draft
1396	מיט דוד וועטשטיין	מיט דוד וועטשטיין	1	1	ORG-C03105	linked	Impresario Company	low (base only)	Impresario Company ⟵ base: eponymous manager-led troupe [base]		Claude-draft
1397	בעליאַיעווס רוסישער טרופּע	בעליאַיעווס רוסישער טרופּע	1	1	ORG-C06535	linked	Impresario Company	low (base only)	Impresario Company ⟵ base: eponymous manager-led troupe [base]		Claude-draft
1398	טרופּע סעגאַל-גליקמאַן-עטינגער	טרופּע סעגאַל-גליקמאַן-עטינגער	1	1	ORG-C05148	linked	Impresario Company	low (base only)	Impresario Company ⟵ base: eponymous manager-led troupe [base]		Claude-draft
1399	כאָר ביי קאמינסקי און ליבערט	כאָר ביי קאמינסקי און ליבערט	1	1	ORG-C05942	linked	Ad Hoc Company | Family Company | Impresario Company	medium	Ad Hoc Company ⟵ joined names «קאמינסקי און ליבערט» [text-low] ; Family Company ⟵ known family: Kaminski [knowledge] ; Impresario Company ⟵ base: eponymous manager-led troupe [base]		Claude-draft
1400	יעקב זילבערט און בעטי קעניג	יעקב זילבערט און בעטי קעניג	1	1	ORG-C04127	linked	Ad Hoc Company | Impresario Company	medium	Ad Hoc Company ⟵ joined names «זילבערט און בעטי» [text-low] ; Impresario Company ⟵ base: eponymous manager-led troupe [base]		Claude-draft
1401	וואַנדער-טרופּע פון אַדאָלף בערמאַן און גוסטאַוו שוואַרצבאַרד	וואַנדער-טרופּע פון אַדאָלף בערמאַן און גוסטאַוו שוואַרצבאַרד	1	1	ORG-C02747	linked	Ad Hoc Company | Impresario Company	medium	Ad Hoc Company ⟵ joined names «בערמאַן און גוסטאַוו» [text-low] ; Impresario Company ⟵ base: eponymous manager-led troupe [base]		Claude-draft
1402	טרופּע פֿון יעקב ליבערט, רודאָלף זאַסלאַווסקי און ה. ווייסמאַן	טרופּע פֿון יעקב ליבערט, רודאָלף זאַסלאַווסקי און ה. ווייסמאַן	1	1	ORG-C03252	linked	Ad Hoc Company | Star Company | Impresario Company	medium	Ad Hoc Company ⟵ joined names «זאַסלאַווסקי און ה.» [text-low] ; Star Company ⟵ known star: Zaslavsky [knowledge] ; Impresario Company ⟵ base: eponymous manager-led troupe [base]		Claude-draft
1403	דירעקטאָר קענער	דירעקטאָר קענער	1	1	ORG-C04715	linked	Impresario Company	low (base only)	Impresario Company ⟵ base: eponymous manager-led troupe [base]		Claude-draft
1404	באַוועגלעכן קאָלעקטיוו א'א פֿון ווייסמאַן און ליבערט	באַוועגלעכן קאָלעקטיוו א'א פֿון ווייסמאַן און ליבערט	1	1	ORG-C04816	linked	Ad Hoc Company | Cooperative Company	medium	Ad Hoc Company ⟵ joined names «ווייסמאַן און ליבערט» [text-low] ; Cooperative Company ⟵ «קאָלעקטיוו» [text]		Claude-draft
1405	טרופּע צוקערמאָן, ספּיוואַקאָווסקי, שיינגאַלד שרה גאָלדשטיין-קאָרפּ, יוסף גאָלדשמידט, וויינשטאָק, שואָל וויינשטיין און די קויפמאָנס	טרופּע צוקערמאָן, ספּיוואַקאָווסקי, שיינגאַלד שרה גאָלדשטיין-קאָרפּ, יוסף גאָלדשמידט, וויינשטאָק, שואָל וויינשטיין און די קויפמאָנס	1	1	ORG-C05859	linked	Ad Hoc Company | Impresario Company	medium	Ad Hoc Company ⟵ joined names «וויינשטיין און די» [text-low] ; Impresario Company ⟵ base: eponymous manager-led troupe [base]		Claude-draft
1406	מאָריס נאָוויקאָווס טרופּע	מאָריס נאָוויקאָווס טרופּע	1	1	ORG-C04809	linked	Impresario Company	low (base only)	Impresario Company ⟵ base: eponymous manager-led troupe [base]		Claude-draft
1407	טרופּע פֿון משה וויינבערג, בערמאַן און טאַנענצאפּ	טרופּע פֿון משה וויינבערג, בערמאַן און טאַנענצאפּ	1	1	ORG-C05240	linked	Ad Hoc Company | Impresario Company	medium	Ad Hoc Company ⟵ joined names «בערמאַן און טאַנענצאפּ» [text-low] ; Impresario Company ⟵ base: eponymous manager-led troupe [base]		Claude-draft
1408	קאָלעקטיוו פֿון חיהלע פֿרידמאַן און גוטהערץ	קאָלעקטיוו פֿון חיהלע פֿרידמאַן און גוטהערץ	1	1	ORG-C03481	linked	Ad Hoc Company | Cooperative Company	medium	Ad Hoc Company ⟵ joined names «פֿרידמאַן און גוטהערץ» [text-low] ; Cooperative Company ⟵ «קאָלעקטיוו» [text]		Claude-draft
1409	טרופּע בלומענטאָל-וואַקסמאַן	טרופּע בלומענטאָל-וואַקסמאַן	2	2	ORG-C03020 | ORG-C05850	linked	Impresario Company	low (base only)	Impresario Company ⟵ base: eponymous manager-led troupe [base]		Claude-draft
1410	טרופּע פֿון די ברידער טשיסטאָגורסקי	טרופּע פֿון די ברידער טשיסטאָגורסקי	1	1	ORG-C01726	linked	Family Company | Impresario Company	high	Family Company ⟵ «ברידער» [text] ; Impresario Company ⟵ base: eponymous manager-led troupe [base]		Claude-draft
1411	טשיזיק, טאַראַנטשיק, בליפעלד, פּיורניק	טשיזיק, טאַראַנטשיק, בליפעלד, פּיורניק	1	1	ORG-C02726	linked	Impresario Company	low (base only)	Impresario Company ⟵ base: eponymous manager-led troupe [base]		Claude-draft
1412	מאַלי פיקאָן-קאָליך אָנסאַמבל	מאַלי פיקאָן-קאָליך אָנסאַמבל	2	2	ORG-C02764 | ORG-C03122	linked	Impresario Company	low (base only)	Impresario Company ⟵ base: eponymous manager-led troupe [base]		Claude-draft
1413	אוקראַאינישע אָפּערעטן-טרופּע סאַקסאַגאָרסקי-קריפּאָווניצקי	אוקראַאינישע אָפּערעטן-טרופּע סאַקסאַגאָרסקי-קריפּאָווניצקי	1	1	ORG-C07262	linked	Operetta / Opera Company | Impresario Company	high	Operetta / Opera Company ⟵ «אָפּערעט» [text] ; Impresario Company ⟵ base: eponymous manager-led troupe [base]		Claude-draft
1414	אַמעריקאַנעם טייל פֿון דער „ווילנער טרופּע	אַמעריקאַנעם טייל פֿון דער „ווילנער טרופּע	1	1	ORG-C05751	linked	Impresario Company	low (base only)	Impresario Company ⟵ base: eponymous manager-led troupe [base]		Claude-draft
1415	טרופּע שאַראַוונער- ווייסבלאָט (מיכאָלעסקאָ)	טרופּע שאַראַוונערווייסבלאָט (מיכאָלעסקאָ)	1	1	ORG-C05716	linked	Impresario Company	low (base only)	Impresario Company ⟵ base: eponymous manager-led troupe [base]		Claude-draft
1416	יידישער טרופּע פֿון זילבערמאַן און לאַטיינער	יידישער טרופּע פֿון זילבערמאַן און לאַטיינער	1	1	ORG-C06473	linked	Ad Hoc Company | Impresario Company	medium	Ad Hoc Company ⟵ joined names «זילבערמאַן און לאַטיינער» [text-low] ; Impresario Company ⟵ base: eponymous manager-led troupe [base]		Claude-draft
1417	לאָבעל און באָריס אויערבאַך	לאָבעל און באָריס אויערבאַך	1	1	ORG-C04549	linked	Ad Hoc Company | Impresario Company	medium	Ad Hoc Company ⟵ joined names «לאָבעל און באָריס» [text-low] ; Impresario Company ⟵ base: eponymous manager-led troupe [base]		Claude-draft
1418	חברים טרופּעס פֿון פּאָטאָצקאַ, באַראַטאָוו און משה ליפּמאַן	חבריםטרופּעס פֿון פּאָטאָצקאַ, באַראַטאָוו און משה ליפּמאַן	1	1	ORG-C02732	linked	Ad Hoc Company | Impresario Company	medium	Ad Hoc Company ⟵ joined names «באַראַטאָוו און משה» [text-low] ; Impresario Company ⟵ base: eponymous manager-led troupe [base]		Claude-draft
1419	טרוּפּעס פֿוּן גענפער, סאבּסיי, קאַזשדאַן אוּן גראָסמאַן	טרוּפּעס פֿוּן גענפער, סאבּסיי, קאַזשדאַן אוּן גראָסמאַן	1	1	ORG-C04024	linked	Impresario Company	low (base only)	Impresario Company ⟵ base: eponymous manager-led troupe [base]		Claude-draft
1420	חברים-טרופּעס פֿון לערמאַן, בערנשטיין און בעקער	חברים-טרופּעס פֿון לערמאַן, בערנשטיין און בעקער	1	1	ORG-C04428	linked	Ad Hoc Company | Impresario Company	medium	Ad Hoc Company ⟵ joined names «בערנשטיין און בעקער» [text-low] ; Impresario Company ⟵ base: eponymous manager-led troupe [base]		Claude-draft
1421	מיט בעסי און באָריס טאָמאַשעווסקי	מיט בעסי און באָריס טאָמאַשעווסקי	1	1	ORG-C04297	linked	Ad Hoc Company | Star Company | Impresario Company	medium	Ad Hoc Company ⟵ joined names «בעסי און באָריס» [text-low] ; Star Company ⟵ known star: Thomashefsky [knowledge] ; Impresario Company ⟵ base: eponymous manager-led troupe [base]		Claude-draft
1422	דזשעני וואליער	דזשעני וואליער	1	1	ORG-C04203	linked	Impresario Company	low (base only)	Impresario Company ⟵ base: eponymous manager-led troupe [base]		Claude-draft
1423	יעקב זילכערט	יעקב זילכערט	1	1	ORG-C05881	linked	Impresario Company	low (base only)	Impresario Company ⟵ base: eponymous manager-led troupe [base]		Claude-draft
1424	דראַמאַטישער טרופּע פֿון מיכאַאיל הערמאָלענסקי	דראַמאַטישער טרופּע פֿון מיכאַאיל הערמאָלענסקי	1	1	ORG-C04467	linked	Impresario Company	low (base only)	Impresario Company ⟵ base: eponymous manager-led troupe [base]		Claude-draft
1425	די גאסטראלירנדיקער יידישער טרופע (מאגולעסקא, פיינמאן און קעסלער)	די גאסטראלירנדיקער יידישער טרופע (מאגולעסקא, פיינמאן און קעסלער)	1	1	ORG-C05762	linked	Ad Hoc Company | Impresario Company	medium	Ad Hoc Company ⟵ joined names «פיינמאן און קעסלער)» [text-low] ; Impresario Company ⟵ base: eponymous manager-led troupe [base]		Claude-draft
1426	זילבערט און מאַלווינע לאָבעל	זילבערט און מאַלווינע לאָבעל	1	1	ORG-C05113	linked	Ad Hoc Company | Impresario Company	medium	Ad Hoc Company ⟵ joined names «זילבערט און מאַלווינע» [text-low] ; Impresario Company ⟵ base: eponymous manager-led troupe [base]		Claude-draft
1427	טרופּע קאמינסקי-סאָבזיי	טרופּע קאמינסקי-סאָבזיי	1	1	ORG-C06391	linked	Family Company | Impresario Company	medium	Family Company ⟵ known family: Kaminski [knowledge] ; Impresario Company ⟵ base: eponymous manager-led troupe [base]		Claude-draft
1428	בערמאַן און גראָסמאַן	בערמאַן און גראָסמאַן	1	1	ORG-C04935	linked	Ad Hoc Company | Impresario Company	medium	Ad Hoc Company ⟵ joined names «בערמאַן און גראָסמאַן» [text-low] ; Impresario Company ⟵ base: eponymous manager-led troupe [base]		Claude-draft
1429	משולחת	משולחת	1	1	ORG-C03633	linked	Cooperative Company	high	Cooperative Company ⟵ «קאָלעקטיוו» [text]		Claude-draft
1430	קאָנער	קאָנער	2	3	ORG-C06034 | ORG-C05915	linked	Impresario Company	low (base only)	Impresario Company ⟵ base: eponymous manager-led troupe [base]		Claude-draft
1431	ראטשיינען	ראטשיינען	1	1	ORG-C04212	linked	Impresario Company	low (base only)	Impresario Company ⟵ base: eponymous manager-led troupe [base]		Claude-draft
1432	מיט היימי און אַננאַ יאָקובאָוויטש	מיט היימי און אַננאַ יאָקובאָוויטש	1	1	ORG-C04661	linked	Ad Hoc Company | Impresario Company	medium	Ad Hoc Company ⟵ joined names «היימי און אַננאַ» [text-low] ; Impresario Company ⟵ base: eponymous manager-led troupe [base]		Claude-draft
1433	פֿיינשטייןס יידישע קינדער-טרופּע	פֿיינשטייןס יידישע קינדער-טרופּע	4	4	ORG-C04496 | ORG-C01851 | ORG-C03249 | ORG-C07118	linked	Children's Company | Impresario Company	high	Children's Company ⟵ «קינדער» [text] ; Impresario Company ⟵ base: eponymous manager-led troupe [base]		Claude-draft
1434	יאַקאָב	יאַקאָב	2	4	ORG-C03055 | ORG-C03830	linked	Impresario Company	low (base only)	Impresario Company ⟵ base: eponymous manager-led troupe [base]		Claude-draft
1435	א'נ לאובע	א'נ לאובע	1	1	ORG-C04287	linked	Impresario Company	low (base only)	Impresario Company ⟵ base: eponymous manager-led troupe [base]		Claude-draft
