cluster_id	canonical_yiddish	org_type	n_person_edges	n_distinct_persons	top_edge_types	n_located_in	places_en	sample_persons	cluster_size	existing_review_status
ORG-C07368	"הוצאָת „יבנה"""	publisher	1	1	work_published_by:1	2	Tel Aviv|Israel	אהרן צייטלין (אליעזר)(3364)	1	in_review_file_no_decision
ORG-C07369	עדעלשטיינס פּיפּלס טעאַטער	theatre	1	1	performed_with:1	0		נעלי קעסמאַן(3488)	1	in_review_file_no_decision
ORG-C07370	וויקטאָר	publisher	1	1	work_published_by:1	0		נעלי קעסמאַן(3488)	1	in_review_file_no_decision
ORG-C07371	פּאָטעי	publisher	1	1	work_published_by:1	0		נעלי קעסמאַן(3488)	1	in_review_file_no_decision
ORG-C07372	טעלעוויזיע	media	1	1	performed_with:1	0		נעלי קעסמאַן(3488)	1	in_review_file_no_decision
ORG-C07373	פאַראַמאונט סטודיאָ	studio	1	1	performed_with:1	0		נעלי קעסמאַן(3488)	1	in_review_file_no_decision
ORG-C07374	סאָלעל טעאַטער	theatre	1	1	work_produced_by:1	2	Buenos Aires|Argentina	משה דלוזשנאָווסקי(1504)	1	in_review_file_no_decision
ORG-C07375	אַברהם גאָלדפֿאַדן טעאַטער	theatre	1	1	work_produced_by:1	2	Buenos Aires|Argentina	משה דלוזשנאָווסקי(1504)	1	in_review_file_no_decision
ORG-C07376	WNBC - ראַדיאָ	radio	1	1	work_produced_by:1	2	New York City|United States	משה דלוזשנאָווסקי(1504)	1	in_review_file_no_decision
ORG-C07380	רעגירונגס-קאָנסערוואַטאָריע	school	1	1	studied_at:1	0		יעקב רעכטצייט(2741)	1	in_review_file_no_decision
ORG-C07381	יידישער אַקטיאָרן קלוב	union	1	1	executive_of:1	0		יעקב רעכטצייט(2741)	1	in_review_file_no_decision
ORG-C01535_Q02	מעדיצינישן פֿאַקולטעט	school	1	1	studied_at:1	1	Moscow	ר. בּן-אַרי (חיים-זאב רייקין)(3484)	1	in_review_file_no_decision
ORG-C01439_Q08	דראַמאַטישע סטודיע אין ניו סקול און סאָשל ריסווירטש	school	1	1	executive_of:1	1	New York City	ר. בּן-אַרי (חיים-זאב רייקין)(3484)	1	in_review_file_no_decision
ORG-C07386	אַנטאַ	theatre	1	1	managed:1	0		ר. בּן-אַרי (חיים-זאב רייקין)(3484)	1	in_review_file_no_decision
ORG-C07388	רוסקי דראָמאַטייטשעסקי קרוזשאָק	קרוזשאָק	1	1	performed_with:1	1	Philadelphia	פֿילאָדעלפֿיער יידישע דראָמ. געזעלשאַפטן(P-4-facs_639_tr_1755030118)	1	in_review_file_no_decision
ORG-C07389	סקאַדווילער ישיבה	school	1	1	studied_at:1	0		שלמה שטיינבּערג(3026)	1	in_review_file_no_decision
ORG-C07390	בלומס וואָדעוויל-הויז	theatre	1	1	work_produced_by:1	0		הערי קאַלצאַנאָוויטש(2070)	1	in_review_file_no_decision
ORG-C07391	יידישן דראַמאַ טורגען ליג	union	1	1	member_of:1	0		הערי קאַלצאַנאָוויטש(2070)	1	in_review_file_no_decision
ORG-C07392	קאָלעדזש וועלכער רופט זיך שאָפּ	school	1	1	studied_at:1	0		הערי קאַלצאַנאָוויטש(2070)	1	in_review_file_no_decision
ORG-C07393	„ריינעס ריעלטי קאָרפּאָריישאָן“	business	1	1	founded:1	1	United States	אונדזערע בויער(P-4-facs_651_tr_1755030219)	1	in_review_file_no_decision
ORG-C07394	„12-טע סטריט“	theatre	1	1	managed:1	1	New York City	אונדזערע בויער(P-4-facs_651_tr_1755030219)	1	in_review_file_no_decision
ORG-C00839_Q10	רעאַל-שול	school	1	1	studied_at:1	2	Kharkiv|Ukraine	אַלעקס שניידמאַן(P-4-facs_651_tr_1755030222)	1	in_review_file_no_decision
ORG-C01439_Q06	דראַמאַטישער שול	school	1	1	studied_at:1	2	Kharkiv|Ukraine	אַלעקס שניידמאַן(P-4-facs_651_tr_1755030222)	1	in_review_file_no_decision
ORG-C06085_Q02	שטאָטישן טעאַטער	theatre	1	1	performed_with:1	1	Kharkiv	אַלעקס שניידמאַן(P-4-facs_651_tr_1755030222)	1	in_review_file_no_decision
ORG-C07396	מוטער-פאַרבאַנד פון דער שול	union	1	1	member_of:1	0		נחמן זיידענוועבער(P-4-facs_652_r_1)	1	in_review_file_no_decision
ORG-C01275_Q03	אָרטיקן יידישן טעאַטער	theatre	1	1	managed:1	1	Cleveland	מאָריס פֿאַרבער(P-4-facs_652_tr_1755030209)	1	in_review_file_no_decision
ORG-C07398_Q02	יידישע קינדער-היימען	school	1	1	member_of:1	2	Paris|France	מאָריס פֿאַרבער(P-4-facs_652_tr_1755030209)	1	in_review_file_no_decision
ORG-C07399	סענטער אין דימונה	other	1	1	founded:1	2	Dimona|Israel	מאָריס פֿאַרבער(P-4-facs_652_tr_1755030209)	1	in_review_file_no_decision
ORG-C07400	לאָניאַ בימקאָ ליטעראַטור פאַנד	publisher	1	1	work_published_by:1	0		לאָניאַ בימקאָ(P-4-facs_653_tr_1755030263)	1	in_review_file_no_decision
ORG-C07401	ס.ס-באַוועגונג	union	1	1	member_of:1	0		דר. וועלוול אַסטראָווסקי(P-4-facs_654_tr_1755029981)	1	in_review_file_no_decision
ORG-C07402	דראַנזשיקס שול	school	1	1	studied_at:1	0		דר. וועלוול אַסטראָווסקי(P-4-facs_654_tr_1755029981)	1	in_review_file_no_decision
ORG-C07403	איראַן פּריפּעריטאָרי סקול	school	1	1	studied_at:1	1	New York City	דר. וועלוול אַסטראָווסקי(P-4-facs_654_tr_1755029981)	1	in_review_file_no_decision
ORG-C07404	וועגעטאַרישער געדאַנק	newspaper	1	1	staff_of:1	0		דר. וועלוול אַסטראָווסקי(P-4-facs_654_tr_1755029981)	1	in_review_file_no_decision
ORG-C07406	פרענדס אָוו פּראָגרעס	organization	1	1	member_of:1	2	New York City|United States	מאיר אַסטראָווסקי(P-4-facs_654_tr_1755029982)	1	in_review_file_no_decision
ORG-C07407	בראַנזווילער יוגנט-ברענטש 18	organization	1	1	founded:1	2	New York City|United States	מאיר אַסטראָווסקי(P-4-facs_654_tr_1755029982)	1	in_review_file_no_decision
ORG-C07412	בנימין ווינטער ברענטש 425 פֿון פֿאַרבאַנד	union	1	1	executive_of:1	0		יוסף אַרנאָלד(P-4-facs_655_tr_1755030266)	1	in_review_file_no_decision
ORG-C07413	אירגון יוצאי קאַליש	organization	1	1	affiliated_with:1	1	Tel Aviv	יוסף אַרנאָלד(P-4-facs_655_tr_1755030266)	1	in_review_file_no_decision
ORG-C07414	אינטערנעשאָנאל לעידיס גאַרמענט וואירקערס יוניאָן	union	1	1	member_of:1	0		יודל (יוליוס) באָרענשטיין(P-4-facs_655_tr_1755030265)	1	in_review_file_no_decision
ORG-C07415	יידישע ענציקלאָפּעדיע	publisher	1	1	member_of:1	0		יודל (יוליוס) באָרענשטיין(P-4-facs_655_tr_1755030265)	1	in_review_file_no_decision
ORG-C01402_Q02	יידישע קולטור-געזעלשאַפט	cultural society	1	1	founded:1	1	Chicago	יעקב דובאָוו(P-4-facs_655_tr_1755030260)	1	in_review_file_no_decision
ORG-C07416	יידישע קונסט טעאַטער-געזעלשאַפט	theatre	1	1	executive_of:1	0		יעקב דובאָוו(P-4-facs_655_tr_1755030260)	1	in_review_file_no_decision
ORG-C00067_Q03	"ייוו""אָ"	organization	1	1	executive_of:1	1	Chicago	יעקב דובאָוו(P-4-facs_655_tr_1755030260)	1	in_review_file_no_decision
ORG-C02802_Q02	געזעלשאַפטלעך יידיש טעאַטער אין שיקאַגאָ	theatre	1	1	executive_of:1	1	Chicago	יעקב דובאָוו(P-4-facs_655_tr_1755030260)	1	in_review_file_no_decision
ORG-C07419	פאַרשיידענע הילפס-אָרגאַנייזאַציעס	union	1	1	member_of:1	2	Mława|Poland	משה מרדכי(2510)	1	in_review_file_no_decision
ORG-C00114_Q09	הזמיר	theatre	1	1	member_of:1	2	Mława|Poland	משה מרדכי(2510)	1	in_review_file_no_decision
ORG-C07420	חורבי שפת עבר	cultural organization	1	1	member_of:1	2	Mława|Poland	משה מרדכי(2510)	1	in_review_file_no_decision
ORG-C00197_Q02	שלום עליכם פאָלקס אינסטיטוט	school	1	1	member_of:1	2	Detroit|United States	משה מרדכי(2510)	1	in_review_file_no_decision
ORG-C07421	פאַרבאַנד פון די פּוילישע יידן	union	1	1	member_of:1	2	Detroit|United States	משה מרדכי(2510)	1	in_review_file_no_decision
ORG-C07423	מלאַווער פאַראיין	society	1	1	founded:1	2	Los Angeles|United States	משה מרדכי(2510)	1	in_review_file_no_decision
ORG-C07424	קאַרנעני לייברערי	theatre	1	1	performed_with:1	1	Atlanta	מינאַ האָפמאַן(P-4-facs_656_tr_1755029862)	1	in_review_file_no_decision
ORG-C07425	רחל-גרופּע פּיאָנערן פרויען	organization	1	1	member_of:1	1	Los Angeles	יעקב און וויעראַ ווייס(P-4-facs_657_tr_1755030210)	1	in_review_file_no_decision
ORG-C07426	פינסקי צווייג פֿון פֿאַרבאַנד	union	1	1	member_of:1	1	Los Angeles	יעקב און וויעראַ ווייס(P-4-facs_657_tr_1755030210)	1	in_review_file_no_decision
ORG-C07429	וועסט ענד דראַמאָטיק קלוב	theatre	1	1	performed_with:1	2	New York City|United States	פאַולין ווהייטמאַן(P-4-facs_658_tr_1755030002)	1	in_review_file_no_decision
ORG-C07432	ס.ס. (ציוניסטן-סאָציאַליסטן)	party	1	1	member_of:1	0		הענעלע וואַסערמאַן(P-4-facs_658_tr_1755030000)	1	in_review_file_no_decision
ORG-C07398_Q01	יידישע קינדער-היימען	school	1	1	employed_by:1	1	Warsaw	הענעלע וואַסערמאַן(P-4-facs_658_tr_1755030000)	1	in_review_file_no_decision
ORG-C02558_Q02	פּועלי-ציון פּאַרטיי	party	1	1	member_of:1	1	United States	בעני און מאָלי טראָי(P-4-facs_659_tr_1755030149)	1	in_review_file_no_decision
ORG-C07435	אַמעריקען קלאַוק ענד סוט מאַנופ. אַסאָס.	union	1	1	employed_by:1	0		בעני און מאָלי טראָי(P-4-facs_659_tr_1755030149)	1	in_review_file_no_decision
ORG-C07436	סענטערס באָל רעווי	theatre	1	1	work_produced_by:1	0		הענרי לערנער(P-4-facs_659_tr_1755030151)	1	in_review_file_no_decision
ORG-C07437	בוקאָווינער דראַמאַטישן פֿאַראיין	theatre	1	1	member_of:1	0		חנה לעווין(2257)	1	in_review_file_no_decision
ORG-C07438	יחיעם-קלוב פֿון דער פּיאָנערן פרויען אָרגאַניזאַציע	club	1	1	member_of:1	0		חנה לעווין(2257)	1	in_review_file_no_decision
ORG-C07439	אינסטיטוט פֿאַר „אינטיריער דעקאָרעטינג“	school	1	1	graduated_from:1	0		רויזעלע ליבקין(P-4-facs_661_tr_1755030263)	1	in_review_file_no_decision
ORG-C03897_Q02	אַרבעטער רינג קעמפּ	school	1	1	staff_of:1	1	United States	רויזעלע ליבקין(P-4-facs_661_tr_1755030263)	1	in_review_file_no_decision
ORG-C02357_Q02	אַנטי דעפעמעישאָן ליג	organization	1	1	member_of:1	2	Queens (New York, N.Y.)|United States	רויזעלע ליבקין(P-4-facs_661_tr_1755030263)	1	in_review_file_no_decision
ORG-C07440	בני ברית-פרויען דיוויזיע	organization	1	1	executive_of:1	0		רויזעלע ליבקין(P-4-facs_661_tr_1755030263)	1	in_review_file_no_decision
ORG-C07441	אַרמעע	organization	1	1	member_of:1	0		מאָריס מעדאָוו(P-4-facs_661_tr_1755030261)	1	in_review_file_no_decision
ORG-C07442	יידישן טעאַטער ביי אַברהם-יצחק קאַמינסקי	theatre	1	1	performed_with:1	1	Warsaw	דזשוליוס און בערטאָ מילער(P-4-facs_662_tr_1755029947)	1	in_review_file_no_decision
ORG-C07443	חזן בירנבוימס באַרימטער חזנים-שול	school	1	1	studied_at:1	1	Częstochowa	דזשוליוס און בערטאָ מילער(P-4-facs_662_tr_1755029947)	1	in_review_file_no_decision
ORG-C00718_Q04	יידיש נאַציאָנאַלן אַרבעטער-פֿאַרבאַנד	union	1	1	staff_of:1	1	Chicago	דזשוליוס און בערטאָ מילער(P-4-facs_662_tr_1755029947)	1	in_review_file_no_decision
ORG-C07444	טוראָווער פאַראיין	society	1	1	member_of:1	2	Detroit|United States	בען סאפּקין(P-4-facs_663_tr_1755030299)	1	in_review_file_no_decision
ORG-C07445	לעיבאָר לייסעאום	institution	1	1	founded:1	2	Detroit|United States	בען סאפּקין(P-4-facs_663_tr_1755030299)	1	in_review_file_no_decision
ORG-C07446	פּיפּלס רעליף	organization	1	1	executive_of:1	0		בען סאפּקין(P-4-facs_663_tr_1755030299)	1	in_review_file_no_decision
ORG-C07447	יעקאַטערינאָסלאַווער פאַראיין	society	1	1	member_of:1	0		בען סאפּקין(P-4-facs_663_tr_1755030299)	1	in_review_file_no_decision
ORG-C07448	"מעדעם ברענטש א""ר"	union branch	1	1	founded:1	0		בען סאפּקין(P-4-facs_663_tr_1755030299)	1	in_review_file_no_decision
ORG-C07449	"א""ר קעמפּ"	organization	1	1	executive_of:1	0		בען סאפּקין(P-4-facs_663_tr_1755030299)	1	in_review_file_no_decision
ORG-C00548_Q03	יידישן אַרבעטער קאָמיטעט	organization	1	1	founded:1	1	Los Angeles	בען סאפּקין(P-4-facs_663_tr_1755030299)	1	in_review_file_no_decision
ORG-C07450	אַרבעטער-רינג דיוויזיע	division	1	1	executive_of:1	0		בען סאפּקין(P-4-facs_663_tr_1755030299)	1	in_review_file_no_decision
ORG-C07451	יידישן געריכט	institution	1	1	employed_by:1	0		פעני עדעלמאַן(P-4-facs_663_tr_1755030300)	1	in_review_file_no_decision
ORG-C07453	גאָלדסטאָוון גרופּע	union	1	1	member_of:1	0		נייטען ערליך(P-4-facs_664_tr_1755030049)	1	in_review_file_no_decision
ORG-C07454	סיטי אָוו האָופּ	medical institution	1	1	delegate_of:1	0		נייטען ערליך(P-4-facs_664_tr_1755030049)	1	in_review_file_no_decision
ORG-C07455	דעבאַראַ	sanatorium	1	1	member_of:1	0		נייטען ערליך(P-4-facs_664_tr_1755030049)	1	in_review_file_no_decision
ORG-C07456	חיים סאָלאָמאָן היים	home	1	1	member_of:1	1	Warsaw	נייטען ערליך(P-4-facs_664_tr_1755030049)	1	in_review_file_no_decision
ORG-C07458	דראַמאַטישער פֿאַראיין אין פֿילאַדעלפיע	theatre	1	1	founded:1	1	Philadelphia	דזשאָו פאָול(P-4-facs_665_tr_1755029919)	1	in_review_file_no_decision
ORG-C07459	פאַרשיידענע ישיבות	school	1	1	studied_at:1	0		מענדל פּעטרושקאַ(P-4-facs_666_tr_1755030166)	1	in_review_file_no_decision
ORG-C07460	פעלשטיינער לעידיס עקזילערי	organization	1	1	member_of:1	1	New York City	דבורה פֿאַרמאַן(P-4-facs_666_tr_1755030169)	1	in_review_file_no_decision
ORG-C07461	בעלראָוז דזשואיש סענטער	organization	1	1	member_of:1	1	New York City	דבורה פֿאַרמאַן(P-4-facs_666_tr_1755030169)	1	in_review_file_no_decision
ORG-C07462	פּיאָנערן פרויען	organization	1	1	member_of:1	1	New York City	דבורה פֿאַרמאַן(P-4-facs_666_tr_1755030169)	1	in_review_file_no_decision
ORG-C07464	קאָמיטעט, וואָס האָט אַרויסגעגעבן די צוויי בענד „צילי אַדלער דערציילט“	publisher	1	1	founded:1	0		נייטען פֿאַרמאַן(P-4-facs_666_tr_1755030168)	1	in_review_file_no_decision
ORG-C07465	לעידיס עקזילעריס פֿאַר דער ישיבה תורה דעת	organization	1	1	member_of:1	0		עטל פֿורמאַן(P-4-facs_667_tr_1755030056)	1	in_review_file_no_decision
ORG-C07466	קראָון הייטס ישיבה	school	1	1	member_of:1	1	Brooklyn	עטל פֿורמאַן(P-4-facs_667_tr_1755030056)	1	in_review_file_no_decision
ORG-C07467	"יוגנט-גרופּע פּ""צ"	union	1	1	member_of:1	0		הענרי לעפהאָוויטש (הענרי לעפקאׇוויטש)(3603)	1	in_review_file_no_decision
ORG-C07468	קלוב לאַ פּרעס זשוויוו	club	1	1	founded:1	1	Belgium	הענרי לעפהאָוויטש (הענרי לעפקאׇוויטש)(3603)	1	in_review_file_no_decision
ORG-C07470	בית לחם	organization	1	1	founded:1	0		הענרי לעפהאָוויטש (הענרי לעפקאׇוויטש)(3603)	1	in_review_file_no_decision
ORG-C07471	פּוילישן פֿאַרבאַנד	union	1	1	founded:1	1	Brussels	הענרי לעפהאָוויטש (הענרי לעפקאׇוויטש)(3603)	1	in_review_file_no_decision
ORG-C07472	מכביאַדע	organization	1	1	delegate_of:1	1	Tel Aviv	הענרי לעפהאָוויטש (הענרי לעפקאׇוויטש)(3603)	1	in_review_file_no_decision
ORG-C07473	בעלגיש יידישן פֿאַראיין	organization	1	1	founded:1	1	New York City	הענרי לעפהאָוויטש (הענרי לעפקאׇוויטש)(3603)	1	in_review_file_no_decision
ORG-C07474	בעלגישע יידישע סאָסייעטי	organization	1	1	executive_of:1	1	Los Angeles	הענרי לעפהאָוויטש (הענרי לעפקאׇוויטש)(3603)	1	in_review_file_no_decision
ORG-C07475	לאָדזשער סאָשל קלוב	club	1	1	executive_of:1	1	Los Angeles	הענרי לעפהאָוויטש (הענרי לעפקאׇוויטש)(3603)	1	in_review_file_no_decision
ORG-C07477	קאָמבונד	union	1	1	member_of:1	0		יוסף קאַראַבעלאַ(P-4-facs_668_tr_1755029974)	1	in_review_file_no_decision
ORG-C07478	געזביר	organization	1	1	member_of:1	1	Mexico City	יוסף קאַראַבעלאַ(P-4-facs_668_tr_1755029974)	1	in_review_file_no_decision
ORG-C01133_Q06	ישיבה אין מאָזיר	school	1	1	studied_at:1	2	Mazyr|Belarus	שמואל קאַרפּמאַן(P-4-facs_668_tr_1755029972)	1	in_review_file_no_decision
ORG-C07480	ביאָלער פֿאַראיין	organization	1	1	founded:1	2	Detroit|United States	דזשעק קאַהאַן(P-4-facs_669_tr_1755030279)	1	in_review_file_no_decision
ORG-C02557_Q02	ציוניסטישער אַרבעטער-באַוועגונג	organization	1	1	executive_of:1	1	Los Angeles	דזשעק קאַהאַן(P-4-facs_669_tr_1755030279)	1	in_review_file_no_decision
ORG-C07481	בן-גוריון-צווייג פֿון יידיש-נאַציאָנאַלן אַרבעטער-פֿאַרבאַנד	organization	1	1	founded:1	1	Los Angeles	דזשעק קאַהאַן(P-4-facs_669_tr_1755030279)	1	in_review_file_no_decision
ORG-C07482	שטאָט-קאָמיטעט	organization	1	1	executive_of:1	1	Los Angeles	דזשעק קאַהאַן(P-4-facs_669_tr_1755030279)	1	in_review_file_no_decision
ORG-C07483	קולטור צענטער אין דימונה	school	1	1	work_produced_by:1	2	Dimona|Israel	דזשעק קאַהאַן(P-4-facs_669_tr_1755030279)	1	in_review_file_no_decision
ORG-C07484	באָנדס פֿאַר ישראל	organization	1	1	member_of:1	0		דוד קולאָק(P-4-facs_669_tr_1755030278)	1	in_review_file_no_decision
ORG-C07485	פרי סאָנס אָוו איזראַעל	organization	1	1	member_of:1	0		דוד קולאָק(P-4-facs_669_tr_1755030278)	1	in_review_file_no_decision
ORG-C07486	נ. י. אוניווערזיטעט	school	1	1	studied_at:1	1	New York City	הערי ראָטפּוירל(P-4-facs_669_tr_1755030280)	1	in_review_file_no_decision
ORG-C07488	קאָמיוניטי סענטער אָוו איזראַעל	organization	1	1	executive_of:1	1	New York City	הערי ראָטפּוירל(P-4-facs_669_tr_1755030280)	1	in_review_file_no_decision
ORG-C07489	"„הצפֿירה""-גרופּע פֿון דער פּיאָנערן פרויען אָרגאַניזאַציע"	union	1	1	executive_of:1	2	Los Angeles|United States	שאַרי שאַרף(P-4-facs_670_tr_1755030250)	1	in_review_file_no_decision
ORG-C07491	פיונעראָל פאַרלאָר	business	1	1	founded:1	0		זיגמונד שוואַרץ(3756)	1	in_review_file_no_decision
ORG-C07492	פאָלקס און האַנדלס-שול	school	1	1	graduated_from:1	1	Mexico City	דאָריס שטאַבינסקי(P-4-facs_671_tr_1755030277)	1	in_review_file_no_decision
ORG-C07493	קינדער-טעאַטער ביים יידישן ספּאָרט-סענטער	theatre	1	1	employed_by:1	0		דאָריס שטאַבינסקי(P-4-facs_671_tr_1755030277)	1	in_review_file_no_decision
ORG-C07494	נייער יידישער שול	school	1	1	delegate_of:1	0		דאָריס שטאַבינסקי(P-4-facs_671_tr_1755030277)	1	in_review_file_no_decision
ORG-C07495	"ביבליאָטעק אין ""בית בערל“"	school	1	1	founded:1	1	Israel	משה זעלווער(3372)	1	in_review_file_no_decision
ORG-C07496	"„הבימה""-טרופּע"	theatre	1	1	managed:1	1	Detroit	משה זעלווער(3372)	1	in_review_file_no_decision
ORG-C07497	„מאָריס ל. שעיווער פֿאַנדעישאָן“	organization	1	1	founded:1	0		משה זעלווער(3372)	1	in_review_file_no_decision
ORG-C07498	יידיש-העברעישע חיים גרינבערג שול	school	1	1	founded:1	1	Detroit	משה זעלווער(3372)	1	in_review_file_no_decision
ORG-C07499	חיים גרינבערג-צענטער	organization	1	1	founded:1	1	Detroit	משה זעלווער(3372)	1	in_review_file_no_decision
ORG-C01512	ניו-יאָרקער יידישן אַרטיסטן-פאַריין	union	1	1	affiliated_with:1	2	New York City|United States	בּעני אבּעלמאַן (בּרוך-משה)(3572)	1	in_review_file_no_decision
ORG-C01515_Q02	יידישע וואַריעטע-טעאַטערס	theatre	1	1	performed_with:1	1	United States	יצחק קאַפּלאַן(2079)	1	in_review_file_no_decision
ORG-C01517	יידישע נישטיוניע טרופּעס	troupe	1	1	performed_with:1	1	United States	יצחק קאַפּלאַן(2079)	1	decision=DESCRIPTIVE
ORG-C01518	שלום-עליכם-מיטלשול	school	1	1	graduated_from:1	0		יוסף לאנדיס(2191)	1	in_review_file_no_decision
ORG-C01520	אַרבעטער-רינג אַלומני קלובן	union	1	1	managed:1	0		יוסף לאנדיס(2191)	1	in_review_file_no_decision
ORG-C01522	שטאַטישן אוניווערזיטעט אין סאָלק לייק סיטי	school	1	1	staff_of:1	0		יוסף לאנדיס(2191)	1	in_review_file_no_decision
ORG-C01524	בראַנדייס אוניווערזיטעט	school	1	1	staff_of:1	0		יוסף לאנדיס(2191)	1	in_review_file_no_decision
ORG-C01525	באַנטאָם בוקס	publisher	1	1	work_published_by:1	1	New York City	יוסף לאנדיס(2191)	1	in_review_file_no_decision
ORG-C01527	טעאַטער-גרופּע פֿון ברוקלין קאָלעדזש	theatre	1	1	work_produced_by:1	0		יוסף לאנדיס(2191)	1	in_review_file_no_decision
ORG-C01528_Q02	אַפּאָלאָ	theatre	1	1	performed_with:1	1	London	נייטען אייזיקאָוויטש (נטע)(1208)	1	in_review_file_no_decision
ORG-C01529	„דרולילעין“	theatre	1	1	performed_with:1	1	London	נייטען אייזיקאָוויטש (נטע)(1208)	1	in_review_file_no_decision
ORG-C01530	„ראָיאַלטי“	theatre	1	1	performed_with:1	1	London	נייטען אייזיקאָוויטש (נטע)(1208)	1	in_review_file_no_decision
ORG-C01531	„פאַרטשון“	theatre	1	1	performed_with:1	1	London	נייטען אייזיקאָוויטש (נטע)(1208)	1	in_review_file_no_decision
ORG-C01533	גימנאַזיעס אין אָדעס	school	1	1	studied_at:1	1	Odesa	נחום אויסלענדער(1200)	1	in_review_file_no_decision
ORG-C01539	דער רויטער וועלט	newspaper	1	1	employed_by:1	1	Kharkiv	נחום אויסלענדער(1200)	1	in_review_file_no_decision
ORG-C01544	לעגיטימער אַמעריקאַנער בינע	theatre	1	1	performed_with:1	0		היימאַן אַדלער (בּאַרטפעלד)(1120)	1	in_review_file_no_decision
ORG-C01545	"פּיעסע „סקידינג"""	theatre	1	1	managed:1	0		היימאַן אַדלער (בּאַרטפעלד)(1120)	1	in_review_file_no_decision
ORG-C01292_Q02	האַרפע	theatre	1	1	staff_of:1	2	Paris|France	מרדכי אייזענשטאַט(1608)	1	in_review_file_no_decision
ORG-C01528_Q01	אַפּאָלאָ	theatre	1	1	performed_with:1	2	Chicago|United States	יאָזעף אבּערלענדער(2586)	1	in_review_file_no_decision
ORG-C01548	"„מיינאַרד""-טעאַטער"	theatre	1	1	performed_with:1	1	New York City	יאָזעף אבּערלענדער(2586)	1	in_review_file_no_decision
ORG-C01549	סיטי האָל	government	1	1	employed_by:1	1	Chicago	יאָזעף אבּערלענדער(2586)	1	in_review_file_no_decision
ORG-C01550	יידישע טעאַטריקל אַלייענסעס	union	1	1	member_of:1	0		יאָזעף אבּערלענדער(2586)	1	in_review_file_no_decision
ORG-C01556	טרופּע פֿון קאָפּילאָוו אין מיכאַלענקאָ	טרופּע	1	1	performed_with:1	0		ריוואַ אַנציפּאָוויטש(1161)	1	in_review_file_no_decision
ORG-C01557	„אַ ווינער אָרקעסטער“	אָרקעסטער	1	1	staff_of:1	0		ריוואַ אַנציפּאָוויטש(1161)	1	in_review_file_no_decision
ORG-C01558	"„אָפקינאַ""-פֿילמען"	film company	1	1	performed_with:1	0		ריוואַ אַנציפּאָוויטש(1161)	1	in_review_file_no_decision
ORG-C01439_Q05	דראַמאַטישע שול	school	1	1	founded:1	1	Warsaw	טאָטשיא אַרצישעווסקאַ (ליפסקי, קראַטקאַ)(3456)	1	in_review_file_no_decision
ORG-C01564	ווינער קייזער-קעניגלעכער קאָנסערוואַטאָריע	school	1	1	graduated_from:1	0		יודל בּעלזער (ספּיוואַק)(877)	1	in_review_file_no_decision
ORG-C01565	האָטעל פיינפּאָינט	hotel	1	1	managed:1	1	Atlantic City (N.J.)	יודל בּעלזער (ספּיוואַק)(877)	1	in_review_file_no_decision
ORG-C01566	בוקאַרעשטער אינסטיטוט פֿאַר טעאַַטער און קינאָ	school	1	1	graduated_from:1	2	Bucharest|Romania	פּאול לימאַן (לייבאָוויטש)(2306)	1	in_review_file_no_decision
ORG-C01567_Q03	מלוכה-טעאַטער אין גאַלאַץ	theatre	1	1	staff_of:1	1	Romania	פּאול לימאַן (לייבאָוויטש)(2306)	1	in_review_file_no_decision
ORG-C01569	„קאַמעלעאָן“	troupe	1	1	staff_of:1	1	Chernivtsi	איזאַ שערף(2919)	1	in_review_file_no_decision
ORG-C01572	יידישן שול-פאַריין	school	1	1	studied_at:1	0		עדיט האָראָוויץ-זילבערמאַן(2034)	1	in_review_file_no_decision
ORG-C01573	טעאַטער „קוראַזש“	theatre	1	1	performed_with:1	1	Vienna	עדיט האָראָוויץ-זילבערמאַן(2034)	1	in_review_file_no_decision
ORG-C01574	מינסטער אוניווערזיטעט	school	1	1	performed_with:1	1	Berlin	עדיט האָראָוויץ-זילבערמאַן(2034)	1	in_review_file_no_decision
ORG-C01575_Q02	יורידישן פֿאַקולטעט	school	1	1	graduated_from:1	1	Wrocław	יוסף רעטיק(2751)	1	in_review_file_no_decision
ORG-C01577	פֿאָלקס-כאָר פֿון מ. שניאור	choir	1	1	performed_with:1	0		גוסטאַוו בּערגער (גרשון לענבּערגער)(3576)	1	in_review_file_no_decision
ORG-C01578	יידישע קליינקונסט-טעאַטערס	theatre	1	1	performed_with:1	0		גוסטאַוו בּערגער (גרשון לענבּערגער)(3576)	1	in_review_file_no_decision
ORG-C01579	„בני ישורון“- סינאַגאָגע און סענטער	school	1	1	staff_of:1	1	New York City	גוסטאַוו בּערגער (גרשון לענבּערגער)(3576)	1	in_review_file_no_decision
ORG-C01580	קייזערלעכן הויף	theatre	1	1	performed_with:1	0		פּלאַטאָן בּרונאָוו(3579)	1	in_review_file_no_decision
ORG-C01581	רוסישער באַראָלער געזעלשאַפֿט	troupe	1	1	managed:1	0		פּלאַטאָן בּרונאָוו(3579)	1	in_review_file_no_decision
ORG-C01583	טשאַרלז ק. העריס	publisher	1	1	work_published_by:1	2	New York City|United States	פּלאַטאָן בּרונאָוו(3579)	1	in_review_file_no_decision
ORG-C01584	אָפּעדעטן טעאַטער	theatre	1	1	work_produced_by:1	0		פּלאַטאָן בּרונאָוו(3579)	1	in_review_file_no_decision
