cluster_id	canonical_yiddish	org_type	sampling_stratum	top_candidate_db_id	top_candidate_score	n_candidates	draft_decision	draft_aligned_db_id	confidence	rationale	drafted_at	model	raw_response
ORG-C04358	דראַמסעקציע	Traveling Company	no_candidates			0	GENERIC		high	The name translates to 'Drama Section', a generic departmental term rather than a specific organization name.	2026-05-17T15:09:24+00:00	gemini-3-flash-preview	
ORG-C04359	טרופּע פֿון פֿישל קאַנאַפּאָוו	Traveling Company	no_candidates			0	NEW		high	Specific traveling company named after Fishel Kanapov; no candidates found in DB, likely a unique entry.	2026-05-17T15:09:25+00:00	gemini-3-flash-preview	
ORG-C04360	טרופּע פֿון וויעראַ קאָניעווסקאַ-ברייטמאַן	Traveling Company	no_candidates			0	NEW		high	Specific troupe name with no DB candidates; likely a real entity not yet indexed.	2026-05-17T15:09:26+00:00	gemini-3-flash-preview	
ORG-C04361	טרופּע פֿון דינה קעניג	Traveling Company	low_score	578 	0.650	4	NEW		high	Specific troupe named after Dina Koenig; no match in DB among other actor-led troupes.	2026-05-17T15:09:27+00:00	gemini-3-flash-preview	
ORG-C04362	טרופּע פֿון שלום ברין און לידיאַ פּאטאָצקאַ	Traveling Company	no_candidates			0	NEW		high	Specific troupe named after Sholom Brin and Lydia Potocka; no candidates found in DB.	2026-05-17T15:09:28+00:00	gemini-3-flash-preview	
ORG-C04364	די יידישע טרופּע פֿון מאָגולעסקאָ	Traveling Company	no_candidates			0	NEW		high	Specific troupe named after Mogulesko; no candidates found in DB, likely a distinct historical entity.	2026-05-17T15:09:30+00:00	gemini-3-flash-preview	
ORG-C04365	ציוניסטן-סאַציאַליסטן	Jewish political bodies	no_candidates			0	NEW		high	Specific political organization (Zionist-Socialists) not present in DB; no candidates found.	2026-05-17T15:09:31+00:00	gemini-3-flash-preview	
ORG-C04366	וואָזראָזשעניע	Jewish political bodies	no_candidates			0	NEW		high	Specific Jewish political movement (Vozrozhdeniye) not found in DB; no candidates provided.	2026-05-17T15:09:32+00:00	gemini-3-flash-preview	
ORG-C04367	"פּאַרטיי „פאַראייניקטע"""	Jewish political bodies	no_candidates			0	NEW		high	Specific political party (Fareynikte) not present in DB; no candidates found.	2026-05-17T15:09:34+00:00	gemini-3-flash-preview	
ORG-C04368	קאָמפאַרבאַנד	Jewish political bodies	no_candidates			0	NEW		high	Specific political organization (Komfarband) not found in DB; no candidates returned.	2026-05-17T15:09:35+00:00	gemini-3-flash-preview	
ORG-C04369	שול און בוך	Publisher	no_candidates			0	NEW		high	Specific Soviet-era publisher (Shul un Bukh) in Moscow; no candidates found in DB.	2026-05-17T15:09:36+00:00	gemini-3-flash-preview	
ORG-C04370	"„ליבהאָבער""- קרייז א'א פֿון אַקטיאָר גרישע עפּשטיין"	Theatre	no_candidates			0	NEW		high	Specific amateur circle named after Grisha Epstein; no candidates found in DB, likely a unique entity.	2026-05-17T15:09:37+00:00	gemini-3-flash-preview	
ORG-C04371	"סטודיע ביים כאַרקאָווער „אונזער ווינקל"""	Education	no_candidates			0	NEW		high	Specific educational studio associated with the Kharkov 'Unzer Vinkl' theatre; no existing DB entry matches this specific entity.	2026-05-17T15:09:38+00:00	gemini-3-flash-preview	
ORG-C04372	"כאַרקאָווער „אונזער ווינקל"""	Theatre	no_candidates			0	NEW		high	Specific theatre name and location (Kharkiv) identified, but no candidates exist in the database.	2026-05-17T15:09:39+00:00	gemini-3-flash-preview	
ORG-C04373	קולטור-קרייז א'נ פֿון טורגעניעוו	Theatre	no_candidates			0	NEW		high	Specific cultural organization in Minsk named after Turgenev; no candidates found in DB.	2026-05-17T15:09:40+00:00	gemini-3-flash-preview	
ORG-C04374	דראַמסטודיע ראָבפאַק	Theatre	no_candidates			0	NEW		high	Specific Soviet-era entity (Rabfak drama studio) in Minsk; no candidates found in DB.	2026-05-17T15:09:41+00:00	gemini-3-flash-preview	
ORG-C04375	ראפֿאלסקיס יידישער סטודיע	Theatre	no_candidates			0	NEW		high	Specific studio named after Rafalski in Minsk; no candidates found in DB.	2026-05-17T15:09:42+00:00	gemini-3-flash-preview	
ORG-C04376	מינסקער צענטראָלן אַרבעטער-קלוב א'נ פֿון גראסער	Theatre	no_candidates			0	NEW		high	Specific organization name (Minsk Central Workers Club named for Grosser) with location; no candidates found in DB.	2026-05-17T15:09:43+00:00	gemini-3-flash-preview	
ORG-C04377	יידישער מלוכה-סטודיע ביים ווייסרוסישן טעאַטער-אינסטיטוט	Education	no_candidates			0	NEW		high	Specific educational entity (Yiddish State Studio at the Belarusian Theatre Institute) in Moscow; no candidates found in DB.	2026-05-17T15:09:44+00:00	gemini-3-flash-preview	
ORG-C04378	קאָמיסאַריאט פֿאַר פֿאָלקסבילדונג פֿון ליטע אין ווייסרוסלאַנד	Non-Jewish political bodies	no_candidates			0	NEW		high	Specific Soviet-era political body (Narkompros of Litbel) not present in DB; name is highly specific and distinct.	2026-05-17T15:09:45+00:00	gemini-3-flash-preview	
ORG-C04379	יעקאַטערינבורגער גובערנאָלן בילדונגס-אָפּטייל	Non-Jewish political bodies	no_candidates			0	NEW		high	Specific Soviet regional educational department in Yekaterinburg; no candidates exist in the database.	2026-05-17T15:09:46+00:00	gemini-3-flash-preview	
ORG-C04380	אקטאָבער	Journals/ Newspapers	no_candidates			0	NEW		high	Specific Yiddish journal title 'Oktober' published in Minsk; no candidates found in DB.	2026-05-17T15:09:47+00:00	gemini-3-flash-preview	
ORG-C04381	פּאלעסקאיאַ פּראַוודאַ	Journals/ Newspapers	no_candidates			0	NEW		high	Specific newspaper title (Poleskaya Pravda) in Gomel; no candidates found in DB.	2026-05-17T15:09:48+00:00	gemini-3-flash-preview	
ORG-C04382	צענטראל-ראט פֿון די פּראָפפאַריינען אין ווייסרוסלאַנד	Publisher	no_candidates			0	NEW		high	Specific trade union council in Minsk; no candidates found in DB, likely a new entity.	2026-05-17T15:09:49+00:00	gemini-3-flash-preview	
ORG-C04383	מינסקער ישיבה	Education	no_candidates			0	SPLIT		high	Cluster contains two distinct locations (Minsk and Pinsk) which represent different educational institutions.	2026-05-17T15:09:51+00:00	gemini-3-flash-preview	
ORG-C04384	אָוונט-סקול	Education	no_candidates			0	GENERIC		high	The name translates to 'evening school', which is a generic educational term rather than a specific organization name.	2026-05-17T15:09:52+00:00	gemini-3-flash-preview	
ORG-C04385	סטאַר דראַמאַטיק קלאָב	Traveling Company	no_candidates			0	NEW		high	Specific organization name (Star Dramatic Club) with location (Manhattan) not found in DB; no candidates provided.	2026-05-17T15:09:53+00:00	gemini-3-flash-preview	
ORG-C04386	אַקטיאָרן-יוניאָן לאָקל 18 (2)	Theatre-related Society/ Union	no_candidates			0	NEW		high	Specific union local name not found in DB; no candidates provided.	2026-05-17T15:09:54+00:00	gemini-3-flash-preview	
ORG-C04388	ווינער יידישן אָרטיסט-פאַראיין	Theatre-related Society/ Union	no_candidates			0	NEW		high	Specific organization (Viennese Yiddish Actors Union) with clear location (Vienna) and type, but no matches in the current database.	2026-05-17T15:09:56+00:00	gemini-3-flash-preview	
ORG-C04389	יידיש-רומענישער שול	Education	no_candidates			0	NEW		high	Specific educational institution in Iasi, Romania; no candidates found in DB.	2026-05-17T15:09:57+00:00	gemini-3-flash-preview	
ORG-C04390	טרופּע פֿון פינקו פֿרידמאַן און אַדאָלף סעגאָל	Traveling Company	no_candidates			0	NEW		high	Specific traveling company named after Pinku Friedman and Adolf Segal; no candidates found in DB.	2026-05-17T15:09:58+00:00	gemini-3-flash-preview	
ORG-C04391	עסטרייכישן מיליטער	Military	no_candidates			0	GENERIC		high	The name refers to the Austrian military in general, not a specific theatrical or cultural organization.	2026-05-17T15:09:59+00:00	gemini-3-flash-preview	
ORG-C04392	פּ'צ-אויסגאַבן	Journals/ Newspapers	no_candidates			0	NEW		high	Specific publisher (P.Ts. Oysgabn) in Warsaw; no candidates found in DB.	2026-05-17T15:10:00+00:00	gemini-3-flash-preview	
ORG-C04393	דבר	Journals/ Newspapers	no_candidates			0	NEW		high	Davar is a well-known historical Hebrew daily newspaper in Mandatory Palestine; no candidates provided in DB.	2026-05-17T15:10:01+00:00	gemini-3-flash-preview	
ORG-C04394	לינקע פּ'צ	Jewish political bodies	no_candidates			0	NEW		high	Specific political organization (Left Poale Zion) in Mandatory Palestine (א'י) not found in DB; no candidates provided.	2026-05-17T15:10:02+00:00	gemini-3-flash-preview	
ORG-C04395	וועסט סייד אוידיטאָריום	Theatre	no_candidates			0	NEW		high	Specific venue name (West Side Auditorium) in Chicago with no existing DB candidates; likely a real organization not yet recorded.	2026-05-17T15:10:04+00:00	gemini-3-flash-preview	
ORG-C04396	דער טעגליכער אידישער קוריער	Journals/ Newspapers	no_candidates			0	NEW		high	Specific Chicago newspaper (Daily Jewish Courier) not found in DB; name and location are consistent.	2026-05-17T15:10:05+00:00	gemini-3-flash-preview	
ORG-C04397	בערזינער ישיבה	Education	no_candidates			0	NEW		high	Specific educational institution (Yeshiva) in Berezin; no candidates found in DB.	2026-05-17T15:10:06+00:00	gemini-3-flash-preview	
ORG-C04398	ווילנער פֿאַרלאָג פֿון ב. קלעצקין	Publisher	no_candidates			0	NEW		high	Specific publisher (B. Kletskin) in Vilna; no candidates found in DB, but name and location are consistent.	2026-05-17T15:10:07+00:00	gemini-3-flash-preview	
ORG-C04399	קיעווער קינא-פֿאַבריק	Media (Radio/ Film/TV)	no_candidates			0	NEW		high	Specific entity (Kiev Film Factory) with clear location and type; no candidates found in DB.	2026-05-17T15:10:08+00:00	gemini-3-flash-preview	
ORG-C04400	1-טן אַלפאַרבאַנדישן פּוילישן טעאַטער	Theatre	no_candidates			0	NEW		high	Specific Soviet-era Polish theater in Kiev; no candidates found in DB.	2026-05-17T15:10:09+00:00	gemini-3-flash-preview	
ORG-C04401	פּעדאַגאנישער יידיש-אוקראיינישער מלוכה-טעאַטער פֿאַר קינדער	Theatre	no_candidates			0	NEW		high	Specific institutional name with location (Kiev) not found in DB; no candidates provided.	2026-05-17T15:10:10+00:00	gemini-3-flash-preview	
ORG-C04402	אָלאוקראַאינישער סאָוויעטישער ענציקלאָפּעדיע	Journals/ Newspapers	no_candidates			0	NEW		high	Specific entity (All-Ukrainian Soviet Encyclopedia) not present in DB; no candidates found.	2026-05-17T15:10:11+00:00	gemini-3-flash-preview	
ORG-C04403	דראַמקרייז א'נ „מענדעלע“	Theatre	no_candidates			0	NEW		high	Specific drama circle named after Mendele in Lemberg; no candidates found in DB.	2026-05-17T15:10:12+00:00	gemini-3-flash-preview	
ORG-C04404	פּוילישער דראמ. שול ביי דער לעמבערגער קאָנסערוואַטאָריע	Education	no_candidates			0	NEW		high	Specific educational institution in Lemberg with no DB candidates; name and location are consistent.	2026-05-17T15:10:13+00:00	gemini-3-flash-preview	
ORG-C04405	יידישן דראָמאַטישן ״יעקב גאָרדין-פאַראיין״	Theatre	no_candidates			0	NEW		high	Specific named organization (Jacob Gordin Society) not found in DB; no candidates provided.	2026-05-17T15:10:14+00:00	gemini-3-flash-preview	
ORG-C04406	דראמ. ״י. ל. פרץ-קלוב״	Theatre	no_candidates			0	NEW		high	Specific dramatic club named after I.L. Peretz; no candidates found in DB, likely a distinct local amateur or cultural group.	2026-05-17T15:10:15+00:00	gemini-3-flash-preview	
ORG-C04407	יוליוס אַדלער-ליפּאָווסקי	Traveling Company	no_candidates			0	NEW		high	Specific troupe name (Julius Adler-Lipowski) with location (Lodz) not found in DB; likely a distinct traveling company.	2026-05-17T15:10:17+00:00	gemini-3-flash-preview	
ORG-C04408	נאַראבראַז	Traveling Company	no_candidates			0	NEW		high	Specific name (Narabraz) and location (Poltava) provided, but no candidates exist in the database.	2026-05-17T15:10:18+00:00	gemini-3-flash-preview	
ORG-C04409	דראמאטישן פֿאַראיין	Theatre	no_candidates			0	GENERIC		high	The name translates to 'Dramatic Association', a generic term for a local drama club without a specific identifying location or title.	2026-05-17T15:10:19+00:00	gemini-3-flash-preview	
ORG-C04410	יידיש וואָדעוויל-הויז	Theatre	no_candidates			0	NEW		high	Specific theater name with no candidates in DB; likely a distinct entity not yet recorded.	2026-05-17T15:10:20+00:00	gemini-3-flash-preview	
ORG-C04411	קאָפּעלמאןס טאַליאַ-מוזיק-האָל	Theatre	no_candidates			0	NEW		high	Specific venue name (Koppelman's Thalia Music Hall) not found in DB; no candidates provided.	2026-05-17T15:10:21+00:00	gemini-3-flash-preview	
ORG-C04412	יוניאָן-וואָדעוויל-הויז	Theatre	no_candidates			0	NEW		high	Specific theatre name with no candidates in DB; likely a distinct entity not yet recorded.	2026-05-17T15:10:22+00:00	gemini-3-flash-preview	
ORG-C04413	איסט סייד-טעאַטער	Theatre	no_candidates			0	NEW		high	Specific theater name (East Side Theatre) not found in DB; no candidates provided.	2026-05-17T15:10:23+00:00	gemini-3-flash-preview	
ORG-C04415	אספת חכמים	Journals/ Newspapers	no_candidates			0	NEW		high	Specific journal name (Asifat Hakhamim) with no candidates in DB; likely a new entry for the lexicon.	2026-05-17T15:10:25+00:00	gemini-3-flash-preview	
ORG-C04416	טרופּע פֿון ראָזענבערג און נפתלי גאָלדפאַדען	Traveling Company	no_candidates			0	NEW		high	Specific troupe name with founders and location (Elisavetgrad) not found in DB; no candidates provided.	2026-05-17T15:10:27+00:00	gemini-3-flash-preview	
ORG-C04417	לעמעל-שול	Education	no_candidates			0	NEW		high	Specific historical institution (Lemel School in Jerusalem) not found in DB; name and location are consistent.	2026-05-17T15:10:28+00:00	gemini-3-flash-preview	
ORG-C04419	לערנערס	Traveling Company	no_candidates			0	DISCUSS		high	Single mention of a possessive name without location or candidates; likely refers to Lerner's troupe but needs verification.	2026-05-17T15:10:30+00:00	gemini-3-flash-preview	
ORG-C04420	בונדישער פּרעסע	Journals/ Newspapers	no_candidates			0	GENERIC		high	The name refers generally to the Bundist press rather than a specific organization or publication title.	2026-05-17T15:10:31+00:00	gemini-3-flash-preview	
ORG-C04421	פֿילאָלאַנישע גימנאָזיע פֿון פּאַזנער	Education	no_candidates			0	NEW		high	Specific educational institution in Warsaw (Pazner's Philological Gymnasium) not found in current DB; no candidates suggested.	2026-05-17T15:10:32+00:00	gemini-3-flash-preview	
ORG-C04422	ספּאָרט-יוגנט	Education	no_candidates			0	NEW		medium	Specific organization name (Sport-Youth) with no DB candidates; likely a local educational or youth group.	2026-05-17T15:10:33+00:00	gemini-3-flash-preview	
ORG-C04423	צעדעראָווסקאַ	Traveling Company	no_candidates			0	DISCUSS		high	Single mention of a name that appears to be a person's surname rather than a clear organization; no candidates found.	2026-05-17T15:10:34+00:00	gemini-3-flash-preview	
ORG-C04424	ר. ק. א.	Theatre	no_candidates			0	DISCUSS		high	Acronym 'R.K.O.' (Radio-Keith-Orpheum) in America; needs verification if it refers to the film studio/circuit or a specific theatre entity.	2026-05-17T15:10:36+00:00	gemini-3-flash-preview	
ORG-C04426	ג. בעקער	Traveling Company	no_candidates			0	DISCUSS		high	Single mention of a traveling company with no candidates and no location data; likely a person's name used as a troupe.	2026-05-17T15:10:38+00:00	gemini-3-flash-preview	
ORG-C04427	זאָלקאָווער	Traveling Company	no_candidates			0	GENERIC		high	The name is an adjectival form of a place name (Zholkover), likely referring to a person or troupe from Zholkva, not a specific organization.	2026-05-17T15:10:39+00:00	gemini-3-flash-preview	
ORG-C04428	חברים-טרופּעס פֿון לערמאַן, בערנשטיין און בעקער	Traveling Company	no_candidates			0	NEW		high	Specific traveling company name with three directors; no candidates found in DB.	2026-05-17T15:10:40+00:00	gemini-3-flash-preview	
ORG-C04429	אַרקאַדיא	Theatre	no_candidates			0	NEW		high	Specific theatre name (Arcadia) with address in Lodz; no candidates found in DB.	2026-05-17T15:10:41+00:00	gemini-3-flash-preview	
ORG-C04430	טרופּע קאָניעווסקי-ברייטמאָן	Traveling Company	no_candidates			0	NEW		high	Specific troupe name with settlement (Poltava) not found in DB; no candidates provided.	2026-05-17T15:10:42+00:00	gemini-3-flash-preview	
ORG-C04431	פערלאַג מ. גאָלדפֿאַרב	Publisher	low_score	50	0.611	1	NEW		high	Specific Warsaw publisher not in DB; candidate 50 is a different individual/entity name (Shloyme vs M./L. Goldfarb).	2026-05-17T15:10:43+00:00	gemini-3-flash-preview	
ORG-C04432	פֿאַרלאג „מלאַדיע“	Publisher	no_candidates			0	NEW		high	Specific publisher name (Mladye) in Warsaw with no existing DB candidates.	2026-05-17T15:10:44+00:00	gemini-3-flash-preview	
ORG-C04433	די גלייכהייט	Journals/ Newspapers	no_candidates			0	NEW		high	Specific newspaper title (The Equality) not found in DB; no candidates provided.	2026-05-17T15:10:46+00:00	gemini-3-flash-preview	
ORG-C04434	זשיטאָמירער ראָבינער-שול	Education	no_candidates			0	NEW		high	Specific educational institution (Zhitomir Rabbinical School) with consistent location and type, not found in current database.	2026-05-17T15:10:47+00:00	gemini-3-flash-preview	
ORG-C04435	יונגוואלד	Journals/ Newspapers	no_candidates			0	NEW		high	Specific Yiddish journal name (Yungvald) with no candidates in DB; likely a new entry for the lexicon.	2026-05-17T15:10:48+00:00	gemini-3-flash-preview	
ORG-C04436	טרופּע פישזאָן	Traveling Company	no_candidates			0	NEW		high	Specific historical troupe (Fishzon) not found in DB; no candidates provided.	2026-05-17T15:10:49+00:00	gemini-3-flash-preview	
ORG-C04437	„פֿאַראייניקטע טרופּע״ מיט א. ר. קאַמינסקאַ	Traveling Company	no_candidates			0	NEW		high	Specific troupe name with director (Kaminska) not found in DB; no candidates provided.	2026-05-17T15:10:50+00:00	gemini-3-flash-preview	
ORG-C04438	״פֿילהאַרמאָניע א'ל פֿון שעסטאקאָוו	Education	no_candidates			0	DISCUSS		high	Unique entity with no database candidates; requires verification of the specific Shostakovich-named philharmonic institution.	2026-05-17T15:10:51+00:00	gemini-3-flash-preview	
ORG-C04440	רוסישער טרופּע פֿון נעזלאָבין	Traveling Company	no_candidates			0	NEW		high	Specific Russian troupe (Nezlobin) in Vilna; no candidates found in DB, likely a distinct historical entity.	2026-05-17T15:10:53+00:00	gemini-3-flash-preview	
ORG-C04441	דיפּלאָמאטישן קארפּוס פֿון דער ליטווישער רעגירונג	Non-Jewish political bodies	no_candidates			0	NEW		high	Specific political entity (Lithuanian diplomatic corps) not present in DB; no candidates found.	2026-05-17T15:10:54+00:00	gemini-3-flash-preview	
ORG-C04442	אַדלער ליפּאָווסקי	Traveling Company	no_candidates			0	NEW		high	Specific traveling company (Adler-Lipovsky) in Lodz/Russia not found in DB; name and location are consistent.	2026-05-17T15:10:56+00:00	gemini-3-flash-preview	
ORG-C04443	ראַדינער ישיבה	Education	no_candidates			0	NEW		high	Specific educational institution (Raduń Yeshiva) not found in DB; no candidates provided.	2026-05-17T15:10:57+00:00	gemini-3-flash-preview	
ORG-C04444	טעאַטער אויף דער דריטער עוועניו	Theatre	no_candidates			0	NEW		high	Specific theatre name and location (3rd Ave, NYC) provided, but no matches found in the current database.	2026-05-17T15:10:58+00:00	gemini-3-flash-preview	
ORG-C04445	רוסיש-יידישן אַרבעטער-קלוב און אינסטיטוט	Theatre	no_candidates			0	NEW		high	Specific name, settlement (London), and address (10 Hanbury St) provided; no candidates match this worker's club/institute.	2026-05-17T15:10:59+00:00	gemini-3-flash-preview	
ORG-C04449	רוסיש מלוכה-טעאַטער	Theatre	low_score	618 	0.789	5	NEW		high	Specific entity (Russian State Theatre) not present in DB; candidates are for Latvian, Riga, or Soviet state theatres.	2026-05-17T15:11:02+00:00	gemini-3-flash-preview	
ORG-C04450	ווייסרוסישער בינע	Theatre	no_candidates			0	NEW		high	Specific entity (Byelorussian Stage) with clear geographic context (Belarus) not found in current database candidates.	2026-05-17T15:11:04+00:00	gemini-3-flash-preview	
ORG-C04451	Der Kampf	Journals/ Newspapers	no_candidates			0	NEW		high	Specific newspaper title with no candidates in DB; likely a new entry for the lexicon.	2026-05-17T15:11:05+00:00	gemini-3-flash-preview	
ORG-C04452	Freie Tribune	Journals/ Newspapers	no_candidates			0	NEW		high	Specific journal name (Freie Tribune) in Vienna; no candidates found in DB.	2026-05-17T15:11:06+00:00	gemini-3-flash-preview	
ORG-C04454	יעקב סאפּירשטייןס דרוקעריי	Publisher	no_candidates			0	NEW		high	Specific publisher name (Jacob Saphirstein's Press) not found in DB; no candidates provided.	2026-05-17T15:11:07+00:00	gemini-3-flash-preview	
ORG-C04455	מארינסקאַ גימנאָזיע	Education	no_candidates			0	NEW		high	Specific educational institution (Mariinska Gymnasium) not found in current database; no candidates provided.	2026-05-17T15:11:08+00:00	gemini-3-flash-preview	
ORG-C04456	ביאַליסטאָקער פּוילישער דראַמאַטישער שול	Education	no_candidates			0	NEW		high	Specific educational institution in Bialystok not found in DB; name and location are consistent.	2026-05-17T15:11:09+00:00	gemini-3-flash-preview	
ORG-C04457	יידישע פֿראָנט-טרופּע	Traveling Company	no_candidates			0	NEW		high	Specific organization name (Yiddish Front Troupe) not found in DB; no candidates returned.	2026-05-17T15:11:10+00:00	gemini-3-flash-preview	
ORG-C04458	ערשטן יידישן ווייסרוסישן מלוכה-טעאַטער	Theatre	high_score	593 	0.812	5	ALIGN	593	high	Strong name and type agreement with DB 593; 'First' is a common descriptor for the Minsk-based Belarusian State Yiddish Theatre.	2026-05-17T15:11:11+00:00	gemini-3-flash-preview	
ORG-C04459	לענינגראָדער קאָלעקטיוו	Theatre	no_candidates			0	NEW		high	Specific regional collective (Leningrad) mentioned in Simferopol; no candidates found in DB.	2026-05-17T15:11:12+00:00	gemini-3-flash-preview	
ORG-C04462	אינטערעסאַנטען בלאַט	Journals/ Newspapers	no_candidates			0	NEW		high	Specific newspaper title (Interesanten Blat) in Lemberg; no candidates found in DB.	2026-05-17T15:11:16+00:00	gemini-3-flash-preview	
ORG-C04463	קיעווער פ'ג	Publisher	no_candidates			0	NEW		high	Specific publisher (Kiev F.G.) with clear location and type, not present in current database candidates.	2026-05-17T15:11:17+00:00	gemini-3-flash-preview	
ORG-C04464	אחיספר	Publisher	no_candidates			0	NEW		high	Specific publisher name (Achisefer) in Warsaw with no existing DB candidates; likely a new entity.	2026-05-17T15:11:18+00:00	gemini-3-flash-preview	
ORG-C04465	אַמעריקאַנער רויטן קרייז	Health institutions	no_candidates			0	NEW		high	Specific organization (American Red Cross) not in DB; name and type are consistent.	2026-05-17T15:11:19+00:00	gemini-3-flash-preview	
ORG-C04466	בראַנזוויק רעקאָרד קאָמפּאָני	Publisher	no_candidates			0	NEW		high	Specific record label (Brunswick Record Company) not found in DB; no candidates provided.	2026-05-17T15:11:20+00:00	gemini-3-flash-preview	
ORG-C04467	דראַמאַטישער טרופּע פֿון מיכאַאיל הערמאָלענסקי	Traveling Company	no_candidates			0	NEW		high	Specific named troupe (Mikhail Hermolensky) not found in DB; no candidates provided.	2026-05-17T15:11:21+00:00	gemini-3-flash-preview	
ORG-C04468	רוסישן קלוב	Theatre	no_candidates			0	DISCUSS		high	Single mention with no candidates; name 'Russian Club' is potentially generic or a specific social organization acting as a venue.	2026-05-17T15:11:23+00:00	gemini-3-flash-preview	
ORG-C04470	מאָדערנעם אָפּערעטע-טעאַטער צענטראַל	Theatre	no_candidates			0	NEW		high	Specific theatre name in Warsaw with no DB candidates; likely a distinct entity not yet recorded.	2026-05-17T15:11:25+00:00	gemini-3-flash-preview	
ORG-C04471	"פּוילישן פֿארלאַגס-קאָמיטעט פֿון ערשטן באַנד פון „לעקסיקאן פון יידישן טעאַטער"""	Publisher	no_candidates			0	NEW		high	Specific publication committee for the Lexicon; no candidates found in DB, likely a unique entity for this volume.	2026-05-17T15:11:26+00:00	gemini-3-flash-preview	
ORG-C04472	ריגער יידישן קאָמעדיע און אָפּערעטעס-טעאַטער	Theatre	low_score	536	0.600	1	NEW		high	Specific theater in Riga not present in DB; candidate 536 is a different institution (Minority Theater).	2026-05-17T15:11:27+00:00	gemini-3-flash-preview	
ORG-C04473	פּאַריזער יידישע גרופּעס	Traveling Company	no_candidates			0	GENERIC		high	The name translates to 'Parisian Yiddish groups', which is a generic plural description rather than a specific organization name.	2026-05-17T15:11:28+00:00	gemini-3-flash-preview	
ORG-C04474	בערלינער יידישע גרופּעס	Traveling Company	no_candidates			0	GENERIC		high	The name translates to 'Berlin Yiddish groups', which is a generic descriptive term rather than a specific organization name.	2026-05-17T15:11:29+00:00	gemini-3-flash-preview	
ORG-C04475	אַוונט-שול	Education	no_candidates			0	GENERIC		high	The name translates to 'evening school', a generic educational term rather than a specific named organization.	2026-05-17T15:11:30+00:00	gemini-3-flash-preview	
ORG-C04476	ראָיאַל-יוניאָן-טעאַטער	Theatre	no_candidates			0	NEW		high	Specific theatre name with no candidates in DB; likely a distinct entity not yet recorded.	2026-05-17T15:11:31+00:00	gemini-3-flash-preview	
ORG-C04477	אָדעסער גימנאַזיע פֿון ראַשקאָווסקי	Education	no_candidates			0	NEW		high	Specific educational institution in Odessa with no candidates in DB; name and location are consistent.	2026-05-17T15:11:32+00:00	gemini-3-flash-preview	
ORG-C04478	קאָריקס פּראָווינץ-טרופּ	Traveling Company	no_candidates			0	NEW		high	Specific traveling company name with no candidates in the database; likely a unique entity not yet recorded.	2026-05-17T15:11:33+00:00	gemini-3-flash-preview	
ORG-C04479	אָפּערעטעס-טרופּע א'א פֿון מישע אָפּעלבוים און קאַלמאַנאָוויטש	Traveling Company	no_candidates			0	NEW		high	Specific operetta troupe named after Misha Appelbaum and Kalmanovitsh in Poltava; no candidates found in DB.	2026-05-17T15:11:34+00:00	gemini-3-flash-preview	
ORG-C04480	האַנדלס-שול פֿון פּראָפּ. האָכמאַן	Education	no_candidates			0	NEW		high	Specific educational institution (Prof. Hochman's Trade School) in Odessa; no candidates found in DB.	2026-05-17T15:11:35+00:00	gemini-3-flash-preview	
ORG-C04481	מאַנהיימער אינזשיניערן-פּאָליטעכניקום	Education	no_candidates			0	NEW		high	Specific educational institution (Mannheim Engineering Polytechnic) not present in DB; no candidates found.	2026-05-17T15:11:36+00:00	gemini-3-flash-preview	
ORG-C04482	האַמלער סאַציאַליסטישן אַרבעטער-רינג פֿון האַרלעם	Jewish political bodies	no_candidates			0	NEW		high	Specific branch of the Workmen's Circle in Harlem; no candidates found in DB.	2026-05-17T15:11:37+00:00	gemini-3-flash-preview	
ORG-C04483	פֿאַרלאַג אַ. ביידערמאַן	Publisher	no_candidates			0	NEW		high	Specific publisher name with location (NYC) and no existing DB candidates; likely a new entity.	2026-05-17T15:11:38+00:00	gemini-3-flash-preview	
ORG-C04484	"טעאַטער-סטודיע פֿון דער „קולטור-ליגע"""	Theatre education	no_candidates			0	NEW		high	Specific organization (Kultur-Lige studio in Kiev) not found in DB; no candidates provided.	2026-05-17T15:11:39+00:00	gemini-3-flash-preview	
ORG-C04485	ווילנער רעגירונגס-גימנאַזיע	Education	no_candidates			0					2026-05-17T15:11:40+00:00	gemini-3-flash-preview	
ORG-C04486	וואַרשעווער פּראָפעסיאנעלן יידישן אַרטיסטין-פֿאַראיין	Theatre-related Society/ Union	no_candidates			0	NEW		high	Specific professional union in Warsaw not found in DB; name and location are consistent and highly specific.	2026-05-17T15:11:41+00:00	gemini-3-flash-preview	
ORG-C04487	אַלימפּאַ	Theatre	no_candidates			0	NEW		high	Specific theatre name (Olympia) in Argentina with no DB candidates; likely a unique entity.	2026-05-17T15:11:42+00:00	gemini-3-flash-preview	
ORG-C04488	אַרבעטער-קולטור צענטר מ. ווינטשעווסקי	Education	no_candidates			0	NEW		high	Specific organization name (Winchevsky Workers Culture Center) in Montevideo, Uruguay; no candidates found in DB.	2026-05-17T15:11:43+00:00	gemini-3-flash-preview	
ORG-C04489	פֿיינמאַנען	Traveling Company	no_candidates			0	NEW		high	Specific troupe name (Feinman) in Argentina with no DB candidates; likely a distinct historical entity.	2026-05-17T15:11:44+00:00	gemini-3-flash-preview	
