pair_id	cluster_id_i	cluster_id_j	name_i	name_j	org_type	settlement	similarity	location_conflict	entry_id_i	entry_id_j	file_i	file_j	heading_i	heading_j	sentence_i	sentence_j	location_i	location_j	decision	reviewer_settlement	reviewer_address	reviewer_notes	reviewer	reviewed_at
PAIR-01863	ORG-C01244	ORG-C04620	באָסטאָנער אוניווערזיטעט	מאָסקווער אוניווערזיטעט	school		0.8095		facs_327_tr_1756057819	facs_220_tr_1744280761	Volume_3IIIorg.json	volume_2IIIorg.json	ראָבינס, לעאַ [אַליעזר ראַבינאָוויטש]	מאָנפֿריד אַרי [דוד-אַריה פֿרידמאַן]	באַזוכט ענגלישע שולן, אויך קורסן אין באָסטאָנער אוניווערזיטעט	שטודירט מעדיצין אין מאָסקווער אוניווערזיטעט	באָסטאָן	מאָסקווער · מאָסקווער אוניווערזיטעט						
PAIR-01864	ORG-C01244	ORG-C04695	באָסטאָנער אוניווערזיטעט	בערנער אוניווערזיטעט	school		0.8095		facs_327_tr_1756057819	facs_299_tr_1744280816	Volume_3IIIorg.json	volume_2IIIorg.json	ראָבינס, לעאַ [אַליעזר ראַבינאָוויטש]	מרמר קאַרל (קלמן-צבי)	באַזוכט ענגלישע שולן, אויך קורסן אין באָסטאָנער אוניווערזיטעט	שטודירט ליטעראַטור, קונסט, פֿילאַזאַפיע, געשיכטע און פּאָליטישע עקאָנאַמיע אין בערנער אוניווערזיטעט	באָסטאָן							
PAIR-01865	ORG-C01244	ORG-C06571	באָסטאָנער אוניווערזיטעט	באָזעלער אוניווערזיטעט	school		0.8095		facs_327_tr_1756057819	facs_349_tr_1741260454	Volume_3IIIorg.json	volume_1IIIorg.json	ראָבינס, לעאַ [אַליעזר ראַבינאָוויטש]	וואָרטסמאַן, יחזקאל דר	באַזוכט ענגלישע שולן, אויך קורסן אין באָסטאָנער אוניווערזיטעט	געענדיקט באָזעלער אוניווערזיטעט אַלס כעמיקער	באָסטאָן	באָזעל · באָזעלער אוניווערזיטעט						
PAIR-01866	ORG-C01323	ORG-C07053	פּאָבליק און האָי-סקול	פּאָבליק און נייט-סקולס	school		0.8095		facs_340_tr_1756106824	facs_248_tr_1754998565	Volume_3IIIorg.json	Volume_4IIIorg.json	זאַהאָוואַ, רוט [גאָלדשטיין)	שעהנהאָלץ, דוד	געענדיקט פּאָבליק און האָי-סקול	באַזוכט פּאָבליק און נייט-סקולס	פּאָבליק און האָי-סקול	אַמעריקע						
PAIR-01867	ORG-C01380	ORG-C03043	טאַראַנטער אוניווערזיטעט	קאָוונער אוניווערזיטעט	school		0.8095		facs_345_tr_1756107437	facs_192_tr_1736589026	Volume_3IIIorg.json	Volume5IIIorg.json	וויינראַט, י י [יצחק יוסף]	בינדער, שלמה	שטודירט עטלעכע יאָר אין טאַראַנטער אוניווערזיטעט	סטודענט אין קאָוונער אוניווערזיטעט	טאַראַנטאָ · טאַראַנטער אוניווערזיטעט · קאַנאַדע	קאָוונע · קאָוונער אוניווערזיטעט · ליטע						
PAIR-01868	ORG-C01380	ORG-C03135	טאַראַנטער אוניווערזיטעט	אָרטיקער אוניווערזיטעט	school		0.8095		facs_345_tr_1756107437	facs_222_tr_1739220652	Volume_3IIIorg.json	Volume5IIIorg.json	וויינראַט, י י [יצחק יוסף]	באָרטשעווסקאַ, אירענאַ [דבורה]	שטודירט עטלעכע יאָר אין טאַראַנטער אוניווערזיטעט	פאָרטועצן איר בילדונג אין דער אָרטיקער אוניווערזיטעט	טאַראַנטאָ · טאַראַנטער אוניווערזיטעט · קאַנאַדע	קיעוו · אָרטיקער אוניווערזיטעט						
PAIR-01869	ORG-C01380	ORG-C03268	טאַראַנטער אוניווערזיטעט	כאָרקאָווער אוניווערזיטעט	school		0.8095		facs_345_tr_1756107437	facs_292_tr_1739222004	Volume_3IIIorg.json	Volume5IIIorg.json	וויינראַט, י י [יצחק יוסף]	מאַץ, הירש (גרישאַ)	שטודירט עטלעכע יאָר אין טאַראַנטער אוניווערזיטעט	שטודירט מעדיצין אין כאַרקאָווער אוניווערזיטעט	טאַראַנטאָ · טאַראַנטער אוניווערזיטעט · קאַנאַדע	כאַרקאָוו · כאַרקאָווער אוניווערזיטעט						
PAIR-01870	ORG-C01380	ORG-C04695	טאַראַנטער אוניווערזיטעט	בערנער אוניווערזיטעט	school		0.8095		facs_345_tr_1756107437	facs_299_tr_1744280816	Volume_3IIIorg.json	volume_2IIIorg.json	וויינראַט, י י [יצחק יוסף]	מרמר קאַרל (קלמן-צבי)	שטודירט עטלעכע יאָר אין טאַראַנטער אוניווערזיטעט	שטודירט ליטעראַטור, קונסט, פֿילאַזאַפיע, געשיכטע און פּאָליטישע עקאָנאַמיע אין בערנער אוניווערזיטעט	טאַראַנטאָ · טאַראַנטער אוניווערזיטעט · קאַנאַדע							
PAIR-01871	ORG-C01532	ORG-C02227	בערלינער אוניווערזיטעט	געטינגער אוניווערזיטעט	school		0.8095		facs_20_tr_1747746136	facs_264_tr_1747928896	volume6IIIorg.json	volume6IIIorg.json	אויסלענדער נחום	דאַווידזאָן, מיכל	1911-1914 שטודירט מעדיצין אין בערלינער אוניווערזיטעט	שטודירט טעכנאָלאָגיע אין געטינגער אוניווערזיטעט	בערלין · בערלינער אוניווערזיטעט · דייטשלאנד	געטינגער אוניווערזיטעט · דייטשלאַנד						
PAIR-01872	ORG-C01532	ORG-C03135	בערלינער אוניווערזיטעט	אָרטיקער אוניווערזיטעט	school		0.8095		facs_20_tr_1747746136	facs_222_tr_1739220652	volume6IIIorg.json	Volume5IIIorg.json	אויסלענדער נחום	באָרטשעווסקאַ, אירענאַ [דבורה]	1911-1914 שטודירט מעדיצין אין בערלינער אוניווערזיטעט	פאָרטועצן איר בילדונג אין דער אָרטיקער אוניווערזיטעט	בערלין · בערלינער אוניווערזיטעט · דייטשלאנד	קיעוו · אָרטיקער אוניווערזיטעט						
PAIR-01873	ORG-C01532	ORG-C03238	בערלינער אוניווערזיטעט	ווינער אוניווערזיטעט	school		0.8095		facs_20_tr_1747746136	facs_272_tr_1739221127	volume6IIIorg.json	Volume5IIIorg.json	אויסלענדער נחום	שאַפּיראַ פֿימע	1911-1914 שטודירט מעדיצין אין בערלינער אוניווערזיטעט	סטודענט אין ווילנער אוניווערזיטעט	בערלין · בערלינער אוניווערזיטעט · דייטשלאנד	ווילנע · ווילנער אוניווערזיטעט · פּויליש-ליטע						
PAIR-01874	ORG-C01559	ORG-C02838	פּוילישע דראַמאַטישע שול	ווילנער דראַמאַטישע שול	school		0.8095		facs_24_r_2	facs_108_tr_1733832724	volume6IIIorg.json	Volume5IIIorg.json	אַרצישעווסקאַ, טאָטשיא [ליפּסקי, קראטקאָ]	בליאַכער, שבתי	געענדיקט אַ פּוילישע דראַמאַטישע שול.	אין 1923 האָט ב. פֿאַרענדיקט די ווילנער דראַמאַטישע שול								
PAIR-01875	ORG-C01559	ORG-C04232	פּוילישע דראַמאַטישע שול	רוסישע דראַמאַטישע שול	school		0.8095		facs_24_r_2	facs_106_tr_1744279090	volume6IIIorg.json	volume_2IIIorg.json	אַרצישעווסקאַ, טאָטשיא [ליפּסקי, קראטקאָ]	לאָנדאָן, בּצלאל	געענדיקט אַ פּוילישע דראַמאַטישע שול.	געענדיקט די רוסישע דראַמאַטישע שול								
PAIR-01876	ORG-C02003	ORG-C03268	לאָזאַנער אוניווערזיטעט	כאָרקאָווער אוניווערזיטעט	school		0.8095		facs_159_tr_1747825090	facs_292_tr_1739222004	volume6IIIorg.json	Volume5IIIorg.json	פֿייגענבערג, רחל	מאַץ, הירש (גרישאַ)	געהערט לעקציעס אין לאָזאַנער אוניווערזיטעט אויפֿן פֿאַקולטעט פֿון שפּראַך און ליטעראַטור	שטודירט מעדיצין אין כאַרקאָווער אוניווערזיטעט	לאָזאַן · שווייץ	כאַרקאָוו · כאַרקאָווער אוניווערזיטעט						
PAIR-01877	ORG-C02003	ORG-C04205	לאָזאַנער אוניווערזיטעט	קראַקאָווער אוניווערזיטעט	school		0.8095		facs_159_tr_1747825090	facs_31_TextRegion_1710063820301_118	volume6IIIorg.json	volume_1IIIorg.json	פֿייגענבערג, רחל	אַדלער, ישראל	געהערט לעקציעס אין לאָזאַנער אוניווערזיטעט אויפֿן פֿאַקולטעט פֿון שפּראַך און ליטעראַטור	שפּעטער שטודירט אין פילאָסאָפישן פאַקולטעט פון קראַקאָווער אוניווערזיטעט	לאָזאַן · שווייץ	קראָקע · פילאָסאָפישן פאַקולטעט						
PAIR-01878	ORG-C02227	ORG-C03135	געטינגער אוניווערזיטעט	אָרטיקער אוניווערזיטעט	school		0.8095		facs_264_tr_1747928896	facs_222_tr_1739220652	volume6IIIorg.json	Volume5IIIorg.json	דאַווידזאָן, מיכל	באָרטשעווסקאַ, אירענאַ [דבורה]	שטודירט טעכנאָלאָגיע אין געטינגער אוניווערזיטעט	פאָרטועצן איר בילדונג אין דער אָרטיקער אוניווערזיטעט	געטינגער אוניווערזיטעט · דייטשלאַנד	קיעוו · אָרטיקער אוניווערזיטעט						
PAIR-01879	ORG-C02227	ORG-C03238	געטינגער אוניווערזיטעט	ווינער אוניווערזיטעט	school		0.8095		facs_264_tr_1747928896	facs_272_tr_1739221127	volume6IIIorg.json	Volume5IIIorg.json	דאַווידזאָן, מיכל	שאַפּיראַ פֿימע	שטודירט טעכנאָלאָגיע אין געטינגער אוניווערזיטעט	סטודענט אין ווילנער אוניווערזיטעט	געטינגער אוניווערזיטעט · דייטשלאַנד	ווילנע · ווילנער אוניווערזיטעט · פּויליש-ליטע						
PAIR-01880	ORG-C02227	ORG-C04695	געטינגער אוניווערזיטעט	בערנער אוניווערזיטעט	school		0.8095		facs_264_tr_1747928896	facs_299_tr_1744280816	volume6IIIorg.json	volume_2IIIorg.json	דאַווידזאָן, מיכל	מרמר קאַרל (קלמן-צבי)	שטודירט טעכנאָלאָגיע אין געטינגער אוניווערזיטעט	שטודירט ליטעראַטור, קונסט, פֿילאַזאַפיע, געשיכטע און פּאָליטישע עקאָנאַמיע אין בערנער אוניווערזיטעט	געטינגער אוניווערזיטעט · דייטשלאַנד							
PAIR-01881	ORG-C02919	ORG-C03712	אָדעסער תלמוד תורה	אָדעסער תלמוד תורה א'אַ	school		0.8095		facs_153_tr_1735652603	facs_588_tr_1739222289	Volume5IIIorg.json	Volume5IIIorg.json	בורשטיין, משה	נאַאומאָוו, שלמה	אַלס קינד געלערנט אין דער אָדעסער תלמוד תורה	געלערנט אין דער אָדעסער תלמוד תורה א'אַ פֿון מענדעלע מוכר ספרים און משה קליינמאַן	אָדעס · אָדעסער תלמוד תורה	אָדעס · אוקראַינע						
PAIR-01882	ORG-C03043	ORG-C03268	קאָוונער אוניווערזיטעט	כאָרקאָווער אוניווערזיטעט	school		0.8095		facs_192_tr_1736589026	facs_292_tr_1739222004	Volume5IIIorg.json	Volume5IIIorg.json	בינדער, שלמה	מאַץ, הירש (גרישאַ)	סטודענט אין קאָוונער אוניווערזיטעט	שטודירט מעדיצין אין כאַרקאָווער אוניווערזיטעט	קאָוונע · קאָוונער אוניווערזיטעט · ליטע	כאַרקאָוו · כאַרקאָווער אוניווערזיטעט						
PAIR-01883	ORG-C03043	ORG-C04205	קאָוונער אוניווערזיטעט	קראָקעווער אוניווערזיטעט	school		0.8095		facs_192_tr_1736589026	facs_89_tr_1744131429	Volume5IIIorg.json	volume_2IIIorg.json	בינדער, שלמה	לאַזאַר-אינגאַרד, חנה [ראַקאָווער]	סטודענט אין קאָוונער אוניווערזיטעט	סטודענטין פֿון קראָקעווער אוניווערזיטעט	קאָוונע · קאָוונער אוניווערזיטעט · ליטע							
PAIR-01884	ORG-C03043	ORG-C04205	קאָוונער אוניווערזיטעט	קראַקאָווער אוניווערזיטעט	school		0.8095		facs_192_tr_1736589026	facs_31_TextRegion_1710063820301_118	Volume5IIIorg.json	volume_1IIIorg.json	בינדער, שלמה	אַדלער, ישראל	סטודענט אין קאָוונער אוניווערזיטעט	שפּעטער שטודירט אין פילאָסאָפישן פאַקולטעט פון קראַקאָווער אוניווערזיטעט	קאָוונע · קאָוונער אוניווערזיטעט · ליטע	קראָקע · פילאָסאָפישן פאַקולטעט						
PAIR-01885	ORG-C03135	ORG-C03268	אָרטיקער אוניווערזיטעט	כאָרקאָווער אוניווערזיטעט	school		0.8095		facs_222_tr_1739220652	facs_292_tr_1739222004	Volume5IIIorg.json	Volume5IIIorg.json	באָרטשעווסקאַ, אירענאַ [דבורה]	מאַץ, הירש (גרישאַ)	פאָרטועצן איר בילדונג אין דער אָרטיקער אוניווערזיטעט	שטודירט מעדיצין אין כאַרקאָווער אוניווערזיטעט	קיעוו · אָרטיקער אוניווערזיטעט	כאַרקאָוו · כאַרקאָווער אוניווערזיטעט						
PAIR-01886	ORG-C03381	ORG-C03907	פּויזנער קאָנסערוואַטאָריע	קיעווער קאָנסערוואַטאָריע	school		0.8095		facs_358_tr_1739221627	facs_40_r	Volume5IIIorg.json	volume_2IIIorg.json	אייזען-אַרענשטיין, עוואַ	טוללער, דזשאָדזש [זלמן טאָלער]	3 יאָר שטודירט אין דער פּויזנער קאָנסערוואַטאָריע	שטודירט אין קיעווער קאָנסערוואַטאָריע וויאָלין און טעאָריע פֿון מוזיק	פּויזן · פּויזנער קאָנסערוואַטאָריע							
PAIR-01887	ORG-C03451	ORG-C06703	אוקראיינישע פֿאָלקס-שול	קרוינישע פאָלקס-שול	school		0.8095		facs_415_tr_1739221390	facs_378_tr_1739715272	Volume5IIIorg.json	volume_1IIIorg.json	האָראָוויץ, בער	ווינטשעווסקי, מאָריס [בנציון נאָוואָכאָוויטש]	באַזוכט אַן אוקראיינישע פֿאָלקס-שול	באָזוכט די קרוינישע פאָלקס-שול		קאָוונע · קרוינישע פאָלקס-שול						
PAIR-01888	ORG-C03641	ORG-C04232	מלוכהשע דראָמאַטישע שול אין וואַרשע	רוסישע דראַמאַטישע שול	school		0.8095		facs_557_tr_1739222018	facs_106_tr_1744279090	Volume5IIIorg.json	volume_2IIIorg.json	פֿישער לובאַ	לאָנדאָן, בּצלאל	אין 1931 געענדיקט די מלוכהשע דראָמאַטישע שול אין וואַרשע	געענדיקט די רוסישע דראַמאַטישע שול	וואַרשע							
PAIR-01889	ORG-C03867	ORG-C04205	אָדעסער אוניווערזיטעט	קראָקעווער אוניווערזיטעט	school		0.8095		facs_33_r	facs_89_tr_1744131429	volume_2IIIorg.json	volume_2IIIorg.json	טאַנטשוק, [?]	לאַזאַר-אינגאַרד, חנה [ראַקאָווער]	געטראָפן טאַנטשיקן אַלס פּראָפעסאָר פון פילאָזאָפיע אין אָדעסער אוניווערזיטעט	סטודענטין פֿון קראָקעווער אוניווערזיטעט	אָדעס · אוקראַאינע							
PAIR-01890	ORG-C04205	ORG-C04620	קראָקעווער אוניווערזיטעט	מאָסקווער אוניווערזיטעט	school		0.8095		facs_89_tr_1744131429	facs_220_tr_1744280761	volume_2IIIorg.json	volume_2IIIorg.json	לאַזאַר-אינגאַרד, חנה [ראַקאָווער]	מאָנפֿריד אַרי [דוד-אַריה פֿרידמאַן]	סטודענטין פֿון קראָקעווער אוניווערזיטעט	שטודירט מעדיצין אין מאָסקווער אוניווערזיטעט		מאָסקווער · מאָסקווער אוניווערזיטעט						
PAIR-01891	ORG-C04205	ORG-C06571	קראָקעווער אוניווערזיטעט	באָזעלער אוניווערזיטעט	school		0.8095		facs_89_tr_1744131429	facs_349_tr_1741260454	volume_2IIIorg.json	volume_1IIIorg.json	לאַזאַר-אינגאַרד, חנה [ראַקאָווער]	וואָרטסמאַן, יחזקאל דר	סטודענטין פֿון קראָקעווער אוניווערזיטעט	געענדיקט באָזעלער אוניווערזיטעט אַלס כעמיקער		באָזעל · באָזעלער אוניווערזיטעט						
PAIR-01892	ORG-C04205	ORG-C07163	קראָקעווער אוניווערזיטעט	זשענעווער אוניווערזיטעט	school		0.8095		facs_89_tr_1744131429	facs_357_tr_1754998567	volume_2IIIorg.json	Volume_4IIIorg.json	לאַזאַר-אינגאַרד, חנה [ראַקאָווער]	קוסמאַן, לעאָן	סטודענטין פֿון קראָקעווער אוניווערזיטעט	1907 — אַריבער אין זשענעווער אוניווערזיטעט		זשענעווע · שווייץ						
PAIR-01893	ORG-C04620	ORG-C04205	מאָסקווער אוניווערזיטעט	קראַקאָווער אוניווערזיטעט	school		0.8095		facs_220_tr_1744280761	facs_31_TextRegion_1710063820301_118	volume_2IIIorg.json	volume_1IIIorg.json	מאָנפֿריד אַרי [דוד-אַריה פֿרידמאַן]	אַדלער, ישראל	שטודירט מעדיצין אין מאָסקווער אוניווערזיטעט	שפּעטער שטודירט אין פילאָסאָפישן פאַקולטעט פון קראַקאָווער אוניווערזיטעט	מאָסקווער · מאָסקווער אוניווערזיטעט	קראָקע · פילאָסאָפישן פאַקולטעט						
PAIR-01894	ORG-C00918	ORG-C05278	קאָלאָמבי אוניווערזיטעט	קאַלומביאָ-אוניווערסיטעט	school		0.8095		facs_378_tr_1744366824	facs_397_r	volume_2IIIorg.json	volume_2IIIorg.json	סקולער צבי	ענטין, יואל	"באָזוכט קורסן אין ""קאָלאָמבי אוניווערזיטעט"""	שטודירט אַלס פרייער צוהערער אין קאַלומביאָ-אוניווערסיטעט		ניו-יאָרק · אמעריקע						
PAIR-01895	ORG-C00011	ORG-C05350	שוואַרצבאַרדס טרופּע	דוד שוואַרצבאַרדס טרופּע	troupe		0.8095		facs_10_tr_1756280321	facs_115_r_6	volume7IIIorg.json	volume_1IIIorg.json	קאָפּעלמאַן, יאָסעף	בערגמאַן, איציק-מענדל	אַריבער אין 1914 קיין פינסק אין שוואַרצבאַרדס טרופּע	"אין 1892 טרעט ב. אויף אין דוד שוואַרצבאַרדס טרופּע אַלס ""יוסף"""	פינסק							
PAIR-01896	ORG-C00046	ORG-C05025	יידל גאָלדפאַדנס טרופּע	נפתלי גאָלדפאַדנס טרופּע	troupe		0.8095		facs_15_r_3	facs_70_r	volume7IIIorg.json	Volume_4IIIorg.json	ציפקוס, אַנעטאָ [איטע פּויגעל]	פיינמאַן, זיגמונד	אין עלטער פֿון 16 יאָר שפּילט זיי ביי יידל גאָלדפאַדן	איז פ. אַוועק פון דער שול און איז אַריינגעטראָטן צו אים אַלס כאָריסט.	אָדעס	קעשענעוו	DISMISS				Sinai	2026-04-12T09:51:49Z
PAIR-01897	ORG-C00994	ORG-C05734	רוסישער אָפּערעטן-טרופּע	דייטשער אָפּערעטן-טרופּע	troupe		0.8095		facs_273_tr_1755674139	facs_99_tr_1740520997	Volume_3IIIorg.json	volume_1IIIorg.json	סאָלאָוויאָוואַ, ראַאיסאַ [וואַקסמאַן]	בירנבוים ישראל [ישראל-איסר באָרנבוים]	טרעט זי אַריין אין אַ רוסישער אָפערעטן-טר-פּע, אָנגעפֿירט פון איר עלטערן ברודער	אַרומגעפֿאָרן מיט אַ דייטשער אָפּערעטן-טרופּע	האַמעל · רוסישער אָפערעטן-טרופּע							
PAIR-01898	ORG-C02720	ORG-C05734	ווילנער אָפּערעטן-טרופּע	דייטשער אָפּערעטן-טרופּע	troupe		0.8095		facs_170_tr_1735652615	facs_99_tr_1740520997	Volume5IIIorg.json	volume_1IIIorg.json	לידין, ב. [אַליהו-ברוך ליוועראַנט]	בירנבוים ישראל [ישראל-איסר באָרנבוים]	אַ קורצע צייט אין דער 'ווילנער אָפּערעטען-טרופּע'	אַרומגעפֿאָרן מיט אַ דייטשער אָפּערעטן-טרופּע								
PAIR-01899	ORG-C02720	ORG-C06618	ווילנער אָפּערעטן-טרופּע	יידישער אָפּערעטן-טרופּע	troupe		0.8095		facs_170_tr_1735652615	facs_358_tr_1741260405	Volume5IIIorg.json	volume_1IIIorg.json	לידין, ב. [אַליהו-ברוך ליוועראַנט]	וויינגאָלד שלמה [ספּירידיאָן וואָיקאַ]	אַ קורצע צייט אין דער 'ווילנער אָפּערעטען-טרופּע'	שפּעטער אין דער יידישער אָפּערעטן-טרופּע אין ווין (אָוגאַרטענשטראַסע)		ווין · אָוגאַרטענשטראַסע						
PAIR-01900	ORG-C03118	ORG-C01671	טרופּע פֿון סטאַנאָווסקי	טרופּע פֿון ספּיוואָקאָווסקי	troupe		0.8095		facs_213_tr_1739221756	facs_114_tr_1744279198	Volume5IIIorg.json	volume_2IIIorg.json	רויטמאַן, זלמן	לוּבאַרטאָווסקאָ, רעגינאַ (רבקה)	מיטגעשפּילט אין דער טרופּע פֿון סטאַנאָווסקי	שפּעטער אַריבער אין דער טרופּע פֿון ספּיוואָקאָווסקי און אַרומגעפֿאַרן איבער רוסלאַנד, אוקראַאינע, לעטלאַנד און קורלאַנד	בעלץ	רוסלאַנד						
PAIR-01901	ORG-C03251	ORG-C04324	לערמאַנס יידישער טרופּע	פישזאַנס יידישער טרופּע	troupe		0.8095		facs_276_tr_1739221992	facs_119_tr_1744279140	Volume5IIIorg.json	volume_2IIIorg.json	לעווין, חנה	ליאָוו, לעאָ (משה-לייב)	אַריינגעטראָטן אין לערמאַנס יידישער טרופּע	אויך אין פישזאָנס יידישער טרופּע	קאַנאַטאָפּ	קיעוו						
PAIR-01902	ORG-C01671	ORG-C05796	טרופּע פֿון ספּיוואָקאָווסקי	טרופּע ספּיוואַקאָווסקי	troupe		0.8095		facs_114_tr_1744279198	facs_108_tr_1740521028	volume_2IIIorg.json	volume_1IIIorg.json	לוּבאַרטאָווסקאָ, רעגינאַ (רבקה)	בליפעלד יצחק	שפּעטער אַריבער אין דער טרופּע פֿון ספּיוואָקאָווסקי און אַרומגעפֿאַרן איבער רוסלאַנד, אוקראַאינע, לעטלאַנד און קורלאַנד	ספּיוואַקאָווסקי	רוסלאַנד							
PAIR-01903	ORG-C04671	ORG-C06642	רוסישער אָפּערע-טרופּע	רוסישע אָפּערעטען-טרופּע	troupe		0.8095		facs_241_tr_1744280750	facs_361_r_9	volume_2IIIorg.json	volume_1IIIorg.json	מאַרקאָוויטש, יוסף	וויינשטאָק, יוסף	ווערט מ. קאָמפּרעמאַריע אין דער רוסישער אָפּערע-טרופּע	געצוואונגען אויסצוהאָלטן אויף זיין חשבון אַ רוסישע אָפּערעטען-טרופּע		וואַרשע						
PAIR-01904	ORG-C00177	ORG-C04633	באַקוער יידישן טעאַטער	שיקאַגער יידישן טעאַטער	theatre		0.8095		facs_41_r	facs_230_tr_1744280765	volume7IIIorg.json	volume_2IIIorg.json	בעקער, ראָזאַ [זילבערט]	מאַרגאָלין, קלאַראַ [בלייכמאַן]	"שפּעטער אין ""באַקוער יידישן טעאַטער"" האָט ב. געהאַט די געלעגנהייט צו שפּילן די ערשטע דראַמאַטישע ראָלן"	זינט דאָמאָלט ביזן סעזאָן 1929-30 געשפּילט אַלס פּרימאַדאַנע אין שיקאַגער יידישן טעאַטער	באַקו	שיקאַגאָ · אַמעריקע						
PAIR-01905	ORG-C00177	ORG-C05247	באַקוער יידישן טעאַטער	פּאַריזער יידישן טעאַטער	theatre		0.8095		facs_41_r	facs_390_tr_1744366849	volume7IIIorg.json	volume_2IIIorg.json	בעקער, ראָזאַ [זילבערט]	עטינגער שרה [גליקמאַן]	"שפּעטער אין ""באַקוער יידישן טעאַטער"" האָט ב. געהאַט די געלעגנהייט צו שפּילן די ערשטע דראַמאַטישע ראָלן"	1927 — אין פּאַריזער יידישן טעאַטער	באַקו							
PAIR-01906	ORG-C00177	ORG-C05249	באַקוער יידישן טעאַטער	נואָרקער יידישן טעאַטער	theatre		0.8095		facs_41_r	facs_391_tr_1744366853	volume7IIIorg.json	volume_2IIIorg.json	בעקער, ראָזאַ [זילבערט]	עלגאַרד, איזידאָר (יצחק-לייב)	"שפּעטער אין ""באַקוער יידישן טעאַטער"" האָט ב. געהאַט די געלעגנהייט צו שפּילן די ערשטע דראַמאַטישע ראָלן"	1918 — אָנגעהויבן שפּילן יידיש אין נואָרקער יידישן טעאַטער (דיר. — סידני האַרט)	באַקו	נואָרקער · נואָרקער יידישן טעאַטער						
PAIR-01907	ORG-C00260	ORG-C07145	יידישן אָפּערעטן-טעאַטער אין פּוילן	רוסישן אָפּערעטןטעאַטער	theatre		0.8095		facs_65_tr_1740520954	facs_351_tr_1754998561	volume_1IIIorg.json	Volume_4IIIorg.json	אָרליוק, שמעון	קרויזע, שלמה	פאַרבינדט זיך ווידער מיטן יידישן אָפּערעטן-טעאַטער אין פּוילן, באַטייליקנדיק זיך על-פי רוב אין אייראָפּעאישן רעפּערטואָר		פּוילן	קיעוו						
PAIR-01908	ORG-C00579	ORG-C02729	לאדזשער סקאָלאָ-טעאַטער	לאָדזשער 'אָפּאָלאַ'-טעאַטער	theatre		0.8095		facs_28_tr_1752653010	facs_73_tr_1733059356	Volume_3IIIorg.json	Volume5IIIorg.json	פאָלאנסקי, חיים	לובאַרטאָווסקאַ, צלבה	"1918 — אַריינגעטראָטן אין לאדזשער סקאָלאָ-טעאַטער (א""ד פֿון יוליוס אַדלער און הערמאַן סיעראָצקי)"	ל. טרעט אַריין אין לאָדזשער 'אָפּאָלאַ'-טעאַטער	לאדזש · סקאָלאָ-טעאַטער	לאָדזש · לאָדזשער 'אָפּאָלאַ'-טעאַטער						
PAIR-01909	ORG-C02007	ORG-C02849	יידישער מעוטים-טעאַטער	יידישער מלוכה-טעאַטער	theatre		0.8095		facs_130_tr_1754820307	facs_172_tr_1736589034	Volume_3IIIorg.json	Volume5IIIorg.json	פּערלמאַן, מאַקס	זעלווער משה	"1933—1934 — אין קאָוונער ""יידישער מעוטים-טעאַטער"""	אַרגאַניזירט דער יידישער מלוכה-טעאַטער... האָט דער לאָדזשער שוסטער משה וועלווער דעם ווילנער שוסטער הירשקע געשפּילט	קאָוונע · ליטע	ווילנע						
PAIR-01910	ORG-C00899	ORG-C06663	יידישע קינסטלער שפּילן	יידישע קינצלער-שפּילע	theatre		0.8095		facs_150_tr_1754213811	facs_365_tr_1741260404	Volume_3IIIorg.json	volume_1IIIorg.json	פּרייס, מיכאל	ווייסבערג רחל	"אין יידיש, אין ווינער ""יידישע קינסטלער שפּילן“"	"אין 1927 אין די ""יידישע קינצלער-שפּילע"" א'ל פֿון שלום ברין"	ווין							
PAIR-01911	ORG-C01000	ORG-C02945	לאדזשער יידישן טעאַטער	קראָקעער יידישן טעאַטער	theatre		0.8095		facs_183_tr_1747825124	facs_287_tr_1744280748	volume6IIIorg.json	volume_2IIIorg.json	קעניג דינה	מענדעלע מוכר ספרים [שלום-יעקב אַבראָמאָוויטש]	צווישן 1916 און 1926 האָט ק. געשפּילט אין לאָדזשער יידישן טעאַטער	אין סעזאָן 1926-7 איז אין קראָקעווער יידישן טעאַטער אויכגעפֿירט געוואָרן דורך יאָנאַס טורקאָוו	לאדזש · פּוילן	קראָקע · קראָקעווער יידישן טעאַטער						
PAIR-01912	ORG-C01000	ORG-C05247	לאדזשער יידישן טעאַטער	פּאַריזער יידישן טעאַטער	theatre		0.8095		facs_183_tr_1747825124	facs_390_tr_1744366849	volume6IIIorg.json	volume_2IIIorg.json	קעניג דינה	עטינגער שרה [גליקמאַן]	צווישן 1916 און 1926 האָט ק. געשפּילט אין לאָדזשער יידישן טעאַטער	1927 — אין פּאַריזער יידישן טעאַטער	לאדזש · פּוילן							
PAIR-01913	ORG-C01000	ORG-C05249	לאדזשער יידישן טעאַטער	נואָרקער יידישן טעאַטער	theatre		0.8095		facs_183_tr_1747825124	facs_391_tr_1744366853	volume6IIIorg.json	volume_2IIIorg.json	קעניג דינה	עלגאַרד, איזידאָר (יצחק-לייב)	צווישן 1916 און 1926 האָט ק. געשפּילט אין לאָדזשער יידישן טעאַטער	1918 — אָנגעהויבן שפּילן יידיש אין נואָרקער יידישן טעאַטער (דיר. — סידני האַרט)	לאדזש · פּוילן	נואָרקער · נואָרקער יידישן טעאַטער						
