group_id,n_clusters,n_settlements,specificity,split_family,name_key,cluster_id,base_cluster,settlement,canonical_name,cluster_size,decision,aligned_db_id,db_name
G004,56,40,generic,YES,יידישנטעאטער,ORG-C01387_Q01,ORG-C01387,לעמבערג,יידישן טעאַטער,74,,,
G004,56,40,generic,,יידישנטעאטער,ORG-C00111,ORG-C00111,לעמבערג,לעמבערגער יידישן טעאַטער,14,ALIGN,525,לוואָווער יידישן מלוכה-טעאַטער
G004,56,40,generic,YES,יידישנטעאטער,ORG-C01387_Q02,ORG-C01387,וואַרשע,יידישן טעאַטער,11,,,
G004,56,40,generic,YES,יידישנטעאטער,ORG-C01387_Q03,ORG-C01387,לאָנדאָן,יידישן טעאַטער,11,,,
G004,56,40,generic,YES,יידישנטעאטער,ORG-C02161_Q01,ORG-C02161,ווין,ווינער יידישן טעאַטער,11,,,
G004,56,40,generic,,יידישנטעאטער,ORG-C03317,ORG-C03317,ריגע,ריגער יידישן טעאַטער,10,ALIGN,500,ריגער יידישן מלוכה-טעאַטער
G004,56,40,generic,YES,יידישנטעאטער,ORG-C01387_Q04,ORG-C01387,ניו יאָרק,יידישן טעאַטער,9,,,
G004,56,40,generic,,יידישנטעאטער,ORG-C01000,ORG-C01000,לאָדזש,לאָדזשער יידישן טעאַטער,7,NEW,664,לאָדזשער יידישן טעאַטער
G004,56,40,generic,YES,יידישנטעאטער,ORG-C01387_Q05,ORG-C01387,ווין,יידישן טעאַטער,7,,,
G004,56,40,generic,YES,יידישנטעאטער,ORG-C01387_Q08,ORG-C01387,אָדעס,יידישן טעאַטער,6,,,
G004,56,40,generic,YES,יידישנטעאטער,ORG-C01387_Q07,ORG-C01387,ריגע,יידישן טעאַטער,6,,,
G004,56,40,generic,YES,יידישנטעאטער,ORG-C01387_Q09,ORG-C01387,קראָקע,יידישן טעאַטער אין קראָקע,6,,,
G004,56,40,generic,YES,יידישנטעאטער,ORG-C02161_Q02,ORG-C02161,ווילנע,ווילנער יידישן טעאַטער,6,,,
G004,56,40,generic,YES,יידישנטעאטער,ORG-C01387_Q12,ORG-C01387,מאָנטרעאל,יידישן טעאַטער אין מאָנטרעאל,5,NEW,712,
G004,56,40,generic,YES,יידישנטעאטער,ORG-C01387_Q11,ORG-C01387,,יידישן טעאַטער,5,,,
G004,56,40,generic,YES,יידישנטעאטער,ORG-C01387_Q10,ORG-C01387,בוענאָס- איירעס,יידישן טעאַטער אין בוענאָס-איירעס,5,,,
G004,56,40,generic,YES,יידישנטעאטער,ORG-C01387_Q17,ORG-C01387,לאָדזש,יידישן טעאַטער,4,,,
G004,56,40,generic,YES,יידישנטעאטער,ORG-C01387_Q15,ORG-C01387,דעטראָיט,יידישן טעאַטער אין דעטראָיט,4,,,
G004,56,40,generic,YES,יידישנטעאטער,ORG-C01387_Q16,ORG-C01387,יאָס,יידישן טעאַטער,4,,,
G004,56,40,generic,,יידישנטעאטער,ORG-C04528,ORG-C04528,לאָנדאָן,לאָנדאָנער יידישן טעאַטער,4,NEW,656,לאָנדאָנער יידישן טעאַטער
G004,56,40,generic,,יידישנטעאטער,ORG-C04931,ORG-C04931,באָסטאָן,באַסטאָנער יידישן טעאַטער,4,NEW,658,באַסטאָנער יידישן טעאַטער
G004,56,40,generic,YES,יידישנטעאטער,ORG-C01387_Q20,ORG-C01387,קליוולאַנד,יידישן טעאַטער,3,,,
G004,56,40,generic,YES,יידישנטעאטער,ORG-C01387_Q21,ORG-C01387,קאָוונע,יידישן טעאַטער אין קאָוונע,3,,,
G004,56,40,generic,,יידישנטעאטער,ORG-C04134,ORG-C04134,ניו-יאָרק,ניו-יאָרקער יידישן טעאַטער,3,,,
G004,56,40,generic,,יידישנטעאטער,ORG-C05249,ORG-C05249,נואָרקער,נואָרקער יידישן טעאַטער,3,,,
G004,56,40,generic,YES,יידישנטעאטער,ORG-C01387_Q22,ORG-C01387,,יידישן טעאַטער,3,,,
G004,56,40,generic,,יידישנטעאטער,ORG-C02340,ORG-C02340,אָדעס,אָדעסער יידישן טעאַטער,2,ALIGN,472,אָדעסער יידישן מלוכה-טעאַטער
G004,56,40,generic,YES,יידישנטעאטער,ORG-C01387_Q26,ORG-C01387,בוקאַרעשט,יידישן טעאַטער,2,,,
G004,56,40,generic,YES,יידישנטעאטער,ORG-C01387_Q25,ORG-C01387,קיעוו,יידישן טעאַטער,2,,,
G004,56,40,generic,,יידישנטעאטער,ORG-C04078,ORG-C04078,קליוולאַנד,קליוולאַנדער יידישן טעאַטער,2,,,
G004,56,40,generic,,יידישנטעאטער,ORG-C05247,ORG-C05247,פּאַריז,פּאַריזער יידישן טעאַטער,2,NEW,662,פּאַריזער יידישן טעאַטער
G004,56,40,generic,,יידישנטעאטער,ORG-C01148,ORG-C01148,קעשעניעוו,קעשעניעווער יידישן טעאַטער,1,,,
G004,56,40,generic,YES,יידישנטעאטער,ORG-C01387_Q33,ORG-C01387,האַוואַנאַ,יידישן טעאַטער,1,,,
G004,56,40,generic,YES,יידישנטעאטער,ORG-C01387_Q32,ORG-C01387,מעקסיקאָ,יידישן טעאַטער,1,,,
G004,56,40,generic,,יידישנטעאטער,ORG-C01496,ORG-C01496,מאָנטרעאָל,מאָנטרעאָלער יידישן טעאַטער,1,,,
G004,56,40,generic,,יידישנטעאטער,ORG-C01944,ORG-C01944,קאָוונע,קאָוונער יידישן טעאַטער,1,,,
G004,56,40,generic,,יידישנטעאטער,ORG-C02331,ORG-C02331,וויניצע,וויניצער יידישן טעאַטער,1,,,
G004,56,40,generic,,יידישנטעאטער,ORG-C02798,ORG-C02798,כאַרקאָוו,כאַרקאָווער יידישן טעאַטער,1,NEW,575,כאַרקאָווער יידישן טעאַטער
G004,56,40,generic,YES,יידישנטעאטער,ORG-C01387_Q35,ORG-C01387,טשערנאָוויץ,יידישן טעאַטער אין טשערנאָוויץ,1,,,
G004,56,40,generic,,יידישנטעאטער,ORG-C03243,ORG-C03243,טשערנאָוויץ,טשערנאָוויצער יידישן טעאַטער,1,,,
G004,56,40,generic,,יידישנטעאטער,ORG-C03385,ORG-C03385,דאַנציג,דאַנציגער יידישן טעאַטער,1,NEW,726,
G004,56,40,generic,,יידישנטעאטער,ORG-C03418,ORG-C03418,לובלין,לובלינער יידישן טעאַטער,1,,,
G004,56,40,generic,YES,יידישנטעאטער,ORG-C01387_Q43,ORG-C01387,כאַרקאָוו,יידישן טעאַטער,1,,,
G004,56,40,generic,YES,יידישנטעאטער,ORG-C01387_Q45,ORG-C01387,ביראַ בידזשאַן,יידישן טעאַטער,1,,,
G004,56,40,generic,,יידישנטעאטער,ORG-C03691,ORG-C03691,קיעוו,קיעווער יידישן טעאַטער,1,NEW,665,קיעווער יידישן טעאַטער
G004,56,40,generic,,יידישנטעאטער,ORG-C04187,ORG-C04187,דעטראָיט,דעטראָיטער יידישן טעאַטער,1,,,
G004,56,40,generic,,יידישנטעאטער,ORG-C04633,ORG-C04633,שיקאַגאָ,שיקאַגער יידישן טעאַטער,1,NEW,655,שיקאַגער יידישן טעאַטער
G004,56,40,generic,YES,יידישנטעאטער,ORG-C01387_Q36,ORG-C01387,דענווער,יידישן טעאַטער,1,,,
G004,56,40,generic,YES,יידישנטעאטער,ORG-C01387_Q39,ORG-C01387,נואַרק,יידישן טעאַטער אין נואַרק,1,,,
G004,56,40,generic,YES,יידישנטעאטער,ORG-C01387_Q40,ORG-C01387,,יידישן טעאַטער,1,,,
G004,56,40,generic,YES,יידישנטעאטער,ORG-C01387_Q34,ORG-C01387,זשיטאָמיר,יידישן טעאַטער,1,,,
G004,56,40,generic,,יידישנטעאטער,ORG-C06074,ORG-C06074,בוקאַרעסט,בוקאַרעסטער יידישן טעאַטער,1,ALIGN,502,בוקאַרעשטער יידישן מלוכה-טעאַטער
G004,56,40,generic,YES,יידישנטעאטער,ORG-C01387_Q29,ORG-C01387,באָסטאָן,יידישן טעאַטער,1,,,
G004,56,40,generic,YES,יידישנטעאטער,ORG-C01387_Q30,ORG-C01387,טשענסטאָכאָוו,יידישן טעאַטער,1,,,
G004,56,40,generic,YES,יידישנטעאטער,ORG-C01387_Q37,ORG-C01387,בודאָפּעסט,יידישן טעאַטער,1,,,
G004,56,40,generic,YES,יידישנטעאטער,ORG-C01387_Q44,ORG-C01387,באָלטימאָר,יידישן טעאַטער,1,,,
G002,21,20,generic,,יידישנמלוכהטעאטער,ORG-C00184_Q01,ORG-C00184,מאָסקווע,מאָסקווער יידישן מלוכה-טעאַטער,54,,,
G002,21,20,generic,,יידישנמלוכהטעאטער,ORG-C03484,ORG-C03484,לעמבערג,לוואָווער יידישן מלוכה-טעאַטער,24,,,
G002,21,20,generic,,יידישנמלוכהטעאטער,ORG-C00019,ORG-C00019,קיעוו,קיעווער יידישן מלוכה-טעאַטער,23,,,
G002,21,20,generic,,יידישנמלוכהטעאטער,ORG-C00012,ORG-C00012,אָדעס,אָדעסער יידישן מלוכה-טעאַטער,22,,,
G002,21,20,generic,,יידישנמלוכהטעאטער,ORG-C00018,ORG-C00018,כאַרקאָוו,כאַרקאָווער יידישן מלוכה-טעאַטער,21,,,
G002,21,20,generic,,יידישנמלוכהטעאטער,ORG-C02267,ORG-C02267,ביאַליסטאָק,ביאַליסטאָקער יידישן מלוכה-טעאַטער,12,,,
G002,21,20,generic,,יידישנמלוכהטעאטער,ORG-C00285,ORG-C00285,בוקאַרעשט,בוקאַרעשטער יידישן מלוכה-טעאַטער,10,,,
G002,21,20,generic,,יידישנמלוכהטעאטער,ORG-C02170,ORG-C02170,מינסק,מינסקער יידישן מלוכה-טעאַטער,9,,,
G002,21,20,generic,YES,יידישנמלוכהטעאטער,ORG-C02849_Q08,ORG-C02849,וואַרשע,יידישן מלוכה-טעאַטער,7,,,
G002,21,20,generic,,יידישנמלוכהטעאטער,ORG-C00609,ORG-C00609,זשיטאָמיר,זשיטאָמירער יידישן מלוכה-טעאַטער,6,,,
G002,21,20,generic,YES,יידישנמלוכהטעאטער,ORG-C02849_Q05,ORG-C02849,באַקו,יידישן מלוכה-טעאַטער,5,,,
G002,21,20,generic,,יידישנמלוכהטעאטער,ORG-C03200,ORG-C03200,טשערנאָוויץ,טשערנאָוויצער יידישן מלוכה טעאַטער,3,,,
G002,21,20,generic,,יידישנמלוכהטעאטער,ORG-C00297,ORG-C00297,יאָס,יאָסער יידישן מלוכה-טעאַטער,2,,,
G002,21,20,generic,,יידישנמלוכהטעאטער,ORG-C01319,ORG-C01319,קאָוונע,קאָוונער יידישן מלוכה-טעאַטער,2,NEW,518,קאָוונער יידישן מלוכה-טעאַטער
G002,21,20,generic,YES,יידישנמלוכהטעאטער,ORG-C02849_Q19,ORG-C02849,לאָדזש,יידישן מלוכה-טעאַטער,1,,,
G002,21,20,generic,YES,יידישנמלוכהטעאטער,ORG-C02849_Q21,ORG-C02849,פּעטראָגראָד,יידישן מלוכה-טעאַטער,1,,,
G002,21,20,generic,YES,יידישנמלוכהטעאטער,ORG-C02849_Q13,ORG-C02849,טאַרנאָפּאָל,יידישן מלוכה-טעאַטער,1,,,
G002,21,20,generic,,יידישנמלוכהטעאטער,ORG-C03305,ORG-C03305,קעשענעוו,קעשענעווער יידישן מלוכה-טעאַטער,1,NEW,548,קעשענעווער יידישן מלוכה-טעאַטער
G002,21,20,generic,YES,יידישנמלוכהטעאטער,ORG-C02849_Q20,ORG-C02849,,יידישן מלוכה-טעאַטער,1,,,
G002,21,20,generic,YES,יידישנמלוכהטעאטער,ORG-C02849_Q14,ORG-C02849,בערדיטשעוו,יידישן מלוכה-טעאַטער,1,,,
G002,21,20,generic,YES,יידישנמלוכהטעאטער,ORG-C02849_Q12,ORG-C02849,פּאָלטאָווע,יידישן מלוכה-טעאַטער,1,,,
G058,10,8,generic,YES,יידישנפאלקסטעאטער,ORG-C00840_Q01,ORG-C00840,ווילנע,יידישן פֿאָלקס-טעאַטער,6,,,
G058,10,8,generic,,יידישנפאלקסטעאטער,ORG-C01362,ORG-C01362,לאָנדאָן,לאָנדאָנער יידישן פֿאָלקס-טעאַטער,1,NEW,565,לאָנדאָנער יידישן פֿאָלקס-טעאַטער
G058,10,8,generic,,יידישנפאלקסטעאטער,ORG-C02004,ORG-C02004,ווילנע,ווילנער יידישן פֿאָלקס-טעאַטער,1,NEW,541,ווילנער יידישן פֿאָלקס-טעאַטער
G058,10,8,generic,YES,יידישנפאלקסטעאטער,ORG-C00840_Q04,ORG-C00840,לעמבערג,יידישן פֿאָלקס-טעאַטער,1,,,
G058,10,8,generic,YES,יידישנפאלקסטעאטער,ORG-C00840_Q06,ORG-C00840,קאָוונע,יידישן פֿאָלקס-טעאַטער,1,,,
G058,10,8,generic,YES,יידישנפאלקסטעאטער,ORG-C00840_Q02,ORG-C00840,פֿילאָדעלפיע,יידישן פֿאָלקס-טעאַטער,1,,,
G058,10,8,generic,YES,יידישנפאלקסטעאטער,ORG-C00840_Q09,ORG-C00840,לאָנדאָן,יידישן פֿאָלקס-טעאַטער,1,,,
G058,10,8,generic,YES,יידישנפאלקסטעאטער,ORG-C00840_Q08,ORG-C00840,ניו יאָרק,יידישן פֿאָלקס-טעאַטער,1,,,
G058,10,8,generic,YES,יידישנפאלקסטעאטער,ORG-C00840_Q03,ORG-C00840,בוענאָס איירעס,יידישן פֿאָלקס-טעאַטער,1,,,
G058,10,8,generic,YES,יידישנפאלקסטעאטער,ORG-C00840_Q07,ORG-C00840,אָרגענטינע,יידישן פֿאָלקס-טעאַטער,1,,,
G008,8,6,generic,YES,פאלקסטעאטער,ORG-C00096_Q01,ORG-C00096,ניו-יאָרק,פֿאָלקס-טעאַטער,42,,,
G008,8,6,generic,,פאלקסטעאטער,ORG-C01124,ORG-C01124,ווילנע,ווילנער פֿאָלקס-טעאַטער,11,NEW,667,ווילנער פֿאָלקס-טעאַטער
G008,8,6,generic,YES,פאלקסטעאטער,ORG-C00096_Q06,ORG-C00096,לאַס אַנדזשעלעס,פֿאָלקס-טעאַטער,1,,,
G008,8,6,generic,YES,פאלקסטעאטער,ORG-C00096_Q03,ORG-C00096,ריגע,פֿאָלקס-טעאַטער,1,,,
G008,8,6,generic,YES,פאלקסטעאטער,ORG-C00096_Q04,ORG-C00096,ווילנע,פֿאָלקס-טעאַטער,1,,,
G008,8,6,generic,YES,פאלקסטעאטער,ORG-C00096_Q05,ORG-C00096,,פֿאָלקס-טעאַטער,1,SPLIT,,
G008,8,6,generic,YES,פאלקסטעאטער,ORG-C00096_Q02,ORG-C00096,בוענאָס איירעס,פֿאָלקס-טעאַטער,1,,,
G008,8,6,generic,YES,פאלקסטעאטער,ORG-C00096_Q07,ORG-C00096,לאָנדאָן,פֿאָלקס-טעאַטער,1,,,
G022,6,5,generic,YES,יידישנאפערעטנטעאטער,ORG-C00260_Q01,ORG-C00260,וואַרשע,יידישן אָפּערעטן-טעאַטער,2,,,
G022,6,5,generic,YES,יידישנאפערעטנטעאטער,ORG-C00260_Q04,ORG-C00260,לאָדזש,יידישן אָפּערעטן-טעאַטער אין לאָדזש,1,,,
G022,6,5,generic,YES,יידישנאפערעטנטעאטער,ORG-C00260_Q06,ORG-C00260,פאַריז,יידישן אָפּערעטן-טעאַטער,1,,,
G022,6,5,generic,YES,יידישנאפערעטנטעאטער,ORG-C00260_Q05,ORG-C00260,לאָנדאָן,יידישן אָפּערעטן-טעאַטער,1,,,
G022,6,5,generic,YES,יידישנאפערעטנטעאטער,ORG-C00260_Q03,ORG-C00260,,יידישן אָפּערעטן-טעאַטער,1,,,
G022,6,5,generic,,יידישנאפערעטנטעאטער,ORG-C05555,ORG-C05555,ווילנע,ווילנער יידישן אָפּערעטן טעאַטער,1,ALIGN,571,ווילנער יידישן אָפּערע-טעאַטער
G069,6,4,generic,,יידישערבינע,ORG-C02692,ORG-C02692,ווין,ווינער יידישער בינע,2,,,
G069,6,4,generic,,יידישערבינע,ORG-C01061,ORG-C01061,אָדעס,יידישער בינע אין אָדעס,1,,,
G069,6,4,generic,,יידישערבינע,ORG-C02328,ORG-C02328,,יידישער בינע אין גאַליציע,1,,,
G069,6,4,generic,,יידישערבינע,ORG-C02629,ORG-C02629,ווין,יידישער בינע אין ווין,1,,,
G069,6,4,generic,,יידישערבינע,ORG-C04724,ORG-C04724,וואַרשע,יידישער בינע אין וואַרשע,1,,,
G069,6,4,generic,,יידישערבינע,ORG-C07059,ORG-C07059,לאָנדאָן,יידישער בינע אין לאָנדאָן,1,,,
G016,5,5,generic,YES,יידישנקונסטטעאטער,ORG-C00180_Q01,ORG-C00180,ניו יאָרק,יידישן קונסט-טעאַטער,97,,,
G016,5,5,generic,YES,יידישנקונסטטעאטער,ORG-C00180_Q02,ORG-C00180,אַמעריקע,יידישן קונסט-טעאַטער,7,,,
G016,5,5,generic,YES,יידישנקונסטטעאטער,ORG-C00180_Q03,ORG-C00180,פֿילאַדעלפיע,יידישן קונסט-טעאַטער,1,,,
G016,5,5,generic,YES,יידישנקונסטטעאטער,ORG-C00180_Q05,ORG-C00180,אָדעס,יידישן קונסט-טעאַטער,1,,,
G016,5,5,generic,YES,יידישנקונסטטעאטער,ORG-C00180_Q04,ORG-C00180,בוענאָס איירעס,יידישן קונסט-טעאַטער,1,,,
G029,5,5,generic,,טעאטער,ORG-C00346,ORG-C00346,כאַרקאָוו,כאַרקאָווער טעאַטער,3,,,
G029,5,5,generic,,טעאטער,ORG-C01725,ORG-C01725,לעמבערג,לעמבערגער טעאַטער,2,,,
G029,5,5,generic,,טעאטער,ORG-C02915,ORG-C02915,ריגע,ריגער טעאַטער,1,NEW,630,ריגער טעאַטער
G029,5,5,generic,,טעאטער,ORG-C03606,ORG-C03606,כערסאָן,כערסאָנער טעאַטער,1,,,
G029,5,5,generic,,טעאטער,ORG-C03607,ORG-C03607,לוואָוו,לוואָווער טעאַטער,1,NEW,627,לוואָווער טעאַטער
G015,4,3,generic,YES,נייעריידישערטעאטער,ORG-C00178_Q01,ORG-C00178,ריגע,נייער יידישער טעאַטער,15,,,
G015,4,3,generic,YES,נייעריידישערטעאטער,ORG-C00178_Q02,ORG-C00178,,נייער יידישער טעאַטער אין ליטע,1,,,
G015,4,3,generic,YES,נייעריידישערטעאטער,ORG-C00178_Q03,ORG-C00178,ניו יאָרק,נייער יידישער טעאַטער,1,,,
G015,4,3,generic,YES,נייעריידישערטעאטער,ORG-C00178_Q04,ORG-C00178,לאָנדאָן,נייער יידישער טעאַטער,1,,,
G021,4,4,generic,YES,יידישטעאטער,ORG-C01387_Q13,ORG-C01387,פאַריז,יידיש טעאַטער אין פּאַריז,5,,,
G021,4,4,generic,YES,יידישטעאטער,ORG-C01387_Q23,ORG-C01387,בערלין,יידיש טעאַטער אין בערלין,3,,,
G021,4,4,generic,YES,יידישטעאטער,ORG-C01387_Q24,ORG-C01387,דאַנציג,יידיש טעאַטער אין דאַנציג,2,,,
G021,4,4,generic,YES,יידישטעאטער,ORG-C01387_Q38,ORG-C01387,מינסק,יידיש טעאַטער אין מינסק,1,,,
G039,4,4,generic,YES,דראמאטישנטעאטער,ORG-C01020_Q01,ORG-C01020,ווילנע,דראַמאַטישן טעאַטער,4,,,
G039,4,4,generic,,דראמאטישנטעאטער,ORG-C00552,ORG-C00552,פּעטערבורג,פּעטערבורגער דראַמאטישן טעאַטער,1,,,
G039,4,4,generic,YES,דראמאטישנטעאטער,ORG-C01020_Q02,ORG-C01020,קאָוונע,דראַמאַטישן טעאַטער,1,,,
G039,4,4,generic,,דראמאטישנטעאטער,ORG-C05700,ORG-C05700,לאָדזש,לאָדזשער דראָמאָטישן טעאַטער,1,,,
G072,4,4,generic,,יידישערטעאטער,ORG-C01110,ORG-C01110,לאָנדאָן,לאָנדאָנער יידישער טעאַטער,1,,,
G072,4,4,generic,,יידישערטעאטער,ORG-C01768,ORG-C01768,אָדעס,אָדעסער יידישער טעאַטער,1,NEW,609,אָדעסער יידישער טעאַטער
G072,4,4,generic,,יידישערטעאטער,ORG-C03478,ORG-C03478,כאַרקאָוו,כאַרקאָווער יידישער טעאַטער,1,ALIGN,575,כאַרקאָווער יידישן טעאַטער
G072,4,4,generic,,יידישערטעאטער,ORG-C07293,ORG-C07293,מאָסקווע,מאָסקווער יידישער טעאַטער,1,NEW,672,מאָסקווער יידישער טעאַטער
G086,4,4,generic,YES,מלוכהטעאטער,ORG-C01567_Q01,ORG-C01567,ווילנע,מלוכה-טעאַטער,34,,,
G086,4,4,generic,,מלוכהטעאטער,ORG-C01943,ORG-C01943,ריגע,ריגער מלוכה-טעאַטער,4,,,
G086,4,4,generic,YES,מלוכהטעאטער,ORG-C01567_Q03,ORG-C01567,גאַלאַץ,מלוכה-טעאַטער אין גאַלאַץ,1,,,
G086,4,4,generic,YES,מלוכהטעאטער,ORG-C01567_Q02,ORG-C01567,קרעמענטשוג,מלוכה-טעאַטער,1,,,
G019,3,2,generic,YES,יידישקונסטטעאטער,ORG-C00195_Q01,ORG-C00195,ניו יאָרק,יידיש קונסט טעאַטער,16,,,
G019,3,2,generic,YES,יידישקונסטטעאטער,ORG-C00195_Q02,ORG-C00195,פֿילאָדעלפיע,יידיש קונסט טעאַטער,1,NEW,713,יידיש קונסט טעאַטער
G019,3,2,generic,YES,יידישקונסטטעאטער,ORG-C00195_Q03,ORG-C00195,,יידיש קונסט טעאַטער,1,ALIGN,416,The Yiddish Art Theatre (as stable theatre)
G042,3,2,generic,YES,יידישדראמאטישנטעאטער,ORG-C00596_Q01,ORG-C00596,קאָוונע,יידיש דראַמאַטישן טעאַטער,4,,,
G042,3,2,generic,YES,יידישדראמאטישנטעאטער,ORG-C00596_Q05,ORG-C00596,,יידיש דראַמאַטישן טעאַטער,1,,,
G042,3,2,generic,YES,יידישדראמאטישנטעאטער,ORG-C00596_Q03,ORG-C00596,מינסק,יידיש דראַמאַטישן טעאַטער,1,,,
G057,3,3,generic,YES,קונסטטעאטער,ORG-C00812_Q01,ORG-C00812,ניו יאָרק,קונסט-טעאַטער,12,,,
G057,3,3,generic,,קונסטטעאטער,ORG-C05498,ORG-C05498,מאָסקווע,מאָסקווער קונסט-טעאַטער,3,,,
G057,3,3,generic,YES,קונסטטעאטער,ORG-C00812_Q02,ORG-C00812,פֿילאָדעלפיע,קונסט-טעאַטער,1,,,
G087,3,3,generic,,אפערע,ORG-C02364_Q01,ORG-C02364,וואַרשע,אָפּערע,2,,,
G087,3,3,generic,,אפערע,ORG-C01570,ORG-C01570,יאָס,יאָסער אָפּערע,1,NEW,532,יאָסער אָפּערע
G087,3,3,generic,,אפערע,ORG-C01947,ORG-C01947,ווין,ווינער אָפּערע,1,,,
G119,2,2,generic,YES,יידישדראמאטישטעאטער,ORG-C00596_Q04,ORG-C00596,קראָקע,יידיש דראַמאַטיש טעאַטער,1,,,
G119,2,2,generic,YES,יידישדראמאטישטעאטער,ORG-C00596_Q02,ORG-C00596,ווין,יידיש דראַמאַטיש טעאַטער אין ווין,1,,,
G127,2,2,generic,,יידישנדראמאטישנטעאטער,ORG-C03677,ORG-C03677,לאָדזש,לאָדזשער יידישן דראַמאַטישן טעאַטער,2,,,
G127,2,2,generic,,יידישנדראמאטישנטעאטער,ORG-C06905,ORG-C06905,בוקאַרעסט,בוקאַרעסטער יידישן דראַמאַטישן טעאַטער,1,NEW,576,בוקאַרעסטער יידישן דראַמאַטישן טעאַטער
