cluster_id	canonical_yiddish	org_type	cluster_size	name_variants	extracted_settlements	extracted_addresses	extracted_venues	extracted_countries	candidate_db_ids	candidate_scores	candidate_methods	decision	aligned_db_id	reviewer_notes	reviewer_settlement	reviewer_address	reviewer	reviewed_at
ORG-C04064	לערמאַןס טרופּע	troupe	1	לערמאַןס טרופּע			פּראָווינץ											
ORG-C04065	ביי נאַטאַנסאָן-גראָסמאַן	troupe	1	ביי נאַטאַנסאָן-גראָסמאַן	טאַשקענט													
ORG-C04066	"יידישן טעאַטער „קונסט-ווינקל"""	theatre	1	"יידישן טעאַטער „קונסט-ווינקל"""	אוקראַאינע													
ORG-C04067	באַוועגלעכן טעאַטער „בעזקער“	theatre	1	באַוועגלעכן טעאַטער „בעזקער“														
ORG-C04068	כאַרקאָווער ערשטן יידישן מלוכה-טעאַטער	theatre	1	כאַרקאָווער ערשטן יידישן מלוכה-טעאַטער	כאַרקאָוו				478 | 502 | 472 | 500 | 505	0.794 | 0.735 | 0.706 | 0.676 | 0.676	ipa_phonetic | ipa_phonetic | ipa_phonetic | ipa_phonetic | ipa_phonetic							
ORG-C04069	קיעווער מלוכה-טעאַטער	theatre	1	קיעווער מלוכה-טעאַטער	קיעוו				500 | 472 | 505	0.640 | 0.615 | 0.600	ipa_phonetic | ipa_phonetic | ipa_phonetic							
ORG-C04070	כאַרלאָווער טעאַטער פֿאַר קליינע פֿאָרמען	theatre	1	כאַרלאָווער טעאַטער פֿאַר קליינע פֿאָרמען	כאַרקאָוו													
ORG-C04071	יעקב גאָלדשטייןס טרופּע	troupe	1	יעקב גאָלדשטייןס טרופּע			קאַליפֿאָרניע		492	0.619	ipa_phonetic							
ORG-C04072	יוניע	union	31	די יוניע | דער יוניע | יוניע	ניו יאָרק			אַמעריקע										
ORG-C04073	איציק מענדל בערמאָןס טרופּע	troupe	2	איציק מענדל בערמאָןס טרופּע	באָטאָשאן				287	0.692	ipa_phonetic							
ORG-C04074	דאָס אידישע וואָכענבלאַט	newspaper	5	אידישעס וואכענבלאט | אידישער וואָכענבלאט | דאָס אידישע וואָכענבלאַט	נ. י.													
ORG-C04075	זינגערס ניי-מאַשינען	business	2	זינגערס ניי-מאַשינען														
ORG-C04076	בראָשורען-גרופּע פֿון דער פּראָגרעסיוו לייברערי	publisher	1	בראָשורען-גרופּע פֿון דער פּראָגרעסיוו לייברערי	ניו-יאָרק													
ORG-C04077	פּראָגרעסיוו ליטעראַרישער קלאָב	club	1	פּראָגרעסיוו ליטעראַרישער קלאָב	שיקאַגאָ													
ORG-C04078	קליוולאַנדער יידישן טעאַטער	theatre	2	קליוולאַנדער יידישן טעאַטער	קליוולאַנד		קליוולאַנדער יידישן טעאַטער											
ORG-C04079	דעטראיטער סוירקל-טעאַטער	theatre	1	דעטראיטער סוירקל-טעאַטער	דעטראיט													
ORG-C04080	רויז טעאַטער	theatre	1	רויז טעאַטער	מילוואָקי				263	0.615	ipa_phonetic							
ORG-C04081	קליוולאַנד גלאָוב-טעאַטער	theatre	1	קליוולאַנד גלאָוב-טעאַטער	קליוולאַנד													
ORG-C04082	אַרטש סט. טעאַטער	theatre	1	אַרטש סט. טעאַטער	פֿילאַדעלפיע													
ORG-C04083	ניו-יאָרקער גערמאַןס פאָלקס-טעאַטער	theatre	1	ניו-יאָרקער גערמאַןס פאָלקס-טעאַטער	ניו-יאָרק				494	0.645	ipa_phonetic							
ORG-C04084	נאָווי-טעאַטער	theatre	1	נאָווי-טעאַטער	אָדעס		נאָווי-טעאַטער		509 | 489	0.667 | 0.636	ipa_phonetic | ipa_phonetic							
ORG-C04085	פערלאג תּ. יאקובסאָהן און מ. גאָלדבערג	publisher	1	פערלאג תּ. יאקובסאָהן און מ. גאָלדבערג	וואַרשע													
ORG-C04086	גאָלדפאַדען דראַמאַטיק פֿאַראיין	theatre	1	גאָלדפאַדען דראַמאַטיק פֿאַראיין														
ORG-C04087	זאָלאָטאַרעווסקיס טרופּע	troupe	1	זאָלאָטאַרעווסקיס טרופּע														
ORG-C04088	אָדעסער באָלגאַראַווטעאַטער	theatre	2	אָדעסער באָלגאַראַווטעאַטער	אָדעס													
ORG-C04089	טעאַטער סאָלאָווצאָוו	theatre	2	טעאַטער סאָלאָווצאָוו	קיעוו		טעאַטער סאָלאָווצאָוו											
ORG-C04090	מאָסקווער אַקוואָריום-טעאָטער	theatre	1	מאָסקווער אַקוואָריום-טעאָטער														
ORG-C04091	יענאַ-טעאַטער	theatre	1	יענאַ-טעאַטער					509 | 489	0.667 | 0.636	ipa_phonetic | ipa_phonetic							
ORG-C04092	רעלקינס בוקינג-אָפיס	booking_office	1	רעלקינס בוקינג-אָפיס	לין													
ORG-C04093	אָרטיקע שטאָט-גימנאַזיע	school	1	אָרטיקע שטאָט-גימנאַזיע	ריגע			לעטלאַנד										
ORG-C04094	א'פּ סאָווסקי	school	1	א'פּ סאָווסקי														
ORG-C04095	נעזלאָביןס שטאָט-טעאַטער	theatre	1	נעזלאָביןס שטאָט-טעאַטער														
ORG-C04096	ביעלאַיעווס טרופּע	troupe	1	ביעלאַיעווס טרופּע	ווילנע				41 | 469	0.600 | 0.600	ipa_phonetic | ipa_phonetic							
ORG-C04097	קאָמפּאַנעעץ	troupe	37	דער טרופּע פֿון קאָמפּאַנעיעץ | טרופּע פֿון קאָמפּאַנעעץ | טרופּעס פון קאָמפּאַנעיעץ | קאָמפּאַנעעץ	וואַרשע | לאָדזש | קאַווקאַז | קיעוו | ריגע		כאַרקאָוו, יעקאַטערינאָסלאָוו, יעליסאַוועטגראַד, באַקן, מאָסקווע, פּעטערבורג און ריגע	לעטלאַנד | פּוילן | רוסלאַנד	485	0.875	fuzzy							
ORG-C04098	לאָדזשער צירק	theatre	2	לאָדזשער צירק	לאָדזש | לאדזש		לאָדזשער צירק											
ORG-C04099	"קינאָמאַטאָגראַפישער פירמע „מינטוּס"""	publisher	1	"קינאָמאַטאָגראַפישער פירמע „מינטוּס"""														
ORG-C04100	טאָראָנטאָ יידישן טעאַטער	theatre	1	טאָראָנטאָ יידישן טעאַטער	טאָראָנטאָ			קאַנאַדע	478	0.607	ipa_phonetic							
ORG-C04101	קעסלערס רוף-גאַרדן	theatre	4	קעסלער רוף-גאַרדען | קעסלערס רוף-גאַרדן | קעסלערס רוף-גאָרדען	ניו יאָרק | ניו-יאָרק	אויפֿן דאַך פֿון סעקאַנד עוועניו-טעאַטער	סעקאַנד עוועניו-טעאַטער | קעסלערס רוף-גאַרדן | קעסלערס רוף-גאָרדען	אַמעריקע										
ORG-C04102	י. קעסלערס טרופּע	troupe	1	י. קעסלערס טרופּע	שיקאַגאָ				41	0.625	ipa_phonetic							
ORG-C04103	סעלצניק מוּווינג פיקטשור קאָמפּאַניע	publisher	1	סעלצניק מוּווינג פיקטשור קאָמפּאַניע														
ORG-C04104	באַלטימאָרער ליריק-טעאַטער	theatre	1	באַלטימאָרער ליריק-טעאַטער	באַלטימאָר													
ORG-C04105	קאָנצערט-ביוראָ אין באַלטימאָר	business	1	קאָנצערט-ביוראָ אין באַלטימאָר	באַלטימאָר													
ORG-C04106	"""רוסישע דראָמע"""	theatre	1	"""רוסישע דראָמע"""			אוקראַאינע	אוקראַאינע										
ORG-C04107	דראָמאַטישער סטודיע פֿון רעזשיסער אַטיאַנאָוו	school	1	דראָמאַטישער סטודיע פֿון רעזשיסער אַטיאַנאָוו														
ORG-C04108	4-קלאַסיקע שטאָטישע שול	school	1	4-קלאַסיקע שטאָטישע שול														
ORG-C04109	מוזיקאַלישן טעכניקום	school	1	מוזיקאַלישן טעכניקום														
ORG-C04110	דייטשער מיסיאָנערן-שול	school	1	דייטשער מיסיאָנערן-שול	סיריע													
ORG-C04111	"גימנאַזיע „הרצליה"""	school	1	"גימנאַזיע „הרצליה"""	יפו													
ORG-C04112	ועדת החזיונות	committee	2	ועדת החזיונות														
ORG-C04113	פּעטראָווסקער-ראָזאַמאָווסקער אַקאַדעמיע	school	1	פּעטראָווסקער-ראָזאַמאָווסקער אַקאַדעמיע	מאָסקווע													
ORG-C04114	וואַרדי יאָעליט-טעאַטער-סטודיע	school	1	וואַרדי יאָעליט-טעאַטער-סטודיע														
ORG-C04115	קאַליש-טעאַטער	theatre	1	קאַליש-טעאַטער	ניו-יאָרק		קאַליש-טעאַטער											
ORG-C04116	אַדלערס גרענד-טעאַטער	theatre	6	אַדלערס גרענד-טעאַטער | אָדלערס גרענד-טעאַטער	ניו יאָרק		אַדלערס גרענד-טעאַטער | אַדלערס גרענד-טעאַטער | אָדלערס גרענד-טעאַטער											
ORG-C04117	פאַרלאַג פֿון ש. גאָלדפֿאַרב	publisher	1	פאַרלאַג פֿון ש. גאָלדפֿאַרב	וואַרשע		פאַרלאַג פֿון ש. גאָלדפֿאַרב											
ORG-C04118	דרוקעריי פון דער אלמנה און יתומים פּרופּס	דרוקעריי	1	דרוקעריי פון דער אלמנה און יתומים פּרופּס	אַמסטערדאַם		דרוקעריי פון דער אלמנה און יתומים פּרופּס											
ORG-C04119	סינאַגאָגע	synagogue	4	סינאַגאָגע	לעמבערג | סטאָניסלאַוואוו		סינאָגאָגע											
ORG-C04120	טרופע יוליוס אַדלער-ליפּאָווסקי	troupe	1	טרופע יוליוס אַדלער-ליפּאָווסקי	ווילנע													
ORG-C04121	כאָר פֿון דער סינאַגאָגע	choir	2	כאָר פון דער סינאָגאָגע | כאָר פֿון דער סינאַגאָגע	לאָדזש			פּוילן										
ORG-C04122	יונגוויץ-יאָנג	troupe	1	יונגוויץ-יאָנג	וואַרשע													
ORG-C04123	חיימאָוויטש, כאַראַז און סאַמבערג	troupe	1	חיימאָוויטש, כאַראַז און סאַמבערג				רוסלאַנד										
ORG-C04124	פאַראייניקטער חברים-טרופּע	troupe	1	פאַראייניקטער חברים-טרופּע	פאַריז													
ORG-C04125	דובאָווסקי	troupe	1	דובאָווסקי	לאָנדאָן													
ORG-C04126	צימבאַליסט-צוקער	troupe	1	צימבאַליסט-צוקער				פּוילן										
ORG-C04127	יעקב זילבערט און בעטי קעניג	troupe	1	יעקב זילבערט און בעטי קעניג														
ORG-C04128	הערמאַן בערמאַנס טרופּע	troupe	1	הערמאַן בערמאַנס טרופּע	ליפּנע													
ORG-C04129	קאמינסקי און פישזאָן	troupe	1	קאמינסקי און פישזאָן	קיעוו													
ORG-C04130	בערנשטיין-סעם אַדלער	troupe	1	בערנשטיין-סעם אַדלער			רוסלאַנד	רוסלאַנד										
ORG-C04131	ליפּאָווסקי-משפּחה	troupe	1	ליפּאָווסקי-משפּחה	כאָרבין													
ORG-C04132	ספּיוואַקאָווסקיס עלדאָראַדאָ-טעאַטער	theatre	1	ספּיוואַקאָווסקיס עלדאָראַדאָ-טעאַטער	וואַרשע		עלדאָראַדאָ-טעאַטער											
ORG-C04133	וויינקאָרט-האָל	theatre	1	וויינקאָרט-האָל	לאָנדאָן		וויינקאָרט-האָל	ענגלאַנד										
ORG-C04134	ניו-יאָרקער יידישן טעאַטער	theatre	3	ניו-יאָרקער יידישן טעאַטער	ניו יאָרק | ניו-יאָרק		ניו-יאָרקער יידישן טעאַטער	אַמעריקע										
ORG-C04135	קאַרנעגי האָל	theatre	3	קאַרנעגי האָל	ניו-יאָרק		קאַרנעגי האָל | קאַרנעני האָל | קאָרנעגי-האָל											
ORG-C04136	פּערלאג יהואָש	publisher	1	פּערלאג יהואָש	ניו-יאָרק		פּערלאג יהואָש											
ORG-C04137	The Stratford Journal	newspaper	1	The Stratford Journal														
ORG-C04138	D. Appleton and Company	publisher	1	D. Appleton and Company	New York		D. Appleton and Company											
ORG-C04139	דאָס נייע לעבן	newspaper	4	דאָס נייע לעבן	אָדעס | ניו יאָרק		אַמעריקע	אַמעריקע										
ORG-C04140	זשעטלער ישיבה	school	1	זשעטלער ישיבה	זשעטל													
ORG-C04141	"פאַרלאַג „מעהר ליכט"""	publisher	1	"פאַרלאַג „מעהר ליכט"""	ניו-יאָרק													
ORG-C04142	ענציקלאָפּעדיע פֿון יידישן טעאַטער	publication	1	ענציקלאָפּעדיע פֿון יידישן טעאַטער														
ORG-C04143	מיטלשול פֿון פינקל	school	1	מיטלשול פֿון פינקל														
ORG-C04144	בונדישער אַקאַדעמישער אָרגאַניזאַציע	organization	1	בונדישער אַקאַדעמישער אָרגאַניזאַציע														
ORG-C04145	לאַנדראַט פֿון די פּראָפעסיאנעלע פֿאַראיינען	union	1	לאַנדראַט פֿון די פּראָפעסיאנעלע פֿאַראיינען														
ORG-C04146	צענטראַלן לעדער-פֿאַראיין	union	1	צענטראַלן לעדער-פֿאַראיין														
ORG-C04147	צענטראַלן דרוקער-פֿאַראיין	union	1	צענטראַלן דרוקער-פֿאַראיין					508	0.625	ipa_phonetic							
ORG-C04148	"פ""ג האַלפּערין"	publisher	1	"פ""ג האַלפּערין"	ווילנע													
ORG-C04149	"פֿאַרלאַג ""ביליקע ביכער"""	publisher	1	"פֿאַרלאַג ""ביליקע ביכער"""	ריגע													
ORG-C04150	יידישע בינע יונג-אַרגענטינע	theatre	1	יידישע בינע יונג-אַרגענטינע	בוענאָס-איירעס													
ORG-C04151	ביי זיגלער	troupe	1	ביי זיגלער	ווין													
ORG-C04152	Руское Богатство	newspaper	1	Руское Богатство														
ORG-C04153	Восходь	newspaper	1	Восходь														
ORG-C04154	Знамя	publisher	1	Знамя														
ORG-C04155	די וועלט	publisher	5	די וועלט	וואַרשע | ווילנע													
ORG-C04156	געבילס קאָמעדיע טעאַטער	theatre	3	געבילס קאָמעדיע טעאַטער	ניו יאָרק | ניו-יאָרק	סאָפאָלק סטריט	געבילס קאָמעדיע טעאַטער | געבילס קאָמעדיע-טעאַטער	אַמעריקע | אמעריקע										
ORG-C04157	געזעלשאַפט „פרייע יידישע בינע“	theatre	1	געזעלשאַפט „פרייע יידישע בינע“	מעלבורן			אויסטראָליע										
ORG-C04158	יידישער שול-אָרגאַניזאַציע	organization	1	יידישער שול-אָרגאַניזאַציע														
ORG-C04159	קונסט-דעפּאַרטאַמענט ביים פּוילישן בילדונגס-מיניסטעריום	government	1	קונסט-דעפּאַרטאַמענט ביים פּוילישן בילדונגס-מיניסטעריום														
ORG-C04160	האָטעל בעלאַ וויסטא	theatre	1	האָטעל בעלאַ וויסטא	יפו		האָטעל בעלאַ וויסטא											
ORG-C04161	גדוד מגיני השפה	organization	1	גדוד מגיני השפה														
ORG-C04162	מעלוכישער יידישער טעאַטער אין אוקראַאינע	theatre	1	מעלוכישער יידישער טעאַטער אין אוקראַאינע				אוקראַאינע										
ORG-C04163	בילדונגס-קאָמיסאַריאט פֿאַר ליטע	theatre	1	בילדונגס-קאָמיסאַריאט פֿאַר ליטע														
ORG-C04164	רעפּערטואר-קאָמיסיע	theatre	1	רעפּערטואר-קאָמיסיע														
ORG-C04165	יידישע שול	school	8	יידישע סטודיע | יידישע שול | יידישער סטודיע אין ווייסרוסלאַנד	בוקאַרעסט | בראָד | כערגען-כעלזען | מינסק		יידישער שול	ווייסרוסלאַנד	466	0.692	ipa_phonetic							
ORG-C04166	16-טער רוסישער אַרמעע	אַרמעע	1	16-טער רוסישער אַרמעע			ווייסרוסלאַנד											
ORG-C04167	מייזעל-פֿאַרלאַג	publisher	2	מייזעל-פאַרלאָג | מייזעל-פֿאַרלאַג	נ. י. | ניו יאָרק													
ORG-C04168	טאָראָנטער ליריק-טעאַטער	theatre	1	טאָראָנטער ליריק-טעאַטער	טאָראָנטאָ		ליריק-טעאַטער											
ORG-C04169	גיבסאָן-טעאַטער	theatre	3	גיבסאָן-טעאַטער	פֿילאַדעלפיע | פֿילאָדעלפֿיע | פֿילאָרעלפיע		גיבסאָן טעאַטער | גיבסאָן-טעאַטער | גיבסאָן-טעאַטער	אַמעריקע	489	0.615	ipa_phonetic							
ORG-C04170	סאול דיקשטייןס פאָלקס-טעאַטער	theatre	1	סאול דיקשטייןס פאָלקס-טעאַטער	פֿילאַדעלפיע		פאָלקס-טעאַטער											
ORG-C04171	ניו-יאָרקער ליבערטי	theatre	1	ניו-יאָרקער ליבערטי	ניו-יאָרק		ליבערטי											
ORG-C04172	לאדזשער דייטשן טעאַטער	theatre	1	לאדזשער דייטשן טעאַטער	לאָדזש				494	0.615	ipa_phonetic							
ORG-C04173	"„פֿאַראייניקטער טרופּע"" פֿון אַברהם-יצחק און אסתר-רחל קאמינסקי"	troupe	1	"„פֿאַראייניקטער טרופּע"" פֿון אַברהם-יצחק און אסתר-רחל קאמינסקי"														
ORG-C04174	"מינסקער „אונזער ווינקל"""	theatre	1	"מינסקער „אונזער ווינקל"""	מינסק		"מינסקער „אונזער ווינקל"""											
ORG-C04175	מאיר שוואַרץס טרופּע	troupe	1	מאיר שוואַרץס טרופּע														
ORG-C04176	יידישע גליקן	film	4	יידישע גליקן					466	0.615	ipa_phonetic							
ORG-C04177	ערשטע רעגירונגס-שול	school	1	ערשטע רעגירונגס-שול														
ORG-C04178	קרייז „ליבהאָבער“	troupe	1	קרייז „ליבהאָבער“														
ORG-C04179	ראָפּעלן אין טרופּע	troupe	1	ראָפּעלן אין טרופּע					469	0.688	ipa_phonetic							
ORG-C04180	דראַמקרייז ביים קלוב פֿון געוו. „פּועלי ציון“	troupe	1	דראַמקרייז ביים קלוב פֿון געוו. „פּועלי ציון“														
ORG-C04181	יידישער טרופּע פֿון טשעטשעלניצקי	troupe	1	יידישער טרופּע פֿון טשעטשעלניצקי														
ORG-C04182	טרופּע פֿון קלאַראַ יאָנג	troupe	5	טרופּע פֿון קלאַראַ יאָנג | קלאַראַ יאָנג			רוסלאַנד	רוסלאַנד										
ORG-C04183	"באַוועגלעכן טעאַטער פֿון קליינע פֿאָרמען ביים „געזקולט"""	theatre	1	"באַוועגלעכן טעאַטער פֿון קליינע פֿאָרמען ביים „געזקולט"""	כאַרקאָוו													
ORG-C04184	וואַרשעווער טרופּע (אסתר-רחל קאמינסקאַ)	troupe	1	וואַרשעווער טרופּע (אסתר-רחל קאמינסקאַ)	וואַרשע													
ORG-C04185	טרופּע אין וועלכער עס גאַסטראָלירט מ. ד. וואַקסמאַן	troupe	3	די טרופּע | די טרופע אין צענטראל-טעאַטער | טרופּע אין וועלכער עס גאַסטראָלירט מ. ד. וואַקסמאַן	בוקאַרעסט | וואַרשע		צענטראל-טעאַטער											
ORG-C04186	באָסטאָן ביי האָלענדער	theatre	1	באָסטאָן ביי האָלענדער	באָסטאָן													
ORG-C04187	דעטראָיטער יידישן טעאַטער	theatre	1	דעטראָיטער יידישן טעאַטער	דעטראָיט		דעטראָיטער יידישן טעאַטער		502	0.600	ipa_phonetic							
ORG-C04188	„הד הזמן“	newspaper	1	„הד הזמן“														
ORG-C04189	"„המעורר"""	newspaper	1	"„המעורר"""														
ORG-C04190	ניו יאָרקער יידישעס טאָגעבלאַט	newspaper	2	ניו יאָרקער יידישעס טאָגעבלאַט	ניו-יאָרק			אַמעריקע										
ORG-C04191	יאָווילער-טרופּע	troupe	1	יאָווילער-טרופּע	בוקאַרעסט				41	0.692	ipa_phonetic							
ORG-C04192	רומענישער אָפּערעטעס-טרופּע פֿון ניקאָלעסקו	theatre	1	רומענישער אָפּערעטעס-טרופּע פֿון ניקאָלעסקו														
ORG-C04193	"רומענישער טרופּע א""א פֿון באבעסקו"	theatre	1	"רומענישער טרופּע א""א פֿון באבעסקו"														
ORG-C04194	יידישער טרופּע קאַגאַן-שאַץ	theatre	1	יידישער טרופּע קאַגאַן-שאַץ														
ORG-C04195	טרופּעס פֿון אסתר-רחל קאמינסקאַ	theatre	1	טרופּעס פֿון אסתר-רחל קאמינסקאַ														
ORG-C04196	"טרופּע א""א פֿון אַלבערט סעגאַלעסקאָ"	theatre	1	"טרופּע א""א פֿון אַלבערט סעגאַלעסקאָ"														
ORG-C04197	וואַנדער-קאָלעקטיוו א'א פֿון פעדערעסקאָ	theatre	1	וואַנדער-קאָלעקטיוו א'א פֿון פעדערעסקאָ					468	0.622	ipa_phonetic							
ORG-C04198	פּראָווינץ-טרופּע פֿון משה גאָלדוואורם	troupe	1	פּראָווינץ-טרופּע פֿון משה גאָלדוואורם														
ORG-C04199	פֿאַמיליע שיינגאָלד	troupe	1	פֿאַמיליע שיינגאָלד	ראטשעסטער													
ORG-C04200	יידישן אַטלאַנטיק גאַרדען וואָדעוויל	theatre	1	יידישן אַטלאַנטיק גאַרדען וואָדעוויל	ניו-יאָרק	עלדריטש סטריט 133												
ORG-C04201	געבילס בויערי-טעאַטער	theatre	1	געבילס בויערי-טעאַטער														
ORG-C04202	עקטאָר-ליג	union	1	עקטאָר-ליג														
ORG-C04203	דזשעני וואליער	troupe	1	דזשעני וואליער														
ORG-C04204	אַדלער-פאמיליע	troupe	1	אַדלער-פאמיליע														
ORG-C04205	קראָקעווער אוניווערזיטעט	school	3	קראַקאָווער אוניווערזיטעט | קראָקעווער אוניווערזיטעט	קראָקע		פילאָסאָפישן פאַקולטעט | קראָקעווער אוניווערזיטעט		487	0.682	ipa_phonetic							
ORG-C04206	קראָקעווער פּוילישע דראַמאַטישע שול	school	2	קראָקעווער פּוילישע דראַמאַטישע שול	קראָקע		קראָקעווער פּוילישע דראַמאַטישע שול											
ORG-C04207	מלוכה-גימנאַזיע	school	1	מלוכה-גימנאַזיע														
ORG-C04208	שול פֿון מאָסקווער קונסט-טעאַטער	school	1	שול פֿון מאָסקווער קונסט-טעאַטער														
ORG-C04209	טרופּע פֿון קאָרש-טעאַטער	troupe	1	טרופּע פֿון קאָרש-טעאַטער					489 | 509	0.727 | 0.667	ipa_phonetic | ipa_phonetic							
ORG-C04210	לאָס אַנדזשעלעסער יידישן טעאַטער	theatre	1	לאָס אַנדזשעלעסער יידישן טעאַטער	לאָס אַנדזשעלעס		לאָס אַנדזשעלעסער יידישן טעאַטער											
ORG-C04211	לאַנצמאַן	troupe	2	לאַנצמאַן	קאַליש													
ORG-C04212	ראטשיינען	troupe	1	ראטשיינען														
ORG-C04213	אַרבעטס-שול	school	1	אַרבעטס-שול	וואַרשע		אַרבעטס-שול											
ORG-C04214	"באַגאַטעלאַ-טעאַטער „חיים-יואַל"""	theatre	1	"באַגאַטעלאַ-טעאַטער „חיים-יואַל"""														
ORG-C04215	רומענישע תלמוד-תורות	school	1	רומענישע תלמוד-תורות														
ORG-C04216	ישיבה פֿון ר' יחיאָל מיכל ר'ם אין יאַסי	school	1	ישיבה פֿון ר' יחיאָל מיכל ר'ם אין יאַסי	יאַסי		ישיבה	רומעניע										
ORG-C04217	יאַסער טרופּע	troupe	1	יאַסער טרופּע	יאַסי			רומעניע	41 | 469 | 197 | 254 | 373	1.000 | 0.667 | 0.615 | 0.615 | 0.615	exact | ipa_phonetic | ipa_phonetic | ipa_phonetic | ipa_phonetic							
ORG-C04218	פערלאַג פון אַמקרויט עט פֿריינד	publisher	3	פערלאַג פון אַמקרויט עט פֿריינד | פֿערלאַג פֿון אַמקרויט עט פרוינד	פּשעמישל | פאָדגורזע | פשעמישל		בּוכהאַנדלונג | פֿערלאַג פֿון אַמקרויט עט פרוינד											
ORG-C04219	ספּיוואַקאָווסקי-פישזאָן-טרוּפּע	troupe	1	ספּיוואַקאָווסקי-פישזאָן-טרוּפּע	לאָדזש													
ORG-C04220	לאַנצמאַןס טרוּפּע	troupe	2	לאַנצמאַןס טרוּפּע | לאַנצמאָזס טרופּע					470 | 325	0.647 | 0.600	ipa_phonetic | ipa_phonetic							
ORG-C04221	טעאַטער אַמבּיני	theatre	1	טעאַטער אַמבּיני	פּאַריז		טעאַטער אַמבּיני	פראַנקרייך	491	0.625	ipa_phonetic							
ORG-C04222	טרופּע זשאָרזש אוּן בּעקער	troupe	1	טרופּע זשאָרזש אוּן בּעקער	ווייטעבּסק													
ORG-C04223	האָמלער „אוּנזער ווינקל“	theatre	1	האָמלער „אוּנזער ווינקל“														
ORG-C04224	בּיי בּראַנדעסקאָ	troupe	1	בּיי בּראַנדעסקאָ	מאָסקווע													
ORG-C04225	סלוצקער ישיבה	school	1	סלוצקער ישיבה														
ORG-C04226	לאָקאל 5 און לאָקאָל 1	union	1	לאָקאל 5 און לאָקאָל 1														
ORG-C04227	ליטעראָריש-דראָמאָטישן קלאָב	theatre	5	ליטעראַריש-דראַמאַטישן קלוב | ליטעראָריש-דראָמאָטישן קלאָב	ניו יאָרק | ניו-יאָרק | ניויאָרק		238 איסט בראָדוויי	אָמעריקע										
ORG-C04228	27-טע סטריט טעאַטער	theatre	1	27-טע סטריט טעאַטער														
ORG-C04229	מאַרק שווייס קונסט-טעאַטער	theatre	1	מאַרק שווייס קונסט-טעאַטער	בראנקס													
ORG-C04230	פּאָליטעכנישן אינסטיטוט	school	1	פּאָליטעכנישן אינסטיטוט														
ORG-C04231	רוסישער דראַמאַטישער סטודיע פֿון לאַרענצאַ	school	1	רוסישער דראַמאַטישער סטודיע פֿון לאַרענצאַ														
ORG-C04232	רוסישע דראַמאַטישע שול	school	2	רוסישע דראַמאַטישע שול	קיעוו													
ORG-C04233	"רוסישן טעאַטער „קראָסני פאַקל"""	theatre	1	"רוסישן טעאַטער „קראָסני פאַקל"""														
ORG-C04234	רוסישן טעאַטער „מאַסאַדראם“	theatre	1	רוסישן טעאַטער „מאַסאַדראם“														
ORG-C04235	תיאָטרון אַמנותי	theatre	2	תיאָטרון אַמנותי			אָרץ-ישראל	אָרץ-ישראל										
ORG-C04236	תיאַטרון לאומי	theatre	3	תיאַטרון לאומי	אָרץ-ישראל			אַרץ ישראל										
ORG-C04237	"„קומקום"""	theatre	1	"„קומקום"""														
ORG-C04238	„המטאַטאָ“	theatre	2	„המטאַטאָ“	אָרץ-ישראל													
ORG-C04239	געווערבע-האָכשולע	school	1	געווערבע-האָכשולע	ווין													
ORG-C04240	דער סאָציאַלער קריעג	newspaper	1	דער סאָציאַלער קריעג			די פֿאַראייניקטע שטאָטן	די פֿאַראייניקטע שטאָטן										
ORG-C04241	פֿ'ג אַמעריקאַ	publisher	1	פֿ'ג אַמעריקאַ	נ. י.													
ORG-C04242	מ. ח. טיטעלמאַן	troupe	1	מ. ח. טיטעלמאַן	מינסק													
ORG-C04243	זאַנדבערג א'נ גאַדלעוויטש	troupe	1	זאַנדבערג א'נ גאַדלעוויטש	לאָדזש													
ORG-C04244	לעמבערגער קלויז	school	1	לעמבערגער קלויז	לעמבערג		לעמבערגער קלויז											
ORG-C04245	סאַדיגודער קלויז	school	2	סאַדיגודער קלויז | סאָריגודער קלויז														
ORG-C04246	בית המדרש לרבנים	school	2	בית המדרש לרבנים	אָדעס													
ORG-C04247	ר. מאזין	publisher	1	ר. מאזין	לאָנדאָן													
ORG-C04248	וואַרשעווער טעאַטער „בוף“	theatre	1	וואַרשעווער טעאַטער „בוף“	וואַרשע		וואַרשעווער טעאַטער „בוף“	פּוילן										
ORG-C04249	פּוילישער אָפּערעטע פֿון קאָשטשעלסקי	troupe	1	פּוילישער אָפּערעטע פֿון קאָשטשעלסקי	לאדזש		לאדזשער וויקטאָריאַ-טעאַטער	פּוילן										
ORG-C04250	מילאַנער אָפּערע	theatre	1	מילאַנער אָפּערע	מילאַן			איטאָליע										
ORG-C04251	"„סטאַלסקי"""	troupe	1	"„סטאַלסקי"""	לאָדזש			פּוילן										
ORG-C04252	"יידישן טעאַטער ""נאָווי"""	theatre	1	"יידישן טעאַטער ""נאָווי"""	וואַרשע	קרולעווסקאַ גאַס		פּוילן										
ORG-C04253	יידיש-אַמעריקאָנע פּרעסע	newspaper	1	יידיש-אַמעריקאָנע פּרעסע														
ORG-C04254	„פּורים-שפּילן“	theatre	1	„פּורים-שפּילן“			אין שטעטל											
ORG-C04255	„די ליטעראַרישע פאָלקס-בינע“	theatre	1	„די ליטעראַרישע פאָלקס-בינע“														
