person_id	xml_id	heading	primary_form	alias_form	source
P-4-facs_656_r	facs_656_r	מאַקס דעיוויס	מאַקס דעיוויס	דעוויס	names_variant
P-4-facs_656_r	facs_656_r	מאַקס דעיוויס	מאַקס דעיוויס	משה מרדכי	names_variant
P-4-facs_656_tr_1755029862	facs_656_tr_1755029862	מינאַ האָפמאַן	מינאַ האָפמאַן	מיני האָפמאַן	names_variant
P-4-facs_656_tr_1755029862	facs_656_tr_1755029862	מינאַ האָפמאַן	מינאַ האָפמאַן	שעהנגאָלד	names_variant
P-4-facs_657_tr_1755030210	facs_657_tr_1755030210	יעקב און וויעראַ ווייס	יעקב און וויעראַ ווייס	יעקב ווייס	names_variant
P-4-facs_657_tr_1755030210	facs_657_tr_1755030210	יעקב און וויעראַ ווייס	יעקב און וויעראַ ווייס	ווייסבאָרד	names_variant
P-4-facs_657_tr_1755030211	facs_657_tr_1755030211	חיים וויינשל	חיים וויינשל	א. א. וויינשל	names_variant
P-4-facs_657_tr_1755030211	facs_657_tr_1755030211	חיים וויינשל	חיים וויינשל	וויינשל	names_variant
P-4-facs_658_tr_1755030002	facs_658_tr_1755030002	פאַולין ווהייטמאַן	פאַולין ווהייטמאַן	פּאַולין ווייטמאַן	names_variant
P-4-facs_658_tr_1755030000	facs_658_tr_1755030000	הענעלע וואַסערמאַן	הענעלע וואַסערמאַן	הענעלע	names_variant
P-4-facs_658_tr_1755030003	facs_658_tr_1755030003	רחל (קאָקאָ) זינגער	רחל   זינגער	קאָקאָ	heading_bracket
P-4-facs_659_tr_1755030149	facs_659_tr_1755030149	בעני און מאָלי טראָי	בעני און מאָלי טראָי	בעני טראָי	names_variant
P-4-facs_659_tr_1755030149	facs_659_tr_1755030149	בעני און מאָלי טראָי	בעני און מאָלי טראָי	טאַראַייקאַ	names_variant
P-4-facs_659_tr_1755030149	facs_659_tr_1755030149	בעני און מאָלי טראָי	בעני און מאָלי טראָי	בעני טראָ	names_variant
P-4-facs_659_tr_1755030150	facs_659_tr_1755030150	יצחק טעפּער	יצחק טעפּער	טעפּער	names_variant
P-4-facs_659_tr_1755030151	facs_659_tr_1755030151	הענרי לערנער	הענרי לערנער	לערנער	names_variant
P-4-facs_660_tr_1755030252	facs_660_tr_1755030252	חנה לעווין	חנה לעווין	חנה לעווין (דוהל)	names_variant
P-4-facs_661_tr_1755030263	facs_661_tr_1755030263	רויזעלע ליבקין	רויזעלע ליבקין	רויזעלע סקולניק	names_variant
P-4-facs_661_tr_1755030261	facs_661_tr_1755030261	מאָריס מעדאָוו	מאָריס מעדאָוו	מאָריס מעדאָף	names_variant
P-4-facs_662_tr_1755029947	facs_662_tr_1755029947	דזשוליוס און בערטאָ מילער	דזשוליוס און בערטאָ מילער	דזשוליוס מילער	names_variant
P-4-facs_663_tr_1755030299	facs_663_tr_1755030299	בען סאפּקין	בען סאפּקין	בנימין כאַווקין	names_variant
P-4-facs_663_tr_1755030299	facs_663_tr_1755030299	בען סאפּקין	בען סאפּקין	בען סאָפּקין	names_variant
P-4-facs_663_tr_1755030299	facs_663_tr_1755030299	בען סאפּקין	בען סאפּקין	סאָפּקין	names_variant
P-4-facs_663_tr_1755030300	facs_663_tr_1755030300	פעני עדעלמאַן	פעני עדעלמאַן	מרס. פעני עדעלמאַן	names_variant
P-4-facs_665_tr_1755029919	facs_665_tr_1755029919	דזשאָו פאָול	דזשאָו פאָול	דזשאָן פּאַול	names_variant
P-4-facs_665_tr_1755029919	facs_665_tr_1755029919	דזשאָו פאָול	דזשאָו פאָול	דזשאָו פּאָול	names_variant
P-4-facs_665_tr_1755029919	facs_665_tr_1755029919	דזשאָו פאָול	דזשאָו פאָול	יוסף פּאָליוואָדא	names_variant
P-4-facs_665_tr_1755029919	facs_665_tr_1755029919	דזשאָו פאָול	דזשאָו פאָול	יאָסל	names_variant
P-4-facs_666_tr_1755030169	facs_666_tr_1755030169	דבורה פֿאַרמאַן	דבורה פֿאַרמאַן	דבורה פֿאַרמאַן	names_variant
P-4-facs_666_tr_1755030169	facs_666_tr_1755030169	דבורה פֿאַרמאַן	דבורה פֿאַרמאַן	קליין	names_variant
P-4-facs_666_tr_1755030168	facs_666_tr_1755030168	נייטען פֿאַרמאַן	נייטען פֿאַרמאַן	ניסל	names_variant
P-4-facs_667_tr_1755030055	facs_667_tr_1755030055	וויליאַם פֿרידמאַן	וויליאַם פֿרידמאַן	פֿרידמאַן	names_variant
P-4-facs_667_tr_1755030055	facs_667_tr_1755030055	וויליאַם פֿרידמאַן	וויליאַם פֿרידמאַן	וועלוולען	names_variant
P-4-facs_667_tr_1755030055	facs_667_tr_1755030055	וויליאַם פֿרידמאַן	וויליאַם פֿרידמאַן	פֿרידמאַנען	names_variant
P-4-facs_668_tr_1755029974	facs_668_tr_1755029974	יוסף קאַראַבעלאַ	יוסף קאַראַבעלאַ	קאַראַבעלאָ	names_variant
P-4-facs_669_tr_1755030278	facs_669_tr_1755030278	דוד קולאָק	דוד קולאָק	מר. קולאָק	names_variant
P-4-facs_669_tr_1755030278	facs_669_tr_1755030278	דוד קולאָק	דוד קולאָק	קולאָק	names_variant
P-4-facs_669_tr_1755030278	facs_669_tr_1755030278	דוד קולאָק	דוד קולאָק	מר. קולאַק	names_variant
P-4-facs_669_tr_1755030278	facs_669_tr_1755030278	דוד קולאָק	דוד קולאָק	קולאַקן	names_variant
P-4-facs_669_tr_1755030280	facs_669_tr_1755030280	הערי ראָטפּוירל	הערי ראָטפּוירל	הערי (אהרן) ראָטפּוירל	names_variant
P-4-facs_669_tr_1755030280	facs_669_tr_1755030280	הערי ראָטפּוירל	הערי ראָטפּוירל	ראָטפּוירל	names_variant
P-4-facs_670_tr_1755030252	facs_670_tr_1755030252	ליזאַ שאָר	ליזאַ שאָר	לאה גוטקעוויטש	names_variant
P-4-facs_670_tr_1755030252	facs_670_tr_1755030252	ליזאַ שאָר	ליזאַ שאָר	ליזאַ גודמאַן	names_variant
P-4-facs_670_tr_1755030250	facs_670_tr_1755030250	שאַרי שאַרף	שאַרי שאַרף	שאַרי	names_variant
P-4-facs_670_tr_1755030250	facs_670_tr_1755030250	שאַרי שאַרף	שאַרי שאַרף	שאַדי	names_variant
P-4-facs_670_tr_1755030253	facs_670_tr_1755030253	זיגמונד שוואַרץ	זיגמונד שוואַרץ	שוואַרץ	names_variant
P-4-facs_671_tr_1755030277	facs_671_tr_1755030277	דאָריס שטאַבינסקי	דאָריס שטאַבינסקי	ראָזענטאָל	names_variant
P-4-facs_671_tr_1755030275	facs_671_tr_1755030275	משה שעיווער	משה שעיווער	משה שעווער	names_variant
P-4-facs_671_tr_1755030275	facs_671_tr_1755030275	משה שעיווער	משה שעיווער	מאָריס ל. שעיווער	names_variant
P-4-facs_672_r_1	facs_672_r_1	אין אָנדענק פֿון מיכאל און אַננאַ מיכאַלעסקאָ	אין אָנדענק פֿון מיכאל און אַננאַ מיכאַלעסקאָ	מיכאָל מיכאַלעסקאָ	names_variant
P-4-facs_672_r_1	facs_672_r_1	אין אָנדענק פֿון מיכאל און אַננאַ מיכאַלעסקאָ	אין אָנדענק פֿון מיכאל און אַננאַ מיכאַלעסקאָ	ווייסבלאָט	names_variant
P-4-facs_672_r_1	facs_672_r_1	אין אָנדענק פֿון מיכאל און אַננאַ מיכאַלעסקאָ	אין אָנדענק פֿון מיכאל און אַננאַ מיכאַלעסקאָ	מיכאל מיכאָלעסקאָ	names_variant
P-5-facs_19_tr_1729944965	facs_19_tr_1729944965	אוגער ישעיה	אוגער ישעיה	ישעיה אוגער	names_variant
P-5-facs_19_tr_1729944965	facs_19_tr_1729944965	אוגער ישעיה	אוגער ישעיה	אוגער	names_variant
P-5-facs_24_r_159	facs_24_r_159	אוריך, סאמי [שמאי, גדליהו]	סאמי אוריך	שמאי, גדליהו	heading_bracket
P-5-facs_24_r_159	facs_24_r_159	אוריך, סאמי [שמאי, גדליהו]	סאמי אוריך	אוריך	names_variant
P-5-facs_24_tr_1729945242	facs_24_tr_1729945242	אוריך, צילע [חיה צילע פעדער]	צילע אוריך	חיה צילע פעדער	heading_bracket
P-5-facs_24_tr_1729945242	facs_24_tr_1729945242	אוריך, צילע [חיה צילע פעדער]	צילע אוריך	אוריך	names_variant
P-5-facs_25_r_6	facs_25_r_6	אוריך, פּעפּי (פּערל]	פּעפּי אוריך	פּערל	heading_bracket
P-5-facs_26_r_861	facs_26_r_861	אידינא [איוואַ שעוואָכאָוויטש]	אידינא	איוואַ שעוואָכאָוויטש	heading_bracket
P-5-facs_26_r_861	facs_26_r_861	אידינא [איוואַ שעוואָכאָוויטש]	אידינא	אידא כאָש	names_variant
P-5-facs_26_tr_1729945346	facs_26_tr_1729945346	איינהארן, אהרן	אהרן איינהארן	אהרן איינהאָרן	names_variant
P-5-facs_26_tr_1729945346	facs_26_tr_1729945346	איינהארן, אהרן	אהרן איינהארן	איינער	names_variant
P-5-facs_28_tr_1729945273	facs_28_tr_1729945273	בזשוסטאָווסקי (בריסטאָווסקי) חיים-יאנקל	בזשוסטאָווסקי   חיים-יאנקל	בריסטאָווסקי	heading_bracket
P-5-facs_28_tr_1729945273	facs_28_tr_1729945273	בזשוסטאָווסקי (בריסטאָווסקי) חיים-יאנקל	בזשוסטאָווסקי   חיים-יאנקל	חיים-יאַנקל בזשוסטאָווסקי	names_variant
P-5-facs_28_tr_1729945273	facs_28_tr_1729945273	בזשוסטאָווסקי (בריסטאָווסקי) חיים-יאנקל	בזשוסטאָווסקי   חיים-יאנקל	חיים (יאַנקל) בזשוסטאָווסקי	names_variant
P-5-facs_28_tr_1729945273	facs_28_tr_1729945273	בזשוסטאָווסקי (בריסטאָווסקי) חיים-יאנקל	בזשוסטאָווסקי   חיים-יאנקל	בן-חנוך	names_variant
P-5-facs_28_tr_1729945273	facs_28_tr_1729945273	בזשוסטאָווסקי (בריסטאָווסקי) חיים-יאנקל	בזשוסטאָווסקי   חיים-יאנקל	אַ שאַרפצינגל	names_variant
P-5-facs_28_tr_1729945273	facs_28_tr_1729945273	בזשוסטאָווסקי (בריסטאָווסקי) חיים-יאנקל	בזשוסטאָווסקי   חיים-יאנקל	טעאַטער-מענטש	names_variant
P-5-facs_29_r_427	facs_29_r_427	בייגעלמאַן, דוד	דוד בייגעלמאַן	בייגעלמאַן	names_variant
P-5-facs_29_r_427	facs_29_r_427	בייגעלמאַן, דוד	דוד בייגעלמאַן	דוד בייגלמאַן	names_variant
P-5-facs_31_r_2599	facs_31_r_2599	בערגער ראָשעל	בערגער ראָשעל	ראַשעל בערגער	names_variant
P-5-facs_33_r	facs_33_r	בערמאַן, אַדאָלף	אַדאָלף בערמאַן	אַדאלף בערמאַן	names_variant
P-5-facs_33_r	facs_33_r	בערמאַן, אַדאָלף	אַדאָלף בערמאַן	אַרעלע	names_variant
P-5-facs_35_r_6	facs_35_r_6	אַרנאַלד [א. גינזבורג]	אַרנאַלד	א. גינזבורג	heading_bracket
P-5-facs_35_r_6	facs_35_r_6	אַרנאַלד [א. גינזבורג]	אַרנאַלד	אַ. גינבורג	names_variant
P-5-facs_35_r_6	facs_35_r_6	אַרנאַלד [א. גינזבורג]	אַרנאַלד	גינסבערג	names_variant
P-5-facs_35_r_6	facs_35_r_6	אַרנאַלד [א. גינזבורג]	אַרנאַלד	אַרנאָלד	names_variant
P-5-facs_41_tr_1733050381	facs_41_tr_1733050381	ברין, מאַקס	מאַקס ברין	ברין	names_variant
P-5-facs_43_tr_1733050580	facs_43_tr_1733050580	בוים יחיאָל	בוים יחיאָל	יחיאָל בוים	names_variant
P-5-facs_43_tr_1733050580	facs_43_tr_1733050580	בוים יחיאָל	בוים יחיאָל	ח. בוים	names_variant
P-5-facs_45_tr_1733050574	facs_45_tr_1733050574	גוטמאַן, יוליוס [יידל] [יהודה-יוסף]	יוליוס גוטמאַן	יידל	heading_bracket
P-5-facs_45_tr_1733050574	facs_45_tr_1733050574	גוטמאַן, יוליוס [יידל] [יהודה-יוסף]	יוליוס גוטמאַן	יהודה-יוסף	heading_bracket
P-5-facs_45_tr_1733050574	facs_45_tr_1733050574	גוטמאַן, יוליוס [יידל] [יהודה-יוסף]	יוליוס גוטמאַן	יוליום גוטמאַן	names_variant
P-5-facs_45_tr_1733050574	facs_45_tr_1733050574	גוטמאַן, יוליוס [יידל] [יהודה-יוסף]	יוליוס גוטמאַן	יידל גוטמאַן	names_variant
P-5-facs_50_tr_1733050548	facs_50_tr_1733050548	גימפּעלף, עמיל (שמואַל-מענדל)	עמיל גימפּעלף	שמואַל-מענדל	heading_bracket
P-5-facs_50_tr_1733050548	facs_50_tr_1733050548	גימפּעלף, עמיל (שמואַל-מענדל)	עמיל גימפּעלף	עמיל גימפּעל	names_variant
P-5-facs_52_tr_1733050567	facs_52_tr_1733050567	וואַקסמאַן, יעקב	יעקב וואַקסמאַן	וואַקסמאַן	names_variant
P-5-facs_52_tr_1733050567	facs_52_tr_1733050567	וואַקסמאַן, יעקב	יעקב וואַקסמאַן	י. וואַקסמאַן	names_variant
P-5-facs_52_tr_1733050567	facs_52_tr_1733050567	וואַקסמאַן, יעקב	יעקב וואַקסמאַן	וואַקסמאָן	names_variant
P-5-facs_52_tr_1733050567	facs_52_tr_1733050567	וואַקסמאַן, יעקב	יעקב וואַקסמאַן	מ. ד. וואַקסמאַן	names_variant
P-5-facs_57_tr_1733050594	facs_57_tr_1733050594	וויטאַליין פֿרידע [שימעליסקא, לאַפין]	וויטאַליין פֿרידע	שימעליסקא, לאַפין	heading_bracket
P-5-facs_57_tr_1733050594	facs_57_tr_1733050594	וויטאַליין פֿרידע [שימעליסקא, לאַפין]	וויטאַליין פֿרידע	פרידא וויטאַלינאַ	names_variant
P-5-facs_57_tr_1733050594	facs_57_tr_1733050594	וויטאַליין פֿרידע [שימעליסקא, לאַפין]	וויטאַליין פֿרידע	פרידא וויטאַלינא	names_variant
P-5-facs_57_tr_1733050594	facs_57_tr_1733050594	וויטאַליין פֿרידע [שימעליסקא, לאַפין]	וויטאַליין פֿרידע	פרידע וויטאָלין	names_variant
P-5-facs_57_tr_1733050594	facs_57_tr_1733050594	וויטאַליין פֿרידע [שימעליסקא, לאַפין]	וויטאַליין פֿרידע	פ. שומליסקאַ	names_variant
P-5-facs_57_tr_1733050594	facs_57_tr_1733050594	וויטאַליין פֿרידע [שימעליסקא, לאַפין]	וויטאַליין פֿרידע	שימעליסקאַָ	names_variant
P-5-facs_57_tr_1733050594	facs_57_tr_1733050594	וויטאַליין פֿרידע [שימעליסקא, לאַפין]	וויטאַליין פֿרידע	לאַפּין	names_variant
P-5-facs_58_tr_1733050538	facs_58_tr_1733050538	וויינגאָלד שלמה [ספירידיאָן וואיק (צ) אַ]	וויינגאָלד שלמה   אַ]	ספירידיאָן וואיק (צ	heading_bracket
P-5-facs_58_tr_1733050538	facs_58_tr_1733050538	וויינגאָלד שלמה [ספירידיאָן וואיק (צ) אַ]	וויינגאָלד שלמה   אַ]	שלמה וויינגאָלד	names_variant
P-5-facs_58_tr_1733050538	facs_58_tr_1733050538	וויינגאָלד שלמה [ספירידיאָן וואיק (צ) אַ]	וויינגאָלד שלמה   אַ]	וואָיקאַ	names_variant
P-5-facs_58_tr_1733050538	facs_58_tr_1733050538	וויינגאָלד שלמה [ספירידיאָן וואיק (צ) אַ]	וויינגאָלד שלמה   אַ]	שלמה בן אַברהם	names_variant
P-5-facs_58_tr_1733050538	facs_58_tr_1733050538	וויינגאָלד שלמה [ספירידיאָן וואיק (צ) אַ]	וויינגאָלד שלמה   אַ]	שלמה וויינגאָלדוואָיצאַ	names_variant
P-5-facs_59_tr_1733050535	facs_59_tr_1733050535	זאַנדבערג, צעשיאַ [ראדאָלניק]	צעשיאַ זאַנדבערג	ראדאָלניק	heading_bracket
P-5-facs_60_tr_1733050526	facs_60_tr_1733050526	זאַבלאָצקי, שמעון	שמעון זאַבלאָצקי	שמעון זאַבלאַצקי	names_variant
P-5-facs_61_tr_1733059383	facs_61_tr_1733059383	ווייגאָדסקי, יעקב, דר.	יעקב, דר. ווייגאָדסקי	יעקב וויגאָדסקי	names_variant
P-5-facs_61_tr_1733059383	facs_61_tr_1733059383	ווייגאָדסקי, יעקב, דר.	יעקב, דר. ווייגאָדסקי	דר. יעקב וויגאָדסקי	names_variant
P-5-facs_61_tr_1733059383	facs_61_tr_1733059383	ווייגאָדסקי, יעקב, דר.	יעקב, דר. ווייגאָדסקי	דר. וויגאָדסקי	names_variant
P-5-facs_61_tr_1733059383	facs_61_tr_1733059383	ווייגאָדסקי, יעקב, דר.	יעקב, דר. ווייגאָדסקי	יעקב ווייגאָדסקי	names_variant
P-5-facs_61_tr_1733059383	facs_61_tr_1733059383	ווייגאָדסקי, יעקב, דר.	יעקב, דר. ווייגאָדסקי	דר. ווייגאָדסקי	names_variant
P-5-facs_64_tr_1733059339	facs_64_tr_1733059339	זיידערמאַן, דוד	דוד זיידערמאַן	דודל	names_variant
P-5-facs_66_tr_1733059440	facs_66_tr_1733059440	זעליגפעלד, זמרה	זמרה זעליגפעלד	זמרה	names_variant
P-5-facs_68_tr_1733059493	facs_68_tr_1733059493	יאָלעס-גימפּעל, מאַלווינאַ	מאַלווינאַ יאָלעס-גימפּעל	מאַלווינאַ יאָלעס	names_variant
P-5-facs_69_tr_1733059503	facs_69_tr_1733059503	טורקאָוו, רחל	רחל טורקאָוו	רחלע	names_variant
P-5-facs_70_tr_1733059368	facs_70_tr_1733059368	יאַקובאָוויטש, יעקב	יעקב יאַקובאָוויטש	יאָקובאָוויטש	names_variant
P-5-facs_71_tr_1733059392	facs_71_tr_1733059392	כאַש, יוסף	יוסף כאַש	יוסף כאָש	names_variant
P-5-facs_71_tr_1733059392	facs_71_tr_1733059392	כאַש, יוסף	יוסף כאַש	כאַש	names_variant
P-5-facs_71_tr_1733059392	facs_71_tr_1733059392	כאַש, יוסף	יוסף כאַש	יוסעלען	names_variant
P-5-facs_72_tr_1733059407	facs_72_tr_1733059407	כץ, מיכאל	מיכאל כץ	מיכל קאַץ	names_variant
P-5-facs_72_tr_1733059407	facs_72_tr_1733059407	כץ, מיכאל	מיכאל כץ	קאַץ	names_variant
P-5-facs_72_tr_1733059407	facs_72_tr_1733059407	כץ, מיכאל	מיכאל כץ	מיכל כץ	names_variant
P-5-facs_73_tr_1733059356	facs_73_tr_1733059356	לובאַרטאָווסקאַ, צלבה	צלבה לובאַרטאָווסקאַ	ל. ראַבינאָוויטש	names_variant
P-5-facs_73_tr_1733059356	facs_73_tr_1733059356	לובאַרטאָווסקאַ, צלבה	צלבה לובאַרטאָווסקאַ	צלבה	names_variant
P-5-facs_74_tr_1733059496	facs_74_tr_1733059496	ליפּאָווסקאַ, אַסתר [גלאַזער, וואָלסקאַָ]	אַסתר ליפּאָווסקאַ	גלאַזער, וואָלסקאַָ	heading_bracket
P-5-facs_74_tr_1733059496	facs_74_tr_1733059496	ליפּאָווסקאַ, אַסתר [גלאַזער, וואָלסקאַָ]	אַסתר ליפּאָווסקאַ	אסתר ליפּאָווסקי	names_variant
P-5-facs_74_tr_1733059496	facs_74_tr_1733059496	ליפּאָווסקאַ, אַסתר [גלאַזער, וואָלסקאַָ]	אַסתר ליפּאָווסקאַ	גלאַזער	names_variant
P-5-facs_74_tr_1733059496	facs_74_tr_1733059496	ליפּאָווסקאַ, אַסתר [גלאַזער, וואָלסקאַָ]	אַסתר ליפּאָווסקאַ	וואָלסקאַ	names_variant
P-5-facs_74_tr_1733059496	facs_74_tr_1733059496	ליפּאָווסקאַ, אַסתר [גלאַזער, וואָלסקאַָ]	אַסתר ליפּאָווסקאַ	ליפּאָווסקאַ	names_variant
P-5-facs_75_tr_1733059379	facs_75_tr_1733059379	ליפּאָווסקי, סאַשאַ (שמחה)	סאַשאַ ליפּאָווסקי	שמחהלע	names_variant
P-5-facs_75_tr_1733059379	facs_75_tr_1733059379	ליפּאָווסקי, סאַשאַ (שמחה)	סאַשאַ ליפּאָווסקי	ליפּאָווסקי	names_variant
P-5-facs_75_tr_1733059379	facs_75_tr_1733059379	ליפּאָווסקי, סאַשאַ (שמחה)	סאַשאַ ליפּאָווסקי	סאַשאָ ליפאָווסקי	names_variant
P-5-facs_75_tr_1733059379	facs_75_tr_1733059379	ליפּאָווסקי, סאַשאַ (שמחה)	סאַשאַ ליפּאָווסקי	זשעלאַזאַ	names_variant
P-5-facs_77_tr_1733059398	facs_77_tr_1733059398	מאַקסימאָוו, מ. [מלך פּאָקאָי]	מ. מאַקסימאָוו	מלך פּאָקאָי	heading_bracket
P-5-facs_77_tr_1733059398	facs_77_tr_1733059398	מאַקסימאָוו, מ. [מלך פּאָקאָי]	מ. מאַקסימאָוו	מאַקס פּאָקאָי	names_variant
P-5-facs_77_tr_1733059398	facs_77_tr_1733059398	מאַקסימאָוו, מ. [מלך פּאָקאָי]	מ. מאַקסימאָוו	מאַקסימאָוו	names_variant
P-5-facs_77_tr_1733059398	facs_77_tr_1733059398	מאַקסימאָוו, מ. [מלך פּאָקאָי]	מ. מאַקסימאָוו	פּאָקאָי	names_variant
P-5-facs_80_tr_1733059422	facs_80_tr_1733059422	אַריעל, סאָניאַ [בעזמאַן]	סאָניאַ אַריעל	בעזמאַן	heading_bracket
P-5-facs_80_tr_1733059422	facs_80_tr_1733059422	אַריעל, סאָניאַ [בעזמאַן]	סאָניאַ אַריעל	סאָניאַ בעזמאַן	names_variant
P-5-facs_80_tr_1733059427	facs_80_tr_1733059427	אַש. אַברהם [אַברהם אווערבוך]	אַש. אַברהם	אַברהם אווערבוך	heading_bracket
P-5-facs_80_tr_1733059427	facs_80_tr_1733059427	אַש. אַברהם [אַברהם אווערבוך]	אַש. אַברהם	אברהם אש	names_variant
P-5-facs_80_tr_1733059427	facs_80_tr_1733059427	אַש. אַברהם [אַברהם אווערבוך]	אַש. אַברהם	אברהם אָש	names_variant
P-5-facs_80_tr_1733059427	facs_80_tr_1733059427	אַש. אַברהם [אַברהם אווערבוך]	אַש. אַברהם	אברהם אַש	names_variant
P-5-facs_82_tr_1733059440	facs_82_tr_1733059440	גליקסמאַן, לאַוראַ	לאַוראַ גליקסמאַן	לאָרקע	names_variant
P-5-facs_82_tr_1733059440	facs_82_tr_1733059440	גליקסמאַן, לאַוראַ	לאַוראַ גליקסמאַן	לאָראַ גליקסמאַן	names_variant
P-5-facs_82_tr_1733059440	facs_82_tr_1733059440	גליקסמאַן, לאַוראַ	לאַוראַ גליקסמאַן	לאַרקע גליקסמאַן	names_variant
P-5-facs_86_tr_1733059453	facs_86_tr_1733059453	העלער איציק [הערשקאָוויטש]	העלער איציק	הערשקאָוויטש	heading_bracket
P-5-facs_86_tr_1733059457	facs_86_tr_1733059457	האַלפּערן, אַברהם	אַברהם האַלפּערן	אַברהם האַלפערן	names_variant
P-5-facs_86_tr_1733059457	facs_86_tr_1733059457	האַלפּערן, אַברהם	אַברהם האַלפּערן	א. האַלפערן	names_variant
P-5-facs_86_tr_1733059457	facs_86_tr_1733059457	האַלפּערן, אַברהם	אַברהם האַלפּערן	א. האַלפּערן	names_variant
P-5-facs_88_tr_1733059455	facs_88_tr_1733059455	הערשקאָוויטש, מלך	מלך הערשקאָוויטש	הערשקאָוויטש	names_variant
P-5-facs_89_tr_1733059487	facs_89_tr_1733059487	ווינטער פֿראַניאַ [פריידל ראָזענראַט]	ווינטער פֿראַניאַ	פריידל ראָזענראַט	heading_bracket
P-5-facs_89_tr_1733059487	facs_89_tr_1733059487	ווינטער פֿראַניאַ [פריידל ראָזענראַט]	ווינטער פֿראַניאַ	פראַניע ווינטער	names_variant
P-5-facs_89_tr_1733059487	facs_89_tr_1733059487	ווינטער פֿראַניאַ [פריידל ראָזענראַט]	ווינטער פֿראַניאַ	פראַניא ווינטער	names_variant
P-5-facs_91_tr_1733059445	facs_91_tr_1733059445	ניסענבוים, יעקב	יעקב ניסענבוים	יעקב ניסענבוימן	names_variant
P-5-facs_91_tr_1733059445	facs_91_tr_1733059445	ניסענבוים, יעקב	יעקב ניסענבוים	יאַנקעלע ניסענבוים	names_variant
P-5-facs_91_tr_1733059445	facs_91_tr_1733059445	ניסענבוים, יעקב	יעקב ניסענבוים	י. ניסענבוים	names_variant
P-5-facs_91_tr_1733059445	facs_91_tr_1733059445	ניסענבוים, יעקב	יעקב ניסענבוים	אַ שוואַרצער	names_variant
P-5-facs_93_tr_1733059467	facs_93_tr_1733059467	צוקער, רעגינא [שוואַרצשטיין]	רעגינא צוקער	שוואַרצשטיין	heading_bracket
P-5-facs_93_tr_1733059467	facs_93_tr_1733059467	צוקער, רעגינא [שוואַרצשטיין]	רעגינא צוקער	רעגינאַ צוקער	names_variant
P-5-facs_95_r_9	facs_95_r_9	אָרענשטיין (אָרען), יוסף	יוסף אָרענשטיין	אָרען	heading_bracket
P-5-facs_95_tr_1733059363	facs_95_tr_1733059363	צימבאַליסט, קאָרל [עקיבאַ]	קאָרל צימבאַליסט	עקיבאַ	heading_bracket
P-5-facs_95_tr_1733059363	facs_95_tr_1733059363	צימבאַליסט, קאָרל [עקיבאַ]	קאָרל צימבאַליסט	קאַרל צימבאַליסט	names_variant
P-5-facs_96_tr_1733059348	facs_96_tr_1733059348	קאַליש, לעאָן [לייב]	לעאָן קאַליש	לייב קאַליש	names_variant
P-5-facs_96_tr_1733059348	facs_96_tr_1733059348	קאַליש, לעאָן [לייב]	לעאָן קאַליש	קאַליש	names_variant
P-5-facs_97_tr_1733059493	facs_97_tr_1733059493	פּאַסטאָר משה [מוני] [אַברהם משה פּאַסטערנאַק]	פּאַסטאָר משה	מוני	heading_bracket
P-5-facs_97_tr_1733059493	facs_97_tr_1733059493	פּאַסטאָר משה [מוני] [אַברהם משה פּאַסטערנאַק]	פּאַסטאָר משה	אַברהם משה פּאַסטערנאַק	heading_bracket
P-5-facs_97_tr_1733059490	facs_97_tr_1733059490	קאַץ, זישע	זישע קאַץ	זישע	names_variant
P-5-facs_100_r	facs_100_r	גראָובאַרט, כנימין	כנימין גראָובאַרט	ב. גראובאַרט	names_variant
P-5-facs_100_tr_1733059460	facs_100_tr_1733059460	קדיש [ק. כאַש]	קדיש	ק. כאַש	heading_bracket
P-5-facs_100_tr_1733059460	facs_100_tr_1733059460	קדיש [ק. כאַש]	קדיש	קאַדיש	names_variant
P-5-facs_103_tr_1733832686	facs_103_tr_1733832686	שליט, געניאַ	געניאַ שליט	פרוי שליט	names_variant
P-5-facs_103_tr_1733832686	facs_103_tr_1733832686	שליט, געניאַ	געניאַ שליט	פרוי געניאַ שליט	names_variant
P-5-facs_103_tr_1733832686	facs_103_tr_1733832686	שליט, געניאַ	געניאַ שליט	פרל. שליט	names_variant
P-5-facs_103_tr_1733832686	facs_103_tr_1733832686	שליט, געניאַ	געניאַ שליט	ג. שליט	names_variant
P-5-facs_108_tr_1733832724	facs_108_tr_1733832724	בליאַכער, שבתי	שבתי בליאַכער	ש. בליאַכער	names_variant
P-5-facs_108_tr_1733832724	facs_108_tr_1733832724	בליאַכער, שבתי	שבתי בליאַכער	ש. בליכער	names_variant
P-5-facs_108_tr_1733832724	facs_108_tr_1733832724	בליאַכער, שבתי	שבתי בליאַכער	שבתי	names_variant
P-5-facs_112_tr_1733832831	facs_112_tr_1733832831	נייהוייז, וואָלף	וואָלף נייהוייז	וואָלף נייהויז	names_variant
P-5-facs_112_tr_1733832831	facs_112_tr_1733832831	נייהוייז, וואָלף	וואָלף נייהוייז	חבר וואָלף	names_variant
P-5-facs_114_tr_1733832736	facs_114_tr_1733832736	סארנאַ, צעשאַ [הירשפעלד, עליאַן).	צעשאַ  . סארנאַ	הירשפעלד, עליאַן	heading_bracket
P-5-facs_114_tr_1733832736	facs_114_tr_1733832736	סארנאַ, צעשאַ [הירשפעלד, עליאַן).	צעשאַ  . סארנאַ	צעשע סאַרנאַ	names_variant
