person_id	xml_id	volume	heading	names_variants	birth_year	death_year	entry_type	candidate_db_ids	candidate_scores	candidate_names	decision	aligned_db_id	reviewer	reviewer_notes	reviewed_at
P-3-facs_125_tr_1754820306	facs_125_tr_1754820306	3	פּלאַווינאַ, קאַטיאַ					2659	1.000	קאַטיאַ פּלאַווינאַ					
P-3-facs_126_tr_1754820315	facs_126_tr_1754820315	3	פּלאַוונער, מענדל					2660|2661	1.000|0.533	מענדל פּלאַוונער|רבקהלע פּלאַוונער (רעגינע בערגער)					
P-3-facs_126_tr_1754820316	facs_126_tr_1754820316	3	פּלאַוונער, רבקה׳לע [רעגינע בערגער]					2661|1264|1265|2695|586	1.000|0.692|0.625|0.615|0.583	רבקהלע פּלאַוונער (רעגינע בערגער)|לעאָן בּערגער|ראַשעל בּערגער|רעגינע פּראַגער|ישראל בן יצחק שמחה בערגער					
P-3-facs_126_tr_1754820319	facs_126_tr_1754820319	3	פּסאַכיס, אהרן					2710	1.000	אהרן פּסאַכיס					
P-3-facs_126_tr_1754820323	facs_126_tr_1754820323	3	פּעלץ, מרדכי					2637	1.000	מרדכי פּעלץ					
P-3-facs_127_tr_1754820296	facs_127_tr_1754820296	3	פעקער וויקטאָר (אביגדור)					2635|506|2634|1861|3644	1.000|0.500|0.500|0.500|0.333	וויקטאָר פּעקער (אביגדור)|אביגדור המאירי|קלאַראַ פּעקער (מיחער)|וויקטאָר גאָלאָווטשינער|וויקטאָר כענקין (וולאַדימיר)					
P-3-facs_128_tr_1754820289	facs_128_tr_1754820289	3	פּעקער, קלאַראַ [מילער]					2634|2477|2475|2474|2152	1.000|0.667|0.667|0.667|0.667	קלאַראַ פּעקער (מיחער)|היימאַן מילער|הערי מילער (הערש מאַלעטץ)|בוזי מילער|לאה קרויזע-מילער (לויפלאַנד)					
P-3-facs_128_tr_1754820296	facs_128_tr_1754820296	3	פּעקעראָוו, יעקב					2636	1.000	יעקב פּעקעראָוו					
P-3-facs_128_tr_1754820291	facs_128_tr_1754820291	3	פּערלאָוו, בעטי [ראָזענבערג]					2647|598|2794|2793|2792	1.000|0.889|0.889|0.889|0.889	בעטי פּערלאָוו (ראָזענבּערג)|יהודה יודל ראזענבערג|טוביה-גדליה ראָזענבּערג|שרה (-שיינדל) ראָזענבּערג (הערמאַן)|ליובא ראָזענבּערג					
P-3-facs_129_r_6	facs_129_r_6	3	פּערלאָוו, יצחק					2647	0.500	בעטי פּערלאָוו (ראָזענבּערג)					
P-3-facs_129_r	facs_129_r	3	פּערלמאַן, אסתּר					2641|3509|2642|2632	1.000|0.615|0.538|0.500	אסתר פערלמאַן|אַסתר פערעלמאַן|יעקב פּערלמאַן|מאַקס פּערלמאַן					
P-3-facs_129_tr_1754820306	facs_129_tr_1754820306	3	פּערלמאַן, יעקב					2642|2641|2632	1.000|0.500|0.500	יעקב פּערלמאַן|אסתר פערלמאַן|מאַקס פּערלמאַן					
P-3-facs_130_tr_1754820307	facs_130_tr_1754820307	3	פּערלמאַן, מאַקס					2632|2642|2641	1.000|0.538|0.500	מאַקס פּערלמאַן|יעקב פּערלמאַן|אסתר פערלמאַן					
P-3-facs_130_r_2	facs_130_r_2	3	פּערלמוטער, אַפֿרים								ALIGN	1869			
P-3-facs_130_r	facs_130_r	3	פּערלמוטער, אַרנאָלד (אַהרל׳ע)					2645|2643|981|2646|2644	1.000|0.625|0.588|0.588|0.579	אַרנאָלד פּערלמוטער (אהרל'ע)|אפרים פּערלמוטער|שלום פּערלמוטער|ראובן פּערלמוטער|מרדכי פּערלמוטער					
P-3-facs_132_tr_1755157157	facs_132_tr_1755157157	3	פערלמוטער, מרדכי					2644|2643|2645|981|2646	1.000|0.667|0.647|0.588|0.588	מרדכי פּערלמוטער|אפרים פּערלמוטער|אַרנאָלד פּערלמוטער (אהרל'ע)|שלום פּערלמוטער|ראובן פּערלמוטער					
P-3-facs_132_tr_1755157159	facs_132_tr_1755157159	3	פּערלמוטער ראובן					2646|2644|2643|981|2645	1.000|0.611|0.611|0.550|0.550	ראובן פּערלמוטער|מרדכי פּערלמוטער|אפרים פּערלמוטער|שלום פּערלמוטער|אַרנאָלד פּערלמוטער (אהרל'ע)					
P-3-facs_133_tr_1755157303	facs_133_tr_1755157303	3	פּערלמוטער, שלום					981|2643|2646|2644|2645	1.000|0.733|0.647|0.611|0.588	שלום פּערלמוטער|אפרים פּערלמוטער|ראובן פּערלמוטער|מרדכי פּערלמוטער|אַרנאָלד פּערלמוטער (אהרל'ע)					
P-3-facs_135_tr_1754820287	facs_135_tr_1754820287	3	פּערענסאָן, משה					2638|3796	1.000|0.333	משה פּערענסאָן|משה גערשענסאָן					
P-3-facs_135_tr_1754820286	facs_135_tr_1754820286	3	פּערקאָף, יצחק					2639|2640	1.000|0.429	יצחק פּערקאָף|רובין פּערקאָף					
P-3-facs_136_tr_1754820292	facs_136_tr_1754820292	3	פּערקאָף, רובין					2640|2805|2809|2808|2806	1.000|0.543|0.483|0.483|0.483	רובין פּערקאָף|גרשון רובין|יעקב רובין|ראָזאַ רובין|מלך רובין					
P-3-facs_136_tr_1754820282	facs_136_tr_1754820282	3	פּראַגער רעגינע					2695|3184|1993	1.000|0.500|0.417	רעגינע פּראַגער|רעגינע ליכטיגער ווינער|רעגינע הערצלין					
P-3-facs_145_tr_1754213821	facs_145_tr_1754213821	3	פּראָוואַטיינער אַברהם					2696	0.604	אברהם פּראוואטינער					
P-3-facs_146_tr_1754213823	facs_146_tr_1754213823	3	פּראַנד אַדעלאַ					2709	0.400	יוליוס פּראָנד					
P-3-facs_146_tr_1754213821	facs_146_tr_1754213821	3	פּראַנד יוליוס					2709|2731|2600|2272|1953	1.000|0.417|0.417|0.417|0.417	יוליוס פּראָנד|יוליוס ראַקאָוו (יחיאל)|יוליוס אָסקאַר (אייזענבעט)|יוליוס ליוויי|יוליוס (יידל) גוטמאַן (יהודה-יוסף)					
P-3-facs_147_tr_1754213836	facs_147_tr_1754213836	3	פּריבולסקי, יצחק					2700|672	1.000|0.317	יצחק פּריבולסקי|יצחק בר-יוסף					
P-3-facs_147_tr_1754213828	facs_147_tr_1754213828	3	פּריבעאַגו, יאָן [איזאַק לאַזאַראָוויטש]					2699	1.000	יאַן פּריבעאַגו (איזיק לאַזאַראָוויטש)					
P-3-facs_147_tr_1754213832	facs_147_tr_1754213832	3	פריזאַמענט, יעקב					2704|2705|2706|1996	1.000|0.533|0.500|0.472	יעקב פּריזאַמענט|משה פּריזאַמענט|שלמה פּריזאַמענט|גיזי היידען-פּריזאַמענט					
P-3-facs_148_tr_1754213818	facs_148_tr_1754213818	3	פריזאַמענט, משה					2705|2706|2704|1996	1.000|0.643|0.533|0.444	משה פּריזאַמענט|שלמה פּריזאַמענט|יעקב פּריזאַמענט|גיזי היידען-פּריזאַמענט					
P-3-facs_148_tr_1754213822	facs_148_tr_1754213822	3	פריזאַמענט, שלמה					2706|2705|2704|1996	1.000|0.643|0.533|0.444	שלמה פּריזאַמענט|משה פּריזאַמענט|יעקב פּריזאַמענט|גיזי היידען-פּריזאַמענט					
P-3-facs_149_tr_1754213838	facs_149_tr_1754213838	3	פריזאַנט, היימי					2707	1.000	היימי פּריזאַנט					
P-3-facs_150_tr_1754213811	facs_150_tr_1754213811	3	פּרייס, מיכאל					2697	1.000	מיכאל פּרייס					
P-3-facs_151_tr_1754213805	facs_151_tr_1754213805	3	פרילוצקי, נח					2701	1.000	נח פּרילוצקי					
P-3-facs_153_tr_1754213807	facs_153_tr_1754213807	3	פרילוצקי, פאַולאַ					2702|1521|2701	0.846|0.600|0.533	פּאַולא פּרילוצקאַ (פרילוצקאַ)|פאולא דרייבּלאַט (פערל שנייער)|נח פּרילוצקי					
P-3-facs_154_r_4	facs_154_r_4	3	פ.'ס געדרוקטע פּיעסעס:												
P-3-facs_154_tr_1754213805	facs_154_tr_1754213805	3	פּרינץ, א. [איציק גרינבערג]					2703|1900|741|1901|1892	1.000|0.600|0.562|0.562|0.562	א. פּרינץ (איציק גרינבערג)|הענריק גרינבּערג|צעזאר גרינבּערג (בּצלאל)|חיים-בצלאל גרינבּערג|יוסף גרינבּערג					
P-3-facs_155_tr_1754213825	facs_155_tr_1754213825	3	פרנס, יעקב					2708	1.000	יעקב פּרנס					
P-3-facs_155_tr_1754213834	facs_155_tr_1754213834	3	פרעגער, יעקב					2694	1.000	יעקב פּרעגער					
P-3-facs_158_tr_1755156151	facs_158_tr_1755156151	3	פּרענאָוויץ, יוסף-שלמה					2698|1995|1994	1.000|0.400|0.383	יוסף-שלמה פּרענאָוויץ|יוסף הערץ|יוסף הערץ					
P-3-facs_160_tr_1755156219	facs_160_tr_1755156219	3	פרץ, יצחק לייבוש					3481|2006|32	1.000|0.306|0.300	יצחק-לייבוש פּרץ|פּרץ הירשבּיין|פרץ בן משה סמולנסקין					
P-3-facs_250_r	facs_250_r	3	"שמ""ר [שייקעוויטש. נחום מאיר]"					843|287|2914|2913	0.600|0.500|0.375|0.333	"שמ""ר (שייקעוויטש נחום-מאיר)|עדית שמר|נינאַ שייקעוויטש (הערצאָג)|דזשעק שייקעוויטש (יעקב)"					
P-3-facs_263_tr_1755674223	facs_263_tr_1755674223	3	שאָמער אַברהם					2940|3432|1185|1211	1.000|0.417|0.333|0.312	אברהם שאָמער|מרים שאָמער-צונזער (מיני)|אברהם אַש (אברהם אווערבוך)|ראָזע שאָמער-באַטשעלעס					
P-3-facs_267_tr_1755674219	facs_267_tr_1755674219	3	שאַמער-באַטשעליס ראָזע					1211|2940	0.545|0.321	ראָזע שאָמער-באַטשעלעס|אברהם שאָמער					
P-3-facs_269_tr_1755674195	facs_269_tr_1755674195	3	טאָמער צונזער, מרים (מיני)					3432	0.667	מרים שאָמער-צונזער (מיני)					
P-3-facs_271_tr_1755674156	facs_271_tr_1755674156	3	באַסענקאָ, בען					1231	1.000	בען בּאַסענקאָ					
P-3-facs_271_tr_1755674157	facs_271_tr_1755674157	3	בירנבוים, יוסף					1311|1317|1315|1312|1309	1.000|0.750|0.538|0.500|0.500	יוסף בּירנבּוים|מ. בּירנבּוים|ראָזא בּירנבּוים|לואיס בּירנבּוים (יעקב לייבּ)|דוד בּירנבּוים					
P-3-facs_272_tr_1755674155	facs_272_tr_1755674155	3	גולדאַן, אָלפֿדער מ. [אַב-דס-מאי גאָניאָנרסקי]					1937	0.625	מ. גולדאָן אַלפרעד					
P-3-facs_272_tr_1755674152	facs_272_tr_1755674152	3	גענדעל, הירש					1741	1.000	הירש גענדעל					
P-3-facs_272_tr_1755674151	facs_272_tr_1755674151	3	גרובער דזשעי(יהושע)					1928|1929|3504	1.000|0.583|0.333	דזשעי גרובער (יהושע)|מירעלע גרובער|אסתר גרובער					
P-3-facs_273_tr_1755674142	facs_273_tr_1755674142	3	יחסן, מרדכי					3286	1.000	מרדכי יחסן					
P-3-facs_273_tr_1755674139	facs_273_tr_1755674139	3	סאָלאָוויאָוואַ, ראַאיסאַ [וואַקסמאַן]					3011|3139|3138|3137|3136	1.000|0.714|0.714|0.714|0.714	ראַאיסא סאלאָוויאָוואַ (וואָסמאַן)|יעקב וואַקסמאַן|ראָזאַ וואַקסמאַן (רחל דינטענפאס)|מאָריס וואַקסמאַן (משה דוד)|פעני וואַקסמאַן					
P-3-facs_274_tr_1755674141	facs_274_tr_1755674141	3	פישמאַן, יעקב ש. ע					1663	0.571	יעקב פישמאַן					
P-3-facs_274_tr_1755674150	facs_274_tr_1755674150	3	רעשאַווער, מאַקס					2162	0.643	מאַקס קרעשאווער					
P-3-facs_274_tr_1755674144	facs_274_tr_1755674144	3	נייהויז, ציליע					2557|2558	1.000|0.375	ציליע נייהויז|וואׇלף נייהויז					
P-3-facs_275_tr_1755674163	facs_275_tr_1755674163	3	שוואַרצבאַרד דוד					2958|2960|2959|3144	1.000|0.421|0.402|0.333	דוד שוואַרצבּאַרד|רעגינאַ שוואַרצבּאַרד|גוסטאַוו שוואַרצבּאַרד|דוד וואַרדי (ראָזענפעלד)					
P-3-facs_275_tr_1755674154	facs_275_tr_1755674154	3	שומסקי, וואָלף (מאַרמאָר]					2956|2955	1.000|0.500	וואָלף שומסקי (מארמאָר)|פעלאַ שומסקי (כור-לאַנצמאַן)					
P-3-facs_275_tr_1755674168	facs_275_tr_1755674168	3	שומסקי, פעלאַ [כור-לאַנצמאַן]					2955|2956|2200	1.000|0.500|0.500	פעלאַ שומסקי (כור-לאַנצמאַן)|וואָלף שומסקי (מארמאָר)|זקן לאַנצמאַן					
P-3-facs_276_tr_1755674176	facs_276_tr_1755674176	3	שער-גרין, אסתר					2920|1889|213	1.000|0.500|0.425	אסתר שער-גרין|אָסקאַר גרין|דרור גרין					
P-3-facs_276_tr_1755674164	facs_276_tr_1755674164	3	פישעלזאָהן, אפֿרים-פֿישל					1653	1.000	אפרים-פישל פישעלזאָהן					
P-3-facs_276_tr_1755674177	facs_276_tr_1755674177	3	ליפשיץ, פֿריידעלע					2295|2604|2299|2296|2322	1.000|0.500|0.500|0.375|0.333	פריידעלע ליפּשיץ|פריידעלע (אוישער)|ליפּשיץ|האָדע ליפּשיץ|יחזקאל ליפּשיץ					
P-3-facs_277_tr_1755674188	facs_277_tr_1755674188	3	סקולניק, ברכה [גאָלדמאַן]					2993|1840|1839|2995|3458	1.000|0.714|0.714|0.692|0.583	ברכה סקולניק (גאָלדמאַן)|גאָלדמאַן|דוד גאָלדמאַן|שרה סקוּלניק (קוטנער)|משה סקולניק					
P-3-facs_277_tr_1755674194	facs_277_tr_1755674194	3	ריינגלאַס, יעקב					2743|1872	1.000|0.389	יעקב ריינגלאַס|זיסל גאָרליצקאַ-ריינגלאַס					
P-3-facs_277_tr_1755674190	facs_277_tr_1755674190	3	גאָרליצקאַ-ריינגלאַס, זיסל					1872|2743	1.000|0.396	זיסל גאָרליצקאַ-ריינגלאַס|יעקב ריינגלאַס					
P-3-facs_277_tr_1755674189	facs_277_tr_1755674189	3	שייקעוויטש, דזשעק [יעקבן					2913|2914	0.667|0.360	דזשעק שייקעוויטש (יעקב)|נינאַ שייקעוויטש (הערצאָג)					
P-3-facs_278_tr_1755674210	facs_278_tr_1755674210	3	שייקעוויטש, נינאַ [הע צאָג]					2914|2913	1.000|0.500	נינאַ שייקעוויטש (הערצאָג)|דזשעק שייקעוויטש (יעקב)					
P-3-facs_278_tr_1755674211	facs_278_tr_1755674211	3	נוסענבוים, לייזער					2584	1.000	לייזער נוסענבוים					
P-3-facs_278_tr_1755674209	facs_278_tr_1755674209	3	פידלער הערמאַן [אַברהם הערש]					866|2209|1655|3215|906	1.000|0.583|0.583|0.542|0.500	הערמאַן פידלער (אברהם הערש)|הערמאַן לאַסטער|הערמאַן פישער|הערמאַן ויינבּערג|הערמאַן וואָהל (צבי)					
P-3-facs_279_tr_1755674208	facs_279_tr_1755674208	3	פינקעל, אַליעזר-דוד					1647|1649|1648|769|700	1.000|0.500|0.458|0.405|0.353	אליעזר-דוד פינקעל|מאיר מאיר פינקעל|לוסי פינקעל|אַנעטאַ פינקעל|מאָריס פינקעל (משה)					
P-3-facs_279_tr_1755674215	facs_279_tr_1755674215	3	קאָהען, טשאַרלי [שבתי)					1458|2044|1332|1459	1.000|0.500|0.500|0.417	טשאַרלי קאָהען (שבתי)|שבּתי איצקאָוויטש|שבתי בליאַכער (בּליאַכאַר)|הערי קאָהען					
P-3-facs_280_r_3	facs_280_r_3	3	פֿייווישאָוו, לייבע					1636	1.000	לייבע פייווישאָוו					
P-3-facs_280_tr_1755674203	facs_280_tr_1755674203	3	קינדמאַן, שרה					2118	1.000	שרה קינדמאַן					
P-3-facs_280_tr_1755674193	facs_280_tr_1755674193	3	קרעמער איידאַ					2157|2160|2159|2158|3489	0.600|0.583|0.583|0.583|0.333	אידאַ קרעמער|יוסף קרעמער|לואיס קרעמער|איסאַק קרעמער|איזאַ קרעמער					
P-3-facs_281_tr_1755674196	facs_281_tr_1755674196	3	ראָגאָף, הלל					2766	1.000	הלל ראָגאָף					
P-3-facs_281_tr_1755674203	facs_281_tr_1755674203	3	שור זעליג [יוסף-אהרן אַשר-זעליג]					2857|3331|3162|2293|2855	1.000|0.500|0.500|0.463|0.333	זעליג שור (יוסף-אהרן אשר-זליג)|זעליג זאַבּאָלינסקי|אשר-זעליג וייס|זעליג ליבגאָלד|ברוך שור					
P-3-facs_282_tr_1755674185	facs_282_tr_1755674185	3	שור ברוך					2855|209|2857	1.000|0.375|0.333	ברוך שור|אסף שור|זעליג שור (יוסף-אהרן אשר-זליג)					
P-3-facs_282_tr_1755674183	facs_282_tr_1755674183	3	פֿיליפּעסקאָ, פֿרידריך [בלייכער]					3482|1329	1.000|0.750	פרידריך פיליפּעסקאָ (בלייכער)|יחזקאל בּלייכער					
P-3-facs_283_tr_1755674200	facs_283_tr_1755674200	3	שוואַרצבאַרד, גוסטאָוו					2959|2958|2960	1.000|0.474|0.444	גוסטאַוו שוואַרצבּאַרד|דוד שוואַרצבּאַרד|רעגינאַ שוואַרצבּאַרד					
P-3-facs_283_tr_1755674206	facs_283_tr_1755674206	3	פערקויף, איגנאין [יצחק]					1632|3470|1633|3471	0.562|0.500|0.375|0.353	איגנאַץ פערקויף|פערקויף (פידלער)|סעם פערקויף (שמואל-בערל)|מאַלי פערקויף					
P-3-facs_284_tr_1755674196	facs_284_tr_1755674196	3	ראַטמאַן, כנימין					2787|3648	0.833|0.333	בּנימין ראָטמאַן|אייזיק ראָטמאַן					
P-3-facs_284_tr_1755674201	facs_284_tr_1755674201	3	פֿרידזעל, לואיס					695	1.000	לואיס פרידזעל					
P-3-facs_286_tr_1755674601	facs_286_tr_1755674601	3	שלאָסבערג, יצחק					925|2583	1.000|0.333	יצחק שלאָסבּערג|יצחק נוּסינאָוו					
P-3-facs_289_tr_1755803001	facs_289_tr_1755803001	3	קראָהן, הערי [צבי-הערש]					2165|577|1715	1.000|0.475|0.333	הערי קראָהן|צבי הירש בן נפתלי הירץ הלברשטט|הערי געבּיל					
P-3-facs_289_tr_1755803006	facs_289_tr_1755803006	3	קעשיר איזידאָר [זישע קאַסירער]					1437|3546|1808|2187	1.000|0.455|0.343|0.333	איזידאָר קעשיר (זישע קאַסירר)|זישע קאַץ|זישע גאָלד|זישע לאַנדוי					
P-3-facs_308_tr_1755973377	facs_308_tr_1755973377	3	פריד, לאַזאַר					1681|1698|2216|2065	1.000|0.400|0.383|0.364	לאַזאַר פריד|י. פריד|חנה לאַזאַר-אינגאַרד (ראַקאָווער)|לאַזאַר קאַהאַן					
P-3-facs_310_tr_1755973672	facs_310_tr_1755973672	3	פֿאָגעלמאַן, ל. [אליעזר פֿייגעלמאַן]					1671	1.000	ל. פאָגעלמאַן (אליעזר פייגלמאַן)					
P-3-facs_311_tr_1755975322	facs_311_tr_1755975322	3	פֿאָגעלנעסט, סעם					1674|1672|1673	1.000|0.562|0.471	סעם פאָגעלנעסט|פעליקס פאָגעלנעסט|פּאָולין פאָגעלנעסט (בענדער)					
P-3-facs_311_tr_1755975320	facs_311_tr_1755975320	3	פֿאַוויך אַליעזר					1619	0.467	אליעזר פאַוויר					
P-3-facs_312_tr_1756043047	facs_312_tr_1756043047	3	פֿאָלקאָוויטש, יואַל-בעריש					1616|1025|1238	1.000|0.438|0.417	יואל-בעריש פאַלקאָוויטש|בעריש בעקערמאן|בּעריש בּעקערמאַן					
P-3-facs_313_tr_1756043360	facs_313_tr_1756043360	3	פֿאַכלער, דוד					1612|1613	1.000|0.417	דוד פאַכלער|ראָזאַ פאַכלער					
P-3-facs_313_tr_1756043369	facs_313_tr_1756043369	3	פֿאַכלער ראָזאַ					1613|1612	1.000|0.333	ראָזאַ פאַכלער|דוד פאַכלער					
P-3-facs_314_tr_1756043870	facs_314_tr_1756043870	3	פֿאַללער יעקב [יעקב פעלנהענדלער]					1617|880	1.000|0.550	יעקב פאַללער (יעקב פעלנהענדלער)|יעקב סענדלער					
P-3-facs_314_tr_1756043856	facs_314_tr_1756043856	3	פֿאָלק, ראָבערט					1615	1.000	ראָבערט פאַלק					
P-3-facs_315_tr_1756044901	facs_315_tr_1756044901	3	פֿאָגעלנעסט, פאולין [בענדער]					1673|1674|1672|2018	1.000|0.500|0.500|0.452	פּאָולין פאָגעלנעסט (בענדער)|סעם פאָגעלנעסט|פעליקס פאָגעלנעסט|פּאולין האָפמאַן					
P-3-facs_315_tr_1756044903	facs_315_tr_1756044903	3	פֿאָגעלנעסט, פעליקס					1672|1673|1674|3539	1.000|0.588|0.556|0.333	פעליקס פאָגעלנעסט|פּאָולין פאָגעלנעסט (בענדער)|סעם פאָגעלנעסט|פעליקס פרידמאַן (פישל)					
P-3-facs_315_tr_1756044900	facs_315_tr_1756044900	3	פֿאָדערמאַן, אַנדזשאַ					1670	1.000	אַנדזשאַ פאָדערמאַן					
P-3-facs_316_tr_1756045031	facs_316_tr_1756045031	3	לעווין, דזשוליאַ					2259|2263|2260|2258|904	1.000|0.800|0.500|0.500|0.417	דזשוליאַ לעווין|ז. לעווין|לוּסי לעווין (ליבּע)|דוד לעווין|הערי לעווין (הערשל)					
P-3-facs_316_tr_1756045022	facs_316_tr_1756045022	3	גלאָדסטאָן, איסאַק (יצחק]					1779	1.000	איסאַק גלאַדסטאָן (יצחק)					
P-3-facs_316_tr_1756045027	facs_316_tr_1756045027	3	פלאַטקין, דניאל					2662	1.000	דניאל פּלאַטקין					
P-3-facs_317_tr_1756045223	facs_317_tr_1756045223	3	לענסקי, לייבוש [קשיענסקי]					2232	1.000	לייבוש לענסקי (קשיענסקי)					
P-3-facs_317_tr_1756045226	facs_317_tr_1756045226	3	לובעלסקאַ, פּאָליאַ					2345|1720|3207	1.000|0.357|0.333	פּאָליאַ לובעלסקאַ|פּאליא גאַלינסקי (שלוגליט)|פּאָליאַ וואַלטער (שריידער)					
P-3-facs_318_tr_1756045381	facs_318_tr_1756045381	3	ביאַלין, א. ה. [אהרן הירש]					1293|577|2005	1.000|0.375|0.333	א.ה. בּיאַלין (אהרן הירש)|צבי הירש בן נפתלי הירץ הלברשטט|דוד הירש					
P-3-facs_318_tr_1756045383	facs_318_tr_1756045383	3	ראָזענטאַל, נייטן (נחום]					790|2800|3559|2801|569	0.667|0.571|0.500|0.500|0.444	נייטאן ראָזענטאַל (נחום)|לייבּ ראָזענטאַל|ראמאן ראָזענטאַל|סאַשאַַ ראָזענטאַל (פישנאָוו שמעיה)|שלמה גבריאל ראזענטאל					
P-3-facs_319_tr_1756045711	facs_319_tr_1756045711	3	מאַרקאָוויטש, לואי [ישראל-לייב מאָרדקאָוויטש]					2409|2407|2408|1296|2952	1.000|0.562|0.529|0.346|0.321	לואי מאַרקאָוויטש|משה מאַרקאָוויטש|יוסף מאַרקאָוויטש|ישראל בּיאַלקאָוויטש|באָריס מאַרקאָוויטש שטשערבאַקאָוו (בער מאיר)					
P-3-facs_320_tr_1756045941	facs_320_tr_1756045941	3	פישעלעוויטש, יצחק					1652	1.000	יצחק פישעלעוויטש					
P-3-facs_321_tr_1756057140	facs_321_tr_1756057140	3	שאַכט, גוסטאָוו					2841	1.000	גוסטאַוו שאַכט					
P-3-facs_324_tr_1756057476	facs_324_tr_1756057476	3	קירשענבוים, יעקב					2119|2120|2570|2797	1.000|0.429|0.400|0.381	יעקב קירשענבוים|הירש-מאיר קירשענבוים|יעקב ניסענבּוים|יעקב-חיים ראזענבּוים					
P-3-facs_325_tr_1756057604	facs_325_tr_1756057604	3	האָראָוויץ, אַזיאַס [יהושע]					2033|2032|2031	1.000|0.467|0.400	אָזיאַס האָראָוויץ|בער האָראָוויץ|איציקל האָראָוויץ					
P-3-facs_326_tr_1756057712	facs_326_tr_1756057712	3	סלאָוואָ-ליס, לידאַ					2996|1595	1.000|0.383	לידאַ סלאַוואַ-ליס|סלאַוואַ עסטרין					
P-3-facs_326_tr_1756057710	facs_326_tr_1756057710	3	קוסטין, סאַלאָמאַן [שלמה]					2175|2176	1.000|0.500	סאָלאָמאָן קוסטין (שלמה)|סאָניאַ קוסטין (קעמפאנעעץ)					
P-3-facs_327_tr_1756057819	facs_327_tr_1756057819	3	ראָבינס, לעאַ [אַליעזר ראַבינאָוויטש]					2765|3492|2722|2721|3803	0.636|0.500|0.500|0.500|0.476	לעה ראָבינס (אליעזר ראַבינאָוויטש, לעאָ)|שלום ראַבּינאָוויטש (שלום-עליכם)|ראָזאַ ראַבינאָוויטש (טאַראַרוצקאַיאַ)|לעאָן ראַבינאָוויטש (לייבל)|ישראל ראַבינאָוויטש					
P-3-facs_328_tr_1756057972	facs_328_tr_1756057972	3	סווערדלין, נתן, דר					3041	0.667	נתן סווערדלין					
P-3-facs_329_tr_1756058152	facs_329_tr_1756058152	3	ווענדאָרף, לאהלע [וואַסערמאַן]					3254|3210|3253|3377	1.000|0.583|0.462|0.450	לאהלע ווענדאָרף (וואַסערמאַן)|יעקב וואַסערמאַן|ראובן ווענדאָרף|לאהלע זיידענבערג-סאַנטאׇפּ					
P-3-facs_329_tr_1756058147	facs_329_tr_1756058147	3	דידזשאַ, בעל [באַנדער]					3479|1219|1246|1247	1.000|0.500|0.400|0.375	בעל דידזשא (בענדער)|בּעל בּעיקער|אַדאָלף בעל (אברהם ביעלאָצערקאָווסקי)|צילע בעל (חנה צירל ביעלאָצערקאָווסקי)					
P-3-facs_330_tr_1756058354	facs_330_tr_1756058354	3	צוקערבערג, לעאָן (לייבל)					3428|3095|1610|2223|3427	1.000|0.800|0.800|0.667|0.500	לעאָן צוקערבערג (לייבל)|לייבל טראָיאַנאָווסקי|לייבּל אייזערמאַן|דניאל לייבּל|הערשל צוקערבערג					
P-3-facs_331_tr_1756058522	facs_331_tr_1756058522	3	צוקערבערג-זילבערצווייג, צילע [טשיפּע באָיאָרסקי, צילע סילווער]					3429|3427|3428|3440|3439	1.000|0.517|0.433|0.417|0.407	צילע צוקערבערג-זילבערצווייג|הערשל צוקערבערג|לעאָן צוקערבערג (לייבל)|זלמן זילבּערצווייג|נתן זילבּערצווייג					
P-3-facs_332_tr_1756058893	facs_332_tr_1756058893	3	ליבגאָלד לעאָן					2291|1804|2348|2144|2292	1.000|0.589|0.500|0.500|0.479	לעאָן ליבגאָלד|לעאן גאָלד (לייבּעלע גאָלדוואָג)|לעאָן לובינסקי (לייבוש)|לעאָן קאָרענפעלד|זלמן ליבגאׇלד					
P-3-facs_332_tr_1756058897	facs_332_tr_1756058897	3	ליליאָנאַ, לילי					2305	1.000	לילי ליליאַנאַ					
P-3-facs_332_tr_1756058884	facs_332_tr_1756058884	3	קוסטין, סאָניאַ [קאָמפּאַנעעין]					2176|2175	1.000|0.500	סאָניאַ קוסטין (קעמפאנעעץ)|סאָלאָמאָן קוסטין (שלמה)					
P-3-facs_333_tr_1756059823	facs_333_tr_1756059823	3	פיעלד אסתר [קאָרנבליט]					1640|2142	1.000|0.750	אסתר פיעלד (קאָרנבליט)|ז. קאָרנבליט (זישע)					
P-3-facs_334_tr_1756105641	facs_334_tr_1756105641	3	שושנה, ר					2941|44|688	1.000|0.500|0.444	ר. שושנה|שושנה ויג|שושנה שבבו					
P-3-facs_336_tr_1756105932	facs_336_tr_1756105932	3	קאַהאַן, לאַזאַר					2065|2216|883|1681|3818	1.000|0.400|0.364|0.364|0.333	לאַזאַר קאַהאַן|חנה לאַזאַר-אינגאַרד (ראַקאָווער)|אב קאַהאַן (אברהם)|לאַזאַר פריד|ישראל קאַהאַן (אברהם)					
P-3-facs_337_tr_1756106065	facs_337_tr_1756106065	3	קאָהן, דזשייקעלע [יעקב]					1462|1460|1463	1.000|0.400|0.333	דזשייקעלע קאָהן (יעקב)|ס. קאָהן (נודעלמאַן)|ראָזעטאַ קאָהן					
