mention_id	host_person_id	volume	host_xml_id	host_heading	name	gender	person_description	relation
M-3-facs_281_tr_1755674203-020	P-3-facs_281_tr_1755674203	3	facs_281_tr_1755674203	שור זעליג [יוסף-אהרן אַשר-זעליג]	י. י. לערנער	זכר		דער סוביעקט האָט זיך באַפֿריינדעט מיט אים און געפּלאַנירט מיט אים צו גרינדן אַ העברעישן טעאַטער.
M-3-facs_281_tr_1755674203-021	P-3-facs_281_tr_1755674203	3	facs_281_tr_1755674203	שור זעליג [יוסף-אהרן אַשר-זעליג]	גימפּעל	זכר	אין גאַליציע	דער סוביעקט האָט געשפּילט ביי אים אויף דער בינע.
M-3-facs_281_tr_1755674203-022	P-3-facs_281_tr_1755674203	3	facs_281_tr_1755674203	שור זעליג [יוסף-אהרן אַשר-זעליג]	י. צ. האַלפּערן	זכר	דעם אָבערקאַנטאָרס	דער סוביעקט האָט אויפֿגעפֿירט זיין היסטאָרישע אָפּערעטע.
M-3-facs_281_tr_1755674203-023	P-3-facs_281_tr_1755674203	3	facs_281_tr_1755674203	שור זעליג [יוסף-אהרן אַשר-זעליג]	משה שאָר	זכר	יידיעער טעאַטער-דירעקטאָר אַקטיאָר און פּיעסן-שרקבער אין אַמעריקע	ער איז דער זון פֿון דעם סוביעקט.
M-3-facs_281_tr_1755674203-024	P-3-facs_281_tr_1755674203	3	facs_281_tr_1755674203	שור זעליג [יוסף-אהרן אַשר-זעליג]	יעקב מעסטל	זכר		לויט אים האָט דער סוביעקט געליטן פֿון אַסטמע.
M-3-facs_281_tr_1755674203-025	P-3-facs_281_tr_1755674203	3	facs_281_tr_1755674203	שור זעליג [יוסף-אהרן אַשר-זעליג]	דר. מ. בערקאָוויטש	זכר		ער שרייבט וועגן דעם סוביעקט.
M-3-facs_281_tr_1755674203-026	P-3-facs_281_tr_1755674203	3	facs_281_tr_1755674203	שור זעליג [יוסף-אהרן אַשר-זעליג]	רבקה	נקבה	אַ קורצע צייט געווען אַ יידישע אַלטריסע פֿון קנאַפּער באַדייטונג	מ.'ס עלטסטע טאָכטער.
M-3-facs_281_tr_1755674203-027	P-3-facs_281_tr_1755674203	3	facs_281_tr_1755674203	שור זעליג [יוסף-אהרן אַשר-זעליג]	שלמה	זכר	אַ יידישער שוישפּילער אין גאַליציע	ער איז דער זון פֿון דעם סוביעקט.
M-3-facs_282_tr_1755674185-000	P-3-facs_282_tr_1755674185	3	facs_282_tr_1755674185	שור ברוך	חקס-משה	זכר	אַן אייניקל פֿון „תבואות שור“, אַ גרויסער למדן און אַ ריזשינער חסיד	חקס-משה איז דער פֿאָטער פֿון ש. און ער האָט מיט אים געלערנט יום ולילה.
M-3-facs_282_tr_1755674185-001	P-3-facs_282_tr_1755674185	3	facs_282_tr_1755674185	שור ברוך	„תבואות שור“	זכר		חקס-משה איז אַן אייניקל פֿון „תבואות שור“.
M-3-facs_282_tr_1755674185-002	P-3-facs_282_tr_1755674185	3	facs_282_tr_1755674185	שור ברוך	רי בצלאל אָדעסער	זכר		ש. איז געווען משורך ביי אים אין עלטער פֿון 9 יאָר.
M-3-facs_282_tr_1755674185-003	P-3-facs_282_tr_1755674185	3	facs_282_tr_1755674185	שור ברוך	ירוחם הקטן	זכר		ש. איז געווען משורך ביי אים צוויי יאָר נאָך דעם ווי ער איז געווען ביי רי בצלאל אָדעסער.
M-3-facs_282_tr_1755674185-004	P-3-facs_282_tr_1755674185	3	facs_282_tr_1755674185	שור ברוך	טאָכטער*	נקבה	ראָע הקהלם טאָכטער	ש. האָט חתונה געהאַט מיט איר אין יאָסי.
M-3-facs_282_tr_1755674185-005	P-3-facs_282_tr_1755674185	3	facs_282_tr_1755674185	שור ברוך	שווער*	זכר	ראָע הקהלם	ער איז דער שווער פֿון ש. און ער האָט אים געשיקט שטודירן מוזיק.
M-3-facs_282_tr_1755674185-006	P-3-facs_282_tr_1755674185	3	facs_282_tr_1755674185	שור ברוך	זאַלידקאָווסקיס	זכר	מחבר פֿון „קולטור-טרעגער“	ער שרייבט אויספֿירלעך וועגן ש. און זיינע קאָמפּאָזיציעס.
M-3-facs_282_tr_1755674185-007	P-3-facs_282_tr_1755674185	3	facs_282_tr_1755674185	שור ברוך	יעקב מעסטל	זכר		לויט אים האָט ש. אויף דער עלטער פֿאַרלאָרן די שטים.
M-3-facs_282_tr_1755674185-008	P-3-facs_282_tr_1755674185	3	facs_282_tr_1755674185	שור ברוך	משה ריכטער	זכר		לויט אים האָט שמואל פֿיליפּ געשריבן דעם טעקסט צו דער אָפּערעטע „שמשון הגבור“.
M-3-facs_282_tr_1755674185-009	P-3-facs_282_tr_1755674185	3	facs_282_tr_1755674185	שור ברוך	שמואל פֿיליפּ	זכר	העברעישער שרייבער	לויט משה ריכטער האָט ער געשריבן דעם טעקסט צו דער אָפּערעטע „שמשון הגבור“.
M-3-facs_282_tr_1755674185-010	P-3-facs_282_tr_1755674185	3	facs_282_tr_1755674185	שור ברוך	ר' איטשעניו עטינגער	זכר	לעמבערגער רב	ער האָט באַשטראָפֿט ש. פֿאַרן זיך פֿאַרנייגן פֿאַרן עולם אויף דער בינע.
M-3-facs_282_tr_1755674185-011	P-3-facs_282_tr_1755674185	3	facs_282_tr_1755674185	שור ברוך	משה שמש	זכר		ער גיט-איבער אינפֿאָרמאַציע וועגן ש.'ס מעלאָדיע וואָס גאָלדפֿאַדען האָט גענוצט.
M-3-facs_282_tr_1755674185-012	P-3-facs_282_tr_1755674185	3	facs_282_tr_1755674185	שור ברוך	גאָלדפֿאַדען	זכר		ער האָט גענוצט ש.'ס מעלאָדיע „ובזכות חתם“ אין זיין אָפּערעטע „עקדת יצחק“.
M-3-facs_282_tr_1755674185-013	P-3-facs_282_tr_1755674185	3	facs_282_tr_1755674185	שור ברוך	פֿרידריך שאָר	זכר	ש.'ס אייניקל, האָט געזונגען אין דער בערלינער שטאָטס-אָפּערע און אין דער מעטראָפּאָליטאַן אָפּערע	ער איז דער אייניקל פֿון ש.
M-3-facs_282_tr_1755674183-000	P-3-facs_282_tr_1755674183	3	facs_282_tr_1755674183	פֿיליפּעסקאָ, פֿרידריך [בלייכער]	פֿאָטער*	זכר	פֿון די רייכסטע און חשובסטע יידישע פֿאַמיליעס אין בוקאַרעסט	דער פֿאָטער פֿון דעם סוביעקט.
M-3-facs_282_tr_1755674183-001	P-3-facs_282_tr_1755674183	3	facs_282_tr_1755674183	פֿיליפּעסקאָ, פֿרידריך [בלייכער]	מוטער*	נקבה	פֿון די רייכסטע און חשובסטע יידישע פֿאַמיליעס אין בוקאַרעסט	די מוטער פֿון דעם סוביעקט.
M-3-facs_282_tr_1755674183-002	P-3-facs_282_tr_1755674183	3	facs_282_tr_1755674183	פֿיליפּעסקאָ, פֿרידריך [בלייכער]	סעגאַלעסקאָ	זכר		דער סוביעקט איז אַריינגעטראָטן אין סעגאַלעסקאָס טרופּע.
M-3-facs_282_tr_1755674183-003	P-3-facs_282_tr_1755674183	3	facs_282_tr_1755674183	פֿיליפּעסקאָ, פֿרידריך [בלייכער]	מערי	נקבה	די יידישער זינגערין פֿון רוסלאַנד	די פרוי מיט וועלכער ער האָט חתונה געהאַט.
M-3-facs_283_tr_1755674200-000	P-3-facs_283_tr_1755674200	3	facs_283_tr_1755674200	שוואַרצבאַרד, גוסטאָוו	דוד	מאַנצביל	כאָר-דיריגענט און פֿון די ערשטע יידישע אַקטיאָרן אין וואַרשע	ער איז דער פֿאָטער פֿונעם סוביעקט.
M-3-facs_283_tr_1755674200-001	P-3-facs_283_tr_1755674200	3	facs_283_tr_1755674200	שוואַרצבאַרד, גוסטאָוו	דיקשטיין	מאַנצביל		דער סוביעקט האָט געלערנט אין זיין שול.
M-3-facs_283_tr_1755674200-002	P-3-facs_283_tr_1755674200	3	facs_283_tr_1755674200	שוואַרצבאַרד, גוסטאָוו	שפּיראָ	מאַנצביל		דער סוביעקט האָט געלערנט אין זיין שול.
M-3-facs_283_tr_1755674200-003	P-3-facs_283_tr_1755674200	3	facs_283_tr_1755674200	שוואַרצבאַרד, גוסטאָוו	שליפערשטיין	מאַנצביל		דער סוביעקט האָט דעביוטירט אין 1884 אַלס טענאָר אין קוואַרטעט מיט אים.
M-3-facs_283_tr_1755674200-004	P-3-facs_283_tr_1755674200	3	facs_283_tr_1755674200	שוואַרצבאַרד, גוסטאָוו	שוואַרץ	מאַנצביל		דער סוביעקט איז אָנגאַזשירט געוואָרן אין זיין טרופּע.
M-3-facs_283_tr_1755674200-005	P-3-facs_283_tr_1755674200	3	facs_283_tr_1755674200	שוואַרצבאַרד, גוסטאָוו	ראָזענפעלד	מאַנצביל		דער סוביעקט איז אָנגאַזשירט געוואָרן אין זיין טרופּע.
M-3-facs_283_tr_1755674200-006	P-3-facs_283_tr_1755674200	3	facs_283_tr_1755674200	שוואַרצבאַרד, גוסטאָוו	ליצענקאַ	מאַנצביל	דירעקטאָר	דער סוביעקט האָט געזונגען אין זיין רוסישער טרופּע און געשפּילט אין זיין יידישער טרופּע.
M-3-facs_283_tr_1755674200-007	P-3-facs_283_tr_1755674200	3	facs_283_tr_1755674200	שוואַרצבאַרד, גוסטאָוו	"שייקעוויטש-שמ""ר"	מאַנצביל		דער סוביעקט האָט געשפּילט עפּיזאָדן-ראָלן אין זיין יידישער טרופּע.
M-3-facs_283_tr_1755674200-008	P-3-facs_283_tr_1755674200	3	facs_283_tr_1755674200	שוואַרצבאַרד, גוסטאָוו	יאָנאַס טורקאָוו	מאַנצביל	רעזשיסער	"ער האָט רעזשיסירט דעם פילם ""תקיעת כף"" אין וועלכן דער סוביעקט האָט זיך באַטייליקט."
M-3-facs_283_tr_1755674200-009	P-3-facs_283_tr_1755674200	3	facs_283_tr_1755674200	שוואַרצבאַרד, גוסטאָוו	רעגינאַ	פרוי	די פרוי פֿון אַקטיאָר אַדאָלף בערמאַן	זי איז די שוועסטער פֿונעם סוביעקט.
M-3-facs_283_tr_1755674200-010	P-3-facs_283_tr_1755674200	3	facs_283_tr_1755674200	שוואַרצבאַרד, גוסטאָוו	אַדאָלף בערמאַן	מאַנצביל	אַקטיאָר	ער איז דער מאַן פֿון דער שוועסטער פֿונעם סוביעקט.
M-3-facs_283_tr_1755674200-011	P-3-facs_283_tr_1755674200	3	facs_283_tr_1755674200	שוואַרצבאַרד, גוסטאָוו	מ. קיפּניס	מאַנצביל		ער האָט כאַראַקטעריזירט דעם סוביעקט.
M-3-facs_283_tr_1755674200-012	P-3-facs_283_tr_1755674200	3	facs_283_tr_1755674200	שוואַרצבאַרד, גוסטאָוו	זשאַק לעווי	מאַנצביל		ער דערציילט וועגן דעם סוביעקט.
M-3-facs_283_tr_1755674200-013	P-3-facs_283_tr_1755674200	3	facs_283_tr_1755674200	שוואַרצבאַרד, גוסטאָוו	עפּעלבערג	מאַנצביל		"דער סוביעקט האָט געשפּילט אין זיין פּיעסע ""דוד אין דער וויסטע""."
M-3-facs_283_tr_1755674200-014	P-3-facs_283_tr_1755674200	3	facs_283_tr_1755674200	שוואַרצבאַרד, גוסטאָוו	גאָלדפֿאַדן	מאַנצביל		"דער סוביעקט האָט געשפּילט אין זיין פּיעסעס ""אָחשורוש"" און ""שולמית""."
M-3-facs_283_tr_1755674206-000	P-3-facs_283_tr_1755674206	3	facs_283_tr_1755674206	פערקויף, איגנאין [יצחק]	ראָזענבלום			ער האָט געשפּילט מיט די טרופּעס פֿון ראָזענבלום.
M-3-facs_283_tr_1755674206-001	P-3-facs_283_tr_1755674206	3	facs_283_tr_1755674206	פערקויף, איגנאין [יצחק]	סעגאַלעסקאָ			ער האָט געשפּילט מיט די טרופּעס פֿון סעגאַלעסקאָ.
M-3-facs_283_tr_1755674206-002	P-3-facs_283_tr_1755674206	3	facs_283_tr_1755674206	פערקויף, איגנאין [יצחק]	אַברהם אַקסעלראָד			ער האָט געשפּילט מיט די טרופּעס פֿון אַברהם אַקסעלראָד.
M-3-facs_283_tr_1755674206-003	P-3-facs_283_tr_1755674206	3	facs_283_tr_1755674206	פערקויף, איגנאין [יצחק]	"שמ""ר"			"ער האָט געשפּילט אין שמ""רס ""בעל-תשובה""."
M-3-facs_283_tr_1755674206-004	P-3-facs_283_tr_1755674206	3	facs_283_tr_1755674206	פערקויף, איגנאין [יצחק]	סעם	זכר	אַ יידישער שוישפּילער	פ.'ס ברידער, סעם, איז געווען אַ יידישער שוישפּילער.
M-3-facs_283_tr_1755674206-005	P-3-facs_283_tr_1755674206	3	facs_283_tr_1755674206	פערקויף, איגנאין [יצחק]	מאַלי סאָמואילאָוו	נקבה	אַ יידישע שוישפילערין	פ.'ס טאָכטער, מאַלי סאָמואילאָוו, איז אַ יידישע שוישפילערין.
M-3-facs_284_tr_1755674196-000	P-3-facs_284_tr_1755674196	3	facs_284_tr_1755674196	ראַטמאַן, כנימין	באַראָכאָוו	זכר	באַראָכאָוו-אַרכיוו	דער סוביעקט האָט געאַרבעט אינעם באַראָכאָוו-אַרכיוו.
M-3-facs_284_tr_1755674196-001	P-3-facs_284_tr_1755674196	3	facs_284_tr_1755674196	ראַטמאַן, כנימין	קאַדיאַ מאָלאָדאָווסקא	נקבה	מחברת פֿון „אַ הויז אויף גרענד סטריט“	דער סוביעקט האָט אונטער זיין מענעדזשמענט אויפֿגעפֿירט איר פּיעסע „אַ הויז אויף גרענד סטריט“.
M-3-facs_284_tr_1755674196-002	P-3-facs_284_tr_1755674196	3	facs_284_tr_1755674196	ראַטמאַן, כנימין	יגאָל מאָסענזאָן	זכר	מחבר פֿון דער ישראל-פּיעסע „בערבות הנגב“	דער סוביעקט האָט אונטער זיין מענעדזשמענט אויפֿגעפֿירט זיין פּיעסע „בערבות הנגב“.
M-3-facs_284_tr_1755674196-003	P-3-facs_284_tr_1755674196	3	facs_284_tr_1755674196	ראַטמאַן, כנימין	לעאַ פוקס	נקבה	טרופּעס מיט לעאַ פוקס	דער סוביעקט האָט איבערגענומען דאָס „אַנדערסאָן טעאַטער“ פֿאַר טרופּעס מיט איר.
M-3-facs_284_tr_1755674196-004	P-3-facs_284_tr_1755674196	3	facs_284_tr_1755674196	ראַטמאַן, כנימין	מאָריס שוואַרץ	זכר	טרופּעס מיט מאָריס שוואַרץ	דער סוביעקט האָט איבערגענומען דאָס „אַנדערסאָן טעאַטער“ פֿאַר טרופּעס מיט אים.
M-3-facs_284_tr_1755674201-000	P-3-facs_284_tr_1755674201	3	facs_284_tr_1755674201	פֿרידזעל, לואיס	היינע-חיימאָוויטש	זכר		ער גיט-איבער אינפאָרמאַציע וועגן פ.'ס פֿריעסטער יוגנט.
M-3-facs_284_tr_1755674201-001	P-3-facs_284_tr_1755674201	3	facs_284_tr_1755674201	פֿרידזעל, לואיס	חזן סענדער	זכר	חזן אין יעקאַטערינאָסלאָוו	פ. איז געווען אַ כאָר-דיריגענט ביי אים.
M-3-facs_284_tr_1755674201-002	P-3-facs_284_tr_1755674201	3	facs_284_tr_1755674201	פֿרידזעל, לואיס	ב. גאָרין	זכר		"ער דערציילט וועגן פ.'ס טעטיקייט אין שמ""ר-שייקעוויטש'ס טרופּע."
M-3-facs_284_tr_1755674201-003	P-3-facs_284_tr_1755674201	3	facs_284_tr_1755674201	פֿרידזעל, לואיס	"שמ""ר-שייקעוויטש"	זכר		פ. איז געווען כאָר-דיריגענט און אַקטיאָר אין זיין טרופּע.
M-3-facs_284_tr_1755674201-004	P-3-facs_284_tr_1755674201	3	facs_284_tr_1755674201	פֿרידזעל, לואיס	יוסף רומשינסקי	זכר		ער שרייבט וועגן פ.'ס קאַריערע און מוזיק.
M-3-facs_284_tr_1755674201-005	P-3-facs_284_tr_1755674201	3	facs_284_tr_1755674201	פֿרידזעל, לואיס	יעקב גאָרדין	זכר		"פ. איז אויפֿגעטראָטן צוזאַמען מיט אים אין זיין פּיעסע ""סיביריא""."
M-3-facs_284_tr_1755674201-006	P-3-facs_284_tr_1755674201	3	facs_284_tr_1755674201	פֿרידזעל, לואיס	מ. זייפערט	זכר	היסטאָריקער פֿון יידישן טעאַטער	ער שרייבט וועגן דעם טיפּ מוזיק פֿון פ.
M-3-facs_284_tr_1755674201-007	P-3-facs_284_tr_1755674201	3	facs_284_tr_1755674201	פֿרידזעל, לואיס	פּראָפ. הורוויץ	זכר		"פ. האָט געשריבן מוזיק צו זיין אָפּערע ""יהודה הגלילי""."
M-3-facs_284_tr_1755674201-008	P-3-facs_284_tr_1755674201	3	facs_284_tr_1755674201	פֿרידזעל, לואיס	מאָגולעסקאָ	זכר	קאָמפּאָזיטאָר	פ. האָט געשריבן מוזיק צוזאַמען מיט אים.
M-3-facs_284_tr_1755674201-009	P-3-facs_284_tr_1755674201	3	facs_284_tr_1755674201	פֿרידזעל, לואיס	סענדלער	זכר	קאָמפּאָזיטאָר	זיין נאָמען ווערט דערמאָנט צוזאַמען מיט פ.'ס נאָמען אויף די אָפֿישן.
M-3-facs_284_tr_1755674201-010	P-3-facs_284_tr_1755674201	3	facs_284_tr_1755674201	פֿרידזעל, לואיס	רוסאָטאָ	זכר	קאָמפּאָזיטאָר	ער האָט אַראַנזשירט מוזיק-נומערן צוזאַמען מיט פ.
M-3-facs_284_tr_1755674201-011	P-3-facs_284_tr_1755674201	3	facs_284_tr_1755674201	פֿרידזעל, לואיס	י. זאָלאַטאַרעפסקי	זכר		פ. האָט געשריבן מוזיק צו עטלעכע פֿון זיינע פּיעסעס.
M-3-facs_284_tr_1755674201-012	P-3-facs_284_tr_1755674201	3	facs_284_tr_1755674201	פֿרידזעל, לואיס	באָריס טאָמאַשעווסקין	זכר		ער האָט אויפֿגעפֿירט פּיעסעס מיט פ.'ס מוזיק.
M-3-facs_284_tr_1755674201-013	P-3-facs_284_tr_1755674201	3	facs_284_tr_1755674201	פֿרידזעל, לואיס	שלום פּערלמוטער	זכר		ער כאַראַקטעריזירט פ. און שרייבט וועגן זיין מוזיק.
M-3-facs_284_tr_1755674201-014	P-3-facs_284_tr_1755674201	3	facs_284_tr_1755674201	פֿרידזעל, לואיס	י. לאַטיינער	זכר		פ. האָט געשריבן מוזיק צו עטלעכע פֿון זיינע פּיעסעס.
M-3-facs_284_tr_1755674201-015	P-3-facs_284_tr_1755674201	3	facs_284_tr_1755674201	פֿרידזעל, לואיס	בועז יאָנג	זכר		ער איז געווען פ.'ס א שותף און קאָלעגע.
M-3-facs_284_tr_1755674201-016	P-3-facs_284_tr_1755674201	3	facs_284_tr_1755674201	פֿרידזעל, לואיס	בערל בערנשטיין	זכר	אַקטיאָר	ער האָט געמאַכט אַ קאָנטראַקט מיט פ. צו בויען דאָס גרענד סטריט-טעאַטער.
M-3-facs_284_tr_1755674201-017	P-3-facs_284_tr_1755674201	3	facs_284_tr_1755674201	פֿרידזעל, לואיס	מאָריס פינקל	זכר	אַקטיאָר	ער האָט געמאַכט אַ קאָנטראַקט מיט פ. צו בויען דאָס גרענד סטריט-טעאַטער.
M-3-facs_284_tr_1755674201-018	P-3-facs_284_tr_1755674201	3	facs_284_tr_1755674201	פֿרידזעל, לואיס	סאָפיע קאַרפּ	נקבה	אַקטריסע	זי האָט געמאַכט אַ קאָנטראַקט מיט פ. צו בויען דאָס גרענד סטריט-טעאַטער.
M-3-facs_284_tr_1755674201-019	P-3-facs_284_tr_1755674201	3	facs_284_tr_1755674201	פֿרידזעל, לואיס	הערי פֿישל	זכר		ער האָט געבויט דאָס גרענד סטריט-טעאַטער לויט אַ קאָנטראַקט מיט פ. און אַנדערע.
M-3-facs_284_tr_1755674201-020	P-3-facs_284_tr_1755674201	3	facs_284_tr_1755674201	פֿרידזעל, לואיס	ברוידי	זכר	מוזיקער	"ער האָט געהאָלפֿן פ. שרייבן מוזיק פֿאַר ""מיין ווייבס מאַן""."
M-3-facs_284_tr_1755674201-021	P-3-facs_284_tr_1755674201	3	facs_284_tr_1755674201	פֿרידזעל, לואיס	קלאַראַ (יאָנג)	נקבה	זינגערין	זי האָט געזונגען פ.'ס דועט מיט קעסטינען.
M-3-facs_284_tr_1755674201-022	P-3-facs_284_tr_1755674201	3	facs_284_tr_1755674201	פֿרידזעל, לואיס	קעסטינען			ער האָט געזונגען פ.'ס דועט צוזאַמען מיט קלאַראַ יאָנג.
M-3-facs_284_tr_1755674201-023	P-3-facs_284_tr_1755674201	3	facs_284_tr_1755674201	פֿרידזעל, לואיס	ז. ליבין	זכר		"פ. האָט געשריבן מוזיק צו זיין פּיעסע ""די צוויי מאַמעס""."
M-3-facs_284_tr_1755674201-024	P-3-facs_284_tr_1755674201	3	facs_284_tr_1755674201	פֿרידזעל, לואיס	מ. גאָלדבערג	זכר		"פ. האָט געשריבן מוזיק צו זיין קאָמעדיע ""סיידי פלאַם""."
M-3-facs_284_tr_1755674201-025	P-3-facs_284_tr_1755674201	3	facs_284_tr_1755674201	פֿרידזעל, לואיס	בעסי טאָמאַשעווסקי	נקבה		פ.'ס מוזיק איז אויפֿגעפֿירט געוואָרן אין איר טעאַטער.
M-3-facs_284_tr_1755674201-026	P-3-facs_284_tr_1755674201	3	facs_284_tr_1755674201	פֿרידזעל, לואיס	קאַלמאַנאָוויטש	זכר		"פ. האָט געשריבן מוזיק צו זיין פּיעסע ""צעריסענע קייטן""."
M-3-facs_284_tr_1755674201-027	P-3-facs_284_tr_1755674201	3	facs_284_tr_1755674201	פֿרידזעל, לואיס	סיגעל	זכר		"פ. האָט געשריבן מוזיק צו זיין פּיעסע ""צעריסענע קייטן""."
M-3-facs_284_tr_1755674201-028	P-3-facs_284_tr_1755674201	3	facs_284_tr_1755674201	פֿרידזעל, לואיס	איזידאָר דיליען	זכר		"פ. האָט געשריבן מוזיק צו זיין קאָמעדיע ""מיין טאַטענס ווייב""."
M-3-facs_284_tr_1755674201-029	P-3-facs_284_tr_1755674201	3	facs_284_tr_1755674201	פֿרידזעל, לואיס	איזידאָר לעש	זכר		"פ. האָט געשריבן מוזיק צו זיין קאָמעדיע ""שלמהקע אויף בראָדוויי""."
M-3-facs_284_tr_1755674201-030	P-3-facs_284_tr_1755674201	3	facs_284_tr_1755674201	פֿרידזעל, לואיס	ליליען	זכר		"פ. האָט געשריבן מוזיק צו זיין פּיעסע ""יעדעס מיידל""."
M-3-facs_284_tr_1755674201-031	P-3-facs_284_tr_1755674201	3	facs_284_tr_1755674201	פֿרידזעל, לואיס	שאַרקאַנסקי	זכר		"פ. האָט געשריבן מוזיק צו זיין פּיעסע ""כל-נדרי""."
M-3-facs_284_tr_1755674201-032	P-3-facs_284_tr_1755674201	3	facs_284_tr_1755674201	פֿרידזעל, לואיס	קעסלער	זכר		"פ. האָט געשריבן מוזיק צו זיין פּיעסע ""דער יתום ישראליק""."
M-3-facs_284_tr_1755674201-033	P-3-facs_284_tr_1755674201	3	facs_284_tr_1755674201	פֿרידזעל, לואיס	געביל	זכר		פ. האָט געשריבן מוזיק צו עטלעכע פֿון זיינע פּיעסן.
M-3-facs_284_tr_1755674201-034	P-3-facs_284_tr_1755674201	3	facs_284_tr_1755674201	פֿרידזעל, לואיס	שטיינבערג	זכר		"פ. האָט געשריבן מוזיק צו זיין פּיעסע ""בענקענדע הערצער""."
M-3-facs_284_tr_1755674201-035	P-3-facs_284_tr_1755674201	3	facs_284_tr_1755674201	פֿרידזעל, לואיס	שאָליאַפּין	זכר	קינסטלער	ער האָט געזונגען פ.'ס מעלאָדיע אין זיין רעפּערטואָר.
M-3-facs_284_tr_1755674201-036	P-3-facs_284_tr_1755674201	3	facs_284_tr_1755674201	פֿרידזעל, לואיס	לואיס קרעמער	זכר		ער גיט-איבער אינפאָרמאַציע וועגן פ.'ס פרוי.
M-3-facs_284_tr_1755674201-037	P-3-facs_284_tr_1755674201	3	facs_284_tr_1755674201	פֿרידזעל, לואיס	פֿרידאַ	נקבה	אַקטריסע	זי איז געווען פ.'ס פֿרוי.
M-3-facs_284_tr_1755674201-038	P-3-facs_284_tr_1755674201	3	facs_284_tr_1755674201	פֿרידזעל, לואיס	קינדער*			פ. איז געווען איבערגעגעבן צו זיי.
M-3-facs_284_tr_1755674201-039	P-3-facs_284_tr_1755674201	3	facs_284_tr_1755674201	פֿרידזעל, לואיס	קוראַנטמאַן	זכר	דיריגענט	ער איז דערמאָנט געוואָרן אַלס איינער וואָס האָט דיריגירט מיט דעם בויגן פֿון פֿידל.
M-3-facs_284_tr_1755674201-040	P-3-facs_284_tr_1755674201	3	facs_284_tr_1755674201	פֿרידזעל, לואיס	יאָריכאָווסקי	זכר	דיריגענט	ער איז דערמאָנט געוואָרן אַלס איינער וואָס האָט דיריגירט מיט דעם בויגן פֿון פֿידל.
M-3-facs_284_tr_1755674201-041	P-3-facs_284_tr_1755674201	3	facs_284_tr_1755674201	פֿרידזעל, לואיס	הערמאַן	זכר	דיריגענט	ער איז דערמאָנט געוואָרן אַלס איינער וואָס האָט דיריגירט מיט דעם בויגן פֿון פֿידל.
M-3-facs_286_tr_1755674601-000	P-3-facs_286_tr_1755674601	3	facs_286_tr_1755674601	שלאָסבערג, יצחק	נתן שלאָסבערג	זכר	חזן	ער איז געווען דעם סוביעקטס זיידע.
M-3-facs_286_tr_1755674601-001	P-3-facs_286_tr_1755674601	3	facs_286_tr_1755674601	שלאָסבערג, יצחק	לייבקע אָלוקשטער	זכר	"דער באַרימטער חזן לייבקע אָלוקשטער, באַקאַנט אין דער חזנים-וועלט אינ „שאַגת אַריה"""	ער איז געווען דעם סוביעקטס פֿאָטער.
M-3-facs_286_tr_1755674601-002	P-3-facs_286_tr_1755674601	3	facs_286_tr_1755674601	שלאָסבערג, יצחק	אליהו זאַלודקאָווסקי	זכר	מחבר פֿון „קולטור-טרעגער פֿון דער אידישער ליטורגיע“	ער האָט געשריבן וועגן דעם סוביעקטס פֿאָטער.
M-3-facs_286_tr_1755674601-003	P-3-facs_286_tr_1755674601	3	facs_286_tr_1755674601	שלאָסבערג, יצחק	מ. דאָרגוזשאַנסקי	זכר	דיריגענט	דער סוביעקט האָט געזונגען אונטער זיין לייטונג און איז געווען זיין געהילף.
M-3-facs_286_tr_1755674601-004	P-3-facs_286_tr_1755674601	3	facs_286_tr_1755674601	שלאָסבערג, יצחק	קאַהאַן	זכר	חזן אין ווילנע	דער סוביעקט האָט געזונגען אונטער זיין לייטונג ביים חזן קאַהאַן.
M-3-facs_286_tr_1755674601-005	P-3-facs_286_tr_1755674601	3	facs_286_tr_1755674601	שלאָסבערג, יצחק	יאָסעלע דעם קירזשנערס (יוסף רומשינסקי)	זכר	משורר	ער האָט געזונגען צוזאַמען מיט דעם סוביעקט.
M-3-facs_286_tr_1755674601-006	P-3-facs_286_tr_1755674601	3	facs_286_tr_1755674601	שלאָסבערג, יצחק	לאָקעשקער	זכר	משורר, געוואָרן אַ וועלט-באַרימטער טענאָר	ער האָט געזונגען צוזאַמען מיט דעם סוביעקט.
M-3-facs_286_tr_1755674601-007	P-3-facs_286_tr_1755674601	3	facs_286_tr_1755674601	שלאָסבערג, יצחק	עדעלמאַן	זכר	משורר, שפּעטער חזן אין ווין	ער האָט געזונגען צוזאַמען מיט דעם סוביעקט.
M-3-facs_286_tr_1755674601-008	P-3-facs_286_tr_1755674601	3	facs_286_tr_1755674601	שלאָסבערג, יצחק	פישזאָן	זכר	פֿאַרמאָגט א יידישן טעאַטער	דער סוביעקט איז אָנגעקומען אַלס דיריגענט אין זיין יידישן טעאַטער.
M-3-facs_286_tr_1755674601-009	P-3-facs_286_tr_1755674601	3	facs_286_tr_1755674601	שלאָסבערג, יצחק	הענעך קאָן	זכר	קאָמפּאָזיטאָר	ער האָט געשריבן וועגן דעם סוביעקט.
M-3-facs_286_tr_1755674601-010	P-3-facs_286_tr_1755674601	3	facs_286_tr_1755674601	שלאָסבערג, יצחק	יוסף לאַטיינער	זכר		"דער סוביעקט האָט דיריגירט זיין אָפּערעטע „חורבן ירושלים""."
