xml_id	person_id	heading	draft_decision	draft_aligned_db_id	draft_merge_xml_id	confidence	rationale	raw
facs_342_tr_1754998516	P-4-facs_342_tr_1754998516	אַלס טעאַטער-קרייטיקער	PSEUDONYM		facs_334_tr_1754998419	high	Entry is a sub-entry for Abe Cahan as critic; variants and death year match Cahan (DB 883) and the primary entry in the same volume.	"{""draft_decision"": ""PSEUDONYM"", ""draft_aligned_db_id"": """", ""draft_merge_xml_id"": ""facs_334_tr_1754998419"", ""confidence"": ""high"", ""rationale"": ""Entry is a sub-entry for Abe Cahan as critic; variants and death year match Cahan (DB 883) and the primary entry in the same volume.""}"
facs_354_tr_1754998468	P-4-facs_354_tr_1754998468	קופּערמאַן, סאַמועל	ALIGN	2171		high	Exact name match at score 1.0; variant 'סאָמועל' confirms spelling; dedup candidate suggests potential volume duplication but DB match is definitive.	"{""draft_decision"": ""ALIGN"", ""draft_aligned_db_id"": ""2171"", ""draft_merge_xml_id"": """", ""confidence"": ""high"", ""rationale"": ""Exact name match at score 1.0; variant 'סאָמועל' confirms spelling; dedup candidate suggests potential volume duplication but DB match is definitive.""}"
facs_364_tr_1755030303	P-4-facs_364_tr_1755030303	"„פּערהיפט"" [פרץ הירשביין פֿאָלקס טעאַטער]"	MERGE		facs_425_r_5	high	Entry is a theatre group (Perhipt), not a person. Vol 6 dedup candidate matches heading exactly; DB candidates are individuals and should be ignored.	"{""draft_decision"": ""MERGE"", ""draft_aligned_db_id"": """", ""draft_merge_xml_id"": ""facs_425_r_5"", ""confidence"": ""high"", ""rationale"": ""Entry is a theatre group (Perhipt), not a person. Vol 6 dedup candidate matches heading exactly; DB candidates are individuals and should be ignored.""}"
facs_387_tr_1755030250	P-4-facs_387_tr_1755030250	וועליטשאַנסקי, ישראל	MERGE		facs_648_tr_1747930316	high	Identical heading in volume 6 with no DB candidates; indicates a duplicate write-up in the Lexicon across volumes.	"{""draft_decision"": ""MERGE"", ""draft_aligned_db_id"": """", ""draft_merge_xml_id"": ""facs_648_tr_1747930316"", ""confidence"": ""high"", ""rationale"": ""Identical heading in volume 6 with no DB candidates; indicates a duplicate write-up in the Lexicon across volumes.""}"
facs_388_tr_1755030259	P-4-facs_388_tr_1755030259	בלומענפעלד טורקאָוו, דיאַנאַ	ALIGN	1345		high	Exact name match at 1.0; DB entry 1345 includes the hyphenated Turkow surname and dates are consistent with the performer Diana Blumenfeld.	"{""draft_decision"": ""ALIGN"", ""draft_aligned_db_id"": ""1345"", ""draft_merge_xml_id"": """", ""confidence"": ""high"", ""rationale"": ""Exact name match at 1.0; DB entry 1345 includes the hyphenated Turkow surname and dates are consistent with the performer Diana Blumenfeld.""}"
facs_409_r_1	P-4-facs_409_r_1	שיקאַגער דראַמאַטישע געזעלשאַפט	NEW			high	Collective entry for a dramatic society; no matching DB candidates or similar dedup entries found. Entry type 'group' is distinct.	"{""draft_decision"": ""NEW"", ""draft_aligned_db_id"": """", ""draft_merge_xml_id"": """", ""confidence"": ""high"", ""rationale"": ""Collective entry for a dramatic society; no matching DB candidates or similar dedup entries found. Entry type 'group' is distinct.""}"
facs_451_tr_1755030302	P-4-facs_451_tr_1755030302	יידישע טעאַטריקל עלייענס	NEW			high	This is an entry for an organization (Hebrew Actors' Union branch), not a person; no DB or dedup matches found.	"{""draft_decision"": ""NEW"", ""draft_aligned_db_id"": """", ""draft_merge_xml_id"": """", ""confidence"": ""high"", ""rationale"": ""This is an entry for an organization (Hebrew Actors' Union branch), not a person; no DB or dedup matches found.""}"
facs_453_tr_1755030106	P-4-facs_453_tr_1755030106	שלום-עליכם [שלום ראַבינאָוויטש]	ALIGN	383		high	Perfect name and pseudonym match to multiple DB rows; aligning to the primary entry 383, noting DB redundancy (3492, 3474).	"{""draft_decision"": ""ALIGN"", ""draft_aligned_db_id"": ""383"", ""draft_merge_xml_id"": """", ""confidence"": ""high"", ""rationale"": ""Perfect name and pseudonym match to multiple DB rows; aligning to the primary entry 383, noting DB redundancy (3492, 3474).""}"
facs_564_tr_1755029956	P-4-facs_564_tr_1755029956	"""שלום-עליכם סטודיאָ“ (טעאַטער)"	MERGE		facs_50_tr_1744131406	high	Entry describes a theater studio, not the writer; dedup candidate in vol 2 is the same entity with a high matching score.	"{""draft_decision"": ""MERGE"", ""draft_aligned_db_id"": """", ""draft_merge_xml_id"": ""facs_50_tr_1744131406"", ""confidence"": ""high"", ""rationale"": ""Entry describes a theater studio, not the writer; dedup candidate in vol 2 is the same entity with a high matching score.""}"
facs_565_tr_1755029876	P-4-facs_565_tr_1755029876	אָפּשאַצונגען	PSEUDONYM		facs_453_tr_1755030106	high	Heading refers to appraisals of Sholem Aleichem; variants and DB candidates match the main entry in the same volume (facs_453_tr_1755030106).	"{""draft_decision"": ""PSEUDONYM"", ""draft_aligned_db_id"": """", ""draft_merge_xml_id"": ""facs_453_tr_1755030106"", ""confidence"": ""high"", ""rationale"": ""Heading refers to appraisals of Sholem Aleichem; variants and DB candidates match the main entry in the same volume (facs_453_tr_1755030106).""}"
facs_598_tr_1755029985	P-4-facs_598_tr_1755029985	באַמבערגער יידישע דראַמאַטישע סטודיע	NEW			high	Entry is for a specific post-war theater group (Bamberg 1946-47), not a person. No matching DB entity for this organization exists.	"{""draft_decision"": ""NEW"", ""draft_aligned_db_id"": """", ""draft_merge_xml_id"": """", ""confidence"": ""high"", ""rationale"": ""Entry is for a specific post-war theater group (Bamberg 1946-47), not a person. No matching DB entity for this organization exists.""}"
facs_601_tr_1755030110	P-4-facs_601_tr_1755030110	לעקאָוויטש, הענרי	ALIGN	3603		high	DB hebname parenthetical exactly matches the heading and variants; musician type and matching name confirm the alignment despite slight OCR variance in the DB.	"{""draft_decision"": ""ALIGN"", ""draft_aligned_db_id"": ""3603"", ""draft_merge_xml_id"": """", ""confidence"": ""high"", ""rationale"": ""DB hebname parenthetical exactly matches the heading and variants; musician type and matching name confirm the alignment despite slight OCR variance in the DB.""}"
facs_639_tr_1755030118	P-4-facs_639_tr_1755030118	פֿילאָדעלפֿיער יידישע דראָמ. געזעלשאַפטן	NEW			high	Entry is a collective 'group' entry for Philadelphia societies; DB candidates are individual people mentioned within the entry (Gordin, Mendele) rather than matches.	"{""draft_decision"": ""NEW"", ""draft_aligned_db_id"": """", ""draft_merge_xml_id"": """", ""confidence"": ""high"", ""rationale"": ""Entry is a collective 'group' entry for Philadelphia societies; DB candidates are individual people mentioned within the entry (Gordin, Mendele) rather than matches.""}"
facs_651_tr_1755030221	P-4-facs_651_tr_1755030221	נח און גאָס ריינעם	NEW			high	Distinct personal name and birth year (1878) with no matching DB or dedup candidates; appears to be a new entry for the DB.	"{""draft_decision"": ""NEW"", ""draft_aligned_db_id"": """", ""draft_merge_xml_id"": """", ""confidence"": ""high"", ""rationale"": ""Distinct personal name and birth year (1878) with no matching DB or dedup candidates; appears to be a new entry for the DB.""}"
facs_651_tr_1755030219	P-4-facs_651_tr_1755030219	אונדזערע בויער	DEFER			low	Heading is a group/book title; variant 'נח ריינעס' is a personal name, but DB and dedup scores are too low to confirm identity.	"{""draft_decision"": ""DEFER"", ""draft_aligned_db_id"": """", ""draft_merge_xml_id"": """", ""confidence"": ""low"", ""rationale"": ""Heading is a group/book title; variant 'נח ריינעס' is a personal name, but DB and dedup scores are too low to confirm identity.""}"
facs_651_tr_1755030222	P-4-facs_651_tr_1755030222	אַלעקס שניידמאַן	NEW			medium	Distinct name not found in DB candidates; the existing 'Alex' entries have completely different surnames (Chertov, Amasia). Likely a new entry.	"{""draft_decision"": ""NEW"", ""draft_aligned_db_id"": """", ""draft_merge_xml_id"": """", ""confidence"": ""medium"", ""rationale"": ""Distinct name not found in DB candidates; the existing 'Alex' entries have completely different surnames (Chertov, Amasia). Likely a new entry.""}"
facs_652_r_1	P-4-facs_652_r_1	נחמן זיידענוועבער	MERGE		facs_608_r_137	high	Exact name match in vol 5 dedup candidate; both refer to the same administrator; person is missing from DB.	"{""draft_decision"": ""MERGE"", ""draft_aligned_db_id"": """", ""draft_merge_xml_id"": ""facs_608_r_137"", ""confidence"": ""high"", ""rationale"": ""Exact name match in vol 5 dedup candidate; both refer to the same administrator; person is missing from DB.""}"
facs_652_tr_1755030209	P-4-facs_652_tr_1755030209	מאָריס פֿאַרבער	MERGE		facs_610_r_262	medium	Heading 'מאָריס פֿאַרבער' matches the male subject of the vol 5 entry 'מאָריס און מאַניאַ פֿאַרבער'; both lack dates but share specific surname.	"{""draft_decision"": ""MERGE"", ""draft_aligned_db_id"": """", ""draft_merge_xml_id"": ""facs_610_r_262"", ""confidence"": ""medium"", ""rationale"": ""Heading 'מאָריס פֿאַרבער' matches the male subject of the vol 5 entry 'מאָריס און מאַניאַ פֿאַרבער'; both lack dates but share specific surname.""}"
facs_653_tr_1755030266	P-4-facs_653_tr_1755030266	מאַניאַ פֿאַרבער	NEW			medium	Clear personal name with variant 'Levenson' (לעוויינסאָן), but no candidates found in DB or other volumes; likely a new entry.	"{""draft_decision"": ""NEW"", ""draft_aligned_db_id"": """", ""draft_merge_xml_id"": """", ""confidence"": ""medium"", ""rationale"": ""Clear personal name with variant 'Levenson' (לעוויינסאָן), but no candidates found in DB or other volumes; likely a new entry.""}"
facs_653_tr_1755030263	P-4-facs_653_tr_1755030263	לאָניאַ בימקאָ	NEW			high	Clear personal name and dates; DB candidates are either different individuals (Fishl) or unrelated surnames (Zilber). No existing entry found.	"{""draft_decision"": ""NEW"", ""draft_aligned_db_id"": """", ""draft_merge_xml_id"": """", ""confidence"": ""high"", ""rationale"": ""Clear personal name and dates; DB candidates are either different individuals (Fishl) or unrelated surnames (Zilber). No existing entry found.""}"
facs_654_tr_1755029981	P-4-facs_654_tr_1755029981	דר. וועלוול אַסטראָווסקי	NEW			high	Clear personal name and dates; no DB matches for Velvl Ostrowsky/Astrovsky. Candidate 1191 (Kh. Astrovsky) has a different initial.	"{""draft_decision"": ""NEW"", ""draft_aligned_db_id"": """", ""draft_merge_xml_id"": """", ""confidence"": ""high"", ""rationale"": ""Clear personal name and dates; no DB matches for Velvl Ostrowsky/Astrovsky. Candidate 1191 (Kh. Astrovsky) has a different initial.""}"
facs_654_tr_1755029982	P-4-facs_654_tr_1755029982	מאיר אַסטראָווסקי	NEW			medium	Clear name and dates provided, but DB candidates (Kh., Chaim, Samuel) do not match 'Meir' and lack confirming metadata.	"{""draft_decision"": ""NEW"", ""draft_aligned_db_id"": """", ""draft_merge_xml_id"": """", ""confidence"": ""medium"", ""rationale"": ""Clear name and dates provided, but DB candidates (Kh., Chaim, Samuel) do not match 'Meir' and lack confirming metadata.""}"
facs_655_tr_1755030266	P-4-facs_655_tr_1755030266	יוסף אַרנאָלד	NEW			medium	Distinct personal name and variant 'Aranovitsh'; DB candidates fail to match both names; dedup candidate is a different person (Herman).	"{""draft_decision"": ""NEW"", ""draft_aligned_db_id"": """", ""draft_merge_xml_id"": """", ""confidence"": ""medium"", ""rationale"": ""Distinct personal name and variant 'Aranovitsh'; DB candidates fail to match both names; dedup candidate is a different person (Herman).""}"
facs_655_tr_1755030265	P-4-facs_655_tr_1755030265	יודל (יוליוס) באָרענשטיין	NEW			high	Unique person entry with specific birth year and name (Yudl/Julius Borenstein) but no matches in the DB or other volumes.	"{""draft_decision"": ""NEW"", ""draft_aligned_db_id"": """", ""draft_merge_xml_id"": """", ""confidence"": ""high"", ""rationale"": ""Unique person entry with specific birth year and name (Yudl/Julius Borenstein) but no matches in the DB or other volumes.""}"
facs_655_tr_1755030260	P-4-facs_655_tr_1755030260	יעקב דובאָוו	NEW			medium	Distinct personal name and role; only DB candidate is a weak phonetic match (Yakubovitsh) with no evidence of being the same person.	"{""draft_decision"": ""NEW"", ""draft_aligned_db_id"": """", ""draft_merge_xml_id"": """", ""confidence"": ""medium"", ""rationale"": ""Distinct personal name and role; only DB candidate is a weak phonetic match (Yakubovitsh) with no evidence of being the same person.""}"
facs_656_r	P-4-facs_656_r	מאַקס דעיוויס	ALIGN	2510		high	Name variant משה מרדכי exactly matches DB hebname; score 1.0. Candidate from Vol 1 is likely a duplicate, but alignment to DB is primary.	"{""draft_decision"": ""ALIGN"", ""draft_aligned_db_id"": ""2510"", ""draft_merge_xml_id"": """", ""confidence"": ""high"", ""rationale"": ""Name variant משה מרדכי exactly matches DB hebname; score 1.0. Candidate from Vol 1 is likely a duplicate, but alignment to DB is primary.""}"
facs_656_tr_1755029862	P-4-facs_656_tr_1755029862	מינאַ האָפמאַן	NEW			medium	Clear personal name with birth year and married name (Schoengold), but no matching female Hoffman or Mina Schoengold in the DB.	"{""draft_decision"": ""NEW"", ""draft_aligned_db_id"": """", ""draft_merge_xml_id"": """", ""confidence"": ""medium"", ""rationale"": ""Clear personal name with birth year and married name (Schoengold), but no matching female Hoffman or Mina Schoengold in the DB.""}"
facs_657_tr_1755030210	P-4-facs_657_tr_1755030210	יעקב און וויעראַ ווייס	NEW			medium	Entry covers a couple (Yaakov and Vera Weiss). No DB candidates match this plural subject or the specific given names/variant 'Weissbord'.	"{""draft_decision"": ""NEW"", ""draft_aligned_db_id"": """", ""draft_merge_xml_id"": """", ""confidence"": ""medium"", ""rationale"": ""Entry covers a couple (Yaakov and Vera Weiss). No DB candidates match this plural subject or the specific given names/variant 'Weissbord'.""}"
facs_657_tr_1755030211	P-4-facs_657_tr_1755030211	חיים וויינשל	NEW			medium	Clear personal name and variant initials, but no DB or dedup candidates found; likely a new addition to the lexicon's coverage.	"{""draft_decision"": ""NEW"", ""draft_aligned_db_id"": """", ""draft_merge_xml_id"": """", ""confidence"": ""medium"", ""rationale"": ""Clear personal name and variant initials, but no DB or dedup candidates found; likely a new addition to the lexicon's coverage.""}"
facs_658_tr_1755030002	P-4-facs_658_tr_1755030002	פאַולין ווהייטמאַן	MERGE		facs_618_r_19	high	Identical name in volume 5; DB candidates are for different individuals with only the given name Pauline in common.	"{""draft_decision"": ""MERGE"", ""draft_aligned_db_id"": """", ""draft_merge_xml_id"": ""facs_618_r_19"", ""confidence"": ""high"", ""rationale"": ""Identical name in volume 5; DB candidates are for different individuals with only the given name Pauline in common.""}"
facs_658_tr_1755030000	P-4-facs_658_tr_1755030000	הענעלע וואַסערמאַן	NEW			high	Distinct personal name with death year 1960; sole DB candidate is a different given name (Jakob vs Henele) with a very low score.	"{""draft_decision"": ""NEW"", ""draft_aligned_db_id"": """", ""draft_merge_xml_id"": """", ""confidence"": ""high"", ""rationale"": ""Distinct personal name with death year 1960; sole DB candidate is a different given name (Jakob vs Henele) with a very low score.""}"
facs_658_tr_1755030003	P-4-facs_658_tr_1755030003	רחל (קאָקאָ) זינגער	NEW			high	Unique name and nickname with specific dates (1900-1959); DB candidates share only the surname and have low scores.	"{""draft_decision"": ""NEW"", ""draft_aligned_db_id"": """", ""draft_merge_xml_id"": """", ""confidence"": ""high"", ""rationale"": ""Unique name and nickname with specific dates (1900-1959); DB candidates share only the surname and have low scores.""}"
facs_659_tr_1755030149	P-4-facs_659_tr_1755030149	בעני און מאָלי טראָי	NEW			high	Clear personal name with birth year and specific variants (טאַראַייקאַ); only DB candidate is a false positive (Molly Picon) with very low score.	"{""draft_decision"": ""NEW"", ""draft_aligned_db_id"": """", ""draft_merge_xml_id"": """", ""confidence"": ""high"", ""rationale"": ""Clear personal name with birth year and specific variants (טאַראַייקאַ); only DB candidate is a false positive (Molly Picon) with very low score.""}"
facs_659_tr_1755030150	P-4-facs_659_tr_1755030150	יצחק טעפּער	NEW			medium	Distinct given name 'Itzhak' contradicts the only DB candidate 'Kalman' (0.833). No other DB matches or duplicates found.	"{""draft_decision"": ""NEW"", ""draft_aligned_db_id"": """", ""draft_merge_xml_id"": """", ""confidence"": ""medium"", ""rationale"": ""Distinct given name 'Itzhak' contradicts the only DB candidate 'Kalman' (0.833). No other DB matches or duplicates found.""}"
facs_659_tr_1755030151	P-4-facs_659_tr_1755030151	הענרי לערנער	NEW			medium	Heading 'Henry Lerner' not in DB; candidates share the surname but have different given names; no dedup matches found.	"{""draft_decision"": ""NEW"", ""draft_aligned_db_id"": """", ""draft_merge_xml_id"": """", ""confidence"": ""medium"", ""rationale"": ""Heading 'Henry Lerner' not in DB; candidates share the surname but have different given names; no dedup matches found.""}"
facs_660_tr_1755030253	P-4-facs_660_tr_1755030253	לוסי לאַנג-ראָבינס (1888-1962)	NEW			high	Distinct personal name and dates (1888-1962) provided in heading; no DB candidates match the surname Lang-Robbins or the given name Lucy convincingly.	"{""draft_decision"": ""NEW"", ""draft_aligned_db_id"": """", ""draft_merge_xml_id"": """", ""confidence"": ""high"", ""rationale"": ""Distinct personal name and dates (1888-1962) provided in heading; no DB candidates match the surname Lang-Robbins or the given name Lucy convincingly.""}"
facs_661_tr_1755030263	P-4-facs_661_tr_1755030263	רויזעלע ליבקין	NEW			medium	Clear identity with specific dates and pseudonym 'Skulnik', but no matching DB candidate; existing Skulniks in DB are different people.	"{""draft_decision"": ""NEW"", ""draft_aligned_db_id"": """", ""draft_merge_xml_id"": """", ""confidence"": ""medium"", ""rationale"": ""Clear identity with specific dates and pseudonym 'Skulnik', but no matching DB candidate; existing Skulniks in DB are different people.""}"
facs_661_tr_1755030261	P-4-facs_661_tr_1755030261	מאָריס מעדאָוו	NEW			high	Distinct personal name and dates (1915-1945); the only DB candidate is a different person (David Medoff) with a low similarity score.	"{""draft_decision"": ""NEW"", ""draft_aligned_db_id"": """", ""draft_merge_xml_id"": """", ""confidence"": ""high"", ""rationale"": ""Distinct personal name and dates (1915-1945); the only DB candidate is a different person (David Medoff) with a low similarity score.""}"
facs_662_tr_1755029947	P-4-facs_662_tr_1755029947	דזשוליוס און בערטאָ מילער	NEW			medium	Entry covers a couple (Julius and Berta Miller); DB candidates are single individuals with different names and low similarity scores.	"{""draft_decision"": ""NEW"", ""draft_aligned_db_id"": """", ""draft_merge_xml_id"": """", ""confidence"": ""medium"", ""rationale"": ""Entry covers a couple (Julius and Berta Miller); DB candidates are single individuals with different names and low similarity scores.""}"
facs_662_tr_1755029946	P-4-facs_662_tr_1755029946	בראָניאַ ניומאַן	NEW			medium	Distinct personal name not found in DB; candidate 2206 has same given name but different surname; candidate 2559 matches only surname.	"{""draft_decision"": ""NEW"", ""draft_aligned_db_id"": """", ""draft_merge_xml_id"": """", ""confidence"": ""medium"", ""rationale"": ""Distinct personal name not found in DB; candidate 2206 has same given name but different surname; candidate 2559 matches only surname.""}"
facs_663_tr_1755030299	P-4-facs_663_tr_1755030299	בען סאפּקין	NEW			high	Clear personal name and variant (Ben Sapkin/Binyamin Khavkin) but no DB or dedup candidates exist; likely a new addition.	"{""draft_decision"": ""NEW"", ""draft_aligned_db_id"": """", ""draft_merge_xml_id"": """", ""confidence"": ""high"", ""rationale"": ""Clear personal name and variant (Ben Sapkin/Binyamin Khavkin) but no DB or dedup candidates exist; likely a new addition.""}"
facs_663_tr_1755030300	P-4-facs_663_tr_1755030300	פעני עדעלמאַן	NEW			medium	Distinct personal name (Fanny Edelman) not found in DB; candidates are same-surname with different given names and low similarity scores.	"{""draft_decision"": ""NEW"", ""draft_aligned_db_id"": """", ""draft_merge_xml_id"": """", ""confidence"": ""medium"", ""rationale"": ""Distinct personal name (Fanny Edelman) not found in DB; candidates are same-surname with different given names and low similarity scores.""}"
facs_664_tr_1755030050	P-4-facs_664_tr_1755030050	אַברהם עדעלמאַן	NEW			high	Clear personal name and birth year 1890, but no matching given name among DB candidates; most candidates score low and have different first names.	"{""draft_decision"": ""NEW"", ""draft_aligned_db_id"": """", ""draft_merge_xml_id"": """", ""confidence"": ""high"", ""rationale"": ""Clear personal name and birth year 1890, but no matching given name among DB candidates; most candidates score low and have different first names.""}"
facs_664_tr_1755030049	P-4-facs_664_tr_1755030049	נייטען ערליך	NEW			medium	Distinct personal name and birth year 1900; DB candidates are weak matches with different given names or surnames.	"{""draft_decision"": ""NEW"", ""draft_aligned_db_id"": """", ""draft_merge_xml_id"": """", ""confidence"": ""medium"", ""rationale"": ""Distinct personal name and birth year 1900; DB candidates are weak matches with different given names or surnames.""}"
facs_665_tr_1755029919	P-4-facs_665_tr_1755029919	דזשאָו פאָול	NEW			high	Clear identity with real name (יוסף פּאָליוואָדא) and birth year, but no matching candidates in DB or other volumes; existing DB candidates are unrelated.	"{""draft_decision"": ""NEW"", ""draft_aligned_db_id"": """", ""draft_merge_xml_id"": """", ""confidence"": ""high"", ""rationale"": ""Clear identity with real name (יוסף פּאָליוואָדא) and birth year, but no matching candidates in DB or other volumes; existing DB candidates are unrelated.""}"
facs_666_tr_1755030166	P-4-facs_666_tr_1755030166	מענדל פּעטרושקאַ	NEW			high	Distinct personal name with specific birth and death years provided, but no matching DB or dedup candidates exist.	"{""draft_decision"": ""NEW"", ""draft_aligned_db_id"": """", ""draft_merge_xml_id"": """", ""confidence"": ""high"", ""rationale"": ""Distinct personal name with specific birth and death years provided, but no matching DB or dedup candidates exist.""}"
facs_666_tr_1755030169	P-4-facs_666_tr_1755030169	דבורה פֿאַרמאַן	NEW			high	Clear personal name and dates; DB candidates only match 'Devora' or 'Klein' separately with very low scores. Likely not in DB.	"{""draft_decision"": ""NEW"", ""draft_aligned_db_id"": """", ""draft_merge_xml_id"": """", ""confidence"": ""high"", ""rationale"": ""Clear personal name and dates; DB candidates only match 'Devora' or 'Klein' separately with very low scores. Likely not in DB.""}"
facs_666_tr_1755030168	P-4-facs_666_tr_1755030168	נייטען פֿאַרמאַן	NEW			high	Distinct personal name and birth year (1892); the only DB candidate is a completely different surname (Ayzikovitsh) with a very low score.	"{""draft_decision"": ""NEW"", ""draft_aligned_db_id"": """", ""draft_merge_xml_id"": """", ""confidence"": ""high"", ""rationale"": ""Distinct personal name and birth year (1892); the only DB candidate is a completely different surname (Ayzikovitsh) with a very low score.""}"
facs_667_tr_1755030056	P-4-facs_667_tr_1755030056	עטל פֿורמאַן	NEW			medium	Distinct name (Etl Furman) and death year 1955, but all DB candidates have different given names and very low similarity scores.	"{""draft_decision"": ""NEW"", ""draft_aligned_db_id"": """", ""draft_merge_xml_id"": """", ""confidence"": ""medium"", ""rationale"": ""Distinct name (Etl Furman) and death year 1955, but all DB candidates have different given names and very low similarity scores.""}"
facs_668_tr_1755029974	P-4-facs_668_tr_1755029974	יוסף קאַראַבעלאַ	NEW			high	Distinct personal name with specific birth/death dates; absence of DB or dedup candidates suggests a person not yet in the system.	"{""draft_decision"": ""NEW"", ""draft_aligned_db_id"": """", ""draft_merge_xml_id"": """", ""confidence"": ""high"", ""rationale"": ""Distinct personal name with specific birth/death dates; absence of DB or dedup candidates suggests a person not yet in the system.""}"
facs_668_tr_1755029972	P-4-facs_668_tr_1755029972	שמואל קאַרפּמאַן	NEW			high	Distinct name with birth/death years provided, but no DB or dedup candidates exist. Likely a new person for the database.	"{""draft_decision"": ""NEW"", ""draft_aligned_db_id"": """", ""draft_merge_xml_id"": """", ""confidence"": ""high"", ""rationale"": ""Distinct name with birth/death years provided, but no DB or dedup candidates exist. Likely a new person for the database.""}"
facs_669_tr_1755030279	P-4-facs_669_tr_1755030279	דזשעק קאַהאַן	NEW			medium	Unique name 'Jack/Jacob Kahan' lacks a match in the DB; candidates are other Kahans (Abe, Lazar, etc.) with low similarity scores.	"{""draft_decision"": ""NEW"", ""draft_aligned_db_id"": """", ""draft_merge_xml_id"": """", ""confidence"": ""medium"", ""rationale"": ""Unique name 'Jack/Jacob Kahan' lacks a match in the DB; candidates are other Kahans (Abe, Lazar, etc.) with low similarity scores.""}"
facs_669_tr_1755030278	P-4-facs_669_tr_1755030278	דוד קולאָק	NEW			high	Clear personal name with specific birth year (1897) and variants, but no DB candidates match the surname; likely absent from the DB.	"{""draft_decision"": ""NEW"", ""draft_aligned_db_id"": """", ""draft_merge_xml_id"": """", ""confidence"": ""high"", ""rationale"": ""Clear personal name with specific birth year (1897) and variants, but no DB candidates match the surname; likely absent from the DB.""}"
facs_669_tr_1755030280	P-4-facs_669_tr_1755030280	הערי ראָטפּוירל	NEW			high	Clear specific personal name, birth year, and alias (Harry/Aaron) provided; absence of DB or dedup candidates indicates a new record.	"{""draft_decision"": ""NEW"", ""draft_aligned_db_id"": """", ""draft_merge_xml_id"": """", ""confidence"": ""high"", ""rationale"": ""Clear specific personal name, birth year, and alias (Harry/Aaron) provided; absence of DB or dedup candidates indicates a new record.""}"
facs_670_tr_1755030252	P-4-facs_670_tr_1755030252	ליזאַ שאָר	NEW			high	Clear personal name with specific birth/death dates and multiple variants, but no matching DB candidates; existing 'Schorr' entries are different people.	"{""draft_decision"": ""NEW"", ""draft_aligned_db_id"": """", ""draft_merge_xml_id"": """", ""confidence"": ""high"", ""rationale"": ""Clear personal name with specific birth/death dates and multiple variants, but no matching DB candidates; existing 'Schorr' entries are different people.""}"
facs_670_tr_1755030250	P-4-facs_670_tr_1755030250	שאַרי שאַרף	NEW			medium	Distinct name and variants provided, but no DB matches or cross-volume duplicates found; person appears to be missing from the database.	"{""draft_decision"": ""NEW"", ""draft_aligned_db_id"": """", ""draft_merge_xml_id"": """", ""confidence"": ""medium"", ""rationale"": ""Distinct name and variants provided, but no DB matches or cross-volume duplicates found; person appears to be missing from the database.""}"
facs_671_tr_1755030277	P-4-facs_671_tr_1755030277	דאָריס שטאַבינסקי	NEW			high	Distinct name (Doris Stabinski) and birth year 1924; DB candidates only match the 'Rozental' variant/married name but differ in given names.	"{""draft_decision"": ""NEW"", ""draft_aligned_db_id"": """", ""draft_merge_xml_id"": """", ""confidence"": ""high"", ""rationale"": ""Distinct name (Doris Stabinski) and birth year 1924; DB candidates only match the 'Rozental' variant/married name but differ in given names.""}"
facs_672_r_1	P-4-facs_672_r_1	אין אָנדענק פֿון מיכאל און אַננאַ מיכאַלעסקאָ	MERGE	2463	facs_263_tr_1744280809	high	Memorial entry for Michal Michalesko; names (including Weissblatt) match DB ID 2463 and Vol 2 entry. Entry is a duplicate write-up.	"{""draft_decision"": ""MERGE"", ""draft_aligned_db_id"": ""2463"", ""draft_merge_xml_id"": ""facs_263_tr_1744280809"", ""confidence"": ""high"", ""rationale"": ""Memorial entry for Michal Michalesko; names (including Weissblatt) match DB ID 2463 and Vol 2 entry. Entry is a duplicate write-up.""}"
facs_24_tr_1729945242	P-5-facs_24_tr_1729945242	אוריך, צילע [חיה צילע פעדער]	MERGE	3813	facs_39_tr_1740520985	high	Identical name, birth year, and bracketed alias to Vol 1 entry; aligns with DB 3813 which includes the full maiden name.	"{""draft_decision"": ""MERGE"", ""draft_aligned_db_id"": ""3813"", ""draft_merge_xml_id"": ""facs_39_tr_1740520985"", ""confidence"": ""high"", ""rationale"": ""Identical name, birth year, and bracketed alias to Vol 1 entry; aligns with DB 3813 which includes the full maiden name.""}"
facs_57_tr_1733050594	P-5-facs_57_tr_1733050594	וויטאַליין פֿרידע [שימעליסקא, לאַפין]	MERGE		facs_351_tr_1741260423	high	High-scoring dedup candidate in Vol 1 matches name, birth year, and 'לאַפּין' alias; DB entry 3188 is the same person but misspelled.	"{""draft_decision"": ""MERGE"", ""draft_aligned_db_id"": """", ""draft_merge_xml_id"": ""facs_351_tr_1741260423"", ""confidence"": ""high"", ""rationale"": ""High-scoring dedup candidate in Vol 1 matches name, birth year, and 'לאַפּין' alias; DB entry 3188 is the same person but misspelled.""}"
facs_58_tr_1733050538	P-5-facs_58_tr_1733050538	וויינגאָלד שלמה [ספירידיאָן וואיק (צ) אַ]	MERGE		facs_358_tr_1741260405	high	Identical name and bracketed alias in Vol 1; birth years (1888/1889) are consistent. Both point to DB 3223.	"{""draft_decision"": ""MERGE"", ""draft_aligned_db_id"": """", ""draft_merge_xml_id"": ""facs_358_tr_1741260405"", ""confidence"": ""high"", ""rationale"": ""Identical name and bracketed alias in Vol 1; birth years (1888/1889) are consistent. Both point to DB 3223.""}"
