transkribus_url	transkribus_url	current_type	value	value_in_context	type_source	flag	comments
https://app.transkribus.org/collection/18874/doc/828443/edit?pageNr=47	https://app.transkribus.org/collection/18874/doc/828443/edit?pageNr=47	business	(הויבט איהם אויף)	אסתר: (הויבט איהם אויף) בּנימין! וֶועה מִיר מֶען הָאט מִיר מַיין בּנימי'נען	Claude-session annotator (YiDraCor annotation push 2026-)	review	
https://app.transkribus.org/collection/18874/doc/828443/edit?pageNr=47	https://app.transkribus.org/collection/18874/doc/828443/edit?pageNr=47	business	(זעצט	אסתר → פֶערְגִיפטֶעט! נֵיין, אִיך לאָז דִיך מֶעהר נִישְט אַוועק פוּן מִיר. (זעצט	Claude-session annotator (YiDraCor annotation push 2026-)	review	
https://app.transkribus.org/collection/18874/doc/828443/edit?pageNr=47	https://app.transkribus.org/collection/18874/doc/828443/edit?pageNr=47	business	אִיהם אַ ניעדער אוּן דֶערְזֶעהט דעם רינג)	אסתר → אִיהם אַ ניעדער אוּן דֶערְזֶעהט דעם רינג) אַלֶעס וָואס מִיט דִיר אִיז פאַר⸗	Claude-session annotator (YiDraCor annotation push 2026-)	review	
https://app.transkribus.org/collection/18874/doc/828443/edit?pageNr=47	https://app.transkribus.org/collection/18874/doc/828443/edit?pageNr=47	business	(קוקט זי אָן)	בנימין: (קוקט זי אָן) אַהא! רִיכטִיג! אסתּר'ל... ווייסטוּ וואָס פאַר אַ רִינְג	Claude-session annotator (YiDraCor annotation push 2026-)	review	
https://app.transkribus.org/collection/18874/doc/828443/edit?pageNr=48	https://app.transkribus.org/collection/18874/doc/828443/edit?pageNr=48	business	(ציטערט)	בנימין: שא! אִיך שטארבּ פַאר שׁרֶעק. (ציטערט)	Claude-session annotator (YiDraCor annotation push 2026-)	review	
https://app.transkribus.org/collection/18874/doc/828443/edit?pageNr=49	https://app.transkribus.org/collection/18874/doc/828443/edit?pageNr=49	business	(אומארמט איהם)	אסתר → קוּם, אִיך וֶועל זעֶהן וָואס עֶס אִיז צוּ טהוּן, (אומארמט איהם) קוּם	Claude-session annotator (YiDraCor annotation push 2026-)	review	
https://app.transkribus.org/collection/18874/doc/828443/edit?pageNr=49	https://app.transkribus.org/collection/18874/doc/828443/edit?pageNr=49	business	(שפרינגט אויף)	בנימין: נֵיין נֵיין, אִיך קֶען נִישְט! (שפרינגט אויף)	Claude-session annotator (YiDraCor annotation push 2026-)	review	
https://app.transkribus.org/collection/18874/doc/828443/edit?pageNr=49	https://app.transkribus.org/collection/18874/doc/828443/edit?pageNr=49	exit	(ביידע אב)	אסתר → אסתר'ל וֶועט זִיך פאַר דִיר אָפּפערן! (ביידע אב)	Claude-session annotator (YiDraCor annotation push 2026-)	review	
https://app.transkribus.org/collection/18874/doc/828443/edit?pageNr=49	https://app.transkribus.org/collection/18874/doc/828443/edit?pageNr=49	entrance	(אויפטריט פאזשען און סאלדאטען, פון די שטיעגען.)	אסתר → (אויפטריט פאזשען און סאלדאטען, פון די שטיעגען.)	Claude-session annotator (YiDraCor annotation push 2026-)	review	
https://app.transkribus.org/collection/18874/doc/828443/edit?pageNr=49	https://app.transkribus.org/collection/18874/doc/828443/edit?pageNr=49	entrance	(אויפטריט עזריה, בּת שבע, צדוק, שלומיאל און למך)	קאהר → (אויפטריט עזריה, בּת שבע, צדוק, שלומיאל און למך)	Claude-session annotator (YiDraCor annotation push 2026-)	review	
https://app.transkribus.org/collection/18874/doc/828443/edit?pageNr=50	https://app.transkribus.org/collection/18874/doc/828443/edit?pageNr=50	business	(מען הערט א ליארם)	קאהר → (מען הערט א ליארם)	Claude-session annotator (YiDraCor annotation push 2026-)	review	
https://app.transkribus.org/collection/18874/doc/828443/edit?pageNr=50	https://app.transkribus.org/collection/18874/doc/828443/edit?pageNr=50	entrance	(אויפטריט אסתר אלס אלטע בלומענפערקויפערין, און בנימין.)	צדוק → (אויפטריט אסתר אלס אלטע בלומענפערקויפערין, און בנימין.)	Claude-session annotator (YiDraCor annotation push 2026-)	review	
https://app.transkribus.org/collection/18874/doc/828443/edit?pageNr=51	https://app.transkribus.org/collection/18874/doc/828443/edit?pageNr=51	business	(גיעט איהר געלד)	עזריה: דָא האסטוּ פַאר דַיין וואונש. (גיעט איהר געלד)	Claude-session annotator (YiDraCor annotation push 2026-)	review	
https://app.transkribus.org/collection/18874/doc/828443/edit?pageNr=51	https://app.transkribus.org/collection/18874/doc/828443/edit?pageNr=51	business	(נעמט)	אסתר: יאָ, רִיכטִיג צְוֵויי פּרוּטות (נעמט) אָט דָא האסטוּ פאַר זֵיי דֶעם	Claude-session annotator (YiDraCor annotation push 2026-)	review	
https://app.transkribus.org/collection/18874/doc/828443/edit?pageNr=51	https://app.transkribus.org/collection/18874/doc/828443/edit?pageNr=51	business	(עס הערט זיך דיינער און בליץ, דער טייפעל לויפט דורך די ביהנע)	אסתר → (עס הערט זיך דיינער און בליץ, דער טייפעל לויפט דורך די ביהנע)	Claude-session annotator (YiDraCor annotation push 2026-)	review	
https://app.transkribus.org/collection/18874/doc/828443/edit?pageNr=52	https://app.transkribus.org/collection/18874/doc/828443/edit?pageNr=52	business	(גיעט זיך צו דערקענען)	אסתר: (גיעט זיך צו דערקענען) אַ עהרְלִיכֶעס מֶעדְכֶען מַיין הֶערְר! אַ גֶעטרֵייע	Claude-session annotator (YiDraCor annotation push 2026-)	review	
https://app.transkribus.org/collection/18874/doc/828443/edit?pageNr=52	https://app.transkribus.org/collection/18874/doc/828443/edit?pageNr=52	business	(אומארט איהם)	אסתר → לעבּען. (אומארט איהם)	Claude-session annotator (YiDraCor annotation push 2026-)	review	
https://app.transkribus.org/collection/18874/doc/828443/edit?pageNr=53	https://app.transkribus.org/collection/18874/doc/828443/edit?pageNr=53	business	(עֶר פאלְט בֵּיים טראָהן, בּת שבּע געבּען אִיהם, טַייפֶעל שפאטִישׁ איִבֶּער אִיהם. אַלע	עזריה → (עֶר פאלְט בֵּיים טראָהן, בּת שבּע געבּען אִיהם, טַייפֶעל שפאטִישׁ איִבֶּער אִיהם. אַלע	Claude-session annotator (YiDraCor annotation push 2026-)	review	
https://app.transkribus.org/collection/18874/doc/828443/edit?pageNr=53	https://app.transkribus.org/collection/18874/doc/828443/edit?pageNr=53	business	בלייבען ערשטוינט)	עזריה → בלייבען ערשטוינט)	Claude-session annotator (YiDraCor annotation push 2026-)	review	
https://app.transkribus.org/collection/18874/doc/828443/edit?pageNr=53	https://app.transkribus.org/collection/18874/doc/828443/edit?pageNr=53	setting	פאָרהאַנג.	עזריה → פאָרהאַנג.	rule:auto-resolve lexicon		
https://app.transkribus.org/collection/18874/doc/828443/edit?pageNr=54	https://app.transkribus.org/collection/18874/doc/828443/edit?pageNr=54	entrance	(אויפטריט צדוק).	(אויפטריט צדוק).	Claude-session annotator (YiDraCor annotation push 2026-)	review	
https://app.transkribus.org/collection/18874/doc/828443/edit?pageNr=54	https://app.transkribus.org/collection/18874/doc/828443/edit?pageNr=54	delivery	(שרייט)	צדוק → פאר וואָס האבּ אִיך אוֹיך נִישְט אַזא מיין בעגעגענִישׁ!? (שרייט) אַליהוּ	rule:auto-resolve lexicon		
https://app.transkribus.org/collection/18874/doc/828443/edit?pageNr=55	https://app.transkribus.org/collection/18874/doc/828443/edit?pageNr=55	entrance	(אויפטריט שלומיאל מיט אַ ארבייטס-טלימיק אויף די פלייצעס, און א ווידלע)	(אויפטריט שלומיאל מיט אַ ארבייטס-טלימיק אויף די פלייצעס, און א ווידלע)	Claude-session annotator (YiDraCor annotation push 2026-)	review	
https://app.transkribus.org/collection/18874/doc/828443/edit?pageNr=55	https://app.transkribus.org/collection/18874/doc/828443/edit?pageNr=55	business	(וויל געהן)	שלומיאל: אִיך האָבּ קֵיין צַייט נִיט (וויל געהן)	Claude-session annotator (YiDraCor annotation push 2026-)	review	
https://app.transkribus.org/collection/18874/doc/828443/edit?pageNr=55	https://app.transkribus.org/collection/18874/doc/828443/edit?pageNr=55	business	(ווארפט אוועק דעם טלימיק)	שלומיאל: פוּן בּת שבע? (ווארפט אוועק דעם טלימיק) זִיץ פֶעטֶער צדוק.	Claude-session annotator (YiDraCor annotation push 2026-)	review	
https://app.transkribus.org/collection/18874/doc/828443/edit?pageNr=55	https://app.transkribus.org/collection/18874/doc/828443/edit?pageNr=55	business	(זעצט זיך נעבען איהם)	צדוק: (זעצט זיך נעבען איהם) אַ יאָ!	Claude-session annotator (YiDraCor annotation push 2026-)	review	
https://app.transkribus.org/collection/18874/doc/828443/edit?pageNr=56	https://app.transkribus.org/collection/18874/doc/828443/edit?pageNr=56	business	(שלומיאל נעמט דעם שלימיק וויל געהן)	צדוק: נֶע, נֶע, שלוּמיאל, זאָג דֶעם אמְת (שלומיאל נעמט דעם שלימיק וויל געהן)	Claude-session annotator (YiDraCor annotation push 2026-)	review	
https://app.transkribus.org/collection/18874/doc/828443/edit?pageNr=56	https://app.transkribus.org/collection/18874/doc/828443/edit?pageNr=56	business	(ווארפט אַלעס אוועק זעצט זיך)	שלומיאל: דֶערְצֶעהל ווייטֶער (ווארפט אַלעס אוועק זעצט זיך)	Claude-session annotator (YiDraCor annotation push 2026-)	review	
https://app.transkribus.org/collection/18874/doc/828443/edit?pageNr=57	https://app.transkribus.org/collection/18874/doc/828443/edit?pageNr=57	business	(וויל געהן)	שלומיאל: אַ גוּטען טאג פֶעטֶער צדוק. (וויל געהן)	Claude-session annotator (YiDraCor annotation push 2026-)	review	
https://app.transkribus.org/collection/18874/doc/828443/edit?pageNr=57	https://app.transkribus.org/collection/18874/doc/828443/edit?pageNr=57	business	(קוקט איהם אן)	שלומיאל: (קוקט איהם אן) אוֹי וֶועה...	Claude-session annotator (YiDraCor annotation push 2026-)	review	
https://app.transkribus.org/collection/18874/doc/828443/edit?pageNr=57	https://app.transkribus.org/collection/18874/doc/828443/edit?pageNr=57	business	(וויל אוועק געהן.)	שלומיאל: (וויל אוועק געהן.)	Claude-session annotator (YiDraCor annotation push 2026-)	review	
https://app.transkribus.org/collection/18874/doc/828443/edit?pageNr=58	https://app.transkribus.org/collection/18874/doc/828443/edit?pageNr=58	business	(ווארפט איהם א ניעדער.)	שלומיאל → (ווארפט איהם א ניעדער.)	Claude-session annotator (YiDraCor annotation push 2026-)	review	
https://app.transkribus.org/collection/18874/doc/828443/edit?pageNr=58	https://app.transkribus.org/collection/18874/doc/828443/edit?pageNr=58	business	(טרעט איהם)	שלומיאל: (טרעט איהם) נֵיין פֶעטֶער צדוק, אִיך מַיין דָאך נִישְט דִיך, נור	Claude-session annotator (YiDraCor annotation push 2026-)	review	
https://app.transkribus.org/collection/18874/doc/828443/edit?pageNr=59	https://app.transkribus.org/collection/18874/doc/828443/edit?pageNr=59	business	(שטעקט אויף די ווידלע אויפ'ן האלז.)	שלומיאל → טהוּ אַזוי, (שטעקט אויף די ווידלע אויפ'ן האלז.) דֶערְנָאך נֶעם אִיך	Claude-session annotator (YiDraCor annotation push 2026-)	review	
https://app.transkribus.org/collection/18874/doc/828443/edit?pageNr=59	https://app.transkribus.org/collection/18874/doc/828443/edit?pageNr=59	business	(נעמט א שטריק און שלאגט איהם)	שלומיאל → אַזוֹי אוּן טהוּ אַזוי, (נעמט א שטריק און שלאגט איהם) רשֶע! אִין	Claude-session annotator (YiDraCor annotation push 2026-)	review	
https://app.transkribus.org/collection/18874/doc/828443/edit?pageNr=59	https://app.transkribus.org/collection/18874/doc/828443/edit?pageNr=59	entrance	(אויפטריט בנימין, אבנר און אסתר)	צדוק → (אויפטריט בנימין, אבנר און אסתר)	Claude-session annotator (YiDraCor annotation push 2026-)	review	
https://app.transkribus.org/collection/18874/doc/828443/edit?pageNr=59	https://app.transkribus.org/collection/18874/doc/828443/edit?pageNr=59	business	(שלאגט איהם)	שלומיאל → סְ'אִיז מַיין פֶעטֶער צדוק! (שלאגט איהם) מַיין פֶעטֶער צדוק! (מֶען	Claude-session annotator (YiDraCor annotation push 2026-)	review	
https://app.transkribus.org/collection/18874/doc/828443/edit?pageNr=59	https://app.transkribus.org/collection/18874/doc/828443/edit?pageNr=59	business	(מֶען	שלומיאל → סְ'אִיז מַיין פֶעטֶער צדוק! (שלאגט איהם) מַיין פֶעטֶער צדוק! (מֶען	Claude-session annotator (YiDraCor annotation push 2026-)	review	
https://app.transkribus.org/collection/18874/doc/828443/edit?pageNr=59	https://app.transkribus.org/collection/18874/doc/828443/edit?pageNr=59	business	בעפרייט איהם)	שלומיאל → בעפרייט איהם)	Claude-session annotator (YiDraCor annotation push 2026-)	review	
https://app.transkribus.org/collection/18874/doc/828443/edit?pageNr=59	https://app.transkribus.org/collection/18874/doc/828443/edit?pageNr=59	business	(האלט זיך ביי די זייטען)	צדוק: (האלט זיך ביי די זייטען) אוֹי, אוֹי, פאר בּרויט נִיעט מֶען שׁטֶענְדִיג	Claude-session annotator (YiDraCor annotation push 2026-)	review	
https://app.transkribus.org/collection/18874/doc/828443/edit?pageNr=59	https://app.transkribus.org/collection/18874/doc/828443/edit?pageNr=59	business	(ער וויל צו לויפען, מען האלט איהם צוריק)	שלומיאל: פֶעטֶער צדוק! (ער וויל צו לויפען, מען האלט איהם צוריק)	Claude-session annotator (YiDraCor annotation push 2026-)	review	
https://app.transkribus.org/collection/18874/doc/828443/edit?pageNr=60	https://app.transkribus.org/collection/18874/doc/828443/edit?pageNr=60	business	(ער אנטלויפט)	צדוק: הַאלְט אִיהם! הַאלְט אִיהם! (ער אנטלויפט)	Claude-session annotator (YiDraCor annotation push 2026-)	review	
https://app.transkribus.org/collection/18874/doc/828443/edit?pageNr=60	https://app.transkribus.org/collection/18874/doc/828443/edit?pageNr=60	entrance	(אויפטריט בּת שבע און למך)	אסתר → (אויפטריט בּת שבע און למך)	Claude-session annotator (YiDraCor annotation push 2026-)	review	
https://app.transkribus.org/collection/18874/doc/828443/edit?pageNr=61	https://app.transkribus.org/collection/18874/doc/828443/edit?pageNr=61	exit	(ביידע אב)	בּת שבע: קוּם! (ביידע אב)	Claude-session annotator (YiDraCor annotation push 2026-)	review	
https://app.transkribus.org/collection/18874/doc/828443/edit?pageNr=62	https://app.transkribus.org/collection/18874/doc/828443/edit?pageNr=62	business	(למך ציטערט)	אבנר → אִיך האבּ בּת שבּע'ן דֶערְקֶענְט. (למך ציטערט)	Claude-session annotator (YiDraCor annotation push 2026-)	review	
https://app.transkribus.org/collection/18874/doc/828443/edit?pageNr=63	https://app.transkribus.org/collection/18874/doc/828443/edit?pageNr=63	exit business	(אב מיט למך)	אבנר → צוּ רֶעטֶען מַיין קִינְד! (אב מיט למך)	rule:auto-resolve lexicon		
https://app.transkribus.org/collection/18874/doc/828443/edit?pageNr=63	https://app.transkribus.org/collection/18874/doc/828443/edit?pageNr=63	business	(שטעלט זיך נעבען איהר)	בנימין → כּלה מוזטוּ אוֹיך העלדענמוטהיג אוֹיפטרֶעטֶען. (שטעלט זיך נעבען איהר)	Claude-session annotator (YiDraCor annotation push 2026-)	review	
https://app.transkribus.org/collection/18874/doc/828443/edit?pageNr=63	https://app.transkribus.org/collection/18874/doc/828443/edit?pageNr=63	exit	(ביידע אב)	ביידע: טראטאטא פלאם... (ביידע אב)	Claude-session annotator (YiDraCor annotation push 2026-)	review	
https://app.transkribus.org/collection/18874/doc/828443/edit?pageNr=63	https://app.transkribus.org/collection/18874/doc/828443/edit?pageNr=63	entrance	(אויפטריט עזריה ניעדערגעשלאגען.)	ביידע → (אויפטריט עזריה ניעדערגעשלאגען.)	Claude-session annotator (YiDraCor annotation push 2026-)	review	
https://app.transkribus.org/collection/18874/doc/828443/edit?pageNr=64	https://app.transkribus.org/collection/18874/doc/828443/edit?pageNr=64	entrance	(אויפטריט שלומיאל, זוכט)	(אויפטריט שלומיאל, זוכט)	Claude-session annotator (YiDraCor annotation push 2026-)	review	
https://app.transkribus.org/collection/18874/doc/828443/edit?pageNr=64	https://app.transkribus.org/collection/18874/doc/828443/edit?pageNr=64	business	(דערזעהט איהם)	שלומיאל: (דערזעהט איהם) אוֹי!	Claude-session annotator (YiDraCor annotation push 2026-)	review	
https://app.transkribus.org/collection/18874/doc/828443/edit?pageNr=64	https://app.transkribus.org/collection/18874/doc/828443/edit?pageNr=64	business	(עזריה ווייל אוועק)	שלומיאל: וֶועגֶען אַ געשעפֿט. (עזריה ווייל אוועק) אַנטלויף נִישְׁט, קוֹדֶם הֶער	Claude-session annotator (YiDraCor annotation push 2026-)	review	
https://app.transkribus.org/collection/18874/doc/828443/edit?pageNr=64	https://app.transkribus.org/collection/18874/doc/828443/edit?pageNr=64	business	(רופט)	שלומיאל: (רופט) מאנספערשוין!	Claude-session annotator (YiDraCor annotation push 2026-)	review	
https://app.transkribus.org/collection/18874/doc/828443/edit?pageNr=64	https://app.transkribus.org/collection/18874/doc/828443/edit?pageNr=64	entrance	(אויפטריט בּת שבע אלס וואנדערער)	שלומיאל → (אויפטריט בּת שבע אלס וואנדערער)	Claude-session annotator (YiDraCor annotation push 2026-)	review	
https://app.transkribus.org/collection/18874/doc/828443/edit?pageNr=65	https://app.transkribus.org/collection/18874/doc/828443/edit?pageNr=65	business	(שאקעלט מיט'ן קאפ אויף יאָ)	בּת שבע: (שאקעלט מיט'ן קאפ אויף יאָ)	Claude-session annotator (YiDraCor annotation push 2026-)	review	
https://app.transkribus.org/collection/18874/doc/828443/edit?pageNr=65	https://app.transkribus.org/collection/18874/doc/828443/edit?pageNr=65	business	(ווייזט איהם א פרוטה)	בּת שבע: (ווייזט איהם א פרוטה)	Claude-session annotator (YiDraCor annotation push 2026-)	review	
https://app.transkribus.org/collection/18874/doc/828443/edit?pageNr=65	https://app.transkribus.org/collection/18874/doc/828443/edit?pageNr=65	business	(שאקעלט מיט קאָפ אויף יאָ.)	בּת שבע: (שאקעלט מיט קאָפ אויף יאָ.)	Claude-session annotator (YiDraCor annotation push 2026-)	review	
https://app.transkribus.org/collection/18874/doc/828443/edit?pageNr=65	https://app.transkribus.org/collection/18874/doc/828443/edit?pageNr=65	business	(שאקעלט מיט'ן קאָפ אויף ניין.)	בּת שבע: (שאקעלט מיט'ן קאָפ אויף ניין.)	Claude-session annotator (YiDraCor annotation push 2026-)	review	
https://app.transkribus.org/collection/18874/doc/828443/edit?pageNr=65	https://app.transkribus.org/collection/18874/doc/828443/edit?pageNr=65	business	(שאקעלט מיט'ן קאָפ אויף יאָ)	בּת שבע: (שאקעלט מיט'ן קאָפ אויף יאָ)	Claude-session annotator (YiDraCor annotation push 2026-)	review	
https://app.transkribus.org/collection/18874/doc/828443/edit?pageNr=65	https://app.transkribus.org/collection/18874/doc/828443/edit?pageNr=65	business	(גיעט איהם די פרוטה.)	בּת שבע: (גיעט איהם די פרוטה.)	Claude-session annotator (YiDraCor annotation push 2026-)	review	
https://app.transkribus.org/collection/18874/doc/828443/edit?pageNr=65	https://app.transkribus.org/collection/18874/doc/828443/edit?pageNr=65	business	(עס הערט זיך דונער און בליץ)	עזריה → (עס הערט זיך דונער און בליץ)	Claude-session annotator (YiDraCor annotation push 2026-)	review	
https://app.transkribus.org/collection/18874/doc/828443/edit?pageNr=65	https://app.transkribus.org/collection/18874/doc/828443/edit?pageNr=65	entrance	(אויפטריט אַבנר, למך, בנימין און אסתר.)	שלומיאל → (אויפטריט אַבנר, למך, בנימין און אסתר.)	Claude-session annotator (YiDraCor annotation push 2026-)	review	
https://app.transkribus.org/collection/18874/doc/828443/edit?pageNr=66	https://app.transkribus.org/collection/18874/doc/828443/edit?pageNr=66	business	(ציהט זיין זעבעל)	אבנר: (ציהט זיין זעבעל) דוּ זאלסט עֶס מִיט דַיין לעבּען בּעצאהלען! (ער ווייל	Claude-session annotator (YiDraCor annotation push 2026-)	review	
https://app.transkribus.org/collection/18874/doc/828443/edit?pageNr=66	https://app.transkribus.org/collection/18874/doc/828443/edit?pageNr=66	business	(ער ווייל	אבנר: (ציהט זיין זעבעל) דוּ זאלסט עֶס מִיט דַיין לעבּען בּעצאהלען! (ער ווייל	Claude-session annotator (YiDraCor annotation push 2026-)	review	
https://app.transkribus.org/collection/18874/doc/828443/edit?pageNr=66	https://app.transkribus.org/collection/18874/doc/828443/edit?pageNr=66	business	צוּ אִיהם צו)	אבנר → צוּ אִיהם צו)	Claude-session annotator (YiDraCor annotation push 2026-)	review	
https://app.transkribus.org/collection/18874/doc/828443/edit?pageNr=67	https://app.transkribus.org/collection/18874/doc/828443/edit?pageNr=67	entrance	(אויפטריט צדיק.)	בּת שבע → (אויפטריט צדיק.)	Claude-session annotator (YiDraCor annotation push 2026-)	review	
https://app.transkribus.org/collection/18874/doc/828443/edit?pageNr=68	https://app.transkribus.org/collection/18874/doc/828443/edit?pageNr=68	business	(ער טהוט עס)	צדיק → ווארפט אַייך צוּ דֶער עֶרְד, (ער טהוט עס) רֵייסט קרִיעה אוּן זִיצְט	Claude-session annotator (YiDraCor annotation push 2026-)	review	
https://app.transkribus.org/collection/18874/doc/828443/edit?pageNr=68	https://app.transkribus.org/collection/18874/doc/828443/edit?pageNr=68	business	(בעקוקען זי)	אלע: (בעקוקען זי) סְ'אִיז מֶעהר נִישְטא!	Claude-session annotator (YiDraCor annotation push 2026-)	review	
https://app.transkribus.org/collection/18874/doc/828443/edit?pageNr=68	https://app.transkribus.org/collection/18874/doc/828443/edit?pageNr=68	business	(ווייזט אויף שלומיאל'ן)	צדוק → גאלְדֶענֶעם שידוּך. (ווייזט אויף שלומיאל'ן)	Claude-session annotator (YiDraCor annotation push 2026-)	review	
https://app.transkribus.org/collection/18874/doc/828443/edit?pageNr=69	https://app.transkribus.org/collection/18874/doc/828443/edit?pageNr=69	business	(געהט אב)	צדוק → אַ כשר'ע מציאָה! (געהט אב)	rule:auto-resolve lexicon		
https://app.transkribus.org/collection/18874/doc/828443/edit?pageNr=71	https://app.transkribus.org/collection/18874/doc/828443/edit?pageNr=71	setting	פֶערוואַנְדְלונְג.	פֶערוואַנְדְלונְג.	rule:auto-resolve lexicon		
https://app.transkribus.org/collection/18874/doc/828443/edit?pageNr=71	https://app.transkribus.org/collection/18874/doc/828443/edit?pageNr=71	business	(גהינם, טייפעל און צדוק טאנצען.)	(גהינם, טייפעל און צדוק טאנצען.)	Claude-session annotator (YiDraCor annotation push 2026-)	review	
https://app.transkribus.org/collection/18874/doc/828443/edit?pageNr=71	https://app.transkribus.org/collection/18874/doc/828443/edit?pageNr=71	business	(צדוק און טייפעל פערשוואונדען.)	קאהר → (צדוק און טייפעל פערשוואונדען.)	Claude-session annotator (YiDraCor annotation push 2026-)	review	
https://app.transkribus.org/collection/18874/doc/828443/edit?pageNr=71	https://app.transkribus.org/collection/18874/doc/828443/edit?pageNr=71	setting	פֶערוואנְדְלונְג.	קאהר → פֶערוואנְדְלונְג.	rule:auto-resolve lexicon		
https://app.transkribus.org/collection/18874/doc/828443/edit?pageNr=71	https://app.transkribus.org/collection/18874/doc/828443/edit?pageNr=71	business	(הִימֶעל, פֶערְשִׁיעדֶענֶע בִּילְדֶער מִיט אויפשריפטען: "אל תהִי רץ להעשִׁיר" אוּן "אשת חִיל	קאהר → (הִימֶעל, פֶערְשִׁיעדֶענֶע בִּילְדֶער מִיט אויפשריפטען: "אל תהִי רץ להעשִׁיר" אוּן "אשת חִיל	Claude-session annotator (YiDraCor annotation push 2026-)	review	
https://app.transkribus.org/collection/18874/doc/828443/edit?pageNr=71	https://app.transkribus.org/collection/18874/doc/828443/edit?pageNr=71	business	מִי ימצא".)	קאהר → מִי ימצא".)	Claude-session annotator (YiDraCor annotation push 2026-)	review	
https://app.transkribus.org/collection/18874/doc/828443/edit?pageNr=71	https://app.transkribus.org/collection/18874/doc/828443/edit?pageNr=71	setting	פאָרהאַנג פאלט.	קאהר → פאָרהאַנג פאלט.	rule:auto-resolve lexicon		
https://app.transkribus.org/collection/18874/doc/828424/edit?pageNr=3	https://app.transkribus.org/collection/18874/doc/828424/edit?pageNr=3	business	(בּויעֶרעןֶ)	קאָהר (בּויעֶרעןֶ):	Claude-session annotator (YiDraCor annotation push 2026-)	review	
https://app.transkribus.org/collection/18874/doc/828424/edit?pageNr=4	https://app.transkribus.org/collection/18874/doc/828424/edit?pageNr=4	business	(רוּפֿט:)	פּעטיפי → לֵייט האבּען גוּטע הֶערְצֶער. (רוּפֿט:) זאַסלאַוועק! זאַסלאַוועק!	heuristic first-pass (auto annotations + songs 2026-05-1)	review	
https://app.transkribus.org/collection/18874/doc/828424/edit?pageNr=4	https://app.transkribus.org/collection/18874/doc/828424/edit?pageNr=4	business	(הִינְטֶער דיִ קולִיסֶען:)	זאַסל: (הִינְטֶער דיִ קולִיסֶען:) צוּם בּעפעהל, גראַף!	heuristic first-pass (auto annotations + songs 2026-05-1)	review	
https://app.transkribus.org/collection/18874/doc/828424/edit?pageNr=6	https://app.transkribus.org/collection/18874/doc/828424/edit?pageNr=6	business	(דֶערְלאנְגט דֶעם בּרִיעף).	פֶעט → אַז דוּ מוּט זַיין שׁוויגֶער=זוּהן וֶוערֶען (דֶערְלאנְגט דֶעם בּרִיעף).	Claude-session annotator (YiDraCor Phase-4 annotation 20)	review	
https://app.transkribus.org/collection/18874/doc/828424/edit?pageNr=6	https://app.transkribus.org/collection/18874/doc/828424/edit?pageNr=6	exit	(אָבּ).	נאַר → (אָבּ).	Claude-session annotator (YiDraCor Phase-4 annotation 20)	review	
https://app.transkribus.org/collection/18874/doc/828424/edit?pageNr=6	https://app.transkribus.org/collection/18874/doc/828424/edit?pageNr=6	business	(לעֶזט:)	וולאַד: (לעֶזט:) פֿרייַנד פּעטיפי. לֵיידֶער איִז אוּנזער מיִר	Claude-session annotator (YiDraCor Phase-4 annotation 20)	review	
https://app.transkribus.org/collection/18874/doc/828424/edit?pageNr=6	https://app.transkribus.org/collection/18874/doc/828424/edit?pageNr=6	business	(לֶעזט:)	וולאַד → מַיין פָאטֶער אַ לאַנדס=פֶערְרֶעטֶער? (לֶעזט:) שאַדע אָן דיִ מִילִיאנֶען,	Claude-session annotator (YiDraCor Phase-4 annotation 20)	review	
https://app.transkribus.org/collection/18874/doc/828424/edit?pageNr=7	https://app.transkribus.org/collection/18874/doc/828424/edit?pageNr=7	business	(בּעהאַלט דֶעם בּריעף).	הַייראטֶען (בּעהאַלט דֶעם בּריעף).	heuristic first-pass (auto annotations + songs 2026-05-1)	review	
https://app.transkribus.org/collection/18874/doc/828424/edit?pageNr=7	https://app.transkribus.org/collection/18874/doc/828424/edit?pageNr=7	entrance	(אויפֿטריט)	דִיענֶער: (אויפֿטריט) דעֶר פורְסט לֵייטֶענאנְט וַוארְט אִין	heuristic first-pass (auto annotations + songs 2026-05-1)	review	
https://app.transkribus.org/collection/18874/doc/828424/edit?pageNr=7	https://app.transkribus.org/collection/18874/doc/828424/edit?pageNr=7	exit	(דִיענֶער אָבּ)	פֶעט: גוּט, איִך קוּם בּאלד, (דִיענֶער אָבּ) וולאַדיסלאוו. מיִר	heuristic first-pass (auto annotations + songs 2026-05-1)	review	
https://app.transkribus.org/collection/18874/doc/828424/edit?pageNr=7	https://app.transkribus.org/collection/18874/doc/828424/edit?pageNr=7	exit	(אָב).	פֶעט → שפּעט (אָב).	heuristic first-pass (auto annotations + songs 2026-05-1)	review	
https://app.transkribus.org/collection/18874/doc/828424/edit?pageNr=7	https://app.transkribus.org/collection/18874/doc/828424/edit?pageNr=7	delivery	(זִינְגְט)	וולאַד → בּען (זִינְגְט):	heuristic first-pass (auto annotations + songs 2026-05-1)	review	
https://app.transkribus.org/collection/18874/doc/828424/edit?pageNr=8	https://app.transkribus.org/collection/18874/doc/828424/edit?pageNr=8	business	(שְׁרֵייט אוּנְטֶער דיִ קולִיסֶען).	מאַרטהאַ (שְׁרֵייט אוּנְטֶער דיִ קולִיסֶען).	heuristic first-pass (auto annotations + songs 2026-05-1)	review	
