current_official_name,name_1945_1991,name_1918_1939,name_pre_1918,region,north_latitude,east_longitude,km_from,dir_from,nearest_major_city,yiddish_transcription,born_there_yiddish,yiddish_name,country,lat_dec,lon_dec,_parent_resolved,_match_status,_match_method,_grade,_confidence,_sound_match,_flags,_kima_id,_kima_name_rom,_kima_name_heb,_distance_km,_candidates
Šiauliai (Li),,,Shavly (R),northern Lithuania,55° 56',23° 19',,,,/ShAVL/,"לייב אַבראַם, דוד איזאַקאָוויטש, וויליאַן אייברעמס, אַרהן בערגמאַן, שמואל גאָץ, יחיאל זאַקס, חנה חײַטין, מ. יאַנאָווער, מרדכי ליטווין, יעקבֿ־צבֿי סאָבעל, יעקבֿ־ישעיה פֿרידמאַן, שלמה קאַרטון, וויליאַם קײַזער?",שאַוול,Lithuania,55.9333,23.3167,,name_exact,name_exact,A_autolink,0.95,True,,298,Šiauliai (Lithuania),שול (ליטא),0.6,298
"Širvintos, Širvintai? (Li)",,,Shirvinty? (R),northern Lithuania,55° 3',24° 57',40,NNW,Vilnius,/ShIRVI'?NT/,"אַבֿנר טענענבוים, לעאָן כאַזאַנאָוויטש",שירווינט,Lithuania,55.0500,24.9500,,name_exact,name_exact,A_autolink,0.95,True,,23000,Širvintos (Lithuania),שירווינט (ליטא),0.6,23000
Skaudvilė (Li),,,?,northern Lithuania,55° 24',22° 35',65,SW,Šiauliai,/ShKUDVIL/ (stress?),--,שקודוויל,Lithuania,55.4000,22.5833,,name_exact,name_exact,A_autolink,0.95,True,,18654,Skaudvilė (Lithuania),שקודוויל (ליטא),0.8,18654
Skuodas (Li),,,Shkudy? (R),northern Lithuania,56° 16',21° 32',60,NNE,Klaipėda,/ShKUD/,"לעאָ בערנשטיין, הערי (הערץ) לאַנג, ישׂראל סקודער",שקוד,Lithuania,56.2667,21.5333,,name_exact,name_exact,A_autolink,0.95,True,,14696,Skuodas (Lithuania),שקוד (ליטא),0.0,14696
Šnipiškės (Li),,Śnipiszki (P),Snipishki (R),southern Lithuania,,,,,part of Vilnius,/ShNI'PIShOK/,---,שניפּישאָק,Lithuania,,,country=Lithuania,name_exact,name_exact,A_autolink,0.95,True,,23618,Šnipiškės (Lithuania),שניפישוק (ליטא),99.0,23618
Tryškiai (Li),,,Trishki (R),northern Lithuania,56° 4',22° 35',45,WNW,Šiauliai,/TRIShIK/,"דבֿ־בער גאָלדבערג, משה־יצחק סעוויץ",טרישיק,Lithuania,56.0667,22.5833,,name_exact,name_exact,A_autolink,0.95,True,,20538,Tryškiai (Lithuania),טרישיק (ליטא),0.0,20538
Vilnius (Li),,Wilno (P),Vil'na (R) [Vilna (E)],southern Lithuania,54° 41',25° 19',,,,/VILNE/,"ה[ירש] אוטיאַן, מאַרק אידעלסאָן, טובֿיה־ברוך אייגעס, יוסף אַלבירט, לייב אַלטשולער, חיים־זלמן אַליאָשעוויטש, בן־ציון אַלפֿס, י. אַנטאָקאָלעץ, פּאַוועל אַנמאַן־ראָזענטאַל, יאַנקל אַס, לייב אָפּעסקין, יוסף אַראָנאָוויטש, מרדכי אָרלין, אפֿרים אָשרי, שאָול? באַדאַנעס, אַהרן באַסטאָמסקי, שלמה באַסטאָמסקי, אַבֿרהם בולקין, שלמה (בעליס־לעגיס) בייליס, צפּורה בירמאַן, שיינע־פֿייגל בלאָנד, חנה בלאַנקשטיין, אַבֿרהם בלום, א.א. בן־גור, בן־יעקבֿ, חיים בעז, א.־י. בענענסאָן, בערטאַ בענקענשטאַדט, מלכּה בערלאַנד, שואל בראָן, כּתריאל ברוידאָ, יצחק ברוידעס, ראובֿן־אָשר ברוידעס, אַהרן־מיכל ברוכאָוו, עמנואל גאָלאָמב, אײַזיק גאָלדבורט, עמנואל גאָלדשמידט, אַבֿרהם גאָרדאָן, יהודה־לייב גאָרדאָן, יעקבֿ גאָרדאָן, מ. גאָרדאָן, מיכל גאָרדאָן, שואל גאָרדאָן, משה גורין, אַהרן גורלאַנד, משה גירשאָוויטש, אליהו גלאָבוס, מאיר גליאָט, הירש גליק, אַריה (לעאָן) גלעזער, יהודה גענזעל, אידע גראָדזיאַנאָווסקי, חיים גראַדע, צבֿי־הירש (הענרי גערסאָני) גרשוני, אליהו דאַווידזאָן, יצחק דגים, ישׂראל דובאָווסקי, לעאָן דושמאַ,ן אײַזיק־מאיר דיק, מרדכי־יעקבֿ האָבער, יצחק־בער האָנעס, נתן האָראָוויץ, משה־לייב האַשקעס (האַנציג), יצחק־אײַזיק הלוי הורוויטש, שמואל הורוויטש, יחיאל־מיכאל העלפּערין, פֿישל העלערשטיין, אלחנן וואָגלער, משה וואָלאָזשינסקי, לאה וואַלט, לייזער וואָלף, היערש וואַנעל, קלמן וואַפּנער, דוד ווײַנטרויב, אוריאל ווײַנרײַך, אַהרן (רחמיאל) ווײַנשטיין, אַריה־לייב ווײַנשטיין, בתיה (בערטאַ) וויערניק, פּרץ וויערניק, אַבֿרהם ווירשובסקי, עליע ווערבלון, שפֿרה ווערבער, שמואל ווערסעס, לעאָן זאָלאָטקאָף, בנימין זאַלמאַנאָוויטש, פּנינה זאַלצמאַן, חאיר זײַדשנור, יאַשע זעלדין, שלום זשירמאַן, ישׂראל חדש, מנחם חפֿץ, חיים טאָבריס, שמשון טאַפּואַך, לייב טורבאָוויטש, דוד טראָצקי, פֿײַוול טריפּיאַנסקי, יוסף־אליהו טריוווּש, ש.י. טשאַרנאָ, ב. (בח""יי) יאָגיכעס, חיים יאַוויטש, יהונתן יאָנאַטהאַנזאָן, אליהו יאָנעס, דינה (נאַדיעזשדאַ) יאַפֿע, מרדכי יאָפֿע, דרישאַ? (גרשון) יאַשונסקי, שואל ידידאָוויטש, איסאַי (ישעיה) יודין־אײַזענשטאַדט, י.כ. יודעלעוויטש, דוד יוטאַן, יהודה יולין, דוד יעדוואַבניק, שלמה יצחקי, יעפֿים (חיים) ישורון, גאונה כּהן, יהודה־לייב כּהן, ראובֿן כּהן, חבֿל כּץ, לאַזאַר לאָזאָווסקי, ברוך לובאָצקי, לעווין אַבראַם (אַריה־לייב) ליאָן ד'אָר, אַלעקסאַנדער ליבאָ, יואל ליבאָוויטש, מאַרק ליבער, שלמה לידער, אַ. ליטוואַק, חיים־גרשון לייבאָוויטש, יוסף לייקין, מרדכי ליפֿשיץ, לילקע לעווין, משה (בער סאָרין) לעווין, שא?ול לעווין, יחזקאל־יעקבֿ לעטאַבלע, אַלעקסאַנדער (סענדער) מאַץ, צבֿי־הירש מאַץ (מ""ץ), אַבֿרהם מאָרעווסקי, מרדכי מאַרקעלעס, דוד (ראובֿן) מגיד, חנה (צבֿיה) מגיד, יצחק מילאַקאָווסקי, לואיס? ע. מיללער, חנן־יעקבֿ מיניקעס, מאָטל מינקאָוו, פּרץ מיראַנסקי, אַהרן נאַגער, מאַקס נאַדעל, רבֿקה נאָטיק, משה סאָלאָוויי, אַבא סאַפּיר, שא?ול סאַפּיר, במינין סאַראַבסקי, יהושע סטאָליצקי, לייב סטאָצקי, פּאַטי (מאַטלע) סרעדניצקי (קרעמער), יצחק עגן (ניצבערג), חיים (הערמאַן) עליאַשאָוו), לאַזאַר עפּשטיין, חיהלע פּאָזנאַנסקי, אַבא פּאַסוועל, הירש פּאָרודאָמינסקי, חיים פּופּקאָ, גרשון פּלודערמאַכער, יעקבֿ פּעסקין, שמואל פּעסקין, אַבֿרהם פּעקלער, מישאַ פּערסאַ?ל, סואבֿן? פֿאַלק, י.ל. פֿאַקס, בת־שבֿע פֿײַ?גענבערג, חנה פֿײַ?גענבערג, דניאל פֿײַנשטיין, שולמית פֿישער, אליקום צונזער, פּרץ(־אַלטער) צונזער, ב. צוקערמאַן, יצחק צוקערמאַן, נחמה ציא?נסאָן, חיים־בונים צימבלער, ש. צעפּעלעוויטש",ווילנע,Lithuania,54.6833,25.3167,,name_exact,name_exact,A_autolink,0.95,True,,943,Vilnius (Lithuania),וילנה (ליטא),2.4,943
Žasliai (Li),,,Zhosli (R),northern Lithuania,54° 52',24° 36',40,E,Kaunas,/ZOSLE/,פֿײַוול יונה סאַנדלער,זאָסלע,Lithuania,54.8667,24.6000,,name_exact,name_exact,A_autolink,0.95,True,,22937,Žasliai (Lithuania),זאסלע (ליטא),0.7,22937
Bârlad (Rm),,,,Old Romania,46° 14',27° 40',100,S,Iaşi,/BERLA'D/,־־,בערלאַד,Romania,46.2333,27.6667,,name_exact,name_exact,A_autolink,0.95,True,,649,Bîrlad (Romania),בירלד (רומניה),1.8,649
Beclean (Rm),,,Bethlen (H),Transylvania,47° 11',24° 11',60,NE,Cluj-Napoca,/BETLEN/,־־,בעטלען,Romania,47.1833,24.1833,,name_exact,name_exact,A_autolink,0.95,True,,568,Beclean (Romania),בקליאן (רומניה),0.5,568
Bistriţa (Rm),,,Beszterce (H),Transylvania,47° 8',24° 29',70,NE,Cluj-Napoca,/BISTRITs/,־־,ביסטריץ,Romania,47.1333,24.4833,,name_exact,name_exact,A_autolink,0.95,True,,15259,"Bistrița (Bistrița-Năsăud, Romania)",ביסטריץ (רומניה),0.0,15259
Bucureşti (Rm),[Bucharest (E)],,,Old Romania,44° 26',26° 6',,,,/BU'KAREShT/,"מץ גאָלדינבערג־ליבין גאָלדענבערג??, משה גאַסטער, עקיבֿה?? חשמל, חיים כּהן, שלמה פּאָדאָלעאַנו",בוקאַרעשט,Romania,44.4333,26.1000,,name_exact,name_exact,A_autolink,0.95,True,,656,Bucharest (Romania),בוקרסט (רומניה),2.2,656
Carei (Mare?) (Rm),,,Nagykároly (H),Transylvania,47° 41',22° 28',120,NW,Cluj-Napoca,/KRU:LE/,־־,קרולע,Romania,47.6833,22.4667,,name_exact,name_exact,A_autolink,0.95,True,,20860,Carei (Romania),קרולה (רומניה),0.8,20860
Dej (Rm),,,Dés (H),Transylvania,47° 9',23° 52',40,NNE,Cluj-Napoca,/DEySh/,טובֿיה גרין,דעש,Romania,47.1500,23.8667,,name_exact,name_exact,A_autolink,0.95,True,,902,Dej (Romania),דז' (רומניה),8.4,902
Focşani (Rm),,,,Old Romania,45° 42',27° 11',150,NNE,Bucureşti,/FOKShA'N/,"משה ראַטנער, ש""ס־ראָמאַן [איין שטאָט??]",פֿאָקשאַן,Romania,45.7000,27.1833,,name_exact,name_exact,A_autolink,0.95,True,,8760,Focsani (Romania),פוקשאן (רומניה),0.3,8760
Iaşi (Rm),,,[Jassy (G)],Old Romania,47° 10',27° 36',,,,"/YOS, YAS/","יוסף אָזיעלסקי, אפֿרים בלײַ, יוסף בערקאָוויטש, פּנחס ברוינשטיין, מתּתיהו־יחזקאל גומאַן, מ. גפֿני, א. דאַווידעסקי, משה העלד, זיידל־שמואל־יהודה העלמאַן, אפֿרים־יוסף וואַלדמאַן, מאַקס וועקסלער, דאַוויד יאָנאַס, יוסף (יאָזעף) לאַטײַנער, י. לודאָ, בן־ציון ליבער, אפֿרים לעסנער־קראַפֿט, איזאַק מאָסקאָוויטש, אַבֿרהם מאָשקאָוויטש, מחנם מבשן??, ק. סאַטעאַנו, משה (מאָריס) צעזאַר, לעאָ קופּערמאַן, מאָטי ראַבינאָוויטש, אַהרן־צבֿי ראָזען, סאַני שאַפּיראָ, משה שוואַרצפֿעלד, שמואל שוועמער",יאַס,Romania,47.1667,27.6000,,name_exact,name_exact,A_autolink,0.95,True,,669,Iași (Romania),יאסי (רומניה),1.0,669
Moineşti (Rm),,,,Old Romania,46° 28',26° 29',105,SW,Iaşi,/MOyNE'ShT/,"דוד־משה ראָזען, מאיר שעכטער־חכם",מוינעשט,Romania,46.4667,26.4833,,name_exact,name_exact,A_autolink,0.95,True,,155,Moineşti (Romania),מוינשט (רומניה),2.2,155
Şomcuta Mare (Rm),,,Nagysomkút (H),Transylvania,47° 31',23° 28',80,N,Cluj-Napoca,/ShOMKUT/,־־,שאָמקוט,Romania,47.5167,23.4667,,name_exact,name_exact,A_autolink,0.95,True,,23622,Somcuta Mare (Romania),שאמקוט (רומניה),0.0,23622
Târgu Neamţ (Rm),,,,Old Romania,47° 12',26° 22',90,W,Iaşi,/NyAMTs/,־־,ניאַמץ,Romania,47.2000,26.3667,,name_exact,name_exact,A_autolink,0.95,True,,11301,Neamț (Romania),ניאמץ (רומניה),199.4,11301
Balkány (H),,,,,47° 46',21° 52',30,NNE,Debrecen,/BOLKANy/,--,באָלקאַן,Hungary,47.7667,21.8667,,name_exact,name_exact,A_autolink,0.95,True,,23648,Balkány (Hungary),באלקאן (הונגריה),,23648
Bodrogkeresztúr (H),,,,,48° 10',21° 22',40,ENE,Miskolc,/KERESTI:'R/,יוסף־מרדכי גינצלער,קערעסטיר,Hungary,48.1667,21.3667,,name_exact,name_exact,A_autolink,0.95,True,,16904,Bodrogkeresztúr (Hungary),קרסטיר (הונגריה),0.9,16904
Eger (H),,,,,47° 54',20° 23',30,SW,Miskolc?,/ERLOu/ (stress?),--,ערלוי,Hungary,47.9000,20.3833,,name_exact,name_exact,A_autolink,0.95,True,,8017,Eger (Hungary),אגר (הונגריה),0.7,8017
Kecskemét (H),,,,,46° 54',19° 42',60,SE,Budapest,/KE'TShKEME?T/,--,קעטשקעמעט,Hungary,46.9000,19.7000,,name_exact,name_exact,A_autolink,0.95,True,,472,Kecskemét (Hungary),קצ'קמט (הונגריה),1.0,472
Miskolc (H),,,,,48° 6',20° 47',,,,/MIShKOLTs/,"משה־וואָלף ליכטענשטיין, יחיאל מאַנטעל",מישקאָלץ,Hungary,48.1000,20.7833,,name_exact,name_exact,A_autolink,0.95,True,,237,Miskolc (Hungary),מישקולץ (הונגריה),0.0,237
Nyíregyháza (H),,,,,47° 57',21° 43',40,N,Debrecen,/NyI'REDHAZ/,--,נירעדהאַז,Hungary,47.9500,21.7167,,name_exact,name_exact,A_autolink,0.95,True,,8615,Nyíregyháza (Hungary),נירג'הזה (הונגריה),0.0,8615
Nyírtass (H),,,,,48° 7',22° 2',65,NNE,Debrecen,/TOSh/,--,טאָש,Hungary,48.1167,22.0333,,name_exact,name_exact,A_autolink,0.95,True,,23524,Tass (Hungary),טאש (הונגריה),0.0,23524
Paks (H),,,,,46° 38',18° 52',85,SSW,Budapest,/PAKSh/,--,פּאַקש,Hungary,46.6333,18.8667,,name_exact,name_exact,A_autolink,0.95,True,,16803,Paks (Hungary),פקש (הונגריה),1.5,16803
Sárvár (H),,,,,47° 15',16° 56',150,WSW,Budapest,/ShARVAR/,--,שאַרוואַר,Hungary,47.2500,16.9333,,name_exact,name_exact,A_autolink,0.95,True,,11595,Sárvár (Hungary),סארבר (הונגריה),0.5,11595
Verpelét (H),,,,,47° 51',20° 14',45,SW,Miskolc,/VE'RPELET/,--,ווערפּעלעט,Hungary,47.8500,20.2333,,name_exact,name_exact,A_autolink,0.95,True,,23601,Verpelét (Hungary),ווערפעלעט (הונגריה),0.6,23601
Bălţi (Rm),Beltsy (R),Bălţi (Rm),Beltsy (R),central Bessarabia,47° 46',27° 56',,,,/BELTs/,"אפֿרים אויערבאַך, זעליק באַרדיטשעווער, אַהרן ווייצמאַן, ישׂראל סאָלץ, באָריס סאַנדלער, יעקבֿ פֿיכמאַן, איציק פֿריימאַן",בעלץ,Romania,47.7667,27.9333,,name_exact,name_exact,A_autolink,0.95,True,,18584,Bălți (Moldova),בלץ (מולדובה),0.6,18584
Chişinău (Rm),Kishinyov (R),Chişinău (Rm),Kishinyov (R),central Bessarabia,47° 0',28° 50',,,,/KE'ShENEV/,"שמואל אַדלער, פּסח אויערבאַך, ס. איוואַנאָוויטש, האַרי אײַזמאַן, שמואל איריס, אָסקאַר אָסטראָף, חוה אפֿרתי, משה בערעזין, אָשר גאָלדשטיין, שמואל דײַקסעל, עוזר האָלדעס, ישׂראל הענדלער, חיים זעלצער, ישׂראל ווײַנשטיין, מ. חוסן, בנימין טוטשינסקי, מיכאל יאַכינסאָן, משה כאַיִמסקי, אליהו מייטוס, גדליה מיכמאַן, שמואל מערלין, אַלטער נערינסקי, מרכדי סטאָליאַר, מאיר פּעטער, איציק קאַפּיטאַנאָוו, יצחק קאָרן, נחום קריטשמאַר",קעשענעוו,Romania,47.0000,28.8333,,name_exact,name_exact,A_autolink,0.95,True,,399,Chișinău (Moldova),קישינב (מולדובה),2.5,399
Soroca (Rm),Soroka (R),Soroca (Rm),Soroka (R),central Bessarabia,48° 9',28° 18',45,NNE,Bălți,/SOROKE/,"שלום גאָלדעלמאַן, מאַקס ה. ווײַנבערג, דוד סעלצער, יחזקאל פֿײַערשטיין, ישׂראל קאָלקער, פּסח שטיין",סאָראָקע,Romania,48.1500,28.3000,,name_exact,name_exact,A_autolink,0.95,True,,63,Soroca (Moldova),סורוקה (מולדובה),0.7,63
Tighina (Rm),Bendery (R),Tighina (Rm),Bendery (R),central Bessarabia,46° 49',29° 29',40,ESE,Chişinău,/BENDE'R/,"מ. באַלבאַרער, לעאָן האָפֿמאַן, דוד ווערטהיים, לייבל טויב(י)ש, זאבֿ כּהן, יהושע מאַניק־לעדערמאַן, ברוך־אַהרן פֿיגלער, ישׂראל־הלוי פֿיגלער, יצחק פֿײַן",בענדער,Romania,46.8167,29.4833,,name_exact,name_exact,A_autolink,0.95,True,,622,Bender (Moldova),בנדרי (מולדובה),1.8,622
Brno (Cz),,,Brünn (G),,49° 12',16° 38',,,,/BRIN/,--,ברין,Czech Republic,49.2000,16.6333,,name_exact,name_exact,A_autolink,0.95,True,,7728,Brno (Czech Republic),ברנו (צ'כיה),1.9,7728
Kolín (Cz),,,,,50° 1',15° 12',45,E,Praha,/KELI:'N/,---,קעלין,Czech Republic,50.0167,15.2000,,name_exact,name_exact,A_autolink,0.95,True,,10192,Kolín (Czech Republic),קולין (צ'כיה),1.3,10192
Strážnice (Cz),,,Straß?nitz (G),,48° 54',17° 19',55,SE,Brno,/DREZNITs/,---,דרעזניץ,Czech Republic,48.9000,17.3167,,name_exact,name_exact,A_autolink,0.95,True,,22460,Strážnice (Czech Republic),סטרז'ניצ'ה (צ'כיה),717.2,22460
Sereď (Sk),,,Szered (H),,48° 17',17° 44',35,ENE,Bratislava,/SERED/,---,סערעד,Slovakia,48.2833,17.7333,,name_exact,name_exact,A_autolink,0.95,True,,24678,Sered (Slovakia),סרד (סלובקיה),0.0,24678
Sobotište (Sk),,,Ószombat (H) [Freischütz G],,48° 43',17° 24',55,NNE,Bratislava,/SO'?BOTISh/,--,סאָבאָטיש,Slovakia,48.7167,17.4000,,name_exact,name_exact,A_autolink,0.95,True,,27101,Sobotište (Slovakia),סובוטיסטה (סלובקיה),1.7,27101
Svätý Jur (Sk),,,Szentgyörgy (H),,48° 15',17° 13',5,NNE,Bratislava,/YERGN/,---,יערגן,Slovakia,48.2500,17.2167,,name_exact,name_exact,A_autolink,0.95,True,,14129,Svätý Jur (Slovakia),סבאטי יור (סלובקיה),0.2,14129
Griva (La),,,? (R),,55° 51',26° 30',,,part of Daugavpils?,/GRIVE/,שלום טולבאָוויטש,גריווע,Latvia,55.8500,26.5000,,name_exact,name_exact,A_autolink,0.95,True,,898,Daugavpils (Latvia),דוינסק (לטביה),2.6,898
Ludza (La),,,Lutsyn? (R),,56° 33',27° 43',105,NE,Daugavpils,/LUTsIN/,־־,לוצין,Latvia,56.5500,27.7167,,name_exact,name_exact,A_autolink,0.95,True,,180,Ludza (Latvia),לודזה (לטביה),0.7,180
? (La),,,? (R),,,,,,/REZhITsE/ (stress?),,"זלמן דימענטשטיין, נחמן דימענטשטיין, פּנחס כּץ, הערש עטקין, משה־צבֿי פֿראַנק",רעזשיצע,Latvia,,,country=Latvia,name_exact,name_exact,A_autolink,0.95,True,,15523,Rēzekne (Latvia),רזקנה (לטביה),152.3,15523
Varakļāni (La),,,? (R),,56° 37',26° 44',80,NNE,Daugavpils,/VARKLyA'N/,יהושע פֿריד,וואַרקליאַן,Latvia,56.6167,26.7333,,name_exact,name_exact,A_autolink,0.95,True,,22819,Varaklani (Latvia),ווארקליאן (לטביה),1.7,22819
Güssing (G),,,Németújvár (H),Burgenland,47° 4',16° 20',115,S,Wien,/GISING/,--,גיסינג,Germany,47.0667,16.3333,,name_exact,name_exact,A_autolink,0.95,True,,13020,Geising (Germany),גיסינג (גרמניה),450.5,13020
Estonia,USSR,Estonia,Russia,,,,,,,"/ESTLAND/, /ESTONYE/",??,"עסטלאַנד, עסטאָניע",,,,,name_exact,name_exact,A_autolink,0.95,True,,13665,Estonia,אסטוניה,,13665
