source_value	wikidata_yi	english_name	wikidata_qid	resolved_category	kima_id	kima_rom	kima_heb	match_status	entry_ids	contexts	is_new_variant	source
ווילנער הקדש	ווילנע	Vilnius	Q216	settlement	943	Vilnius (Lithuania)	וילנה (ליטא)	WIKIDATA	2-facs_215_tr_1744280695	death	yes	Zylbercweig lexicon
בוענאָס-איירעס	בוענאס איירעס	Buenos Aires	Q1486	settlement	510	Buenos Aires (Argentina)	בואנוס איירס (ארגנטינה)	WIKIDATA	2-facs_236_tr_1744280789|2-facs_76_r	death|birth	yes	Zylbercweig lexicon
מאָנטרעאַל	מאנטרעאל	Montreal	Q340	settlement	9750	Montréal (Québec)	מונטריאול (קוויבק)	WIKIDATA	2-facs_254_tr_1744280773	death	yes	Zylbercweig lexicon
אויפֿן וועג קיין יעליסאַוועטגראָד	יעליסאוועטגראד	Kropyvnytskyi	Q158292	settlement	14587	Kirovohrad (Ukraine)	קירובגרד (אוקראינה)	WIKIDATA	2-facs_274_r_2	death	yes	Zylbercweig lexicon
בודאַפּעסט	בודאפעשט	Budapest	Q1781	settlement	513	Budapest (Hungary)	בודפסט (הונגריה)	WIKIDATA	2-facs_316_tr_1744365726	death	yes	Zylbercweig lexicon
קרעמענטשוג		Kremenchuk	Q156724	settlement	13843	Kremenchuk (Poltavsʹka oblastʹ, Ukraine)	קרמנצ'וג (מחוז פולטבה, אוקראינה)	WIKIDATA	2-facs_324_tr_1744365762|4-facs_322_tr_1754998441|1-facs_265_tr_1741260298|1-facs_270_r|1-facs_286_TextRegion_1711970562971_196|1-facs_72_r_5|1-facs_141_tr_1740521086	death|birth	yes	Zylbercweig lexicon
באַהיע		Salvador	Q36947	settlement	7743	Salvador (Brazil)	סלבדור (ברזיל)	WIKIDATA	2-facs_340_tr_1744365805	death	yes	Zylbercweig lexicon
ראָזאַריאָ		Rosario	Q52535	settlement	17410	Rosario (Santa Fe, Argentina)	רוסאריו (סנטה פה, ארגנטינה)	WIKIDATA	2-facs_357_tr_1744365782	death	yes	Zylbercweig lexicon
פלעשוט		Ploiești	Q179585	settlement	664	Ploiești (Romania)	פלוישט (רומניה)	WIKIDATA	2-facs_360_tr_1744365766	death	yes	Zylbercweig lexicon
מאַנטשעסטער	מאנטשעסטער	Manchester	Q18125	settlement	245	Manchester (England)	מנצ'סטר (אנגליה)	WIKIDATA	2-facs_362_tr_1744366866	death	yes	Zylbercweig lexicon
ראָוונע	ראוונע	Rivne	Q156739	settlement	1728	Rivne (Rivnensʹka oblastʹ, Ukraine)	רובנו (מחוז רובנו, אוקראינה)	WIKIDATA	2-facs_363_tr_1744366852|1-facs_319_TextRegion_1708861162622_1148|2-facs_36_tr_1744131446|2-facs_358_tr_1744365783	death|birth	yes	Zylbercweig lexicon
זשדאַנאָוו	מאריופאל	Mariupol	Q37133	settlement	17998	Mariupolʹ (Ukraine)	מריאופול (אוקראינה)	WIKIDATA	2-facs_385_tr_1744366798	death	yes	Zylbercweig lexicon
פֿילאדעלפיע	פילאדעלפיע	Philadelphia	Q1345	settlement	408	Philadelphia (Pa.)	פילדלפיה (פנסילבניה)	WIKIDATA	2-facs_407_tr_1744366814	death	yes	Zylbercweig lexicon
לובין		Lubin	Q237512	settlement	79621	Lubin (Województwo Dolnośląskie, Poland)	לובין (שלזיה תחתית, פולין)	WIKIDATA	3-facs_12_tr_1752652590|2-facs_407_r_10	death|birth	yes	Zylbercweig lexicon
טאָראַנטאָ	טאראנטא	Toronto	Q172	settlement	753	Toronto (Ont.)	טורונטו (אונטריו)	WIKIDATA	3-facs_34_tr_1752653017|3-facs_278_tr_1755674209|1-facs_41_tr_1740521079	death|birth	yes	Zylbercweig lexicon
סוכאָוואָליע		Suchowola	Q547381	settlement	20206	Suchowola (Poland)	סוחובולה (פולין)	WIKIDATA	3-facs_147_tr_1754213836	death	yes	Zylbercweig lexicon
זינסק	פּינסק	Pinsk	Q204150	settlement	409	Pinsk (Belarus)	פינסק (בלארוס)	WIKIDATA	3-facs_280_r_3	death	yes	Zylbercweig lexicon
קענזעס סיטי		Kansas	Q41819	settlement	471	Kansas City (Mo.)	קנזס סיטי (מיזורי)	WIKIDATA	3-facs_283_tr_1755674206	death	yes	Zylbercweig lexicon
טאָשקענט	טאשקענט	Tashkent	Q269	settlement	767	Tashkent (Uzbekistan)	טשקנט (אוזבקיסטן)	WIKIDATA	3-facs_313_tr_1756043369|5-facs_70_tr_1733059368	death	yes	Zylbercweig lexicon
האַרטפאָרד		Hartford	Q33486	settlement	968	Hartford (Conn.)	הרטפורד (קונטיקט)	WIKIDATA	3-facs_318_tr_1756045383	death	yes	Zylbercweig lexicon
שאַנכיי	שאנכיי	Shanghai	Q8686	settlement	254	Shanghai (China)	שנחאי (סין)	WIKIDATA	3-facs_336_tr_1756105932	death	yes	Zylbercweig lexicon
ווילייקער תפיסה		Vileyka	Q181632	settlement	6103	Vileĭka (Minskai︠a︡ voblastsʹ, Belarus)	ווילייקה (מחוז מינסק, בלארוס)	NAME_EXACT	3-facs_355_tr_1755856094	death	yes	Zylbercweig lexicon
ניו-ראָשעל		New Rochelle	Q744948	settlement	11953	New Rochelle (N.Y.)	ניו רושל (ניו יורק)	WIKIDATA	3-facs_415_tr_1755856164	death	yes	Zylbercweig lexicon
אטוואַצק	אטוואצק	Otwock	Q745059	settlement	741	Otwock (Poland)	אוטבוצק (פולין)	WIKIDATA	5-facs_26_tr_1729945346	death	yes	Zylbercweig lexicon
אוישוויץ	אוישוויץ	Auschwitz	Q7341	death_site	11759	Oświęcim (Poland)	אושויץ (פולין)	NAME_EXACT	5-facs_29_r_427|5-facs_88_tr_1733059455|5-facs_133_tr_1733832671|5-facs_182_tr_1736589054|5-facs_183_tr_1736588995|5-facs_184_tr_1736588987|5-facs_192_tr_1736589012|5-facs_196_tr_1736589006|5-facs_237_tr_1739220686|5-facs_237_tr_1739220695|5-facs_237_tr_1739220691|5-facs_238_tr_1739221128|5-facs_294_tr_1739222345|5-facs_300_tr_1739221668|5-facs_560_tr_1739220854|5-facs_615_r_516	death	yes	Zylbercweig lexicon
לובלינער געטאָ	לובלין	Lublin	Q37333	settlement	174	Lublin (Poland)	לובלין (פולין)	WIKIDATA	5-facs_52_tr_1733050567	death	yes	Zylbercweig lexicon
לאָדזשער געטאָ	לאדזשער געטא	Łódź Ghetto	Q327895	death_site	27130	Litzmannstadt-Getto (Łódź, Poland)	גיטו ליצמנשטט (לודז', פולין)	WIKIDATA	5-facs_56_r_1|5-facs_73_tr_1733059356|5-facs_185_tr_1736588927|5-facs_199_tr_1736588975|5-facs_355_tr_1739221117|5-facs_418_tr_1739222210	death	yes	Zylbercweig lexicon
ווילנער געטאָ	ווילנער געטא	Vilna Ghetto	Q707539	death_site	86925	Žydų gatvė (Vilnius, Lithuania)	גיטו וילנה (וילנה, ליטא)	WIKIDATA	5-facs_74_tr_1733059496|5-facs_126_tr_1733832829	death	yes	Zylbercweig lexicon
אָשמענע	אָשמענע/Oshmene	Ašmiany	Q722836	settlement	20619	Ashmi︠a︡ny (Belarus)	אשמיאני (בלארוס)	WIKIDATA	5-facs_89_tr_1733059487	death	yes	Zylbercweig lexicon
לובלין	לובלין	Lublin	Q37333	settlement	174	Lublin (Poland)	לובלין (פולין)	WIKIDATA	5-facs_91_tr_1733059445|4-facs_65_tr_1753681954|4-facs_372_tr_1755029967|4-facs_597_tr_1755030192|1-facs_259_tr_1741260209|1-facs_268_tr_1741260219|1-facs_276_tr_1741260306|5-facs_52_tr_1733050567|5-facs_368_tr_1739221061|5-facs_372_tr_1739222351|5-facs_617_tr_1739221426|6-facs_65_tr_1747746191|7-facs_46_tr_1756359802	death|birth	no	Zylbercweig lexicon
אַשכאַבאַד	אשגאבאט	Ashgabat	Q23438	settlement	642	Ashkhabad (Turkmenistan)	אשחבד (טורקמניסטן)	WIKIDATA	5-facs_123_tr_1733832749	death	yes	Zylbercweig lexicon
שיידלאָוויעץ		Szydłowiec	Q213086	settlement	724	Szydłowiec (Województwo Mazowieckie, Poland)	שידלוביץ (מדינת מזובייצק, פולין)	NAME_EXACT	5-facs_134_tr_1733832740	death	yes	Zylbercweig lexicon
טאַרנאָפּאָל	טארנאפאל	Ternopil	Q156743	settlement	11525	Ternopilʹ (Ukraine)	טרנופול (אוקראינה)	WIKIDATA	5-facs_154_tr_1735652626|6-facs_268_tr_1747928948|1-facs_107_tr_1740521167|1-facs_130_tr_1740521101|1-facs_130_tr_1740521095|1-facs_130_tr_1740521102|1-facs_131_r_3|1-facs_150_tr_1740521116	death|birth	yes	Zylbercweig lexicon
סאַמאַרקאַנד	סאמארקאנד	Samarkand	Q5753	settlement	635	Samarqand (Uzbekistan)	סמרקנד (אוזבקיסטן)	WIKIDATA	5-facs_213_tr_1739221759|5-facs_335_r|5-facs_371_r_2|5-facs_547_tr_1739222023|6-facs_48_tr_1747746197	death	yes	Zylbercweig lexicon
טאַשקענט	טאשקענט	Tashkent	Q269	settlement	767	Tashkent (Uzbekistan)	טשקנט (אוזבקיסטן)	WIKIDATA	5-facs_213_tr_1739221756|5-facs_247_tr_1739222205|5-facs_356_tr_1739222186|5-facs_372_tr_1739222351|5-facs_589_tr_1739220595|6-facs_35_tr_1747746200	death	yes	Zylbercweig lexicon
דראַנסי		Drancy	Q201348	settlement	12318	Drancy (France)	דרנסי (צרפת)	WIKIDATA	5-facs_216_tr_1739220872	death	yes	Zylbercweig lexicon
אַסטראַכאַן	אסטראכאן	Astrakhan	Q3927	settlement	12816	Astrakhan (Russia)	אסטרחן (רוסיה)	WIKIDATA	5-facs_248_tr_1739220762	death	yes	Zylbercweig lexicon
קעניגסבערג	קעניגסבערג	Königsberg	Q4120832	settlement	405	Kaliningrad (Russia)	קלינינגרד (רוסיה)	NAME_EXACT	5-facs_272_tr_1739221127|5-facs_350_tr_1739221050|2-facs_319_tr_1744365779	death|birth	no	Zylbercweig lexicon
גראָדנע	גראדנע	Hrodna	Q181376	settlement	882	Hrodna (Belarus)	גרודנו (בלארוס)	WIKIDATA	5-facs_345_r|1-facs_270_TextRegion_1711971070302_285|1-facs_340_tr_1741260473|1-facs_341_r_7|1-facs_395_tr_1739715052|1-facs_415_TextRegion_1710155871558_109|1-facs_40_tr_1740521046|1-facs_84_tr_1740520941|1-facs_144_tr_1740521018|2-facs_34_tr_1744131425|2-facs_62_tr_1744131375|2-facs_173_r_2|2-facs_351_tr_1744365735|3-facs_272_tr_1755674152|3-facs_326_tr_1756057710|5-facs_26_r_861|5-facs_71_tr_1733059392|5-facs_100_tr_1733059460|5-facs_115_tr_1733832744|5-facs_190_tr_1736588983|5-facs_482_tr_1739221607|5-facs_618_tr_1739221558|6-facs_60_tr_1747746187|6-facs_60_tr_1747746173|6-facs_110_tr_1747825087|6-facs_564_r_27|7-facs_37_r_6	death|birth	yes	Zylbercweig lexicon
מאָגילעוו		Mohyliv-Podilskyi	Q997469	settlement	18781	Mohyliv-Podilʹsʹkyĭ (Ukraine)	מויליב-פודילסקי (אוקראינה)	WIKIDATA	5-facs_351_r	death	yes	Zylbercweig lexicon
מאַזשיאָסק		Mozhaysk	Q159139	settlement	9158	Mozhaĭsk (Russia)	מוז'יסק (רוסיה)	WIKIDATA	5-facs_400_tr_1739220489	death	yes	Zylbercweig lexicon
פּשעמישל	פשעמישל	Przemyśl	Q208473	settlement	424	Przemyśl (Poland)	פשמישל (פולין)	WIKIDATA	5-facs_401_tr_1739221644|1-facs_133_tr_1740521134|5-facs_95_r_9|5-facs_446_tr_1739220512	death|birth	yes	Zylbercweig lexicon
סעוואַסטאָפּאָל		Sevastopol	Q7525	settlement	652	Sevastopolʹ (Ukraine)	סבסטופול (אוקראינה)	WIKIDATA	5-facs_414_tr_1739222253	death	yes	Zylbercweig lexicon
סטאַניסלאָוו	סטאניסלאװ	Ivano-Frankivsk	Q156726	settlement	526	Stanislav (Ukraine)	סטניסלב (אוקראינה)	WIKIDATA	5-facs_415_tr_1739221390	death	yes	Zylbercweig lexicon
לוואָוו [לעמבערגער]	לעמבערג	Lviv	Q36036	settlement	166	Lʹviv (Ukraine)	לבוב (אוקראינה)	WIKIDATA	5-facs_422_r_2	death	yes	Zylbercweig lexicon
סומי		Sumy	Q156752	settlement	9193	Sumy (Ukraine)	סומי (אוקראינה)	WIKIDATA	5-facs_423_r_3	death	no	Zylbercweig lexicon
כאַרקאָוו	כארקעוו	Kharkiv	Q42308	settlement	8380	Kharkiv (Ukraine)	חרקוב (אוקראינה)	WIKIDATA	5-facs_438_tr_1739221804|4-facs_651_tr_1755030222|2-facs_194_tr_1744279150|2-facs_279_tr_1744280711|5-facs_414_tr_1739222253|6-facs_71_r_6	death|birth	yes	Zylbercweig lexicon
סטאַראַיאַ רוסאַ		Staraya Russa	Q196479	settlement	11652	Starai︠a︡ Russa (Russia)	סטאראיה רוסה (רוסיה)	WIKIDATA	5-facs_442_tr_1739222531	death	yes	Zylbercweig lexicon
פרונזע	בישקעק	Bishkek	Q9361	settlement	17989	Bishkek (Kyrgyzstan)	בישקק (קירגיסטן)	WIKIDATA	5-facs_482_tr_1739221607	death	yes	Zylbercweig lexicon
קרעמעניץ	קרעמעניץ	Kremenets	Q849116	settlement	658	Kremenets (Ukraine)	קרמניץ (אוקראינה)	WIKIDATA	5-facs_557_tr_1739222013|1-facs_361_r_9	death|birth	no	Zylbercweig lexicon
פּיעטריקאָוו טריבונאַלני	פיעטרקאוו	Piotrków Trybunalski	Q158004	settlement	250	Piotrkow Trybunalski (Poland)	פיוטרקוב (פולין)	WIKIDATA	5-facs_558_tr_1739222086	death	yes	Zylbercweig lexicon
אַלמאַ-אַטאָ	אלמאטיע	Almaty	Q35493	settlement	7366	Alma-Ata (Kazakhstan)	אלמה-יטה (קזחסטאן)	WIKIDATA	5-facs_587_tr_1739221101	death	yes	Zylbercweig lexicon
לונינעץ	לונינייץ	Luninyets	Q956132	settlement	13800	Luninets (Belarus)	לוניניץ (בלארוס)	WIKIDATA	5-facs_590_tr_1739222448	death	yes	Zylbercweig lexicon
זשיטאָמיר	זשיטאמיר	Zhytomyr	Q156713	settlement	957	Zhytomyr (Ukraine)	זיטומיר (אוקראינה)	WIKIDATA	5-facs_592_r_7|5-facs_593_r_26|1-facs_258_tr_1741260274|1-facs_261_tr_1741260196|2-facs_33_r_12|2-facs_49_tr_1744131387|2-facs_162_tr_1744279209|2-facs_314_tr_1744365761|6-facs_658_tr_1747931529|6-facs_665_r|7-facs_41_tr_1756359817	death|birth	yes	Zylbercweig lexicon
באַרדיטשעוו	בערדיטשעוו	Berdychiv	Q158799	settlement	571	Berdychiv (Ukraine)	ברדיצ'ב (אוקראינה)	WIKIDATA	5-facs_592_r_10	death	yes	Zylbercweig lexicon
לוואָוו	לעמבערג	Lviv	Q36036	settlement	166	Lʹviv (Ukraine)	לבוב (אוקראינה)	WIKIDATA	5-facs_592_r_32	death	yes	Zylbercweig lexicon
מאָלינע		Moline	Q579736	settlement	75148	Moline (Ill.)	מולין (אילינוי)	WIKIDATA	5-facs_593_r_34	death	yes	Zylbercweig lexicon
מעקסיקע סיטי	מעקסיקא שטאט	Mexico City	Q1489	settlement	7033	Mexico City (Mexico)	מקסיקו סיטי (מקסיקו)	WIKIDATA	5-facs_597_tr_1739222302|5-facs_617_r_6|5-facs_618_tr_1739221549|6-facs_459_tr_1747930174|6-facs_604_tr_1747930212|6-facs_665_r_1	death	yes	Zylbercweig lexicon
מימי ביעטש		Miami Beach	Q201516	settlement	71460	Miami Beach (Fla.)	מיאמי ביץ' (פלורידה)	WIKIDATA	5-facs_597_r|6-facs_55_tr_1747746152|6-facs_124_tr_1747825116	death	yes	Zylbercweig lexicon
לאָדזשער געטאָ	לאדזשער געטא	Łódź Ghetto	Q327895	death_site	27130	Litzmannstadt-Getto (Łódź, Poland)	גיטו ליצמנשטט (לודז', פולין)	WIKIDATA	5-facs_616_r	death	yes	Zylbercweig lexicon
שיקאַגע	שיקאגא	Chicago	Q1297	settlement	282	Chicago (Ill.)	שיקגו (אילינוי)	WIKIDATA	6-facs_47_tr_1747746190|6-facs_202_tr_1747928985|7-facs_74_tr_1757228890|6-facs_192_tr_1747825120	death|birth	yes	Zylbercweig lexicon
תל אביב	תל אביב-יפו	Tel Aviv	Q33935	settlement	272	Tel Aviv-Yafo (Israel)	תל אביב-יפו (ישראל)	WIKIDATA	6-facs_53_r_13|6-facs_174_tr_1747825082|7-facs_32_tr_1756359774	death	no	Zylbercweig lexicon
קליוולאַנד	קליוולאנד	Cleveland	Q37320	settlement	402	Cleveland (Ohio)	קליבלנד (אוהיו)	WIKIDATA	6-facs_71_r_13|6-facs_178_tr_1747825078|3-facs_348_tr_1756107767|6-facs_435_r|6-facs_656_r	death|birth	yes	Zylbercweig lexicon
סאַן פּאַולאַ	סאו פאולא	São Paulo	Q174	settlement	25	São Paulo (Brazil)	סאו פאולו (ברזיל)	WIKIDATA	6-facs_76_tr_1747746207	death	yes	Zylbercweig lexicon
סידני	סידני	Sydney	Q3130	settlement	100	Sydney (N.S.W.)	סידני (אוסטרליה)	WIKIDATA	6-facs_78_tr_1747746117	death	no	Zylbercweig lexicon
מיאַמי	מיאמי	Miami	Q8652	settlement	229	Miami (Fla.)	מיאמי (פלורידה)	WIKIDATA	6-facs_78_tr_1747746119	death	yes	Zylbercweig lexicon
כערסאָן		Kherson	Q156732	settlement	13994	Kherson (Ukraine)	חרסון (אוקראינה)	WIKIDATA	6-facs_92_r|1-facs_376_tr_1741260448|2-facs_305_tr_1744365746|2-facs_324_tr_1744365762|2-facs_360_tr_1744365774|5-facs_423_r_4|6-facs_126_tr_1747825032|6-facs_237_tr_1747928923|7-facs_60_tr_1756359809	death|birth	yes	Zylbercweig lexicon
חיפֿה	חיפה	Haifa	Q41621	settlement	791	Haifa (Israel)	חיפה (ישראל)	WIKIDATA	6-facs_110_tr_1747825087	death	yes	Zylbercweig lexicon
קאָלאָראַדאָ	קאלאראדא ספרינגס	Colorado Springs	Q49258	settlement	7181	Colorado Springs (Colo.)	קולורדו ספרינגס (קולורדו)	WIKIDATA	6-facs_156_tr_1747825108	death	yes	Zylbercweig lexicon
מאָנטרעאָל	מאנטרעאל	Montreal	Q340	settlement	9750	Montréal (Québec)	מונטריאול (קוויבק)	WIKIDATA	6-facs_190_tr_1747825169	death	yes	Zylbercweig lexicon
אוראַלסק		Oral	Q487439	settlement	72301	Oral (Kazakhstan)	אורל (קזחסטן)	WIKIDATA	6-facs_226_tr_1747928999	death	yes	Zylbercweig lexicon
בראַנקסער שפּיטאָל	ניו יארק	New York City	Q60	settlement	32	New York (N.Y.)	ניו יורק (נ.י.)	WIKIDATA	6-facs_265_r	death	yes	Zylbercweig lexicon
בוענאָס-אַיירעס	בוענאס איירעס	Buenos Aires	Q1486	settlement	510	Buenos Aires (Argentina)	בואנוס איירס (ארגנטינה)	WIKIDATA	6-facs_418_tr_1747930192|6-facs_56_r_17	death|birth	yes	Zylbercweig lexicon
סאַן פאַולאָ	סאו פאולא	São Paulo	Q174	settlement	25	São Paulo (Brazil)	סאו פאולו (ברזיל)	WIKIDATA	6-facs_419_tr_1747930126	death	yes	Zylbercweig lexicon
פילאָדעלפיע	פילאדעלפיע	Philadelphia	Q1345	settlement	408	Philadelphia (Pa.)	פילדלפיה (פנסילבניה)	WIKIDATA	6-facs_424_tr_1747930496	death	yes	Zylbercweig lexicon
ווראָצלאַוו (ברעסלוי)	ברעסלוי	Wrocław	Q1799	settlement	951	Wrocław (Poland)	ורוצלב (פולין)	WIKIDATA	6-facs_463_tr_1747930281	death	yes	Zylbercweig lexicon
מאָנטעוויידעאָ	מאנטעווידעא	Montevideo	Q1335	settlement	7220	Montevideo (Uruguay)	מונטווידאו (אורוגוואי)	WIKIDATA	6-facs_537_tr_1747930464	death	yes	Zylbercweig lexicon
לאָס אַנדזעלעס	לאס אנדזשעלעס	Los Angeles	Q65	settlement	154	Los Angeles (Calif.)	לוס אנג'לס (קליפורניה)	WIKIDATA	6-facs_651_r	death	yes	Zylbercweig lexicon
לאָס אָנדזשעלעס	לאס אנדזשעלעס	Los Angeles	Q65	settlement	154	Los Angeles (Calif.)	לוס אנג'לס (קליפורניה)	WIKIDATA	6-facs_653_r	death	yes	Zylbercweig lexicon
סימפּעראָפּאל		Simferopol	Q43421	settlement	7909	Richmond (Va.)	ריצ'מונד (וירג'יניה)	WIKIDATA	7-facs_11_r_2	death	yes	Zylbercweig lexicon
סאַן פּאַול	סאו פאולא	São Paulo	Q174	settlement	25	São Paulo (Brazil)	סאו פאולו (ברזיל)	WIKIDATA	7-facs_14_r_5	death	yes	Zylbercweig lexicon
סאַן פּאַולאָ	סאו פאולא	São Paulo	Q174	settlement	25	São Paulo (Brazil)	סאו פאולו (ברזיל)	WIKIDATA	7-facs_15_r_3	death	yes	Zylbercweig lexicon
לענינגראָד	פעטערבורג	Saint Petersburg	Q656	settlement	678	Saint Petersburg (Russia)	פטרבורג (רוסיה)	WIKIDATA	7-facs_18_tr_1756799204	death	yes	Zylbercweig lexicon
דאָלאָס		Dallas	Q16557	settlement	888	Dallas (Tex.)	דאלאס (טקסס)	WIKIDATA	7-facs_37_r_9	death	yes	Zylbercweig lexicon
וולאַדיוואָסטאָק	וולאדיוואסטאק	Vladivostok	Q959	settlement	7400	Vladivostok (Russia)	ולדיווסטוק (רוסיה)	WIKIDATA	7-facs_40_r	death	yes	Zylbercweig lexicon
סטאָווישטשע		Stavyshche	Q65270	settlement	89840	Stavyshche (Ukraine)	סטאוויששה (אוקראינה)	WIKIDATA	7-facs_62_tr_1756359784	death	yes	Zylbercweig lexicon
יאָראָסלאָוו		Jarosław	Q721928	settlement	862	Jarosław (Poland)	ירוסלב (פולין)	WIKIDATA	7-facs_62_tr_1756359788	death	yes	Zylbercweig lexicon
וויטעבסק	וויטעבסק	Vitebsk	Q102217	settlement	942	Vitsebsk (Belarus)	ויטבסק (בלארוס)	WIKIDATA	7-facs_81_tr_1757228905|4-facs_279_tr_1754998499|1-facs_350_tr_1741260471|1-facs_52_tr_1740521031|2-facs_85_tr_1744131379|2-facs_189_r|3-facs_125_tr_1754820300|5-facs_367_tr_1739222551|5-facs_444_tr_1739222260|6-facs_104_tr_1747825067|7-facs_37_r_9|7-facs_46_r_8	death|birth	no	Zylbercweig lexicon
ירושלים	ירושלים	Jerusalem	Q1218	settlement	691	Jerusalem (Israel)	ירושלים (ישראל)	WIKIDATA	7-facs_82_tr_1757228891|4-facs_114_tr_1753936423|1-facs_259_tr_1741260221|1-facs_135_r_2	death|birth	no	Zylbercweig lexicon
כאַרבין		Harbin	Q42956	settlement	321	Harbin (China)	חרבין (סין)	WIKIDATA	7-facs_87_r	death	yes	Zylbercweig lexicon
ברעסט-ליטאָווסק	בריסק	Brest	Q140147	settlement	576	Brest (Belarus)	בריסק (בלארוס)	WIKIDATA	4-facs_34_r_1|4-facs_387_tr_1755030250|1-facs_342_tr_1741260505|1-facs_58_tr_1740521154|1-facs_147_tr_1740521038|1-facs_152_tr_1740521014|2-facs_277_tr_1744280830	birth	yes	Zylbercweig lexicon
טשאַן	טשאן	Teofipol	Q2637331	settlement	18245	Teofipolʹ (Ukraine)	טאופיפול (אוקראינה)	WIKIDATA	4-facs_35_r_2	birth	yes	Zylbercweig lexicon
יאסי	יאס	Iași	Q46852	settlement	669	Iași (Romania)	יאסי (רומניה)	WIKIDATA	4-facs_39_tr_1752612112|1-facs_319_r_1|1-facs_412_TextRegion_1710153704955_46|2-facs_90_tr_1744131418|2-facs_129_tr_1744279170|2-facs_137_tr_1744279159|2-facs_364_tr_1744366859|3-facs_35_tr_1752653022|3-facs_35_tr_1752653019	birth	no	Zylbercweig lexicon
אָשמיאַנאַ	אָשמענע/Oshmene	Ašmiany	Q722836	settlement	20619	Ashmi︠a︡ny (Belarus)	אשמיאני (בלארוס)	WIKIDATA	4-facs_47_r_2	birth	yes	Zylbercweig lexicon
קאָריץ	קארעץ	Korets	Q997398	settlement	675	Koret︠s︡ʹ (Ukraine)	קוריץ (אוקראינה)	WIKIDATA	4-facs_55_tr_1753681940	birth	yes	Zylbercweig lexicon
בריטשאַן		Briceni	Q2019727	settlement	21375	Briceni (Moldova)	בריצ'ני (מולדובה)	NAME_EXACT	4-facs_60_r_1	birth	yes	Zylbercweig lexicon
רעזישטשעוו		Rzhyshchiv	Q71731	settlement	13452	Rz︠h︡yshchiv (Ukraine)	רזישצ.ב (אוקראינה)	WIKIDATA	4-facs_69_tr_1753681922	birth	yes	Zylbercweig lexicon
אַזאָרקאָוו	אזארקאוו	Ozorków	Q628460	settlement	18119	Ozorków (Poland)	אזארקוו (פולין)	WIKIDATA	4-facs_79_tr_1753938275|1-facs_264_tr_1741260321|1-facs_42_tr_1740520980	birth	yes	Zylbercweig lexicon
טעפּליקי	טעפליק	Teplyk	Q2473433	settlement	89923	Teplyk (Ukraine)	טפליק (אוקראינה)	WIKIDATA	4-facs_85_tr_1753938252	birth	yes	Zylbercweig lexicon
אַסטראָ	אסטראכאן	Astrakhan	Q3927	settlement	12816	Astrakhan (Russia)	אסטרחן (רוסיה)	WIKIDATA	4-facs_86_tr_1753938264	birth	yes	Zylbercweig lexicon
גאַלאַץ		Galați	Q170996	settlement	9907	Glatz (Germany)	גלאץ (גרמניה)	WIKIDATA	4-facs_92_r_1|4-facs_123_tr_1753936429|1-facs_21_tr_1740515226|2-facs_232_tr_1744280746|7-facs_62_r_7	birth	yes	Zylbercweig lexicon
ליפּסק		Lipsko	Q2342620	settlement	83618	Lipsko (Województwo Mazowieckie, Poland)	ליפסקו (פרובינציה מזוביה, פולין)	WIKIDATA	4-facs_95_tr_1753602024	birth	yes	Zylbercweig lexicon
פּעטערבורג	פעטערבורג	Saint Petersburg	Q656	settlement	678	Saint Petersburg (Russia)	פטרבורג (רוסיה)	WIKIDATA	4-facs_97_tr_1753602022|1-facs_49_tr_1740521083|3-facs_286_tr_1755674601|7-facs_48_tr_1756359786	birth	yes	Zylbercweig lexicon
ביאַלע	ביאלע	Biała Podlaska	Q209932	settlement	8525	Biała Podlaska (Poland)	בילה פודלסקה (פולין)	WIKIDATA	4-facs_98_r_2	birth	yes	Zylbercweig lexicon
פֿאַלעשט		Fălești	Q2078085	settlement	16772	Fălești (Moldova)	פאלשטי (מולדובה)	WIKIDATA	4-facs_101_r_1|1-facs_251_tr_1741260232	birth	yes	Zylbercweig lexicon
קעשענעוו	קעשענעוו	Chișinău	Q21197	settlement	399	Chișinău (Moldova)	קישינב (מולדובה)	WIKIDATA	4-facs_143_tr_1754377592|4-facs_270_tr_1754998438|3-facs_132_tr_1755157159|3-facs_149_tr_1754213838|5-facs_80_tr_1733059427|5-facs_175_tr_1736588948|5-facs_198_tr_1736588952|5-facs_273_tr_1739222335|5-facs_306_tr_1739221514|5-facs_334_tr_1739221282|5-facs_547_tr_1739222023|5-facs_590_tr_1739222448|5-facs_604_tr_1739220749|6-facs_46_tr_1747746173|6-facs_57_r_21|6-facs_69_r_13|6-facs_149_tr_1747825109|6-facs_173_tr_1747825113|6-facs_403_tr_1747930160|6-facs_565_tr_1752129114|7-facs_34_tr_1756359795	birth	no	Zylbercweig lexicon
מאָהילעוו אויפֿן דניעסטער		Mohyliv-Podilskyi	Q997469	settlement	18781	Mohyliv-Podilʹsʹkyĭ (Ukraine)	מויליב-פודילסקי (אוקראינה)	WIKIDATA	4-facs_264_tr_1754998383	birth	yes	Zylbercweig lexicon
אונגאַרן		Szolnok	Q181276	settlement	10174	Szolnok (Hungary)	סולנוק (הונגריה)	WIKIDATA	4-facs_270_tr_1754998433	birth	yes	Zylbercweig lexicon
לאַכווע	לאכװע	Lakhva	Q1527795	settlement	19050	Lakhva (Belarus)	לחוה (בלארוס)	WIKIDATA	4-facs_380_tr_1755030217	birth	yes	Zylbercweig lexicon
