person_id	heading	subject	seq	place	place_kind	org	role	verb	date_start	date_end	certainty	t_start	t_end	t_inferred	res_status	qid	label_en	lat	lon	events	evidence
P-2-facs_327_tr_1744365754	סאַמאָלעסקאָ, דעיוו	entry	6	ניו-יאָרק	settlement		משרת	stay			none	1897	1915	True	settlement	Q60	New York City	40.712778	-74.006111	"[{""event_type"": ""performance"", ""play"": ""ביידע קוני לעמעלס"", ""venue"": ""טורן-האָל"", ""date"": """", ""description"": ""played the role of Kuni Lemel at a benefit""}, {""event_type"": ""performance"", ""play"": """", ""venue"": ""ערשטן יידישן אַטלאַנטניק גאַרדען"", ""date"": """", ""description"": ""engaged in variety with Spivak""}, {""event_type"": ""performance"", ""play"": """", ""venue"": ""טאַליאַ מוזיק-האָל"", ""date"": """", ""description"": ""performed songs""}, {""event_type"": ""performance"", ""play"": """", ""venue"": ""פּיפלס-מוזיק-האָל"", ""date"": """", ""description"": ""performed songs by Meisel and Meyerowitz""}, {""event_type"": ""marriage"", ""play"": """", ""venue"": """", ""date"": """", ""description"": ""married P. Finkelstein""}]"	שפּעטער געוואָרן אַ משרת ביי מאָגולעסקאָׂן אין טעאַטער... שפּעטער ווערט ער אָנגאַזשירט אין וואַריעטע צו ספּיוואָקן אין ערשטן יידישן אַטלאַנטניק גאַרדען
P-2-facs_327_tr_1744365754	סאַמאָלעסקאָ, דעיוו	entry	7	שיקאַגאָ	settlement	מאָשקאָוויטשעס מוזיק-האָל	performer	stay			none	1897	1915	True	settlement	Q1297	Chicago	41.881944	-87.627778	[]	פֿאָרט ס. אָפּ קיין שיקאַגאָ, וואו ער שפּילט אין מאָשקאָוויטשעס מוזיק-האָל
P-2-facs_327_tr_1744365754	סאַמאָלעסקאָ, דעיוו	entry	8	סט. לואיס	settlement	גאָזוכער פֿאַר גליקמאַןס רוסישן כאָר	barker	stay			none	1897	1915	True	settlement	Q38022	St. Louis	38.626389	-90.199444	[]	דערנאָך אין סט. לואיס, וואו ער רופט אַריין פֿון גאָס באָזוכער פֿאַר גליקמאַןס רוסישן כאָר.
P-2-facs_327_tr_1744365754	סאַמאָלעסקאָ, דעיוו	entry	9	סט. פראַנציסקאָ	settlement	ענגלישער וואַריעטע-בינע	דזשוּ קאָמידיען	stay			none	1897	1915	True	unresolved					[]	פֿאָרט ער קיין סט. פראַנציסקאָ, וואו ער טרעט אַרויס אויף דער ענגלישער וואַריעטע-בינע
P-2-facs_327_tr_1744365754	סאַמאָלעסקאָ, דעיוו	entry	10	לאָנדאָן	settlement		performer	stay			none	1897	1915	True	settlement	Q84	London	51.507222	-0.1275	[]	דערנאָך פֿאָרט ער קיין לאָנדאָן, וואו ער שפּילט ענגליש.
P-2-facs_327_tr_1744365754	סאַמאָלעסקאָ, דעיוו	entry	11	אַמעריקע	country			return			none	1897	1915	True	settlement	Q30	United States	39.828175	-98.5795	[]	בעת דער וועלט-מלחמה צוריקגעקומען אין אַמעריקע
P-2-facs_327_tr_1744365754	סאַמאָלעסקאָ, דעיוו	entry	12	לוזיטאַניאַ	unknown			death	1915-05-07	1915-05-07	explicit	1915	1915	False	unresolved					"[{""event_type"": ""death"", ""play"": """", ""venue"": ""לוזיטאַניאַ"", ""date"": ""1915-05-07"", ""description"": ""died during the sea catastrophe""}]"	"פֿאָרט צוריק קיין ענגלאַנד מיט דער שיף „לוזיטאַניאַ"" אויף וועלכער ער איז דעם 7 מאי 1915 אומגעקומען"
P-2-facs_329_tr_1744365808	סאַמואילאָוו, משה-בער	entry	1	לעמבערג, גאַליציע	settlement			born	1876-12-17		explicit	1876	1876	False	settlement	Q36036	Lviv	49.8425	24.032222	[]	געבוירן 17 דעצעמבער 1876 אין לעמבערג, גאַליציע
P-2-facs_329_tr_1744365808	סאַמואילאָוו, משה-בער	entry	3	גאָלאַץ (רומעניע)	settlement		student	emigration	1885		explicit	1885	1885	False	unresolved					[]	אין 1885 טראָגט זיך איבער די פאַמיליע קיין גאָלאַץ (רומעניע)
P-2-facs_329_tr_1744365808	סאַמואילאָוו, משה-בער	entry	4	ווין	settlement	ווינער גימנאַזיע	student	stay			none	1885	1907	True	settlement	Q1741	Vienna	48.208333	16.3725	[]	שפּעטער פאָרט ס. שטודירן אין אַ ווינער גימנאַזיע
P-2-facs_329_tr_1744365808	סאַמואילאָוו, משה-בער	entry	5	בוקאַרעסט	settlement	יאָוועלירס טרופּע	כאָריסט	stay			none	1885	1907	True	settlement	Q19660	Bucharest	44.413361	26.097778	"[{""event_type"": ""debut"", ""play"": ""רש'י"", ""venue"": ""זשיגניצאַ"", ""date"": """", ""description"": ""debuted as a servant in the operetta Rashi""}]"	לאָזט זיך וואַנדערן ביז בוקאַרעסט... ווערט ער אויפגענומען אַלס כאָריסט אין יאָוועלירס טרופּע אין זשיגניצאַ
P-2-facs_329_tr_1744365808	סאַמואילאָוו, משה-בער	entry	6	בולגאָריע. רומעניע, קאָנסטאַנטינאָפּאָל, גאַליציע אין בערלין	region	טרופּע (פינקעלשטיין און פרוי)	performer	tour			none	1885	1907	True	settlement_first_of_list	Q406	Istanbul	41.01	28.960278	[]	פאָרט אַרום מיט דער טרופּע איבער בולגאָריע. רומעניע, קאָנסטאַנטינאָפּאָל, גאַליציע אין בערלין
P-2-facs_329_tr_1744365808	סאַמואילאָוו, משה-בער	entry	7	קראָקע (גאַליציע)	settlement	יידישן טעאַטער אין קראָקע	דירעקטאָר	stay			none	1885	1907	True	unresolved					"[{""event_type"": ""season"", ""play"": """", ""venue"": """", ""date"": """", ""description"": ""director for 3 seasons""}]"	שפּעטער איז ס. 3 סעזאָנען דירעקטאָר פון יידישן טעאַטער אין קראָקע
P-2-facs_329_tr_1744365808	סאַמואילאָוו, משה-בער	entry	8	לעמבערג	settlement	גימפּעלן	performer	stay			none	1885	1907	True	settlement	Q36036	Lviv	49.8425	24.032222	[]	2 יאָר שפּילט ער אין לעמבערג א'ר פון גימפּעלן
P-2-facs_329_tr_1744365808	סאַמואילאָוו, משה-בער	entry	9	טשערנאָוויץ	settlement	א'ד פון אַקסעלראָד	רעזשיסער און שוישפּילער	stay			none	1885	1907	True	settlement	Q157725	Chernivtsi	48.290833	25.934444	"[{""event_type"": ""performance"", ""play"": ""נתן החכם"", ""venue"": """", ""date"": """", ""description"": ""staged Lessing's Nathan the Wise""}, {""event_type"": ""performance"", ""play"": ""פאַמיליע צבי"", ""venue"": """", ""date"": """", ""description"": ""staged Pinski's Family Zvi""}]"	אייניקע יאָר רעזשיסער און שוישפּילער אין טשערנאָוויץ א'ד פון אַקסעלראָד
P-2-facs_329_tr_1744365808	סאַמואילאָוו, משה-בער	entry	10	בערלין	settlement	אַלעקסאַנדער-טעאַטער	performer	stay			none	1885	1907	True	settlement	Q64	Berlin	52.516667	13.383333	[]	דייטשע אַקטיאָרן אין אַלעקסאַנדער-טעאַטער אין בערלין
P-2-facs_329_tr_1744365808	סאַמואילאָוו, משה-בער	entry	11	אַמעריקע	country	יידישן קונסט-טעאַטער	performer	emigration	1907		explicit	1907	1907	False	settlement	Q30	United States	39.828175	-98.5795	"[{""event_type"": ""performance"", ""play"": ""סטריט סצין"", ""venue"": ""אַמעריקאַנער פּראָווינץ"", ""date"": ""1930-1931"", ""description"": ""played Abraham Kaplan in Street Scene in English""}]"	זינט 1907 שפּילט ס. אויף דער יידישער בינע אין אַמעריקע
P-2-facs_329_tr_1744365808	סאַמואילאָוו, משה-בער	פאָטער	2	טאַרנאָוו, גאַליציע	settlement		אויבערקאָנטאָר	settled			none			True	region_first_of_list	גאליציע	Galicia	49.55	24.0	[]	וועלכער ווערט דערנאָך אויבערקאָנטאָר אין טאַרנאָוו, גאַליציע
P-2-facs_63_r_2	יאָוועליר, קלמן	entry	1	לעמבערג	settlement			born	1863-05-12		explicit	1863	1863	False	settlement	Q36036	Lviv	49.8425	24.032222	[]	געב. 12 מאי 1863 אין לעמבערג
P-2-facs_63_r_2	יאָוועליר, קלמן	entry	2	לעמבערג	settlement	פאָרשטאָטישער שול	singer	stay			none	1863	1880	True	settlement	Q36036	Lviv	49.8425	24.032222	"[{""event_type"": ""other"", ""play"": """", ""venue"": """", ""date"": """", ""description"": ""Sang with Cantor Baruch Schorr and later with Cantor Aaron-Shalom Shirman""}]"	צו 9 יאָר געזונגען ביים חזן ברוך שאָר און אַ קורצע צייט שפּעטער ביים חזן פֿון דער פֿאָרשטאָטישער שול
P-2-facs_63_r_2	יאָוועליר, קלמן	entry	3	פּראָווינץ	region		folksinger	tour			none	1863	1880	True	unresolved					[]	לאָזט זיך י. וואַנדערן צופוס איבער דער פּראָווינץ
P-2-facs_63_r_2	יאָוועליר, קלמן	entry	4	טשערנאָוויץ	settlement		performer	stay			none	1863	1880	True	settlement	Q157725	Chernivtsi	48.290833	25.934444	"[{""event_type"": ""performance"", ""play"": ""שמענדריק"", ""venue"": """", ""date"": """", ""description"": ""Played the role of Breine die Arendarke""}]"	"ביז זיי קומען אין טשערנאָוויץ, וואו זיי שפּילן שוין מער „טעאַטער-מעסיק"""
P-2-facs_63_r_2	יאָוועליר, קלמן	entry	5	באָטאָשאן	settlement	איציק-מענדל בערמאַןס טרופּע	performer	stay			none	1863	1880	True	settlement	Q178855	Botoșani	47.748611	26.669444	"[{""event_type"": ""performance"", ""play"": ""קאָלדוניא"", ""venue"": """", ""date"": """", ""description"": ""Performed solo 'Heise Bobkelech'""}, {""event_type"": ""performance"", ""play"": ""דיבוק"", ""venue"": """", ""date"": """", ""description"": ""Played the role of Polig""}]"	לאָזט זיך י. אַהין צוזאַמען מיט מענדעלע ראָטמאַן, אין זיי ווערן אָנגענומען אין איציק-מענדל בערמאַןס טרופּע
P-2-facs_63_r_2	יאָוועליר, קלמן	entry	6	רומעניע און בוקאָווינע	region	איציק-מענדל בערמאַןס טרופּע	performer	tour			none	1863	1880	True	region_first_of_list	רומעניע	Romania	45.94	24.97	[]	נאָך אַ קורצן טורנעע איבער רומעניע און בוקאָווינע
P-2-facs_63_r_2	יאָוועליר, קלמן	entry	7	טשערנאָוויץ	settlement	פּראָפ. הורוויץ טרופּע	performer	stay	1880		explicit	1880	1880	False	settlement	Q157725	Chernivtsi	48.290833	25.934444	"[{""event_type"": ""marriage"", ""play"": """", ""venue"": """", ""date"": """", ""description"": ""Married the primadonna Yetta Rauch""}]"	צוריקגעקומען אין 1880 קיין טשערנאָוויץ... י. גייט איבער אין זייער טרופּע, וואו ער האָט חתונה מיט דער פּרימאַדאָנאַ יעטאַ רויך
P-2-facs_63_r_2	יאָוועליר, קלמן	entry	8	גאַליציע	region	וואָלגעשאַפּעןס קאָנצעסיע	performer	tour			none	1880	1890	True	region	גאליציע	Galicia	49.55	24.0	[]	וואַנדערנדיק אַ קורצע צייט איבער גאַליציע אונטער וואָלגעשאַפּעןס קאָנצעסיע
P-2-facs_63_r_2	יאָוועליר, קלמן	entry	9	גאַליציע, בוקאָווינע, רומעניע, קאָנסטאַנטינאָפּאָל, אַלעקסאַנדריע און קאַאיראָ	region	זיין טרופּע	director	tour			none	1880	1890	True	region	גאליציע	Galicia	49.55	24.0	[]	באַקומט י. אַליין אַ קאָנצעסיע און ווערט דירעקטאָר, שפּילנדיק מיט זיין טרופּע 17 יאָר איבער גאַליציע, בוקאָווינע, רומעניע, קאָנסטאַנטינאָפּאָל, אַלעקסאַנדריע און קאַאיראָ
P-2-facs_63_r_2	יאָוועליר, קלמן	entry	10	לעמבערג	settlement	גימפּעלס טרופּע	performer	stay	1890	1891	explicit	1890	1891	False	settlement	Q36036	Lviv	49.8425	24.032222	[]	במשך פֿון דער צייט האָט י. געשפּילט (1890-1) אין גימפּעלס טרופּע
P-2-facs_63_r_2	יאָוועליר, קלמן	entry	11	טשערנאָוויץ	settlement		director	stay	1900		explicit	1900	1900	False	settlement	Q157725	Chernivtsi	48.290833	25.934444	[]	אין 1900 קומט הורוויץ קיין טשערנאָוויץ
P-2-facs_63_r_2	יאָוועליר, קלמן	entry	12	אַמעריקע	country	הורוויץ טרופּע	performer	emigration	1900		approximate	1900	1900	False	settlement	Q30	United States	39.828175	-98.5795	"[{""event_type"": ""marriage"", ""play"": """", ""venue"": """", ""date"": ""1910"", ""description"": ""Married Bina Abramowicz""}]"	פֿירט אַריבער י. מיט זיין טרופּע פֿון 21 מאַן קיין אַמעריקע
P-2-facs_63_r_2	יאָוועליר, קלמן	entry	14	ניו-יאָרק	settlement		performer	stay			none	1900	1913	True	settlement	Q60	New York City	40.712778	-74.006111	"[{""event_type"": ""season"", ""play"": """", ""venue"": ""ווינדזאָר-טעאַטער"", ""date"": """", ""description"": ""Played for 5 years""}, {""event_type"": ""business"", ""play"": """", ""venue"": ""ליבערטי-טעאַטער"", ""date"": """", ""description"": ""Became a lessee of the theater""}]"	אין אַמעריקע שפּילט י. 5 יאָר אין ווינדזאָר-טעאַטער... דערנאָך ווערט ער אַ ליסער אין ליבערטי-טעאַטער
P-2-facs_63_r_2	יאָוועליר, קלמן	entry	15	אַרגענטינע	country		performer	tour	1913		explicit	1913	1913	False	settlement	Q414	Argentina	-34.0	-64.0	[]	1913 — גאַסטראָלירט ער אין אַרגענטינע
P-2-facs_63_r_2	יאָוועליר, קלמן	entry	16	פֿילאדעלפֿיער	settlement	ארטש סטריט-טעאַטער	performer	stay	1921	1928	explicit	1921	1928	False	settlement	Q1345	Philadelphia	39.952778	-75.163611	[]	1921-28 — שפּילט ער אין פֿילאדעלפֿיער אַרטש סטריט-טעאַטער
P-2-facs_63_r_2	יאָוועליר, קלמן	entry	17	ניו-יאָרקער	settlement	סעקאָנד-עוועניו-טעאַטער	performer	stay	1929	1930	explicit	1929	1930	False	unresolved					[]	1929-30 — ווידער אין ניו-יאָרקער סעקאָנד-עוועניו-טעאַטער
P-2-facs_63_r_2	יאָוועליר, קלמן	entry	18	ניו-יאָרק	settlement		performer	stay	1931	1932	explicit	1931	1932	False	settlement	Q60	New York City	40.712778	-74.006111	"[{""event_type"": ""performance"", ""play"": """", ""venue"": ""ליריק-טעאַטער"", ""date"": ""1931-32"", ""description"": ""Played at Lyric Theater""}, {""event_type"": ""performance"", ""play"": """", ""venue"": ""געיטי-טעאַטער"", ""date"": ""1932"", ""description"": ""Played at Gaiety Theater""}]"	1931-32 — געשפּילט אין ליריק-טעאַטער און 1932 — אין געיטי-טעאַטער
P-2-facs_63_r_2	יאָוועליר, קלמן	יעטאַ רויך	13	אַמעריקע	country		performer	death	1908		explicit	1908	1908	False	settlement	Q30	United States	39.828175	-98.5795	[]	דאָ איז אין 1908 געשטאָרבן יעטאַ רויך
P-2-facs_63_r_2	יאָוועליר, קלמן	מינע יאָוועל	19	ניו-יאָרק	settlement		singer	death	1927		explicit	1927	1927	False	settlement	Q60	New York City	40.712778	-74.006111	[]	י.'ס טאָכטער, מינע יאָוועל... איז אין 1927 געשטאָרבן אין ניו-יאָרק
P-2-facs_87_r_8	לאַגער אהרן	entry	1	בראָד, גאַליציע	settlement			born	1869		explicit	1869	1869	False	settlement	Q465104	Brody	50.078056	25.154167	[]	געבוירן 1869 אין בראָד, גאַליציע
P-2-facs_87_r_8	לאַגער אהרן	entry	2	פּראָווינץ	region	פּראָווינץ-טרופּע פֿון משה גאָלדוואורם	פרימאדאָנע	stay	1888		explicit	1888	1888	False	unresolved					"[{""event_type"": ""debut"", ""play"": """", ""venue"": """", ""date"": ""1888"", ""description"": ""debuted as a 'primadonna'""}]"	"1888 — דעביוטירט אַלס „פרימאדאָנע"" אין דער פּראָווינץ-טרופּע פֿון משה גאָלדוואורם"
P-2-facs_87_r_8	לאַגער אהרן	entry	3	לעמבערג	settlement	גימפּעל	performer	stay			none	1888	1896	True	settlement	Q36036	Lviv	49.8425	24.032222	"[{""event_type"": ""performance"", ""play"": ""לא תחמוד"", ""venue"": """", ""date"": """", ""description"": ""played the role of Peretz""}, {""event_type"": ""performance"", ""play"": ""די כשוף-מאַכערין"", ""venue"": """", ""date"": """", ""description"": ""played the role of Hotzmakh""}]"	דערנאָך אַריין צו גימפּעל אין לעמבערג
P-2-facs_87_r_8	לאַגער אהרן	entry	4	גאליצישער פראָווינץ	region	אַברהם אַקסעלראד און איציק-מענדל בערגמאַן	performer	tour	1896		explicit	1896	1896	False	unresolved					[]	1896- געשפילט איבער דער גאליצישער פראָווינץ א'ד פון אַברהם אַקסעלראד און איציק-מענדל בערגמאַן
P-2-facs_87_r_8	לאַגער אהרן	entry	5	אונגאַרן	country	פאָלנישע געזעלשאַפט	performer	stay			approximate	1896	1898	True	region	אונגארן	Hungary	47.5	19.05	"[{""event_type"": ""season"", ""play"": """", ""venue"": ""קאַפע פֿון שנעקענדאָרף"", ""date"": """", ""description"": ""played in Budapest for about 2 years""}]"	"דערנאָך בערך 2 יאָר אין אונגאַרן, איבערהויפּט אין בודאַפעסט (א""פּ „פאָלנישע געזעלשאַפט"" אין קאַפע פֿון שנעקענדאָרף)"
P-2-facs_87_r_8	לאַגער אהרן	entry	6	טעמאשוואר	settlement		performer	stay			none	1896	1898	True	unresolved					[]	אויך אין טעמאשוואר
P-2-facs_87_r_8	לאַגער אהרן	entry	7	גראָסווארדאַין	settlement		performer	stay			none	1896	1898	True	unresolved					[]	און גראָסווארדאַין
P-2-facs_87_r_8	לאַגער אהרן	entry	8	יאַסי (רומעניע)	settlement		performer	stay	1898		explicit	1898	1898	False	unresolved					[]	1898 — געשפּילט אין יאַסי (רומעניע)
P-2-facs_87_r_8	לאַגער אהרן	entry	9	בודאפּעסט	settlement		performer	return			none	1898	1899	True	settlement	Q1781	Budapest	47.498333	19.040833	[]	דערנאָך צוריקגעקערט קיין בודאפּעסט
P-2-facs_87_r_8	לאַגער אהרן	entry	10	בוקאָווינע	region		performer	stay			none	1898	1899	True	region	בוקאווינע	Bukovina	47.9	25.9	[]	און אין זעלבן סעזאָן נאָך געשפּילט אין בוקאָווינע
P-2-facs_87_r_8	לאַגער אהרן	entry	11	גאַליציע	region		performer	return	1899		explicit	1899	1899	False	region	גאליציע	Galicia	49.55	24.0	[]	1899 — צוריק אין גאַליציע
P-2-facs_87_r_8	לאַגער אהרן	entry	12	בעסאַראַביע	region	דוד סאַבסיי	performer	stay			none	1899	1911	True	settlement	Q174994	Bessarabia	46.833333333333	29.0	[]	ביי וועמען ער שפּילט אין בעסאַראַביע
P-2-facs_87_r_8	לאַגער אהרן	entry	13	אָדעס	settlement	דוד סאַבסיי	רעזשיסער	stay			approximate	1899	1911	True	settlement	Q1874	Odesa	46.47747	30.73262	[]	דערנאָך 8-10 יאָר אין אָדעס, וואו ער איז אויך רעזשיסער פֿון דער טרופּע
P-2-facs_87_r_8	לאַגער אהרן	entry	14	קאָנסטאַנטינאָפּאָל	settlement	טרופּע מיט ש. קרויזע	director	stay			approximate	1899	1911	True	settlement	Q406	Istanbul	41.01	28.960278	"[{""event_type"": ""season"", ""play"": """", ""venue"": """", ""date"": """", ""description"": ""played for 2 months""}]"	אָרגאַניזירט אַ טרופּע מיט ש. קרויזע... וועלכע שפּילט 2 חדשים אין קאָנסטאַנטינאָפּאָל
P-2-facs_87_r_8	לאַגער אהרן	entry	15	בוקאַרעסט	settlement	טרופּע מיט ש. קרויזע	director	stay	1911		explicit	1911	1911	False	settlement	Q19660	Bucharest	44.413361	26.097778	[]	און אין 1911 — אייניקע חדשים אין בוקאַרעסט
P-2-facs_87_r_8	לאַגער אהרן	entry	16	בראַאילא	settlement	טרופּע	director	stay			none	1911	1912	True	settlement	Q16897	Brăila	45.269	27.957	[]	פֿירט אָן ל. אַליין מיט דער טרופּע, מיט וועלכער ער שפּילט אין בראַאילא
P-2-facs_87_r_8	לאַגער אהרן	entry	17	בוקאַרעסט	settlement	טרופּע	director	return			none	1911	1912	True	settlement	Q19660	Bucharest	44.413361	26.097778	[]	ווידער אין בוקאַרעסט
P-2-facs_87_r_8	לאַגער אהרן	entry	18	עסטרייך	country	טרופּע	director	tour			none	1911	1912	True	region	עסטרייך	Austria	48.2	16.37	[]	גאַסטראָלירט אין עסטרייך
P-2-facs_87_r_8	לאַגער אהרן	entry	19	ארגענטינע	country		כאַראַקטער-שוישפּילער	emigration	1912		explicit	1912	1912	False	settlement	Q414	Argentina	-34.0	-64.0	[]	אין 1912 עמיגרירט ער קיין ארגענטינע
P-2-facs_87_r_8	לאַגער אהרן	entry	20	ארגענטינע	country		businessman	settled	1926		explicit	1926	1926	False	settlement	Q414	Argentina	-34.0	-64.0	"[{""event_type"": ""business"", ""play"": """", ""venue"": ""רעסטאָראַן"", ""date"": """", ""description"": ""ran a restaurant after retiring from the stage""}]"	זינט 1926 האָט ל. זיך צוריקגעצויגן פֿון דער בינע, אַ געוויסע צייט געהאַלטן אַ רעסטאָראַן
P-4-facs_114_tr_1753936423	פֿרומקין, אַברהם	entry	1	ירושלים	settlement			born	1873		explicit	1873	1873	False	settlement	Q1218	Jerusalem	31.776679	35.234156	[]	געבוירן פּסח 1873 אין ירושלים
P-4-facs_114_tr_1753936423	פֿרומקין, אַברהם	entry	2	יפו	settlement	בעלקינדס שול	לערער פֿון אַראַביש	stay	1889		explicit	1889	1889	False	settlement	Q180294	Jaffa	32.052222	34.753056	[]	אין 1889, געוואָרן לערער פֿון אַראַביש אין בעלקינדס שול אין יפו
P-4-facs_114_tr_1753936423	פֿרומקין, אַברהם	entry	3	קאָנסטאַנטינאָפּאָל	settlement		student	stay	1891		explicit	1891	1891	False	settlement	Q406	Istanbul	41.01	28.960278	"[{""event_type"": ""other"", ""play"": """", ""venue"": """", ""date"": """", ""description"": ""studied Turkish and jurisprudence""}]"	1891 — אַוועק קיין קאָנסטאַנטינאָפּאָל דאָרט שטודירן טערקיש און יוריספרודענץ
P-4-facs_114_tr_1753936423	פֿרומקין, אַברהם	entry	4	לאָנדאָן	settlement			emigration	1893		explicit	1893	1893	False	settlement	Q84	London	51.507222	-0.1275	[]	1893 — אויסגעוואַנדערט קיין לאָנדאָן
P-4-facs_114_tr_1753936423	פֿרומקין, אַברהם	entry	5	ניו יאָרק	settlement			stay			none	1893	1895	True	settlement	Q60	New York City	40.712778	-74.006111	[]	און דערנאָך קיין ניו יאָרק
P-4-facs_114_tr_1753936423	פֿרומקין, אַברהם	entry	6	קאָנסטאַנטינאָפּאָל	settlement			return			none	1893	1895	True	settlement	Q406	Istanbul	41.01	28.960278	[]	צוריקגעפֿאָרן קיין קאָנסטאַנטינאָפּאָל
P-4-facs_114_tr_1753936423	פֿרומקין, אַברהם	entry	7	לאָנדאָן	settlement	דער אַרבייטער פֿריינד	רעדאַקטאָר	stay	1895	1897	explicit	1895	1897	False	settlement	Q84	London	51.507222	-0.1275	"[{""event_type"": ""debut"", ""play"": """", ""venue"": """", ""date"": ""1895"", ""description"": ""debuted in Yiddish in the anarchist organ Der Arbeter Fraynd""}, {""event_type"": ""founding"", ""play"": """", ""venue"": """", ""date"": ""1897"", ""description"": ""began publishing Der Propagandist""}]"	"1895 — דעביוטירט אין יידיש אין דעם אַנאַרכיסטישן אָרגאַן „דער אַרבייטער פֿריינד""... אין 1897 אָנגעהויבן אַרויסגעבן אין לאָנדאָן אַן אַנאַרכיסטישן אָרגאַן „דער פּראָפּאַגאַנדיסט"""
P-4-facs_114_tr_1753936423	פֿרומקין, אַברהם	entry	8	ניו יאָרק	settlement	פֿאָרווערטס	מיטאַרבעטער	stay	1899	1903	explicit	1899	1903	False	settlement	Q60	New York City	40.712778	-74.006111	[]	"פֿון 1899 ביז 1903 געלעבט אין ניו יאָרק אַלס שטענדיקער מיטאַרבעטער פֿון „פֿאָרווערטס"""
P-4-facs_114_tr_1753936423	פֿרומקין, אַברהם	entry	9	פאַריז	settlement	פֿריינד	קאָרעספּאָנדענט	settled	1903		approximate	1903	1903	False	settlement	Q90	Paris	48.856667	2.352222	[]	דערנאָך זיך באַזעצט אין פאַריז, וואו ער ווערט אַ טעטיקער קאָרעספּאָנדענט
P-4-facs_114_tr_1753936423	פֿרומקין, אַברהם	entry	10	לאָנדאָן	settlement	דער אַרבייטער פֿריינד	translator	settled	1905	1909	approximate	1905	1909	False	settlement	Q84	London	51.507222	-0.1275	"[{""event_type"": ""other"", ""play"": ""דער בער"", ""venue"": """", ""date"": ""1905-09"", ""description"": ""published translation of Chekhov's The Bear""}, {""event_type"": ""other"", ""play"": ""דאַנטאָן'ס טויט"", ""venue"": """", ""date"": ""1905-12"", ""description"": ""published translation of Buchner's Danton's Death""}]"	אייניקע יאָר שפּעטער זיך ווידער באַזעצט אין לאָנדאָן... אָנגעהויבן פֿאַרעפנטלעכן זייער פֿיל איבערזעצונגען
P-4-facs_114_tr_1753936423	פֿרומקין, אַברהם	entry	11	ניו יאָרק	settlement	פרייע אַרבייטער שטימע	רעדאַקציאָנעלער קאָלעגיע	stay	1914	1940	approximate	1914	1940	False	settlement	Q60	New York City	40.712778	-74.006111	"[{""event_type"": ""performance"", ""play"": ""איינזאַמע מענטשן"", ""venue"": ""דאָס נייע אידישע טעאַטער"", ""date"": ""1919-10-14"", ""description"": ""performance of his translation of Hauptmann""}, {""event_type"": ""death"", ""play"": """", ""venue"": """", ""date"": ""1940-04-29"", ""description"": ""died in New York""}]"	בשעת דער ערשטער וועלט-מלחמה האָט פ. פֿאַרלאָזט לאָנדאָן און געמאַכט זיין היים אין ניו יאָרק
P-4-facs_207_tr_1754998369	שילדקרויט, רודאָלף [חיים-מרדכי]	entry	1	קאָנסטאַנטינאָפּאָל	settlement			born	1862		explicit	1862	1862	False	settlement	Q406	Istanbul	41.01	28.960278	[]	געבוירן 1862 אין קאָנסטאַנטינאָפּאָל, טערקיי.
P-4-facs_207_tr_1754998369	שילדקרויט, רודאָלף [חיים-מרדכי]	entry	2	בראַאילאַ	settlement		student	settled			approximate	1862	1881	True	settlement	Q16897	Brăila	45.269	27.957	"[{""event_type"": ""other"", ""play"": """", ""venue"": """", ""date"": """", ""description"": ""Studied in a cheder with the teacher Zavl""}]"	אין עלטער פֿון 4 יאָר איז ער אַריבערגעפירט געוואָרן פֿון זיינע עלטערן קיין בראַאילאַ, רומעניע, וואו זיי האָבן זיך באַזעצט, און וואו ער האָט געלערנט אין אַ חדר ביים מלמד זאַוול.
P-4-facs_207_tr_1754998369	שילדקרויט, רודאָלף [חיים-מרדכי]	entry	3	רומעניע	country	גריכישער האַנדלס-שול	student	stay			approximate	1862	1881	True	region	רומעניע	Romania	45.94	24.97	[]	פֿון 9 ביז 14 יאָר האָט ער שטודירט אין אַ גריכישער האַנדלס-שול אין רומעניע
P-4-facs_207_tr_1754998369	שילדקרויט, רודאָלף [חיים-מרדכי]	entry	4	זיבענבירגען	region	גימנאַזיע	student	stay			none	1862	1881	True	unresolved					[]	דערנאָך האָט אים דער פֿאָטער געשיקט לערנען אין זיבענבירגען, וואו ער האָט געענדיקט אַ 8-קלאַסיקע גימנאַזיע
P-4-facs_207_tr_1754998369	שילדקרויט, רודאָלף [חיים-מרדכי]	entry	5	ווין	settlement	ווינער אוניווערזיטעט	student	stay			none	1862	1881	True	settlement	Q1741	Vienna	48.208333	16.3725	[]	שטודירט אין ווינער אוניווערזיטעט.
P-4-facs_207_tr_1754998369	שילדקרויט, רודאָלף [חיים-מרדכי]	entry	6	הערמאַנשטאַט	settlement		performer	stay			approximate	1862	1881	True	unresolved					"[{""event_type"": ""performance"", ""play"": """", ""venue"": """", ""date"": """", ""description"": ""Performed as a keynote speaker at an academic holiday""}]"	אין עלטער פֿון 17 יאָר איז ער אין הערמאַנשטאַט אויפֿגעטראָטן אַלס פעסטרעדנער אויף אַן אַקאַדעמישן יום-טוב
